"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Crassulaceae"	"Cyperaceae"	"Diapensiaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Indeterminable"	"Isoëtes"	"Lamiaceae"	"Larix"	"Montiaceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"
1396	1432	"Kaiyak Lake"	68.15	-161.41667	0	"AWI"	0	-146	26	-66	86	0	0	5	0	164	0	1	0	0	1	80	0	0	0	0	9	0	0	0	0	0	0	13	1	29	0	0	5	0	0	0	0	0	6	0	0	0
1396	1432	"Kaiyak Lake"	68.15	-161.41667	5	"AWI"	5	631	1634	1294	101	0	0	5	0	176	0	0	0	0	0	55	0	0	0	0	8	0	0	0	0	0	0	18	1	36	0	0	4	0	0	0	0	0	10	0	0	1
1396	1432	"Kaiyak Lake"	68.15	-161.41667	10	"AWI"	10	1332	3320	2652	110	0	0	6	0	167	0	0	0	0	0	68	0	0	0	0	8	0	0	0	0	0	0	18	0	44	0	0	4	1	0	0	0	0	21	0	1	2
1396	1432	"Kaiyak Lake"	68.15	-161.41667	20	"AWI"	20	3309	5258	3979	137	0	0	6	0	152	0	0	0	0	0	59	0	0	0	1	8	3	0	0	0	0	0	19	0	50	0	0	1	0	0	0	0	0	8	0	0	0
1396	1432	"Kaiyak Lake"	68.15	-161.41667	30	"AWI"	30	3747	6520	4999	116	0	0	5	0	122	1	0	0	2	0	51	0	13	0	0	5	0	0	0	0	0	0	6	0	50	0	0	5	0	0	0	0	0	10	0	0	1
1396	1432	"Kaiyak Lake"	68.15	-161.41667	40	"AWI"	40	4380	7650	5975	131	0	0	10	0	143	0	0	0	0	1	71	0	0	0	0	4	0	0	0	0	0	0	10	0	26	0	0	5	0	0	0	0	0	14	0	0	1
1396	1432	"Kaiyak Lake"	68.15	-161.41667	50	"AWI"	50	5110	8287	6971	143	0	0	9	0	145	0	0	0	2	0	40	0	0	0	0	4	0	0	0	0	0	0	6	0	26	0	0	3	0	0	0	1	0	10	0	0	0
1396	1432	"Kaiyak Lake"	68.15	-161.41667	57	"AWI"	57	6042	8539	7672	177	0	0	6	0	146	0	0	0	0	0	54	0	0	0	1	6	1	0	0	0	0	0	3	0	22	0	0	4	0	0	0	0	0	8	0	0	0
1396	1432	"Kaiyak Lake"	68.15	-161.41667	68	"AWI"	68	8150	8943	8586	143	0	0	5	0	157	0	0	0	0	0	38	1	0	0	0	7	1	0	0	0	0	1	6	0	25	0	0	0	0	0	0	0	0	8	0	0	3
1396	1432	"Kaiyak Lake"	68.15	-161.41667	78	"AWI"	78	8660	9601	9054	167	2	0	4	0	135	0	2	0	0	0	44	0	10	0	0	6	15	0	0	0	0	0	2	0	21	0	0	1	0	0	0	0	0	15	0	0	0
1396	1432	"Kaiyak Lake"	68.15	-161.41667	88	"AWI"	88	8909	10110	9451	115	0	0	9	0	172	0	0	0	0	0	69	0	0	0	0	7	15	0	0	0	0	0	1	0	25	0	0	4	0	0	0	1	0	11	0	0	0
1396	1432	"Kaiyak Lake"	68.15	-161.41667	98	"AWI"	98	9314	10534	9833	64	0	0	10	0	199	0	1	0	0	0	55	0	0	0	0	3	44	0	0	0	0	0	1	0	28	0	0	0	0	0	0	0	0	11	0	0	1
1396	1432	"Kaiyak Lake"	68.15	-161.41667	108	"AWI"	108	9958	11801	10583	19	0	1	6	0	266	0	1	0	2	0	44	0	0	0	0	1	60	0	0	0	0	0	1	0	33	0	0	2	0	0	0	0	0	7	0	1	2
1396	1432	"Kaiyak Lake"	68.15	-161.41667	118	"AWI"	118	10623	14842	12359	24	0	0	13	0	238	0	1	0	1	0	47	0	0	0	0	5	4	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	30	0	0	1
1396	1432	"Kaiyak Lake"	68.15	-161.41667	128	"AWI"	128	12053	16567	14713	6	0	0	17	0	197	0	1	0	0	0	41	0	0	0	0	3	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	46	0	1	2
1396	1432	"Kaiyak Lake"	68.15	-161.41667	138	"AWI"	138	15047	17473	16768	1	0	0	7	0	229	0	1	0	1	0	75	0	7	0	0	0	0	0	0	0	0	0	1	0	53	0	0	2	0	4	0	1	0	17	0	0	2
1396	1432	"Kaiyak Lake"	68.15	-161.41667	148	"AWI"	148	15791	18410	17506	0	0	0	12	0	6	0	3	0	0	0	83	0	0	0	0	11	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	30	0	1	3
1396	1432	"Kaiyak Lake"	68.15	-161.41667	159	"AWI"	159	16286	19202	17958	0	0	0	45	0	3	0	4	0	1	0	50	0	0	0	1	10	0	0	0	0	0	2	0	0	83	0	0	0	0	0	0	0	0	14	0	0	10
1396	1432	"Kaiyak Lake"	68.15	-161.41667	169	"AWI"	169	16651	19785	18370	3	0	0	44	0	13	0	3	0	2	0	99	0	0	0	0	14	0	0	0	1	0	0	1	0	114	0	0	2	0	0	0	1	1	32	0	0	13
1396	1432	"Kaiyak Lake"	68.15	-161.41667	179	"AWI"	179	17110	20317	18800	0	2	0	27	0	0	0	2	0	3	0	48	0	0	0	0	5	0	0	0	0	0	0	0	0	61	0	0	4	0	0	0	0	0	17	0	0	14
1396	1432	"Kaiyak Lake"	68.15	-161.41667	189	"AWI"	189	17516	20852	19244	0	0	0	33	0	0	0	1	0	1	0	49	0	0	0	0	8	0	0	0	0	1	0	0	0	83	0	0	3	0	0	0	0	2	21	0	0	14
1396	1432	"Kaiyak Lake"	68.15	-161.41667	200	"AWI"	200	17976	21480	19758	0	0	0	62	0	2	0	5	0	4	0	66	0	0	0	0	4	0	0	1	0	0	0	0	0	135	0	0	2	0	7	0	0	1	28	0	0	20
1396	1432	"Kaiyak Lake"	68.15	-161.41667	209	"AWI"	209	18404	21898	20164	0	1	0	30	0	2	0	6	0	1	0	54	0	0	0	0	5	0	0	0	0	0	1	0	0	58	0	0	0	0	0	0	0	1	12	0	0	18
1396	1432	"Kaiyak Lake"	68.15	-161.41667	219	"AWI"	219	18817	22394	20611	0	0	0	45	0	0	0	2	0	2	0	42	0	0	0	0	10	0	0	1	0	0	0	0	1	88	1	0	0	0	0	0	0	2	13	0	1	21
1396	1432	"Kaiyak Lake"	68.15	-161.41667	230	"AWI"	230	19308	22906	21116	0	3	1	64	0	0	1	3	0	2	0	49	0	0	0	0	10	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	1	6	26	0	1	21
1396	1432	"Kaiyak Lake"	68.15	-161.41667	245	"AWI"	245	19977	23545	21782	0	1	0	60	0	4	0	5	0	2	0	23	2	0	0	0	13	0	0	2	0	0	0	0	0	97	0	0	0	0	0	0	0	0	13	0	0	10
1396	1432	"Kaiyak Lake"	68.15	-161.41667	255	"AWI"	255	20445	24003	22240	0	1	0	52	0	1	0	7	0	5	0	18	0	0	0	0	7	0	0	2	0	0	0	0	0	122	0	0	0	0	0	0	0	8	11	0	0	10
1396	1432	"Kaiyak Lake"	68.15	-161.41667	265	"AWI"	265	20898	24434	22678	0	2	0	61	0	2	1	7	0	0	0	30	0	0	0	0	5	0	0	0	0	0	0	2	0	154	0	0	0	0	0	0	0	7	19	0	0	13
1396	1432	"Kaiyak Lake"	68.15	-161.41667	275	"AWI"	275	21348	24867	23106	0	0	0	45	0	1	0	3	0	4	0	18	1	0	0	0	6	0	0	0	1	0	0	2	0	105	0	0	0	0	4	0	0	7	11	0	1	7
1396	1432	"Kaiyak Lake"	68.15	-161.41667	285	"AWI"	285	21823	25287	23555	0	0	0	65	0	3	0	13	0	4	0	23	0	0	0	0	11	0	0	0	0	0	0	1	0	105	0	0	0	0	0	0	0	7	19	0	0	6
1396	1432	"Kaiyak Lake"	68.15	-161.41667	295	"AWI"	295	22317	25673	24009	0	0	0	50	0	1	0	0	0	3	0	33	0	0	0	0	21	0	0	0	0	1	0	1	0	175	0	0	0	0	7	0	0	9	3	0	0	23
1396	1432	"Kaiyak Lake"	68.15	-161.41667	305	"AWI"	305	22813	26093	24460	2	2	0	24	5	0	0	0	0	7	0	61	0	0	0	0	5	0	0	0	0	0	0	1	0	95	0	0	0	0	2	0	0	12	13	0	0	9
1396	1432	"Kaiyak Lake"	68.15	-161.41667	315	"AWI"	315	23360	26426	24911	0	1	0	39	0	0	0	2	0	3	0	52	0	0	0	0	12	0	0	0	0	2	0	0	0	145	0	0	0	0	0	0	0	2	29	0	0	14
1396	1432	"Kaiyak Lake"	68.15	-161.41667	325	"AWI"	325	23929	26797	25349	1	0	0	50	0	2	0	3	0	3	0	32	0	0	0	0	9	0	0	0	0	0	0	3	0	121	0	0	3	0	0	0	0	5	18	0	0	8
1396	1432	"Kaiyak Lake"	68.15	-161.41667	340	"AWI"	340	24792	27398	26003	1	0	0	61	0	6	0	5	0	1	0	22	0	0	0	0	9	0	0	0	0	0	0	1	0	125	0	0	1	0	0	0	0	2	11	0	0	6
1396	1432	"Kaiyak Lake"	68.15	-161.41667	350	"AWI"	350	25551	27811	26388	42	0	0	32	0	81	0	7	0	8	0	44	1	0	0	2	9	0	1	0	0	0	2	3	0	106	0	0	0	0	0	0	0	1	22	0	0	9
1396	1432	"Kaiyak Lake"	68.15	-161.41667	360	"AWI"	360	26010	29511	27290	0	2	0	45	0	1	0	6	0	7	0	16	0	0	0	0	14	0	0	0	0	0	0	0	0	131	0	0	5	0	0	0	0	9	18	0	0	9
1396	1432	"Kaiyak Lake"	68.15	-161.41667	370	"AWI"	370	26520	30836	28196	0	0	0	38	0	0	0	1	0	0	0	30	0	0	0	0	8	0	0	0	0	0	1	0	0	169	0	0	0	0	0	0	0	7	12	0	0	17
1396	1432	"Kaiyak Lake"	68.15	-161.41667	380	"AWI"	380	27168	32073	29153	0	0	0	20	0	3	1	0	0	2	0	51	1	0	0	0	15	0	0	0	0	0	0	0	1	82	0	0	2	0	0	0	0	2	16	0	0	10
1396	1432	"Kaiyak Lake"	68.15	-161.41667	395	"AWI"	395	28297	33487	30546	0	0	1	15	0	1	1	2	0	1	2	17	0	0	0	0	5	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	6	3	0	0	6
1396	1432	"Kaiyak Lake"	68.15	-161.41667	405	"AWI"	405	29029	34479	31486	0	0	0	33	0	9	2	9	0	3	0	66	0	0	0	0	10	0	0	0	0	0	1	0	0	129	0	0	6	0	4	0	0	7	13	0	0	16
