"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Brassicaceae"	"Caryophyllaceae"	"Ceanothus"	"Celtis"	"Cercocarpus"	"Cyperaceae"	"Elaeagnus"	"Ephedraceae"	"Fabaceae"	"Grossulariaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Malvaceae"	"Montiaceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Sarcobataceae"
982	1013	"Hay Lake"	34	-109.425	94	"AWI"	94	9155	13688	11778	0	0	6.87285223367698	0	42.9553264604811	0	0	0.343642611683849	0.343642611683849	0	0	0.343642611683849	0	0	0.343642611683849	0	2.74914089347079	0	0	0	0	0	1.03092783505155	29.2096219931272	13.745704467354	0	0	0	0	0.343642611683849	0.687285223367698	0	0	1.03092783505155
982	1013	"Hay Lake"	34	-109.425	107	"AWI"	107	10841	14927	13489	0	0	4.0133779264214	0	41.8060200668896	0	0	0.334448160535117	0	0	0	0.668896321070234	0	0	0	1.67224080267559	1.67224080267559	0	0	0	0	0	3.01003344481605	30.1003344481605	14.0468227424749	0.334448160535117	0.334448160535117	0	0	1.33779264214047	0.668896321070234	0	0	0
982	1013	"Hay Lake"	34	-109.425	115	"AWI"	115	11514	15646	14036	0	0	5.48780487804878	0	36.890243902439	0	0	1.21951219512195	0	0	0	0.304878048780488	0	0	0	0.304878048780488	1.82926829268293	0	0.609756097560976	0	0	0	3.04878048780488	28.9634146341463	20.4268292682927	0	0	0	0	0	0	0	0	0.914634146341463
982	1013	"Hay Lake"	34	-109.425	123	"AWI"	123	12195	16263	14544	0	0	4.89510489510489	0	35.6643356643357	0	0	1.3986013986014	0	0	0	0.34965034965035	0	0	0	0	2.44755244755245	0	1.3986013986014	0	0	0	0.34965034965035	39.1608391608392	13.986013986014	0	0	0	0	0.34965034965035	0	0	0	0
982	1013	"Hay Lake"	34	-109.425	134	"AWI"	134	13045	16963	15266	1.06761565836299	0	1.42348754448399	0	22.4199288256228	0	0	0	0	0	0	1.06761565836299	0	0	0	0	1.77935943060498	0	0	0	0	0	9.6085409252669	46.9750889679715	12.8113879003559	0.355871886120996	0	0.355871886120996	0	2.13523131672598	0	0	0	0
982	1013	"Hay Lake"	34	-109.425	142	"AWI"	142	13806	17438	15781	0.319488817891374	0	1.91693290734824	0	40.8945686900958	0	0	0	0	0	0.958466453674121	1.2779552715655	0	0	0	0	1.2779552715655	0	0.638977635782748	0	0	0	7.02875399361022	35.7827476038339	8.62619808306709	0	0	0.319488817891374	0	0.319488817891374	0	0	0	0.638977635782748
982	1013	"Hay Lake"	34	-109.425	151	"AWI"	151	14697	17918	16372	0.655737704918033	0	3.60655737704918	0	34.0983606557377	0	0	0.655737704918033	0	0	0	0.655737704918033	0	0	0	0.327868852459016	0.327868852459016	0	0	0	0	0	6.22950819672131	34.0983606557377	16.0655737704918	0.327868852459016	0.655737704918033	0	0.327868852459016	0	0.655737704918033	0	0	1.31147540983607
982	1013	"Hay Lake"	34	-109.425	159	"AWI"	159	15793	18453	16857	0	0	7.94117647058823	0	26.1764705882353	0	0	0.588235294117647	0	0	0	1.76470588235294	0	0	0	0.294117647058824	1.17647058823529	0	0.294117647058824	0	0	0.588235294117647	5.58823529411765	27.9411764705882	23.5294117647059	0	0	0	0	1.76470588235294	0.294117647058824	0	0.588235294117647	1.47058823529412
982	1013	"Hay Lake"	34	-109.425	167	"AWI"	167	16550	20420	18110	0	0	2.58899676375405	0	20.3883495145631	0	0	0.323624595469256	0	0	0	0	0	0	0	0	0.970873786407767	0	0.323624595469256	0	0	0	2.58899676375405	37.5404530744337	33.3333333333333	0	0	0	0	1.29449838187702	0	0	0	0.647249190938511
982	1013	"Hay Lake"	34	-109.425	176	"AWI"	176	17491	22924	19936	0	0	3.82165605095541	0	18.7898089171975	0	0	0.318471337579618	0	0	0	0	0	0	0	0	0.318471337579618	0	0	0	0	0	7.32484076433121	52.5477707006369	13.6942675159236	0	0.636942675159236	0	0	1.91082802547771	0.318471337579618	0	0	0.318471337579618
982	1013	"Hay Lake"	34	-109.425	180	"AWI"	180	17787	24516	20732	0	0	4.23076923076923	0	14.2307692307692	0	0	0	0	0.384615384615385	0	0	0	0	0	0.384615384615385	0.384615384615385	0	0	0	0	0	4.23076923076923	60	14.2307692307692	0	0	0	0	1.15384615384615	0.384615384615385	0	0	0.384615384615385
982	1013	"Hay Lake"	34	-109.425	192	"AWI"	192	19821	26911	23382	0.671140939597315	0	1.00671140939597	0	18.7919463087248	0	0	0.335570469798658	0	0	0	1.34228187919463	0	0	0	0	1.00671140939597	0	0	0	0	0	5.70469798657718	54.3624161073826	13.0872483221477	0	0	0	0	3.02013422818792	0	0	0	0.671140939597315
982	1013	"Hay Lake"	34	-109.425	203	"AWI"	203	22091	28669	25837	0.316455696202532	0	5.06329113924051	0	23.1012658227848	0	0	1.89873417721519	0	0	0	0.632911392405063	0	0	0	0.316455696202532	0	0	0	0	0	0	5.06329113924051	39.5569620253165	22.7848101265823	0	0	0	0	0.316455696202532	0	0	0	0.949367088607595
982	1013	"Hay Lake"	34	-109.425	209	"AWI"	209	23591	29414	27187	0	0	2.14067278287462	0	12.2324159021407	0	0	0.305810397553517	0.305810397553517	0	0	1.52905198776758	0	0	0	0	0.917431192660551	0.305810397553517	0.611620795107034	0	0	0	3.05810397553517	54.434250764526	21.1009174311927	0	0	0	0	1.22324159021407	1.22324159021407	0	0	0.611620795107034
982	1013	"Hay Lake"	34	-109.425	217	"AWI"	217	24820	30376	28183	0.306748466257669	0	3.37423312883436	0	16.5644171779141	0	0	0.306748466257669	0	0	0.306748466257669	1.22699386503067	0	0	0	0	1.84049079754601	0	0	0	0	0	2.76073619631902	59.5092024539877	11.3496932515337	0	0	0	0	1.22699386503067	0.306748466257669	0	0	0.920245398773006
982	1013	"Hay Lake"	34	-109.425	221	"AWI"	221	25280	30988	28595	0.917431192660551	0.305810397553517	1.52905198776758	0	9.48012232415902	0	0	0	0	0	0	1.52905198776758	0	0.305810397553517	0	0	1.8348623853211	0	0.917431192660551	0	0	0	3.97553516819572	74.0061162079511	3.6697247706422	0	0	0	0	1.52905198776758	0	0	0	0
982	1013	"Hay Lake"	34	-109.425	230	"AWI"	230	26222	32188	29478	0.237529691211401	0	1.42517814726841	0.237529691211401	24.4655581947743	0	0	0.950118764845606	0	0	0	0.237529691211401	0	0	0	0	0.712589073634204	0	0	0	0	0	6.65083135391924	56.5320665083135	5.70071258907363	0	0	0	0	0.950118764845606	0.237529691211401	0	0	1.66270783847981
982	1013	"Hay Lake"	34	-109.425	242	"AWI"	242	27709	33554	30708	0.246305418719212	0	2.46305418719212	0	25.1231527093596	0	0	0.246305418719212	0	0	0	0	0	0	0	0	0.738916256157635	0	0.246305418719212	0	0	0	5.41871921182266	59.1133004926108	5.41871921182266	0	0	0	0	0.492610837438424	0	0	0	0.492610837438424
982	1013	"Hay Lake"	34	-109.425	248	"AWI"	248	28350	34231	31321	3.72670807453416	0	4.6583850931677	0	28.2608695652174	0	0	0	0.31055900621118	0	0	0	0	0	0.31055900621118	0	1.86335403726708	0	0	0	0	0	9.62732919254658	46.583850931677	2.48447204968944	0	0.31055900621118	0	0	0.93167701863354	0.31055900621118	0	0	0.62111801242236
982	1013	"Hay Lake"	34	-109.425	259	"AWI"	259	29508	35717	32616	0.611620795107034	0	2.75229357798165	0	7.3394495412844	0	0	0.611620795107034	0	0	0	0	0	0	0	0.305810397553517	0.917431192660551	0	1.8348623853211	0	0	0	8.25688073394496	68.5015290519878	7.03363914373089	0	0.305810397553517	0	0	0.611620795107034	0	0	0.305810397553517	0.611620795107034
982	1013	"Hay Lake"	34	-109.425	267	"AWI"	267	30430	36496	33505	1.01351351351351	0	5.74324324324324	0	19.9324324324324	0	0	0	0	0	0	0.675675675675676	0	0	0	0	1.01351351351351	0	1.35135135135135	0	0	0	5.74324324324324	58.1081081081081	5.74324324324324	0	0	0	0	0	0	0	0.337837837837838	0.337837837837838
982	1013	"Hay Lake"	34	-109.425	276	"AWI"	276	31445	37540	34567	0.583090379008746	0	5.83090379008746	0	22.1574344023324	0	0	0.291545189504373	0	0	0	0.583090379008746	0	0	0	0.291545189504373	1.74927113702624	0	0.87463556851312	0	0	0	10.2040816326531	51.3119533527697	5.53935860058309	0	0	0	0	0	0	0	0	0.583090379008746
982	1013	"Hay Lake"	34	-109.425	288	"AWI"	288	32631	38820	35935	0.303030303030303	0	7.57575757575758	0	28.4848484848485	0	0	0	0	0	0.303030303030303	0.303030303030303	0	0.303030303030303	0.303030303030303	0	2.12121212121212	0	0	0	0	0	3.63636363636364	43.6363636363636	11.8181818181818	0	0	0	0	0.606060606060606	0	0	0.303030303030303	0.303030303030303
982	1013	"Hay Lake"	34	-109.425	296	"AWI"	296	33436	39398	36892	0.970873786407767	0	6.14886731391586	0	17.7993527508091	0	0	0	0	0	0	0.970873786407767	0	0.323624595469256	0	0	1.61812297734628	0	2.58899676375405	0.323624595469256	0	0	3.23624595469256	56.3106796116505	7.11974110032362	0	0	0.323624595469256	0.647249190938511	1.29449838187702	0	0	0	0.323624595469256
982	1013	"Hay Lake"	34	-109.425	303	"AWI"	303	34307	39981	37687	0	0	11.144578313253	0	28.9156626506024	0	0	0	0	0	0	0.301204819277108	0	0	0	0	0.301204819277108	0	0.602409638554217	0	0	0	4.51807228915663	48.1927710843374	5.72289156626506	0	0	0	0	0	0	0	0	0.301204819277108
982	1013	"Hay Lake"	34	-109.425	315	"AWI"	315	36048	40811	39126	0.396825396825397	0	7.53968253968254	0	17.4603174603175	0	0	0.396825396825397	0	0	0	5.95238095238095	0	0	0.396825396825397	0	4.36507936507936	0	1.19047619047619	0	0	0	1.98412698412698	52.3809523809524	5.55555555555556	0	0.793650793650794	0	0	0.793650793650794	0.396825396825397	0	0	0.396825396825397
982	1013	"Hay Lake"	34	-109.425	326	"AWI"	326	37977	41483	40363	0	0	5.72687224669604	0	16.7400881057269	0	0	0	0	0	0	1.3215859030837	0	0.440528634361234	0.440528634361234	0.440528634361234	3.08370044052863	0	5.2863436123348	0	0	0	3.52422907488987	53.3039647577093	8.37004405286344	0	0.440528634361234	0	0.881057268722467	0	0	0	0	0
982	1013	"Hay Lake"	34	-109.425	338	"AWI"	338	40976	41915	41551	0	0	7.5	0.357142857142857	23.5714285714286	0	0	0	0	0	0	1.07142857142857	0.357142857142857	0	0	0	2.5	0	5.35714285714286	0	0	0	4.64285714285714	43.9285714285714	7.85714285714286	0	0.714285714285714	0.357142857142857	0	0.357142857142857	0.357142857142857	0	0	1.07142857142857
982	1013	"Hay Lake"	34	-109.425	348	"AWI"	348	41705	43657	42347	0.3690036900369	0	4.4280442804428	0	23.9852398523985	0	0	0	0	0	1.1070110701107	1.4760147601476	0	0	0	0	3.690036900369	0	2.5830258302583	0.3690036900369	0	0	2.5830258302583	52.7675276752767	5.53505535055351	0	0	0	0	0	0	0	0	1.1070110701107
982	1013	"Hay Lake"	34	-109.425	355	"AWI"	355	41985	44768	42918	0	0	10.5058365758755	0	26.0700389105058	0	1.16731517509728	0	0	0	0	1.16731517509728	0	0	0	0	4.66926070038911	0	3.50194552529183	0	0	0	1.16731517509728	45.5252918287938	4.28015564202335	0	0.778210116731518	0	0.389105058365759	0.389105058365759	0.389105058365759	0	0	0
982	1013	"Hay Lake"	34	-109.425	367	"AWI"	367	42549	46285	43939	0	0	10.3092783505155	0	20.1030927835052	0	0	0	0	0	0	0	0	0	0	0	2.57731958762887	0	0	1.54639175257732	0	0	1.03092783505155	63.4020618556701	1.03092783505155	0	0	0	0	0	0	0	0	0
982	1013	"Hay Lake"	34	-109.425	376	"AWI"	376	43051	47415	44689	0.378787878787879	0	6.06060606060606	0	17.8030303030303	0	0	0	0	0	0	0	0	0	0	0	1.89393939393939	0	1.51515151515152	0	0	0	2.65151515151515	62.1212121212121	7.1969696969697	0	0	0	0	0	0.378787878787879	0	0	0
982	1013	"Hay Lake"	34	-109.425	388	"AWI"	388	43724	48866	45661	0	0	5.17241379310345	0	6.55172413793103	6.55172413793103	0	0	0	0	0	0.344827586206897	0	0	0	0	1.03448275862069	0	2.06896551724138	0	0	0	4.13793103448276	64.1379310344827	7.24137931034483	0	0	0	0	2.41379310344828	0.344827586206897	0	0	0
982	1013	"Hay Lake"	34	-109.425	399.5	"AWI"	399.5	44476	50167.5	46612	0.418410041841004	0	7.94979079497908	0	7.94979079497908	0	1.25523012552301	0	0	0	0	0	0	0.418410041841004	1.25523012552301	0	1.25523012552301	0	1.25523012552301	0	0	0	1.67364016736402	73.6401673640167	2.09205020920502	0	0	0	0	0	0	0	0	0.836820083682008
982	1013	"Hay Lake"	34	-109.425	412	"AWI"	412	45506	51240	47591	0	0	8.67052023121387	0	9.2485549132948	0	0	0	0	0	0	1.15606936416185	0	0	0.578034682080925	0	8.09248554913295	0	2.3121387283237	0	0	0	0.578034682080925	58.9595375722543	7.51445086705202	0	0.578034682080925	0.578034682080925	0	0.578034682080925	0	0	0	1.15606936416185
982	1013	"Hay Lake"	34	-109.425	420	"AWI"	420	46178	52151	48204	0	0.754716981132076	18.4905660377358	0	15.0943396226415	0	0	0	0	0	0	2.26415094339623	0	0.377358490566038	0	0	4.15094339622642	0.377358490566038	4.90566037735849	0	0	0	0.754716981132076	44.1509433962264	5.28301886792453	0	0	2.26415094339623	0	0.754716981132076	0.377358490566038	0	0	0
