"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Castanea"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Larix"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tsuga"
948	978	"Gravel Ridge"	55.03333	-62.63333	710	"AWI"	710	-145	21	-66	2	0	0	0	0	2	0	46	0	1	0	33	0	0	0	0	1	0	2	0	1	147	11	2	0	0	1	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	715	"AWI"	715	-85	337	57	0	0	0	0	0	4	0	43	0	0	0	27	0	0	0	0	1	2	0	0	0	165	10	4	0	0	0	0	0	1	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	721	"AWI"	721	-31	742	204	0	0	0	0	0	2	0	53	1	1	0	47	0	0	0	0	0	1	2	0	0	133	4	6	0	0	0	0	0	2	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	725	"AWI"	725	22	839	322	0	0	0	0	0	1	0	46	0	0	0	22	0	0	0	0	0	0	7	0	0	184	5	0	0	0	0	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	730	"AWI"	730	65	1034	454	1	0	0	0	0	1	0	42	1	0	0	18	0	0	0	0	0	0	4	0	0	192	5	1	1	0	0	0	0	1	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	740	"AWI"	740	238	1318	741	2	0	0	1	0	0	0	49	0	0	0	11	0	0	0	0	0	0	3	0	0	208	4	1	1	0	0	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	750	"AWI"	750	477	1560	1020	1	0	0	0	0	1	0	44	0	0	0	11	0	0	0	0	0	0	2	0	0	207	8	1	0	0	0	0	0	1	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	760	"AWI"	760	754	1754	1319	2	0	0	0	0	0	0	48	0	0	0	12	0	0	0	0	0	0	4	0	0	213	7	4	0	0	0	0	0	1	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	770	"AWI"	770	1177	1939	1591	3	0	0	0	0	1	0	45	0	0	0	12	0	0	1	0	0	0	5	0	0	209	14	4	0	0	0	0	0	1	1	0
948	978	"Gravel Ridge"	55.03333	-62.63333	780	"AWI"	780	1391	2124	1748	1	0	0	0	0	0	0	46	0	0	0	16	0	0	0	0	0	0	4	0	1	204	3	3	0	0	0	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	790	"AWI"	790	1511	2241	1856	1	0	0	0	0	1	0	39	0	0	0	10	0	0	0	1	0	2	3	0	0	219	4	4	0	0	0	0	0	2	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	800	"AWI"	800	1650	2416	1962	3	0	0	0	0	0	0	35	0	0	0	9	0	0	0	0	0	0	9	0	0	257	0	1	0	0	0	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	810	"AWI"	810	1822	2651	2098	0	0	0	0	0	0	0	52	0	0	0	10	0	0	0	0	0	0	4	0	0	189	3	4	0	0	0	0	0	1	0	1
948	978	"Gravel Ridge"	55.03333	-62.63333	820	"AWI"	820	2016	3149	2527	1	0	0	0	0	1	0	59	0	0	0	5	0	0	0	0	0	2	6	0	0	210	5	1	1	0	1	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	830	"AWI"	830	2321	3457	2945	1	0	0	1	0	0	0	40	0	0	0	5	0	0	0	0	1	1	2	0	1	230	5	2	0	0	0	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	840	"AWI"	840	2869	3685	3371	1	0	0	0	1	0	0	41	0	0	0	14	0	0	0	0	0	1	2	0	0	195	4	0	0	0	0	0	0	1	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	850	"AWI"	850	3170	3952	3620	0	0	56	0	0	0	0	38	0	0	0	4	0	0	0	0	0	0	3	0	0	195	2	4	0	0	0	0	0	1	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	860	"AWI"	860	3367	4135	3787	0	0	51	0	0	1	0	41	0	0	0	2	0	0	0	0	0	1	2	0	0	195	8	1	1	0	0	0	0	1	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	870	"AWI"	870	3572	4287	3960	2	0	0	1	0	1	0	37	0	0	0	4	0	0	0	0	1	1	2	0	0	199	5	3	1	0	0	0	0	2	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	880	"AWI"	880	3804	4430	4137	1	0	0	0	0	0	0	52	0	0	0	3	0	0	0	0	0	0	2	0	0	177	3	1	0	0	0	0	1	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	885	"AWI"	885	3897	4477	4202	1	0	0	0	0	2	0	58	0	0	0	1	0	0	0	0	0	0	2	0	0	209	2	4	0	0	0	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	890	"AWI"	890	3961	4555	4274	1	0	0	0	0	1	0	45	0	0	0	10	0	0	0	0	0	0	2	0	0	241	3	1	0	0	3	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	893	"AWI"	893	4001	4579	4308	4	0	0	0	0	2	0	82	0	0	0	2	0	0	0	0	0	0	7	0	0	381	10	1	0	0	0	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	900	"AWI"	900	4072	4664	4385	3	0	0	0	0	0	0	46	0	0	0	2	0	0	0	0	0	0	1	0	0	242	2	0	0	0	0	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	905	"AWI"	905	4151	4695	4446	3	0	0	0	0	0	0	44	0	0	1	2	0	0	0	0	0	0	0	0	0	222	2	0	0	0	0	0	1	1	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	910	"AWI"	910	4202	4748	4501	0	0	0	0	0	1	0	43	0	0	0	6	0	0	0	0	0	0	1	0	0	219	1	0	0	0	0	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	915	"AWI"	915	4294	4772	4559	1	0	0	0	0	0	0	48	0	0	0	2	0	0	0	0	0	0	2	0	0	176	2	1	0	0	0	0	0	1	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	920	"AWI"	920	4353	4809	4617	3	0	0	0	0	1	0	32	0	0	0	5	0	0	0	0	0	0	1	0	0	209	1	0	0	0	0	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	925	"AWI"	925	4465	4946	4723	3	0	0	0	0	0	0	40	0	0	0	3	0	0	0	0	0	0	4	0	0	180	3	2	0	0	0	0	0	1	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	930	"AWI"	930	4509	5199	4816	6	1	0	0	0	0	0	40	0	0	0	5	0	0	0	0	0	0	1	0	0	207	5	1	0	0	1	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	935	"AWI"	935	4617	5342	4946	2	0	0	0	0	0	0	47	0	0	0	4	0	0	0	0	0	0	2	1	0	254	1	2	0	0	0	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	940	"AWI"	940	4667	5568	5071	3	0	0	0	0	0	0	53	0	0	0	2	0	0	0	0	0	0	3	0	0	189	1	0	0	0	0	0	0	1	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	950	"AWI"	950	4865	5811	5357	1	0	0	0	0	1	0	70	0	0	0	1	0	0	0	0	0	0	0	1	0	255	1	0	2	0	0	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	960	"AWI"	960	5130	5994	5625	10	0	0	0	0	0	0	50	0	0	0	2	0	0	0	0	0	0	3	0	0	222	3	0	0	0	0	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	970	"AWI"	970	5503	6147	5884	7	0	0	0	0	1	0	43	0	0	0	7	0	0	0	0	0	0	3	0	0	214	2	2	0	0	0	0	0	1	1	1
948	978	"Gravel Ridge"	55.03333	-62.63333	980	"AWI"	980	5727	6311	6056	16	0	0	1	0	0	0	97	0	0	0	2	0	0	0	0	0	0	9	0	0	178	4	4	1	0	0	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	990	"AWI"	990	5873	6478	6179	6	0	0	0	0	0	0	78	0	0	0	2	0	0	0	1	0	0	9	0	0	146	5	0	0	0	0	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	1000	"AWI"	1000	6028	6610	6302	12	0	0	0	0	1	0	144	0	0	0	2	0	0	0	0	0	0	5	0	0	124	2	1	0	0	0	0	0	0	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	1010	"AWI"	1010	6239	6771	6451	1	0	0	0	0	0	0	117	0	0	0	3	0	0	0	0	0	0	2	1	0	70	2	3	1	0	2	0	0	2	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	1020	"AWI"	1020	6392	7162	6712	10	0	0	0	0	0	0	89	0	0	0	7	0	0	0	0	0	0	0	0	0	33	2	3	0	0	0	0	0	1	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	1030	"AWI"	1030	6601	7381	6997	0	0	0	1	0	2	0	70	0	1	0	32	0	0	0	0	0	0	0	0	0	10	6	6	0	1	0	0	0	6	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	1041	"AWI"	1041	6766	7538	7135	0	0	0	1	1	4	0	64	0	0	0	30	0	1	0	3	6	0	0	0	0	14	11	13	0	1	0	0	0	17	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	1051	"AWI"	1051	6881	7657	7244	1	0	0	1	0	5	0	73	0	1	0	17	0	1	0	0	2	0	0	0	0	15	11	3	3	1	0	0	0	13	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	1061	"AWI"	1061	7007	7792	7348	4	0	0	0	0	5	0	67	0	3	0	24	0	2	0	0	0	0	0	0	1	11	0	22	1	3	0	0	0	19	0	0
948	978	"Gravel Ridge"	55.03333	-62.63333	1070	"AWI"	1070	7128	7901	7444	1	0	0	0	0	1	0	79	0	0	0	41	0	0	0	0	1	0	0	0	0	7	17	6	0	1	0	0	0	11	0	0
