"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Indeterminable"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"
262	268	"Banks Island 74MS12"	72.36667	-119.83333	4	"AWI"	4	-58	852	206	4.90196078431373	1.96078431372549	0.980392156862745	11.7647058823529	0	0	23.5294117647059	0	0	4.2483660130719	2.94117647058824	1.63398692810458	43.1372549019608	0	0	0	2.28758169934641	2.61437908496732
262	268	"Banks Island 74MS12"	72.36667	-119.83333	10	"AWI"	10	116	1682	688	5.96026490066225	0	0	17.8807947019868	1.65562913907285	0	23.841059602649	0	2.98013245033113	3.97350993377483	3.97350993377483	0	31.7880794701987	0	0	0	3.97350993377483	3.97350993377483
262	268	"Banks Island 74MS12"	72.36667	-119.83333	15	"AWI"	15	355	2210	1129	5.86319218241042	1.30293159609121	0	14.3322475570033	0	0	21.1726384364821	0	2.28013029315961	5.86319218241042	4.56026058631922	0	32.8990228013029	0	0	4.88599348534202	2.93159609120521	3.90879478827362
262	268	"Banks Island 74MS12"	72.36667	-119.83333	20	"AWI"	20	671	2678	1573	6.55737704918033	1.31147540983607	0	10.4918032786885	0	0	17.0491803278689	1.31147540983607	3.60655737704918	7.86885245901639	5.24590163934426	0	35.4098360655738	0	0	5.24590163934426	2.62295081967213	3.27868852459016
262	268	"Banks Island 74MS12"	72.36667	-119.83333	25	"AWI"	25	997	3091	2009	8.57142857142857	1.58730158730159	0	8.88888888888889	0	0	18.0952380952381	1.58730158730159	1.26984126984127	6.98412698412698	5.3968253968254	0	32.0634920634921	3.80952380952381	0	4.12698412698413	2.53968253968254	5.07936507936508
262	268	"Banks Island 74MS12"	72.36667	-119.83333	30	"AWI"	30	1358	3462	2429	6.41891891891892	0	0	8.10810810810811	0	0	15.2027027027027	2.36486486486486	2.36486486486486	7.09459459459459	9.45945945945946	0	40.2027027027027	3.37837837837838	0	0	2.36486486486486	3.04054054054054
262	268	"Banks Island 74MS12"	72.36667	-119.83333	35	"AWI"	35	1770	3784	2851	9.12162162162162	2.36486486486486	0	11.4864864864865	1.68918918918919	0	13.8513513513514	1.68918918918919	3.04054054054054	6.75675675675676	8.44594594594595	0	36.8243243243243	0	0	0	2.36486486486486	2.36486486486486
262	268	"Banks Island 74MS12"	72.36667	-119.83333	40	"AWI"	40	2257	4074	3280	5.66037735849057	3.45911949685535	0	20.440251572327	0.943396226415094	0	21.0691823899371	0	2.51572327044025	3.77358490566038	4.08805031446541	0	32.0754716981132	0	0	0	2.51572327044025	3.45911949685535
262	268	"Banks Island 74MS12"	72.36667	-119.83333	45	"AWI"	45	2815	4359	3686	4.91803278688525	4.26229508196721	0	14.7540983606557	1.9672131147541	0.327868852459016	20	0	3.60655737704918	4.91803278688525	3.60655737704918	0	32.1311475409836	0	0	0	3.60655737704918	5.9016393442623
262	268	"Banks Island 74MS12"	72.36667	-119.83333	50	"AWI"	50	3498	4629	4079	6.38297872340426	0	0	14.5896656534954	1.51975683890578	0.60790273556231	17.9331306990881	0	3.95136778115502	12.4620060790274	1.51975683890578	0	31.306990881459	0	0	0	5.16717325227964	4.55927051671733
