"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Carya"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Juglans"	"Juniperus"	"Larix"	"Liliaceae"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
1219	1254	"Saint-Jean Ile d'Orléans"	46.93278	-70.93278	340	"AWI"	340	6835	8602	7555	2.30179028132992	1.0230179028133	7.67263427109974	0.51150895140665	0	0.255754475703325	0	66.7519181585678	0	0	0	0	1.27877237851662	1.0230179028133	2.30179028132992	0.255754475703325	0	0	0	0	1.0230179028133	0	0	0.255754475703325	0	5.1150895140665	0	0	0	0	4.34782608695652	0.255754475703325	0	0.255754475703325	0	0	1.53452685421995	3.83631713554987	0
1219	1254	"Saint-Jean Ile d'Orléans"	46.93278	-70.93278	360	"AWI"	360	7378	10352	8545	8.95522388059701	0	5.37313432835821	0.149253731343284	0	0.149253731343284	0	51.4925373134328	0	0	0	0	0.895522388059702	3.28358208955224	1.64179104477612	0.447761194029851	0	0	0	0	1.04477611940299	0.298507462686567	0.298507462686567	0	14.9253731343284	5.22388059701492	0	0	0.149253731343284	0.149253731343284	2.53731343283582	0.149253731343284	0	0.298507462686567	0	0	1.34328358208955	1.19402985074627	0
1219	1254	"Saint-Jean Ile d'Orléans"	46.93278	-70.93278	380	"AWI"	380	8073	11683	9597	11.5646258503401	0	4.76190476190476	0.340136054421769	0	0.340136054421769	0	49.6598639455782	0	0	0	0	1.36054421768707	11.5646258503401	0	0	0	0	0	0	0.680272108843537	0	0	0	0	8.50340136054422	0	0	3.40136054421769	0	5.10204081632653	0	0	0.680272108843537	0	0	0.340136054421769	1.70068027210884	0
1219	1254	"Saint-Jean Ile d'Orléans"	46.93278	-70.93278	390	"AWI"	390	8403	12255	10122	8.39160839160839	0	10.1398601398601	0	0	0.34965034965035	0	45.8041958041958	0	0	0	0	1.04895104895105	5.24475524475525	0.34965034965035	0	0	0	0	0	0	0	1.04895104895105	0.699300699300699	0	10.4895104895105	0	0	10.8391608391608	0	4.1958041958042	0	0	0	0	0	0.34965034965035	1.04895104895105	0
1219	1254	"Saint-Jean Ile d'Orléans"	46.93278	-70.93278	400	"AWI"	400	8882	12770	10641	6.5843621399177	0	12.7572016460905	0	0	0.411522633744856	0	49.3827160493827	0	0	0	0	0.823045267489712	7.40740740740741	0	0	0	0	0	0	2.88065843621399	0	1.23456790123457	0	0	10.2880658436214	0	0	0.823045267489712	0.411522633744856	3.7037037037037	0	0	2.46913580246914	0	0	0	0.823045267489712	0
1219	1254	"Saint-Jean Ile d'Orléans"	46.93278	-70.93278	410	"AWI"	410	9326	13313	11161	3.36391437308868	0	7.03363914373089	0.305810397553517	0	0	0	32.1100917431193	0	0	0	0	2.14067278287462	0.917431192660551	0.611620795107034	0.305810397553517	0	0	0	0	0	0	0.305810397553517	0	34.5565749235474	10.7033639143731	0	0	3.97553516819572	0	1.52905198776758	0	0	0.917431192660551	0	0	0.611620795107034	0.611620795107034	0
1219	1254	"Saint-Jean Ile d'Orléans"	46.93278	-70.93278	420	"AWI"	420	9729	13997	11681	2.32558139534884	0	5.81395348837209	0	0	0	0	17.4418604651163	0	0	0	0	0	6.97674418604651	0	1.16279069767442	0	0	0	0	13.953488372093	0	2.32558139534884	0	0	34.8837209302326	0	0	0	0	5.81395348837209	0	0	4.65116279069767	0	0	3.48837209302326	1.16279069767442	0
1219	1254	"Saint-Jean Ile d'Orléans"	46.93278	-70.93278	10	"AWI"	10	-77	356	73	4.84261501210654	0	4.84261501210654	0.968523002421308	0	0.726392251815981	0	41.6464891041162	0	0.242130750605327	0	0	0.242130750605327	0.242130750605327	9.9273607748184	0.968523002421308	1.45278450363196	0	0	0	0	0.484261501210654	0	0	12.8329297820823	3.6319612590799	0	0.242130750605327	10.6537530266344	0	1.21065375302663	0	1.45278450363196	0	0.242130750605327	0.242130750605327	1.45278450363196	1.45278450363196	0
1219	1254	"Saint-Jean Ile d'Orléans"	46.93278	-70.93278	20	"AWI"	20	1	584	225	8.82352941176471	0	2.61437908496732	0	0	0	0	33.6601307189542	0	0	0	0	0	0.326797385620915	4.90196078431373	0.65359477124183	0	0.326797385620915	0	0.326797385620915	0	0	1.63398692810458	0.65359477124183	23.5294117647059	2.61437908496732	0	0	12.0915032679739	0	0.980392156862745	0	3.59477124183007	0	0	0.326797385620915	1.96078431372549	0.980392156862745	0
1219	1254	"Saint-Jean Ile d'Orléans"	46.93278	-70.93278	40	"AWI"	40	192	883	545	5.36649214659686	2.87958115183246	1.43979057591623	0.130890052356021	0.130890052356021	0.261780104712042	0	53.2722513089005	0	0	0	0	1.17801047120419	0.130890052356021	8.90052356020942	7.06806282722513	0	0	0.261780104712042	0	0	0	0.261780104712042	0.392670157068063	0	3.79581151832461	0	0	0.130890052356021	0	2.74869109947644	0	0	0.130890052356021	0	0.130890052356021	9.42408376963351	1.96335078534031	0
