"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Elaeagnaceae"	"Elaeagnus"	"Ephedraceae"	"Fraxinus"	"Juglans"	"Lamiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Thalictrum"	"Tsuga"	"Ulmus"	"Viburnum"
969	1000	"Hafichuk Site"	50.32056	-105.88389	265	"AWI"	265	11460	12142	11804	0	0	1.98237885462555	13.4361233480176	0	0	0	0	0	0	0	3.08370044052863	0	0	0	0	0	0	58.8105726872247	16.5198237885463	5.72687224669604	0.440528634361234	0	0	0	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	270	"AWI"	270	11504	12175	11840	0	0	8.41750841750842	13.1313131313131	18.8552188552189	1.68350168350168	0	0	0	0	0	2.35690235690236	0.336700336700337	0	0	0	0	0	36.7003367003367	13.1313131313131	3.36700336700337	2.02020202020202	0	0	0	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	275	"AWI"	275	11541	12207	11874	0	0	10.0603621730382	12.2736418511066	19.7183098591549	1.81086519114688	0	0	0	0	0	1.81086519114688	0.603621730382294	0	0	0	0	0	26.5593561368209	19.3158953722334	7.84708249496982	0	0	0	0	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	280	"AWI"	280	11576	12238	11910	0	0	11.2449799196787	9.83935742971888	22.6907630522088	0	0	0	0	0	0	7.2289156626506	0.401606425702811	0	0	0	0	0	29.3172690763052	11.8473895582329	7.2289156626506	0	0.200803212851406	0	0	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	290	"AWI"	290	11660	12304	11980	0	1.01214574898785	6.07287449392713	26.1133603238866	4.25101214574899	2.22672064777328	0	0	0	0	0	7.69230769230769	0.404858299595142	0	0	0.202429149797571	0	0	15.3846153846154	9.91902834008097	24.0890688259109	0	0.202429149797571	0	2.22672064777328	0	0	0.202429149797571	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	300	"AWI"	300	11733	12375	12048	0	1.8	15.8	25.8	4.2	1.8	0	0	0	0	0	2.8	0	0	0	0	0	0	17.2	19	10.4	0	0	0.2	1	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	305	"AWI"	305	11767	12406	12085	0	0	9.67741935483871	35.4838709677419	5.84677419354839	2.01612903225806	0	0	0	0.403225806451613	0	2.82258064516129	0	0	0	0	0	0	23.3870967741935	11.6935483870968	7.66129032258065	0	0	0	1.00806451612903	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	310	"AWI"	310	11806	12438	12120	0	1.07758620689655	13.1465517241379	33.4051724137931	0	1.50862068965517	1.07758620689655	0	0	0.431034482758621	1.93965517241379	2.58620689655172	0	0	0	0.21551724137931	0.862068965517241	0	15.0862068965517	11.2068965517241	13.1465517241379	1.93965517241379	0	0	1.93965517241379	0.431034482758621	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	315	"AWI"	315	11847	12471	12155	0	0	5.26315789473684	21.2631578947368	0	2.10526315789474	0	0.210526315789474	0	0.631578947368421	1.68421052631579	6.31578947368421	0.421052631578947	0	2.10526315789474	0.210526315789474	0	0	20.8421052631579	10.7368421052632	23.5789473684211	2.10526315789474	0.210526315789474	0.210526315789474	1.68421052631579	0.210526315789474	0	0.210526315789474	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	320	"AWI"	320	11879	12507	12190	0	0	4.16666666666667	23.125	0	2.08333333333333	0	0	0.208333333333333	0.416666666666667	0	2.70833333333333	0	0	0	0	0.208333333333333	0	8.33333333333333	6.25	38.3333333333333	9.375	1.25	0	3.125	0.208333333333333	0	0.208333333333333	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	325	"AWI"	325	11920	12537	12224	0	0	7.61523046092184	16.2324649298597	7.21442885771543	1.60320641282565	0	0	0	0	0	3.60721442885772	0.200400801603206	0	2.00400801603206	0.400801603206413	0.200400801603206	0	8.01603206412826	9.01803607214429	36.87374749499	3.0060120240481	0	0	3.0060120240481	0.801603206412826	0	0	0.200400801603206
969	1000	"Hafichuk Site"	50.32056	-105.88389	330	"AWI"	330	11960	12571	12260	0	0	3.06122448979592	12.9251700680272	0	0	0	0	0	0	2.38095238095238	8.50340136054422	0	0	0	0	0	0	39.4557823129252	15.9863945578231	11.9047619047619	3.06122448979592	0	0.680272108843537	2.04081632653061	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	340	"AWI"	340	12037	12632	12328	0.2	0	2	16.8	7.2	2	0	0	0	0	0	18.8	0.2	0	0	0	0	0	37.6	7.8	5	0	0.2	0.2	2	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	345	"AWI"	345	12072	12666	12362	0	1.85185185185185	2.91005291005291	28.3068783068783	3.96825396825397	1.32275132275132	0	0	0	0	0	3.96825396825397	0.264550264550265	0	1.85185185185185	0.264550264550265	0	0	30.952380952381	10.0529100529101	6.34920634920635	2.91005291005291	0	0.264550264550265	4.23280423280423	0.264550264550265	0	0	0.264550264550265
969	1000	"Hafichuk Site"	50.32056	-105.88389	350	"AWI"	350	12109	12699	12397	0	1.01419878296146	4.66531440162272	21.9066937119675	0	1.82555780933063	0	0	0	0	0	2.83975659229209	0	0	2.4340770791075	0	0	0	43.4077079107505	4.86815415821501	7.7079107505071	4.66531440162272	0	0	4.66531440162272	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	355	"AWI"	355	12148	12733	12432	0	3.07692307692308	3.58974358974359	17.6923076923077	0	1.53846153846154	0	0	0	0	2.56410256410256	4.61538461538462	0.256410256410256	0	0	0	0	0	20.7692307692308	9.23076923076923	14.3589743589744	15.6410256410256	0	0	6.66666666666667	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	360	"AWI"	360	12188	12764	12465	0.210526315789474	1.05263157894737	7.57894736842105	12.8421052631579	0	2.10526315789474	0	0	0.210526315789474	0	0	10.7368421052632	0.210526315789474	0	2.10526315789474	0.210526315789474	0.210526315789474	0	32	10.7368421052632	7.57894736842105	6.52631578947368	0.210526315789474	0	5.26315789473684	0.210526315789474	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	370	"AWI"	370	12263	12826	12535	0.204918032786885	1.84426229508197	2.86885245901639	10.0409836065574	0	3.48360655737705	0	0	0	0	1.84426229508197	2.86885245901639	0	0	1.84426229508197	0	0	0	46.9262295081967	5.73770491803279	11.0655737704918	5.73770491803279	0	0.204918032786885	4.30327868852459	0.204918032786885	0.204918032786885	0.614754098360656	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	380	"AWI"	380	12339	12896	12604	0.493827160493827	0	3.95061728395062	16.7901234567901	0	2.96296296296296	0	0	0	0	0	2.96296296296296	0	0	0	0	0	0	50.6172839506173	5.92592592592593	8.88888888888889	2.96296296296296	0	0	4.44444444444444	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	385	"AWI"	385	12382	12932	12638	0	2.04918032786885	2.04918032786885	12.9098360655738	0	2.86885245901639	0	0	0	0	2.04918032786885	2.04918032786885	0	0	2.04918032786885	0.204918032786885	0	0	45.9016393442623	8.81147540983607	8.40163934426229	7.78688524590164	0.204918032786885	0	2.45901639344262	0.204918032786885	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	390	"AWI"	390	12417	12964	12675	0.409836065573771	2.04918032786885	2.04918032786885	12.9098360655738	0	3.07377049180328	0	0	0.204918032786885	0	0	1.02459016393443	0	0	2.04918032786885	0	0	0	46.7213114754098	5.94262295081967	9.01639344262295	11.0655737704918	0	0.204918032786885	3.07377049180328	0	0	0.204918032786885	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	395	"AWI"	395	12450	12998	12710	0.170940170940171	2.05128205128205	2.05128205128205	18.8034188034188	0	4.1025641025641	0	0	0	0	1.02564102564103	3.58974358974359	0	0	2.05128205128205	0.170940170940171	0	0	37.4358974358974	2.05128205128205	6.32478632478632	12.991452991453	0	0.170940170940171	6.83760683760684	0	0	0.170940170940171	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	400	"AWI"	400	12490	13034	12746	0.2	1.8	2.6	26	2.4	1.6	0	0	0	0	0.8	4.2	0.2	0	1.6	0.4	0	0	29.8	2.6	9.8	12.8	0	0	2.6	0.4	0	0.2	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	405	"AWI"	405	12528	13071	12783	0.25974025974026	0	2.33766233766234	29.0909090909091	0	0	0	0	0.25974025974026	0	0	9.09090909090909	0	0	1.55844155844156	0	0	0	41.5584415584416	4.41558441558442	7.79220779220779	1.81818181818182	0	0	1.81818181818182	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	410	"AWI"	410	12561	13112	12819	0	0	2.56410256410256	19.7435897435897	0	2.56410256410256	0	0	0	0	0	3.84615384615385	0.256410256410256	0	2.05128205128205	0	0	0	53.5897435897436	3.33333333333333	5.8974358974359	3.07692307692308	0	0	3.07692307692308	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	415	"AWI"	415	12602	13145	12854	0	1.66666666666667	1.66666666666667	21	0	1.66666666666667	0	0	0	0	1.33333333333333	3.33333333333333	0.666666666666667	0	1.66666666666667	0	0	0	33.3333333333333	6	10	13	0	0	4.66666666666667	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	420	"AWI"	420	12639	13183	12890	0	1.41987829614604	3.04259634888438	16.8356997971602	0	2.02839756592292	0	0	0	0	0	2.02839756592292	0	0	2.4340770791075	0	0	0	46.6531440162272	6.08519269776876	9.53346855983773	3.44827586206897	0	0	6.49087221095335	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	425	"AWI"	425	12672	13219	12927	0	2.6369168356998	3.04259634888438	13.184584178499	0	2.02839756592292	0	0	0	0	0	1.01419878296146	0.202839756592292	0	2.4340770791075	0	0	0	48.4787018255578	6.08519269776876	9.12778904665314	5.47667342799189	0.202839756592292	0	6.08519269776876	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	435	"AWI"	435	12741	13293	13002	0	0	4.1407867494824	15.527950310559	0	2.48447204968944	0	0	0	0	0	1.44927536231884	0.20703933747412	0	1.0351966873706	0	0	0	54.0372670807453	6.62525879917184	8.2815734989648	2.0703933747412	0.20703933747412	0	3.51966873706004	0.41407867494824	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	450	"AWI"	450	12851	13405	13110	0	0	2	11.3333333333333	0	2	0	0	0	0	2	3.66666666666667	0	0	1.33333333333333	0	0	0	58.3333333333333	8.66666666666667	6.33333333333333	2	0	0	2.33333333333333	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	460	"AWI"	460	12925	13473	13184	0	1.69491525423729	3.72881355932203	14.2372881355932	0	2.3728813559322	0	0	0	0	0	7.11864406779661	0.338983050847458	0.338983050847458	2.3728813559322	0	0	0	35.9322033898305	9.83050847457627	10.5084745762712	5.76271186440678	0.338983050847458	0.338983050847458	4.74576271186441	0.338983050847458	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	480	"AWI"	480	13070	13622	13330	0	0	2.06611570247934	13.6363636363636	0	0	0	0	0	0	0	11.7768595041322	0	0	0	0	0	0	58.8842975206612	8.26446280991736	2.89256198347107	0	0.413223140495868	0.206611570247934	1.8595041322314	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	490	"AWI"	490	13143	13694	13403	0	0	2.55754475703325	20.9718670076726	0	2.0460358056266	0	0	0	0	0	4.85933503836317	0	0	0	0	0	0	56.7774936061381	3.83631713554987	6.90537084398977	0	0	0	2.0460358056266	0	0	0	0
969	1000	"Hafichuk Site"	50.32056	-105.88389	500	"AWI"	500	13208	13768	13474	0	0	2.88065843621399	17.9012345679012	0	2.05761316872428	0	0	0	0	0	5.55555555555556	0	0	0	0	0	0	58.641975308642	6.99588477366255	3.90946502057613	0	0	0	2.05761316872428	0	0	0	0
