"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fraxinus"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rumex"	"Salix"	"Thalictrum"	"Ulmus"
944	974	"Grand Rapids"	53	-98.25	5	"AWI"	5	-43	921	235	0	9.49464012251149	0.842266462480858	5.2833078101072	1.45482388973966	15.6967840735069	0.689127105666156	0.382848392036753	2.67993874425727	0	0	0	0	0	0	21.3629402756508	36.6003062787136	2.37366003062787	0	0	0.765696784073507	0.0765696784073507	1.99081163859112	0	0.306278713629403
944	974	"Grand Rapids"	53	-98.25	15	"AWI"	15	227	2201	945	0	8.48791455874087	1.12422709387296	5.78976953344576	1.68634064080944	18.212478920742	0.449690837549185	0.0562113546936481	1.4052838673412	0	0.112422709387296	0.0562113546936481	0	0.0562113546936481	0	18.4373243395166	38.6172006745363	2.52951096121417	0.0562113546936481	0	0.562113546936481	0	1.91118605958404	0.393479482855537	0.0562113546936481
944	974	"Grand Rapids"	53	-98.25	25	"AWI"	25	635	3063	1691	0.081366965012205	8.29943043124491	1.09845402766477	4.59723352318959	1.22050447518308	15.8258746948739	0.528885272579333	0	0.935720097640358	0	0.0406834825061025	0.0406834825061025	0.0406834825061025	0.081366965012205	0.0406834825061025	20.0569568755085	42.5142392188771	2.03417412530513	0	0	0.691619202603743	0.0406834825061025	1.5459723352319	0.244100895036615	0.0406834825061025
944	974	"Grand Rapids"	53	-98.25	35	"AWI"	35	1224	3651	2440	0	7.92270531400966	0.917874396135266	4.78260869565217	1.35265700483092	16.6666666666667	0.434782608695652	0.193236714975845	1.93236714975845	0.0483091787439614	0	0.0483091787439614	0	0.193236714975845	0.0966183574879227	19.2270531400966	39.1787439613527	3.04347826086957	0.0483091787439614	0	1.11111111111111	0	2.31884057971015	0.241545893719807	0.241545893719807
944	974	"Grand Rapids"	53	-98.25	45	"AWI"	45	1928	4121	3187	0	7.50187546886722	1.12528132033008	5.77644411102776	1.95048762190548	15.6789197299325	0.600150037509377	0.225056264066016	2.02550637659415	0	0	0.0750187546886722	0	0.300075018754689	0.0750187546886722	17.3293323330833	41.3353338334584	2.25056264066016	0	0	0.900225056264066	0.150037509377344	1.95048762190548	0.600150037509377	0.150037509377344
944	974	"Grand Rapids"	53	-98.25	55	"AWI"	55	3077	4474	3885	0	7.72032046613256	1.38383102694829	5.6081573197378	1.45666423889294	19.9563000728332	0.655498907501821	0.21849963583394	2.1849963583394	0	0	0	0	0.0728332119446468	0.21849963583394	18.7181354697742	36.1252731245448	2.40349599417334	0.145666423889294	0	0.873998543335761	0	1.96649672250546	0.21849963583394	0.0728332119446468
944	974	"Grand Rapids"	53	-98.25	65	"AWI"	65	4005	4803	4466	0	6.69992872416251	1.42551674982181	5.34568781183179	1.56806842480399	17.1062009978617	0.427655024946543	0.142551674982181	2.70848182466144	0.142551674982181	0	0	0	0.213827512473272	0	8.62437633642195	49.9643620812545	2.2808267997149	0.142551674982181	0	0.570206699928724	0	2.20955096222381	0.142551674982181	0.285103349964362
944	974	"Grand Rapids"	53	-98.25	75	"AWI"	75	4319	5409	4857	0	5.66835871404399	1.09983079526227	3.63790186125212	1.56514382402707	14.0862944162437	0.465313028764805	0.0846023688663283	4.27241962774958	0.0846023688663283	0	0.0423011844331641	0	0.169204737732657	0.0423011844331641	9.81387478849408	52.1996615905245	4.39932318104907	0.0846023688663283	0	0.423011844331641	0	1.77664974619289	0	0.0846023688663283
944	974	"Grand Rapids"	53	-98.25	85	"AWI"	85	4595	5889	5203	0	7.26577437858509	1.52963671128107	6.5774378585086	1.68260038240918	11.2810707456979	0.497131931166348	0.344168260038241	3.63288718929254	0	0	0	0	0.11472275334608	0	7.26577437858509	51.6252390057361	4.70363288718929	0	0	0.420650095602294	0.0382409177820268	2.7151051625239	0.229445506692161	0.0764818355640535
944	974	"Grand Rapids"	53	-98.25	95	"AWI"	95	4875	6229	5557	0.158730158730159	8.25396825396825	2.14285714285714	7.14285714285714	1.9047619047619	10.2380952380952	0.555555555555556	0.555555555555556	10.1587301587302	0.238095238095238	0	0.158730158730159	0	0	0.158730158730159	4.84126984126984	43.5714285714286	5.3968253968254	0	0.0793650793650794	0.634920634920635	0.0793650793650794	2.46031746031746	1.03174603174603	0.238095238095238
944	974	"Grand Rapids"	53	-98.25	105	"AWI"	105	5193	6530	5913	0	31.6555872111428	1.07628996517885	3.45045900601456	1.26622348844571	7.31244064577398	2.53244697689142	2.53244697689142	0.981323203545426	0.0633111744222855	0	0.316555872111428	0	0.0633111744222855	0.316555872111428	5.57138334916113	29.0281734726179	3.07059195948085	0	0	4.11522633744856	0.0316555872111428	6.01456157011713	0.284900284900285	0.316555872111428
944	974	"Grand Rapids"	53	-98.25	115	"AWI"	115	5588	6787	6257	0	8.50136239782016	2.50681198910082	8.66485013623978	3.59673024523161	13.6784741144414	0.544959128065395	0.817438692098093	6.53950953678474	0.0544959128065395	0	0.163487738419619	0	0.108991825613079	0.163487738419619	11.3351498637602	30.0272479564033	9.3732970027248	0	0.163487738419619	0.708446866485014	0.108991825613079	2.56130790190736	0.217983651226158	0.163487738419619
944	974	"Grand Rapids"	53	-98.25	125	"AWI"	125	6088	6991	6592	0	9.5	4.375	10.875	4.25	11.625	0.875	1.875	7.875	0.125	0	0	0	0	0	13.5	18.375	10.375	0	0	0.875	0.125	5.125	0.25	0
944	974	"Grand Rapids"	53	-98.25	135	"AWI"	135	6463	7204	6883	0.126422250316056	6.32111251580278	5.81542351453856	11.2515802781289	6.44753476611884	11.378002528445	0.505689001264223	1.51706700379267	6.57395701643489	0.126422250316056	0	0.126422250316056	0	0.505689001264223	0.126422250316056	14.6649810366625	18.3312262958281	11.6308470290771	0	0	0.379266750948167	0.126422250316056	3.91908975979772	0	0.126422250316056
944	974	"Grand Rapids"	53	-98.25	145	"AWI"	145	6663	7436	7078	0	7.64818355640535	4.78011472275335	13.6711281070746	7.83938814531549	11.1854684512428	0.669216061185469	1.33843212237094	3.82409177820268	0.286806883365201	0	0.0956022944550669	0	0.191204588910134	0.573613766730402	12.2370936902486	16.5391969407266	13.1931166347992	0	0.191204588910134	1.33843212237094	0.0956022944550669	3.72848948374761	0.382409177820268	0.191204588910134
944	974	"Grand Rapids"	53	-98.25	155	"AWI"	155	6818	7632	7246	0.134228187919463	7.78523489932886	6.04026845637584	15.1677852348993	9.93288590604027	8.32214765100671	0.402684563758389	4.02684563758389	10.8724832214765	0.134228187919463	0	0.134228187919463	0	0.402684563758389	0.671140939597315	8.05369127516778	11.1409395973154	11.6778523489933	0.134228187919463	1.47651006711409	0.536912751677852	0	2.41610738255034	0	0.536912751677852
944	974	"Grand Rapids"	53	-98.25	165	"AWI"	165	6987	7824	7416	0	7.27848101265823	8.54430379746835	15.1898734177215	7.91139240506329	8.70253164556962	0.316455696202532	4.74683544303798	11.5506329113924	0.316455696202532	0	0	0	0.474683544303797	0.316455696202532	5.85443037974684	6.64556962025316	16.9303797468354	0.158227848101266	0	0.949367088607595	0	3.32278481012658	0.316455696202532	0.474683544303797
944	974	"Grand Rapids"	53	-98.25	175	"AWI"	175	7166	7991	7589	0.484848484848485	5.81818181818182	6.06060606060606	13.4545454545455	7.27272727272727	9.6969696969697	0.363636363636364	4.24242424242424	11.7575757575758	0.363636363636364	0	0	0	0.484848484848485	0.363636363636364	7.87878787878788	7.87878787878788	19.6363636363636	0.121212121212121	0.242424242424242	0.484848484848485	0	3.03030303030303	0	0.363636363636364
944	974	"Grand Rapids"	53	-98.25	185	"AWI"	185	7368	8141	7756	0.0934579439252337	4.95327102803738	7.47663551401869	12.4299065420561	8.97196261682243	10.2803738317757	0.186915887850467	6.26168224299065	13.7383177570093	0.186915887850467	0	0.0934579439252337	0	0.467289719626168	0.467289719626168	11.4018691588785	6.54205607476635	10.3738317757009	0	0.467289719626168	0.747663551401869	0.0934579439252337	4.48598130841121	0.186915887850467	0.0934579439252337
944	974	"Grand Rapids"	53	-98.25	195	"AWI"	195	7581	8265	7922	0	2.58560447239693	4.89168413696716	12.858141160028	4.96156533892383	14.2557651991614	0.279524807826695	6.21942697414396	18.9378057302586	0.209643605870021	0	0	0.0698812019566736	0.349406009783368	0.0698812019566736	12.3689727463312	9.0146750524109	7.61705101327743	0	0.209643605870021	0.349406009783368	0.139762403913347	4.19287211740042	0.349406009783368	0.0698812019566736
944	974	"Grand Rapids"	53	-98.25	200	"AWI"	200	7664	8341	8004	0	1.58013544018059	6.32054176072235	20.9932279909707	8.57787810383747	9.25507900677201	0	9.25507900677201	5.86907449209932	0.677200902934537	0	0	0	0	0	17.1557562076749	11.9638826185102	3.6117381489842	0.451467268623025	0	0.225733634311512	0	3.6117381489842	0.451467268623025	0
944	974	"Grand Rapids"	53	-98.25	205	"AWI"	205	7801	8427	8105	0	1.32013201320132	8.58085808580858	19.1419141914191	7.92079207920792	10.2310231023102	0.33003300330033	7.26072607260726	9.24092409240924	0.33003300330033	0	0.33003300330033	0.33003300330033	0.33003300330033	0.66006600660066	10.8910891089109	9.24092409240924	7.92079207920792	0.66006600660066	1.32013201320132	0	0	3.3003300330033	0	0.66006600660066
944	974	"Grand Rapids"	53	-98.25	210	"AWI"	210	7870	8603	8199	0	0.242130750605327	11.864406779661	21.7917675544794	15.0121065375303	6.2953995157385	0.242130750605327	6.05326876513317	4.60048426150121	0.726392251815981	0	0.242130750605327	0	0	0.242130750605327	10.8958837772397	16.2227602905569	2.17917675544794	0.484261501210654	0	0.242130750605327	0	2.17917675544794	0.484261501210654	0
