"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fraxinus"	"Juglans"	"Larix"	"Morus"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Taxus"	"Tilia"	"Tsuga"	"Ulmus"
325	332	"Camp 11 Lake"	46.66667	-88.01667	550	"AWI"	550	6054	6855	6476	0.421348314606742	0	1.12359550561798	0.140449438202247	0.421348314606742	0	7.86516853932584	0	0	0.421348314606742	0.280898876404494	0	0.702247191011236	0	0.140449438202247	0	0.140449438202247	2.6685393258427	0.421348314606742	78.2303370786517	0	0	3.93258426966292	0.140449438202247	0	0	0	0	0.140449438202247	1.40449438202247	1.40449438202247
325	332	"Camp 11 Lake"	46.66667	-88.01667	575	"AWI"	575	6407	7479	6875	0	0	1.80806675938804	0.556328233657858	0.695410292072323	0.139082058414465	5.28511821974965	0	0	0.834492350486787	0.278164116828929	0	0.695410292072323	0	0	0	0	3.19888734353268	0	78.5813630041725	0	0.417246175243394	4.86787204450626	0	0	0	0	0.139082058414465	0	0.139082058414465	2.3643949930459
325	332	"Camp 11 Lake"	46.66667	-88.01667	600	"AWI"	600	6647	7823	7243	0.304878048780488	0	3.96341463414634	0.304878048780488	0.457317073170732	0.457317073170732	7.6219512195122	0.152439024390244	0	0.609756097560976	1.21951219512195	0.152439024390244	0.152439024390244	0	0	0	0.304878048780488	2.89634146341463	0	75.1524390243902	0.152439024390244	0.76219512195122	3.65853658536585	0	0	0.152439024390244	0	0	0	0	1.52439024390244
325	332	"Camp 11 Lake"	46.66667	-88.01667	625	"AWI"	625	7000	8047	7591	0.268096514745308	0	1.60857908847185	0.536193029490617	0	0.134048257372654	5.36193029490617	0.134048257372654	0.134048257372654	0.536193029490617	0.268096514745308	0	0.938337801608579	0	0	0	0	0.670241286863271	0.402144772117962	83.7801608579089	0	0.268096514745308	3.61930294906166	0	0	0	0	0	0.134048257372654	0	1.20643431635389
325	332	"Camp 11 Lake"	46.66667	-88.01667	650	"AWI"	650	7600	8262	7911	0.225988700564972	0	0.451977401129944	0.451977401129944	0.225988700564972	0.451977401129944	3.38983050847458	0.225988700564972	0.112994350282486	0	0.225988700564972	0	0.677966101694915	0.112994350282486	0	0	0	1.5819209039548	0	88.5875706214689	0	0.112994350282486	1.46892655367232	0	0	0.112994350282486	0	0.112994350282486	0	0	1.46892655367232
325	332	"Camp 11 Lake"	46.66667	-88.01667	675	"AWI"	675	7940	8745	8337	0.226500566251416	0	1.69875424688562	0.792751981879955	0.339750849377123	0.906002265005663	4.3035107587769	0	0	0.113250283125708	0.339750849377123	0	0.792751981879955	0.113250283125708	0	0	0.226500566251416	1.13250283125708	0.566251415628539	85.8437146092865	0.113250283125708	0.566251415628539	0.792751981879955	0	0	0	0	0.113250283125708	0	0	1.01925254813137
325	332	"Camp 11 Lake"	46.66667	-88.01667	700	"AWI"	700	8329	9307	8794	0.622406639004149	0	2.28215767634855	0.4149377593361	0.622406639004149	0.829875518672199	12.448132780083	0	0	1.2448132780083	0.829875518672199	0	0.829875518672199	0	0	0	0.4149377593361	1.03734439834025	0.829875518672199	73.2365145228216	0	1.2448132780083	1.2448132780083	0.20746887966805	0	0.20746887966805	0.20746887966805	0	0	0	1.2448132780083
325	332	"Camp 11 Lake"	46.66667	-88.01667	725	"AWI"	725	8721	9667	9254	1.06761565836299	0	3.91459074733096	0.355871886120996	0.533807829181495	0.355871886120996	13.1672597864769	0.177935943060498	0	0.355871886120996	0.711743772241993	0	0.889679715302491	0	0.533807829181495	0.177935943060498	0.177935943060498	0.533807829181495	3.38078291814947	70.2846975088968	0	0.355871886120996	1.60142348754448	0	0	0	0	0	0	0	1.42348754448399
325	332	"Camp 11 Lake"	46.66667	-88.01667	750	"AWI"	750	9048	10131	9578	1.68269230769231	0	3.125	0.240384615384615	0.721153846153846	1.68269230769231	9.85576923076923	0	0.240384615384615	1.68269230769231	1.20192307692308	0	0.240384615384615	0.721153846153846	0.240384615384615	0	1.44230769230769	0.721153846153846	7.21153846153846	62.7403846153846	0	0.480769230769231	4.32692307692308	0	0	0.480769230769231	0	0	0	0	0.961538461538462
325	332	"Camp 11 Lake"	46.66667	-88.01667	775	"AWI"	775	9326	10576	9854	0.591715976331361	0	0	0.788954635108481	0.986193293885602	1.57790927021696	7.69230769230769	0.19723865877712	0.19723865877712	0	1.57790927021696	0	0.591715976331361	0	0.788954635108481	0	2.76134122287968	1.38067061143984	5.32544378698225	71.2031558185404	0.19723865877712	1.18343195266272	0.986193293885602	0	0	0.19723865877712	0	0	0	0	1.77514792899408
325	332	"Camp 11 Lake"	46.66667	-88.01667	800	"AWI"	800	9672	11006	10194	0.681818181818182	0	0	0.227272727272727	1.81818181818182	1.36363636363636	6.59090909090909	0.454545454545455	0	0.681818181818182	0.454545454545455	0	0.909090909090909	0	1.13636363636364	0	1.36363636363636	1.13636363636364	7.04545454545454	67.0454545454545	0	1.36363636363636	2.5	0.227272727272727	0	0.227272727272727	0	0	0	0	4.77272727272727
325	332	"Camp 11 Lake"	46.66667	-88.01667	830	"AWI"	830	10176	11844	11014	1.07991360691145	0	0.431965442764579	0.431965442764579	1.9438444924406	0.431965442764579	6.0475161987041	0.431965442764579	0	0.431965442764579	1.51187904967603	0	0.647948164146868	0	1.72786177105832	0	3.67170626349892	1.29589632829374	7.12742980561555	63.0669546436285	0.215982721382289	1.29589632829374	3.23974082073434	0	0	0.863930885529158	0.215982721382289	0	0.215982721382289	0	3.67170626349892
325	332	"Camp 11 Lake"	46.66667	-88.01667	855	"AWI"	855	10835	12403	11622	3.94088669950739	0	0.985221674876847	0.985221674876847	3.94088669950739	2.46305418719212	15.7635467980296	0.985221674876847	0	3.44827586206897	3.44827586206897	0	2.46305418719212	0	3.44827586206897	0	0	1.97044334975369	32.0197044334975	0	0	4.92610837438424	10.8374384236453	0	0	1.47783251231527	0	0	0	0	6.89655172413793
325	332	"Camp 11 Lake"	46.66667	-88.01667	860	"AWI"	860	10906	12568	11747	1.2987012987013	0	0	0.556586270871985	3.15398886827458	1.2987012987013	4.45269016697588	0.185528756957328	0	0.927643784786642	2.04081632653061	0	1.66975881261596	0.185528756957328	1.48423005565863	0	0	1.48423005565863	16.6975881261596	47.8664192949907	0	3.8961038961039	5.75139146567718	0	0	1.48423005565863	0	0	0.185528756957328	0	5.38033395176252
