"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fraxinus"	"Juglans"	"Larix"	"Morus"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Taxus"	"Tilia"	"Tsuga"	"Ulmus"
325	332	"Camp 11 Lake"	46.66667	-88.01667	0	"AWI"	0	-135	34	-52	1.58013544018059	0	4.06320541760722	1.12866817155756	1.12866817155756	7.44920993227991	26.410835214447	0	0	4.06320541760722	1.35440180586907	0	0.90293453724605	0	0	0	0	0.225733634311512	2.25733634311512	42.6636568848758	0	0	2.03160270880361	1.8058690744921	0.225733634311512	0	0	0	0	1.58013544018059	1.12866817155756
325	332	"Camp 11 Lake"	46.66667	-88.01667	10	"AWI"	10	-78	194	38	0.866551126516464	0	2.25303292894281	0.173310225303293	0.693240901213172	0.693240901213172	21.1438474870017	0	0	1.38648180242634	1.73310225303293	0	0.519930675909879	0.173310225303293	0.519930675909879	0	0.346620450606586	1.03986135181976	5.71923743500867	54.9393414211439	0.346620450606586	0.173310225303293	2.94627383015598	0	0	0	0	0	0	2.94627383015598	1.38648180242634
325	332	"Camp 11 Lake"	46.66667	-88.01667	25	"AWI"	25	-49	525	168	0.907441016333938	0	1.27041742286751	0	0.362976406533575	0.181488203266788	22.3230490018149	0.181488203266788	0	2.54083484573503	1.08892921960073	0	0.181488203266788	0	0.362976406533575	0	0	0.725952813067151	2.54083484573503	60.2540834845735	0.181488203266788	0.362976406533575	2.9038112522686	0	0	0.362976406533575	0	0	0	2.9038112522686	0.362976406533575
325	332	"Camp 11 Lake"	46.66667	-88.01667	50	"AWI"	50	96	788	427	1.48148148148148	0	0.555555555555556	0.185185185185185	0.185185185185185	0.555555555555556	19.2592592592593	0	0	1.48148148148148	1.48148148148148	0	0.185185185185185	0	0.37037037037037	0	0.185185185185185	0.37037037037037	3.51851851851852	64.6296296296296	0	0	2.03703703703704	0.185185185185185	0	0	0	0	0	3.14814814814815	0.185185185185185
325	332	"Camp 11 Lake"	46.66667	-88.01667	75	"AWI"	75	338	981	671	0.347222222222222	0	1.5625	0	0.520833333333333	0.173611111111111	24.8263888888889	0.173611111111111	0	1.04166666666667	0.520833333333333	0	0.173611111111111	0	0	0	0	0.694444444444444	2.77777777777778	60.7638888888889	0	0	2.77777777777778	0	0	0	0.173611111111111	0	0	2.95138888888889	0.520833333333333
325	332	"Camp 11 Lake"	46.66667	-88.01667	100	"AWI"	100	673	1169	907	0.514579759862779	0	1.71526586620926	0.171526586620926	1.54373927958834	0.171526586620926	24.8713550600343	0	0	0.857632933104631	0.686106346483705	0	0	0.171526586620926	0.686106346483705	0	0	0.343053173241852	2.22984562607204	60.0343053173242	0	0.171526586620926	2.40137221269297	0	0	0.171526586620926	0	0	0	2.22984562607204	1.02915951972556
325	332	"Camp 11 Lake"	46.66667	-88.01667	125	"AWI"	125	843	1417	1119	1	0	1.8	0	0	1.2	24	0	0	0.8	0.6	0	0.6	0	0.2	0	0.2	0.6	3.6	57.4	0	0	4.4	0	0	0	0.2	0	0	2.4	1
325	332	"Camp 11 Lake"	46.66667	-88.01667	150	"AWI"	150	976	1664	1300	1.09375	0	1.71875	0.15625	0.625	0.625	24.375	0	0.15625	0.15625	2.03125	0.15625	0.46875	0	0.3125	0	0.3125	1.40625	3.90625	53.59375	0.15625	0.15625	3.28125	0	0	0	0	0	0	3.90625	1.40625
325	332	"Camp 11 Lake"	46.66667	-88.01667	175	"AWI"	175	1143	1858	1496	0.766283524904214	0	2.8735632183908	0.574712643678161	0.383141762452107	0.383141762452107	19.7318007662835	0	0.383141762452107	0.383141762452107	0.957854406130268	0	0.957854406130268	0	0.383141762452107	0	0.383141762452107	0.574712643678161	3.63984674329502	61.8773946360153	0.191570881226054	0	2.68199233716475	0	0	0.191570881226054	0	0	0	2.10727969348659	0.574712643678161
325	332	"Camp 11 Lake"	46.66667	-88.01667	200	"AWI"	200	1364	2016	1689	1.21457489878543	0	2.22672064777328	0	0.404858299595142	0.202429149797571	28.9473684210526	0	0.202429149797571	1.61943319838057	1.01214574898785	0	0.202429149797571	0	0.607287449392713	0	0	1.61943319838057	1.82186234817814	53.0364372469636	0	0.607287449392713	2.42914979757085	0	0	0	0.202429149797571	0	0.202429149797571	2.63157894736842	0.809716599190283
325	332	"Camp 11 Lake"	46.66667	-88.01667	225	"AWI"	225	1516	2215	1861	0.359066427289048	0	2.15439856373429	0.179533213644524	0.538599640933573	0.538599640933573	27.1095152603232	0.179533213644524	0	1.25673249551167	1.07719928186715	0	0.179533213644524	0.179533213644524	0	0	0.179533213644524	0.179533213644524	0.897666068222621	58.3482944344704	0	0.179533213644524	2.69299820466786	0	0	0	0	0	0	2.87253141831239	0.897666068222621
325	332	"Camp 11 Lake"	46.66667	-88.01667	250	"AWI"	250	1687	2406	2032	0.173611111111111	0	2.77777777777778	0.173611111111111	0.347222222222222	0.694444444444444	29.3402777777778	0.173611111111111	0	1.5625	1.04166666666667	0	0.694444444444444	0	0.347222222222222	0	0.173611111111111	0.694444444444444	1.21527777777778	55.0347222222222	0.173611111111111	0	2.95138888888889	0.347222222222222	0	0	0	0	0	1.90972222222222	0.173611111111111
325	332	"Camp 11 Lake"	46.66667	-88.01667	275	"AWI"	275	1853	2557	2203	0.675675675675676	0	2.87162162162162	0.168918918918919	0.168918918918919	0.337837837837838	21.1148648648649	0.168918918918919	0	1.18243243243243	0.168918918918919	0.168918918918919	0.506756756756757	0	0.168918918918919	0	0	1.01351351351351	1.68918918918919	61.9932432432432	0	0.337837837837838	4.22297297297297	0	0	0	0	0.168918918918919	0	2.36486486486486	0.506756756756757
325	332	"Camp 11 Lake"	46.66667	-88.01667	300	"AWI"	300	2015	2692	2362	0.511945392491468	0	2.21843003412969	0	0.511945392491468	0.170648464163823	21.3310580204778	0	0	1.5358361774744	1.5358361774744	0	0.341296928327645	0	0	0	0.170648464163823	0	2.38907849829352	61.9453924914676	0.341296928327645	0.170648464163823	3.24232081911263	0	0	0	0	0	0	3.24232081911263	0.341296928327645
325	332	"Camp 11 Lake"	46.66667	-88.01667	325	"AWI"	325	2150	2939	2488	0.899280575539568	0	2.51798561151079	0.179856115107914	0.539568345323741	0	26.4388489208633	0	0.539568345323741	1.43884892086331	0.899280575539568	0	0.539568345323741	0	0.179856115107914	0	0	1.07913669064748	0.539568345323741	57.3741007194245	0	0.359712230215827	3.77697841726619	0	0	0.179856115107914	0	0.359712230215827	0.179856115107914	1.43884892086331	0.539568345323741
325	332	"Camp 11 Lake"	46.66667	-88.01667	350	"AWI"	350	2257	3187	2584	0.811688311688312	0	1.94805194805195	0.487012987012987	0.811688311688312	0	22.4025974025974	0	0	0.649350649350649	0.811688311688312	0	0.811688311688312	0	0.162337662337662	0	0.162337662337662	0.649350649350649	0.487012987012987	63.3116883116883	0.162337662337662	0.487012987012987	2.43506493506494	0	0	0	0	0	0.487012987012987	1.94805194805195	0.974025974025974
325	332	"Camp 11 Lake"	46.66667	-88.01667	375	"AWI"	375	2426	3431	2712	0.792079207920792	0	3.56435643564356	0.396039603960396	0.594059405940594	0.198019801980198	15.6435643564356	0.198019801980198	0	2.17821782178218	1.18811881188119	0	0.396039603960396	0	0.198019801980198	0	0.198019801980198	2.17821782178218	0	66.7326732673267	0	0.396039603960396	2.77227722772277	0	0	0.396039603960396	0	0	0.198019801980198	0.792079207920792	0.99009900990099
325	332	"Camp 11 Lake"	46.66667	-88.01667	400	"AWI"	400	2690	4087	3385	0.134770889487871	0	1.61725067385445	0	0.269541778975741	0.404312668463612	12.2641509433962	0.134770889487871	0	1.07816711590297	0.539083557951483	0	0.808625336927224	0	0.404312668463612	0	0.134770889487871	1.07816711590297	0.404312668463612	73.5849056603774	0	0.134770889487871	4.71698113207547	0	0	0.134770889487871	0.269541778975741	0	0	0.943396226415094	0.943396226415094
325	332	"Camp 11 Lake"	46.66667	-88.01667	425	"AWI"	425	3555	4435	4057	0.65359477124183	0	2.28758169934641	0.163398692810458	0.490196078431373	0.326797385620915	11.437908496732	0.163398692810458	0	3.43137254901961	0.816993464052288	0	0.163398692810458	0	0	0	0.163398692810458	1.63398692810458	0.326797385620915	65.1960784313726	0.326797385620915	1.1437908496732	8.16993464052288	0	0	0	0	0	0	1.30718954248366	1.79738562091503
325	332	"Camp 11 Lake"	46.66667	-88.01667	450	"AWI"	450	3890	4838	4362	0.459418070444104	0	2.14395099540582	0.153139356814701	0.459418070444104	1.22511485451761	8.42266462480858	0	0	2.14395099540582	0.918836140888208	0	0.612557427258806	0	0	0	0	0.612557427258806	0.153139356814701	76.416539050536	0	0.306278713629403	3.98162327718224	0	0	0	0	0	0.153139356814701	0.459418070444104	1.37825421133231
325	332	"Camp 11 Lake"	46.66667	-88.01667	475	"AWI"	475	4216	5257	4656	0.134228187919463	0	1.74496644295302	0.536912751677852	1.0738255033557	0.134228187919463	9.66442953020134	0	0	1.74496644295302	0.671140939597315	0	1.34228187919463	0	0.134228187919463	0	0	2.14765100671141	0.671140939597315	73.9597315436242	0	1.0738255033557	3.75838926174497	0	0	0	0	0	0.134228187919463	0.536912751677852	0.536912751677852
325	332	"Camp 11 Lake"	46.66667	-88.01667	500	"AWI"	500	4587	5778	5158	0.166389351081531	0	2.66222961730449	0.831946755407654	1.16472545757072	0.166389351081531	6.98835274542429	0.166389351081531	0.166389351081531	1.33111480865225	0.665557404326123	0	0.499168053244592	0	0.332778702163062	0	0.499168053244592	1.33111480865225	1.16472545757072	68.0532445923461	0	0.166389351081531	4.65890183028286	0	0	0	0	0	0.166389351081531	7.15474209650582	1.66389351081531
325	332	"Camp 11 Lake"	46.66667	-88.01667	525	"AWI"	525	5209	6494	5830	0.137551581843191	0	2.47592847317744	0	0.137551581843191	0.275103163686382	6.46492434662999	0	0	0.550206327372765	0.137551581843191	0	1.10041265474553	0.137551581843191	0	0.137551581843191	0	1.65061898211829	0.137551581843191	78.9546079779917	0.137551581843191	0.275103163686382	4.12654745529574	0.137551581843191	0	0.275103163686382	0	0	0.137551581843191	2.33837689133425	0.275103163686382
