"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Grossulariaceae"	"Lamiaceae"	"Larix"	"Liliaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Primulaceae"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Violaceae"
769	788	"Elikchan 4 Lake"	60.75	151.88333	210	"AWI"	210	8565	9418	9090	510	0	0	2	2	0	292	0	0	0	0	21	20	0	0	0	0	1	1	0	0	0	0	0	0	0	12	0	0	0	6	0	0	0	0	14	4	1	0	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	220	"AWI"	220	9158	9987	9578	538	0	0	0	5	0	1097	0	0	0	0	8	7	1	1	0	0	1	0	0	0	3	0	0	0	0	16	0	0	0	13	0	0	0	0	28	2	3	4	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	230	"AWI"	230	9789	10532	10196	703	0	0	1	5	0	796	0	0	0	0	18	6	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	8	0	0	0	0	32	3	1	1	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	235	"AWI"	235	10295	13107	11831	1589	0	0	0	0	0	308	0	0	0	2	34	8	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	3	17	0	0	0	0	54	5	2	1	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	240	"AWI"	240	10500	16008	13455	354	0	0	0	6	3	153	0	0	0	2	78	5	0	0	0	0	0	1	0	0	1	0	0	0	0	30	0	0	0	6	0	0	0	0	13	0	3	1	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	245	"AWI"	245	13225	16200	14797	346	0	0	1	11	0	300	0	0	0	0	101	24	0	0	0	0	0	0	0	0	1	0	0	0	0	62	0	0	1	5	0	0	0	0	39	1	0	2	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	249	"AWI"	249	15038	16483	15901	132	0	0	0	23	5	580	0	0	0	8	155	15	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	6	0	0	0	0	24	2	1	0	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	250	"AWI"	250	15319	16669	16194	42	0	0	1	24	3	395	0	0	0	1	189	22	0	0	0	0	0	1	0	0	0	0	0	0	0	101	0	0	1	6	0	0	0	0	55	4	3	2	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	260	"AWI"	260	16391	17642	16839	17	1	0	0	52	0	81	0	0	0	9	1045	2	1	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	24	0	0	0	0	7	4	8	1	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	261	"AWI"	261	16421	17672	16880	16	2	0	0	38	4	109	0	0	0	4	81	6	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	1	14	0	0	0	0	23	3	4	6	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	265	"AWI"	265	16516	17832	17039	16	1	0	0	37	2	47	0	0	0	11	106	1	0	0	0	0	0	0	0	0	1	0	0	0	0	207	0	0	1	8	0	0	0	0	5	4	3	1	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	270	"AWI"	270	16598	18212	17235	9	1	0	2	50	0	7	0	0	0	8	45	3	0	0	0	0	0	0	0	0	1	0	0	0	0	137	0	0	1	23	0	0	0	0	4	5	5	10	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	280	"AWI"	280	16849	18667	17664	18	6	0	0	65	18	24	0	0	0	34	133	2	0	0	0	0	0	0	0	0	2	2	0	0	0	226	0	0	3	40	1	0	0	0	33	16	9	33	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	290	"AWI"	290	17161	19114	18078	10	1	0	2	57	24	12	0	34	0	16	55	5	1	1	0	0	0	0	0	0	8	0	0	0	0	134	0	0	0	30	0	0	0	0	18	9	9	19	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	303	"AWI"	303	17648	19564	18617	2	0	0	0	25	2	4	0	0	0	4	28	0	0	0	0	0	0	0	0	0	1	0	0	0	0	51	0	0	0	10	0	0	0	0	11	3	2	9	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	310	"AWI"	310	17886	19858	18914	6	0	0	0	78	18	3	0	0	0	7	61	0	0	0	0	0	0	0	0	0	5	0	0	0	0	150	0	0	2	32	0	0	0	0	18	14	17	43	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	320	"AWI"	320	18318	20236	19358	6	0	0	0	74	25	14	0	0	0	13	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	84	0	0	0	36	0	0	0	0	7	8	8	16	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	330	"AWI"	330	18794	20563	19776	4	1	0	2	84	23	12	0	0	0	25	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	16	0	0	0	0	8	3	9	12	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	340	"AWI"	340	19452	20845	20165	1	1	0	1	15	7	16	0	26	0	17	19	2	0	0	0	0	0	0	0	0	1	0	0	0	0	52	0	0	2	7	0	0	1	0	6	4	3	5	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	350	"AWI"	350	20059	21480	20646	3	1	0	0	25	16	16	0	0	0	13	19	2	1	1	0	0	0	0	0	0	1	0	0	0	0	225	0	0	0	7	0	0	0	0	1	3	6	3	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	360	"AWI"	360	20361	22656	21228	1	1	0	3	34	12	6	0	0	0	16	21	2	0	0	0	0	0	0	0	0	2	0	0	0	0	73	0	0	2	13	0	0	0	0	21	5	5	1	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	370	"AWI"	370	20692	23487	21840	20	0	0	2	64	17	13	1	53	0	22	52	5	0	1	0	0	0	0	0	0	0	0	0	0	0	146	0	0	2	18	0	0	0	0	24	14	9	10	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	380	"AWI"	380	21074	24309	22468	11	3	0	3	45	0	10	0	58	0	12	87	0	1	0	0	0	0	0	0	0	2	0	0	0	0	86	0	0	6	32	0	0	0	0	26	5	11	27	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	390	"AWI"	390	21514	25050	23075	6	0	0	4	62	72	14	0	39	0	9	88	5	0	0	0	0	0	3	0	0	0	0	0	0	0	202	0	0	1	24	0	0	0	0	12	3	9	26	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	400	"AWI"	400	21984	25796	23714	1	0	0	1	38	23	4	0	0	0	16	37	1	1	0	0	0	0	1	0	0	1	0	0	0	0	68	0	0	0	28	0	0	0	0	5	5	4	12	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	410	"AWI"	410	22498	26414	24341	17	1	0	2	22	34	24	0	0	0	13	147	2	0	0	0	0	0	1	0	0	0	0	0	0	0	178	0	0	2	35	0	0	1	0	15	9	4	16	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	420	"AWI"	420	23050	27016	24980	24	0	0	2	58	19	16	0	0	0	12	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	37	0	0	0	0	7	8	7	6	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	430	"AWI"	430	23612	27584	25642	10	1	0	3	72	0	23	0	0	0	10	265	7	0	0	0	0	0	1	0	0	3	0	0	0	0	204	0	0	0	39	0	0	1	0	23	8	14	39	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	440	"AWI"	440	24158	28136	26268	20	6	0	0	94	24	30	0	0	0	30	245	7	0	0	0	0	0	7	0	0	1	0	0	0	0	270	0	0	0	44	0	0	0	0	31	11	15	30	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	450	"AWI"	450	24837	28662	26890	11	0	0	0	23	7	7	0	0	0	4	956	0	0	0	0	0	0	0	0	0	5	0	0	0	0	74	0	0	0	7	0	0	0	0	4	2	3	6	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	455	"AWI"	455	25239	28848	27204	30	1	1	1	97	27	43	0	0	0	24	289	9	1	0	0	0	0	4	0	0	1	0	0	0	0	330	0	0	4	51	0	0	0	0	3	8	7	33	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	460	"AWI"	460	25507	29182	27531	46	3	0	2	133	14	36	0	0	0	30	411	15	1	0	0	0	0	0	0	0	7	0	0	0	0	305	0	0	6	49	0	0	0	0	31	16	12	40	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	470	"AWI"	470	26167	29644	28139	29	0	0	2	72	12	27	0	0	0	6	162	10	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	16	0	0	0	0	19	8	6	13	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	480	"AWI"	480	26926	30102	28800	14	1	0	4	54	5	65	0	27	0	11	158	2	0	0	0	0	0	1	0	0	2	0	0	0	0	236	0	0	1	18	0	0	0	0	14	7	4	26	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	505	"AWI"	505	29415	30987	30319	24	0	0	2	48	8	24	0	0	0	6	127	4	0	0	0	0	0	2	0	0	0	0	0	0	0	130	0	0	1	15	0	0	0	0	6	3	3	14	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	520	"AWI"	520	30294	33181	31296	62	1	0	2	34	5	165	0	0	0	7	160	14	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	1	7	0	0	0	0	17	6	5	4	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	530	"AWI"	530	30730	34410	32081	17	0	0	1	81	5	39	0	0	0	16	178	3	0	0	0	0	0	0	0	0	2	0	0	0	0	160	0	0	0	8	0	0	0	0	18	3	4	20	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	550	"AWI"	550	31749	36446	33717	17	0	0	0	50	5	10	0	0	0	11	58	6	0	0	0	0	0	0	0	0	1	0	0	0	0	197	0	0	1	33	0	0	0	0	7	3	6	28	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	570	"AWI"	570	33026	38317	35394	95	1	0	3	13	5	47	0	0	0	53	17	22	0	0	0	0	0	1	0	0	0	0	0	0	0	59	0	0	0	18	0	0	0	0	23	6	3	12	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	580	"AWI"	580	33648	39143	36241	65	1	0	2	33	10	66	0	0	0	30	63	15	0	0	0	0	0	1	0	0	2	0	0	0	0	192	0	0	0	15	0	0	0	0	12	5	5	13	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	600	"AWI"	600	35088	40863	37914	38	0	0	0	17	5	25	0	0	0	54	10	23	0	0	0	0	0	1	0	0	1	0	0	0	0	32	0	0	0	4	0	0	0	0	3	3	2	1	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	610	"AWI"	610	35906	41633	38751	145	0	0	2	34	11	127	0	0	0	20	140	22	0	0	0	0	1	1	0	0	0	0	0	0	0	199	0	0	2	19	0	0	0	0	22	5	6	10	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	620	"AWI"	620	36613	42429	39578	106	0	0	1	12	4	111	0	0	0	33	78	6	0	0	0	0	1	1	0	0	0	0	0	0	0	8	0	0	0	10	0	0	0	0	4	2	4	4	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	630	"AWI"	630	37466	43213	40403	112	0	0	2	10	2	103	0	0	0	35	120	25	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	13	1	0	0	0	6	2	7	2	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	650	"AWI"	650	39062	44571	42049	171	1	0	3	25	3	110	0	0	2	23	180	32	1	0	0	0	1	2	0	0	0	0	0	0	0	87	0	0	1	14	0	0	0	0	10	0	3	6	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	660	"AWI"	660	40038	45230	42874	201	0	0	5	16	0	125	0	0	0	35	138	24	1	0	0	0	0	0	0	0	1	0	0	0	0	113	0	0	2	28	0	0	0	0	22	6	7	12	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	670	"AWI"	670	40880	45864	43652	86	0	0	1	20	8	54	0	0	0	30	40	58	0	0	0	0	1	0	0	0	0	0	0	0	0	37	0	0	1	8	0	0	0	0	18	0	5	2	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	680	"AWI"	680	41850	46358	44509	90	0	0	0	11	9	133	0	40	0	23	44	24	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	22	1	0	0	0	17	6	8	5	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	690	"AWI"	690	42922	46948	45301	115	0	0	0	45	11	154	0	0	0	36	86	45	1	0	0	0	1	0	0	0	1	0	0	0	0	182	0	0	1	28	1	0	0	0	12	8	10	11	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	710	"AWI"	710	45603	47903	46899	88	1	0	0	40	9	84	0	0	0	8	34	38	0	0	0	0	1	1	0	0	0	0	0	0	0	113	0	0	1	41	0	0	0	0	4	9	8	5	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	720	"AWI"	720	46661	48724	47607	81	0	0	4	19	0	92	0	0	0	4	10	5	0	0	0	0	0	0	0	0	2	0	0	0	0	52	0	0	0	3	0	0	0	0	0	2	2	2	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	725	"AWI"	725	46953	49330	47966	391	2	0	0	81	0	216	0	0	2	40	91	56	0	1	0	0	2	0	0	0	0	0	0	0	0	120	0	0	0	10	0	0	0	0	13	3	3	0	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	730	"AWI"	730	47108	50290	48258	283	0	0	1	4	3	105	0	0	0	4	13	30	0	0	0	0	1	0	0	0	0	0	0	0	0	30	0	0	0	3	0	0	0	0	8	1	0	0	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	735	"AWI"	735	47362	50716	48617	266	1	0	0	61	0	120	0	0	0	9	63	0	1	0	0	0	1	3	0	0	0	0	0	0	0	70	0	0	2	10	0	0	0	0	6	3	4	7	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	740	"AWI"	740	47519	51372	48942	90	1	0	2	101	0	66	0	0	0	9	87	13	0	0	0	0	0	3	0	0	1	0	0	0	0	202	0	0	2	22	0	0	0	0	4	5	8	23	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	745	"AWI"	745	47793	51801	49284	16	0	0	0	52	0	24	0	0	0	0	24	3	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	8	0	0	0	0	11	1	2	5	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	750	"AWI"	750	47943	52397	49610	45	0	0	4	68	4	67	0	0	0	16	70	20	0	0	0	0	0	1	0	0	0	0	0	0	0	117	0	0	1	30	0	0	0	0	8	8	9	6	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	760	"AWI"	760	48396	53387	50338	117	0	0	1	40	0	222	0	0	0	39	476	18	1	0	0	0	0	2	0	0	0	0	0	0	0	185	0	0	4	36	0	0	0	0	17	7	10	12	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	770	"AWI"	770	48848	54448	51058	128	0	0	3	42	10	179	0	0	0	28	167	56	1	0	0	0	1	0	0	0	0	0	0	0	1	129	0	0	1	16	0	0	1	0	22	6	4	1	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	780	"AWI"	780	49307	55423	51794	152	0	0	1	9	16	361	0	0	0	20	173	45	0	0	0	0	0	0	4	0	1	0	0	0	0	106	0	0	1	7	0	0	0	0	12	6	5	13	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	785	"AWI"	785	49592	55802	52143	122	3	0	0	17	18	234	0	0	0	11	251	70	0	0	0	0	0	0	0	0	1	2	0	0	0	104	0	0	1	21	0	0	0	0	15	3	6	0	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	792	"AWI"	792	49960	56463	52605	140	0	0	0	23	10	238	0	0	0	15	187	42	1	0	0	0	0	1	0	0	1	0	0	0	0	72	0	0	1	26	0	0	0	0	27	2	3	1	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	795	"AWI"	795	50124	56719	52813	150	1	0	8	14	10	294	0	0	0	37	233	63	0	0	0	0	0	1	0	0	0	0	0	0	0	117	0	0	2	21	0	0	0	0	25	6	9	2	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	800	"AWI"	800	50374	57145	53187	74	0	0	1	26	6	86	0	0	0	9	53	23	0	0	0	0	1	0	0	0	0	0	0	0	0	35	0	0	0	9	0	0	0	0	10	3	4	1	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	805	"AWI"	805	50697	57573	53539	231	3	0	1	28	2	247	0	0	0	9	28	28	0	0	0	0	0	1	0	0	0	0	0	0	0	66	0	0	1	15	0	0	0	0	12	5	3	0	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	815	"AWI"	815	51164	58466	54250	935	1	0	1	39	0	300	0	0	0	7	94	3	0	0	0	0	0	2	0	5	0	0	0	0	0	73	0	0	0	2	0	0	0	0	16	0	1	3	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	820	"AWI"	820	51392	58968	54585	8	0	0	0	36	14	10	0	0	0	21	60	0	0	1	0	0	0	0	0	0	0	0	0	0	0	63	0	0	1	22	0	0	0	0	6	6	4	14	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	825	"AWI"	825	51702	59343	54930	486	1	0	2	49	6	260	0	0	0	16	199	60	0	0	0	0	0	0	0	0	3	0	0	0	0	100	0	0	1	15	0	0	0	0	31	3	2	2	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	830	"AWI"	830	51971	59775	55284	805	0	0	0	10	0	190	0	0	0	4	116	12	0	0	0	0	0	3	0	0	1	0	0	0	0	42	0	0	0	6	0	0	0	0	10	1	1	2	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	837	"AWI"	837	52358	60266	55812	321	1	0	2	12	2	344	0	0	0	24	188	70	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	3	2	0	0	0	9	3	2	0	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	840	"AWI"	840	52533	60552	56005	101	1	0	0	9	5	133	0	0	0	16	36	37	1	1	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	6	0	0	0	0	8	1	4	0	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	851	"AWI"	851	53182	61663	56797	275	0	0	0	20	0	284	0	0	0	3	68	10	0	0	0	0	1	0	0	0	1	0	0	0	0	83	0	0	0	4	0	0	0	0	20	2	2	4	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	855	"AWI"	855	53396	61935	57058	112	1	0	0	23	0	527	0	0	0	27	111	10	0	0	0	0	0	0	0	0	5	0	0	0	0	125	0	0	0	5	0	0	0	0	25	5	3	2	0
