"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Anacardiaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Larix"	"Liquidambar"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
510	523	"Crider's Pond"	39.96667	-77.55	15	"AWI"	15	-138	30	-63	0	0	1	0	0	1	0	0	8	0	0	0	14	0	5	0	0	0	18	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	57	2	0	7	0	0	139	0	0	0	12	0	0	0	1	3	2
510	523	"Crider's Pond"	39.96667	-77.55	20	"AWI"	20	-23	1422	453	0	0	1	0	0	0	0	0	2	0	0	0	11	0	8	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	3	0	1	1	58	0	0	9	0	0	155	0	0	0	15	0	0	0	0	6	1
510	523	"Crider's Pond"	39.96667	-77.55	25	"AWI"	25	26	2894	962	0	4	1	0	0	0	0	0	1	0	0	0	8	0	16	0	0	0	38	0	0	2	1	0	0	0	0	0	0	2	0	0	6	0	58	1	0	9	0	0	141	0	0	0	14	0	0	0	0	2	0
510	523	"Crider's Pond"	39.96667	-77.55	35	"AWI"	35	123	5813	1981	0	0	3	0	0	0	1	0	4	0	0	0	5	0	19	0	0	0	27	0	0	2	3	0	0	0	0	0	1	4	1	0	4	0	48	0	0	20	0	0	146	0	0	0	17	0	0	0	0	3	0
510	523	"Crider's Pond"	39.96667	-77.55	45	"AWI"	45	219	8727	3005	0	0	2	0	0	0	0	0	4	0	0	0	11	0	19	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	61	0	0	20	0	1	140	0	0	0	19	0	0	0	0	2	2
510	523	"Crider's Pond"	39.96667	-77.55	55	"AWI"	55	1012	9479	4058	0	3	4	0	0	0	0	0	1	0	0	0	13	0	10	0	0	0	27	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	50	0	0	21	0	0	160	0	0	0	15	0	0	0	0	1	1
510	523	"Crider's Pond"	39.96667	-77.55	60	"AWI"	60	1217	9792	4577	0	0	2	0	0	0	0	0	3	0	0	0	9	0	2	0	0	0	84	0	0	4	2	0	0	0	0	0	0	0	3	0	1	0	75	0	1	11	0	1	190	0	0	0	14	0	0	0	0	3	0
510	523	"Crider's Pond"	39.96667	-77.55	65	"AWI"	65	1371	10212	5159	0	0	0	0	0	2	0	0	2	0	0	0	6	0	14	0	0	0	46	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	68	0	0	18	0	0	125	0	0	0	30	0	0	0	0	3	2
510	523	"Crider's Pond"	39.96667	-77.55	75	"AWI"	75	1674	11433	6197	0	2	2	0	0	1	0	0	4	0	0	0	9	0	7	0	0	0	27	0	0	3	1	0	0	0	0	0	0	0	1	0	2	0	33	0	0	14	0	0	182	0	0	0	12	0	0	0	0	9	0
510	523	"Crider's Pond"	39.96667	-77.55	80	"AWI"	80	2564	11569	6778	0	0	1	0	0	1	0	0	6	0	0	0	15	0	6	0	0	0	33	0	0	5	0	0	0	0	0	0	2	0	6	0	1	0	21	0	1	28	0	0	216	0	0	0	11	0	0	0	0	7	4
510	523	"Crider's Pond"	39.96667	-77.55	90	"AWI"	90	3813	11872	8079	0	0	0	0	0	1	0	0	8	0	0	0	4	0	5	0	1	0	11	0	0	4	2	0	0	0	0	0	0	0	1	0	4	0	12	0	0	16	0	0	204	0	2	0	33	0	0	0	0	10	1
510	523	"Crider's Pond"	39.96667	-77.55	95	"AWI"	95	4126	12087	8765	1	3	0	0	0	0	0	0	2	0	0	0	5	0	5	0	0	1	16	0	0	3	0	0	0	0	0	0	0	0	6	0	1	0	16	0	0	15	0	0	208	0	1	0	24	0	0	0	0	5	1
510	523	"Crider's Pond"	39.96667	-77.55	100	"AWI"	100	4377	12508	9331	3	0	1	0	0	1	0	0	2	0	0	0	3	0	2	0	0	0	19	0	0	1	4	0	0	0	0	0	0	0	3	0	3	0	32	0	0	7	0	0	227	0	0	0	49	0	0	0	0	12	2
510	523	"Crider's Pond"	39.96667	-77.55	105	"AWI"	105	4631	13029	9865	4	0	6	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	26	0	0	2	2	0	0	0	0	0	0	0	1	0	5	0	46	0	1	8	0	0	164	0	2	0	49	0	1	0	0	7	6
510	523	"Crider's Pond"	39.96667	-77.55	110	"AWI"	110	5629	13090	10381	9	0	9	0	0	0	0	0	4	0	0	1	2	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	1	0	7	8	90	0	0	8	0	0	103	0	0	0	9	0	2	0	0	9	1
510	523	"Crider's Pond"	39.96667	-77.55	115	"AWI"	115	6367	13162	10927	8	2	5	0	0	1	0	0	8	0	0	0	1	0	0	0	2	0	26	0	0	0	1	0	0	0	0	0	0	0	0	0	7	5	115	0	0	5	0	1	79	0	1	0	0	0	0	0	0	7	2
510	523	"Crider's Pond"	39.96667	-77.55	120	"AWI"	120	6848	13238	11489	16	0	13	0	0	1	0	0	7	0	0	1	1	0	0	0	3	0	38	0	0	2	1	2	0	0	0	0	0	0	0	0	22	10	128	0	0	6	0	0	68	0	0	0	0	0	7	1	0	6	1
510	523	"Crider's Pond"	39.96667	-77.55	125	"AWI"	125	7287	13315	12087	24	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	14	0	0	0	9	1	0	0	0	0	0	0	0	0	31	12	158	0	0	0	0	2	26	0	0	0	0	0	1	0	0	2	1
510	523	"Crider's Pond"	39.96667	-77.55	130	"AWI"	130	7646	13424	12709	21	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	16	0	0	0	3	0	0	0	0	0	0	0	0	0	18	13	191	0	0	3	0	2	10	1	0	0	0	0	14	0	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	140	"AWI"	140	8099	13726	13370	16	0	12	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	32	0	0	0	10	0	0	0	1	0	0	0	0	0	18	32	113	0	0	8	0	4	25	0	0	0	1	0	5	0	0	0	1
510	523	"Crider's Pond"	39.96667	-77.55	150	"AWI"	150	8290	13862	13455	17	0	31	0	1	2	0	0	11	0	0	0	0	0	0	0	4	1	27	0	0	1	6	0	0	0	0	0	0	0	0	0	10	35	82	0	0	22	0	0	26	0	0	0	0	0	1	0	0	0	2
510	523	"Crider's Pond"	39.96667	-77.55	160	"AWI"	160	8524	14068	13530	12	0	42	0	0	1	0	0	12	0	0	1	0	0	0	1	4	1	40	0	0	0	1	1	13	0	0	0	0	0	0	0	3	34	73	0	0	25	0	0	13	0	0	4	0	0	0	1	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	180	"AWI"	180	8935	14317	13701	15	0	59	0	2	0	0	0	10	1	0	0	0	0	0	0	3	0	17	0	0	0	1	0	4	0	2	0	0	0	0	0	3	45	87	0	0	16	0	1	10	0	0	10	0	1	1	0	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	200	"AWI"	200	9408	14588	13866	27	0	35	0	1	0	0	0	5	0	0	0	0	0	0	0	1	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	6	58	83	0	0	24	0	0	11	0	0	14	0	0	1	0	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	220	"AWI"	220	10108	14784	14048	16	0	31	0	2	0	1	0	4	0	0	0	0	0	0	0	0	0	22	0	0	0	3	0	8	0	0	1	0	0	0	0	5	67	90	0	0	24	0	1	7	0	0	0	0	0	1	3	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	240	"AWI"	240	10595	14990	14244	37	0	35	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	1	0	0	0	0	6	62	81	0	0	20	0	0	10	0	0	9	0	0	1	0	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	260	"AWI"	260	11106	15188	14431	22	0	45	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	33	1	0	0	1	0	9	0	0	0	0	2	0	0	1	58	71	0	0	21	0	1	6	0	0	8	0	0	3	2	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	280	"AWI"	280	11658	15348	14631	10	0	53	0	0	0	0	0	8	0	0	1	0	0	0	0	1	1	29	0	0	1	2	0	6	0	0	0	0	0	0	0	2	47	83	0	0	34	0	0	9	0	0	7	0	0	3	0	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	300	"AWI"	300	12173	15520	14831	28	0	42	0	0	0	2	0	5	0	0	1	0	0	0	0	1	0	19	0	0	1	1	0	1	0	0	0	0	0	0	0	3	81	85	0	0	14	0	0	5	0	0	7	1	0	0	0	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	320	"AWI"	320	12694	15719	15019	15	0	48	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	19	0	0	0	1	0	4	0	0	0	0	0	0	0	4	92	82	0	0	6	0	1	5	0	0	6	0	0	1	0	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	340	"AWI"	340	13260	15858	15220	33	0	12	0	0	0	3	0	3	0	0	0	0	0	0	0	0	1	18	0	0	0	1	0	17	0	0	0	0	0	0	0	3	96	85	0	0	20	0	0	3	0	0	7	0	0	1	1	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	360	"AWI"	360	13803	15993	15415	19	0	7	0	0	1	0	0	2	0	0	0	0	0	0	0	1	1	27	0	0	0	0	0	24	0	0	2	0	0	0	0	5	133	58	0	0	20	0	0	4	0	0	6	0	0	0	2	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	380	"AWI"	380	14362	16142	15621	68	0	7	0	0	0	0	0	3	0	0	1	3	0	0	0	0	2	18	0	0	0	2	0	18	0	0	0	0	0	0	0	3	126	42	0	0	6	0	0	10	0	0	0	0	0	0	1	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	390	"AWI"	390	14757	16189	15718	20	0	7	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	41	0	0	2	3	0	40	0	0	0	0	0	0	0	2	125	46	0	0	20	0	0	8	1	0	4	0	1	3	1	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	400	"AWI"	400	15129	16256	15823	1	0	9	0	0	1	1	0	9	0	0	0	0	1	0	0	0	2	59	0	0	0	1	0	66	0	0	0	0	0	0	0	0	102	45	0	0	28	0	0	9	0	0	0	0	0	1	1	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	420	"AWI"	420	15356	16459	16002	2	0	5	0	0	1	0	0	4	0	0	0	1	0	0	0	0	1	34	0	0	0	0	0	3	0	0	0	0	0	0	0	2	161	46	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	440	"AWI"	440	15490	16751	16154	1	0	1	0	0	1	2	0	7	3	0	0	0	0	0	0	0	0	50	0	0	0	3	0	18	0	0	0	0	0	0	0	1	139	45	0	0	19	0	0	3	0	0	13	0	0	0	1	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	460	"AWI"	460	15656	16948	16320	4	0	1	0	0	1	0	0	9	0	0	0	0	0	0	0	0	1	40	0	0	0	1	0	24	0	0	1	0	0	0	1	3	149	41	0	0	20	0	0	5	0	0	0	0	0	0	0	0	0	1
510	523	"Crider's Pond"	39.96667	-77.55	480	"AWI"	480	15795	17130	16488	1	0	0	0	0	1	2	0	17	1	0	0	0	0	0	0	0	1	28	0	0	0	1	0	154	0	0	0	0	0	0	0	1	150	55	0	0	19	0	0	6	0	0	10	0	0	0	1	0	0	1
510	523	"Crider's Pond"	39.96667	-77.55	500	"AWI"	500	15931	17320	16651	1	0	3	0	0	2	1	0	5	2	0	0	2	0	0	0	0	2	36	0	0	0	1	0	36	0	0	1	0	0	0	0	2	135	49	0	0	31	0	0	10	0	0	0	0	0	1	4	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	520	"AWI"	520	16069	17508	16822	0	0	10	0	0	1	1	0	9	1	0	0	0	1	0	0	0	0	21	0	0	0	1	0	92	0	0	0	0	0	0	0	2	129	54	0	0	38	0	0	6	0	0	11	0	1	1	3	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	540	"AWI"	540	16229	17678	16995	1	0	2	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	91	0	0	0	0	0	0	0	1	189	50	0	0	15	0	0	5	0	0	0	0	0	0	4	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	560	"AWI"	560	16399	17854	17160	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	22	0	0	0	1	0	53	0	0	0	0	0	0	0	0	168	46	0	0	27	0	0	3	0	0	14	0	0	2	0	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	580	"AWI"	580	16583	17996	17338	2	0	4	0	0	0	5	0	4	2	0	0	0	0	0	0	0	0	20	0	0	0	0	0	141	0	0	0	0	0	0	1	2	146	75	0	0	21	0	0	3	0	0	7	0	0	2	2	0	0	1
510	523	"Crider's Pond"	39.96667	-77.55	600	"AWI"	600	16768	18130	17516	1	0	3	0	0	2	2	0	5	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	408	0	0	0	0	0	0	0	0	160	60	0	0	20	0	0	8	1	0	0	0	0	0	1	0	0	0
