"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caryophyllaceae"	"Ceanothus"	"Celtis"	"Cercocarpus"	"Chrysolepis"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Lamiaceae"	"Liliaceae"	"Lithocarpus"	"Malvaceae"	"Onagraceae"	"Orobanchaceae"	"Phrymaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Portulacaceae"	"Prunus"	"Quercus"	"Rhamnus"	"Rosaceae"	"Salix"	"Sambucus"	"Santalaceae"	"Sarcobataceae"	"Sequoiadendron"	"Thalictrum"	"Tsuga"
794	816	"Exchequer Meadow"	37	-119.83333	0	"AWI"	0	-136	32	-53	9.09090909090909	0	0.245700245700246	0.245700245700246	0.245700245700246	0	0	0	0.491400491400491	0	0.737100737100737	0	2.21130221130221	0	0	0	1.22850122850123	25.5528255528256	0	0	0	0.982800982800983	0	0	0	0	0	0	0	50.8599508599509	0.737100737100737	0.491400491400491	0	0	0	0	0	5.8968058968059	0.245700245700246	0	0.245700245700246	0.245700245700246	0.245700245700246	0	0	0	0
794	816	"Exchequer Meadow"	37	-119.83333	20	"AWI"	20	102	1226	559	10.4109589041096	0.273972602739726	0	1.0958904109589	0.273972602739726	0	0	0	0	0	0.821917808219178	0	0	0.547945205479452	0	0	0	20.2739726027397	0	0	0	2.46575342465753	0	0	0	0	0	0	0	61.6438356164384	0	1.91780821917808	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273972602739726	0
794	816	"Exchequer Meadow"	37	-119.83333	40	"AWI"	40	598	1702	1229	13.8181818181818	0	1.45454545454545	0	0	0	0	0	1.09090909090909	0	0	0.727272727272727	0	0	0	0	1.81818181818182	6.90909090909091	0	0	0	0	0	0	0	0	0.363636363636364	0	0	72.3636363636364	0	1.45454545454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
794	816	"Exchequer Meadow"	37	-119.83333	60	"AWI"	60	1580	2028	1788	21.1428571428571	0	0.571428571428571	0	0.285714285714286	0	0	0	0	0	0	0	0.571428571428571	0	0.285714285714286	0	4	10	0.285714285714286	0.285714285714286	0	4.28571428571429	0	0	0.285714285714286	0	0	0	0.285714285714286	54.2857142857143	0	0.857142857142857	0	0	0.571428571428571	0	0	0.857142857142857	0	0.285714285714286	0	0.285714285714286	0	0.285714285714286	0	0	0.285714285714286
794	816	"Exchequer Meadow"	37	-119.83333	80	"AWI"	80	2036	3065	2574	8.94568690095847	0	0.319488817891374	0	0	0	0	0	0	0	0.638977635782748	0	0	0	0	3.51437699680511	0	4.15335463258786	0	0	0	3.83386581469649	0	0	0	0	0	0	0	77.3162939297125	0	0.319488817891374	0	0	0	0	0	0.319488817891374	0	0	0.638977635782748	0	0	0	0	0	0
794	816	"Exchequer Meadow"	37	-119.83333	99	"AWI"	99	2915	3576	3226	10.5121293800539	0.539083557951483	0.269541778975741	0.269541778975741	0	0	0	0	0	0	0	0	0	0.269541778975741	0	1.07816711590297	0.539083557951483	2.15633423180593	0	0.269541778975741	0	4.85175202156334	0	0	0	0	0.269541778975741	0	0	76.8194070080862	0	0	0	0	0	0	0	1.61725067385445	0	0	0.539083557951483	0	0	0	0	0	0
794	816	"Exchequer Meadow"	37	-119.83333	120	"AWI"	120	3244	4391	3756	9.11949685534591	0	0	0.943396226415094	0	0	0	0	0	0	0	0	0.628930817610063	0.628930817610063	0	0	0.628930817610063	5.66037735849057	0	0	0	3.77358490566038	0	0	0	0	0	0	0	76.1006289308176	0	0	0	0	0	0	0	1.25786163522013	0	0	0	0	0	0	0	1.25786163522013	0
794	816	"Exchequer Meadow"	37	-119.83333	130	"AWI"	130	3453	4654	4023	12.9692832764505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.341296928327645	3.41296928327645	0	0	0	4.77815699658703	0	0	0	0	1.36518771331058	0	0	76.1092150170648	0	1.02389078498294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
794	816	"Exchequer Meadow"	37	-119.83333	160	"AWI"	160	4201	5309	4819	6.77083333333333	0.520833333333333	1.30208333333333	0.78125	0	3.125	0.78125	0	0	0	0	0	0	0	0	0.520833333333333	1.04166666666667	7.55208333333333	0.78125	0	0	5.20833333333333	0	0	0.78125	0	0	0	0	69.0104166666667	0	1.30208333333333	0	0	0.260416666666667	0	0	0	0	0	0	0.260416666666667	0	0	0	0	0
794	816	"Exchequer Meadow"	37	-119.83333	180	"AWI"	180	5035	5910	5421	9.48717948717949	0	0.769230769230769	0.769230769230769	1.28205128205128	0	0	0	0	0	0	0	0	0	0	0.256410256410256	0.769230769230769	0	0.256410256410256	0	0	2.30769230769231	0	0.769230769230769	0	0	0	0	0	78.2051282051282	0	0.256410256410256	0	0	0	0	0	3.58974358974359	0	0	1.28205128205128	0	0	0	0	0	0
794	816	"Exchequer Meadow"	37	-119.83333	202	"AWI"	202	6024	7644	6910	8.86524822695035	1.06382978723404	0	1.77304964539007	0.354609929078014	0	0	0	0	0	0	0	0	0	0	0	0.354609929078014	1.06382978723404	0	0	0	1.41843971631206	0	0	0	0	0	0	0	81.5602836879433	0	1.41843971631206	0	0	0	0	0	1.77304964539007	0	0	0	0	0	0	0	0.354609929078014	0
794	816	"Exchequer Meadow"	37	-119.83333	210	"AWI"	210	6509	7907	7452	28.0487804878049	0.304878048780488	0	0.609756097560976	0.914634146341463	0	1.52439024390244	0	0	0	0	0	0	0	0	0.304878048780488	2.4390243902439	0	0	0.304878048780488	0	7.6219512195122	0	0	1.21951219512195	0	0	0	0	50.9146341463415	0	2.4390243902439	0	0	0.914634146341463	0.914634146341463	0	1.52439024390244	0	0	0	0	0	0	0	0	0
794	816	"Exchequer Meadow"	37	-119.83333	230	"AWI"	230	7953	9593	8475	6.92520775623269	0.277008310249307	1.38504155124654	2.21606648199446	0.831024930747922	0	0	0	0	0	0	0	0	0	0	0	1.10803324099723	8.58725761772853	0	0	0	2.77008310249307	0.277008310249307	0.277008310249307	0	0	0	0	0	63.4349030470914	0	2.21606648199446	0	0	0.554016620498615	0	0	7.75623268698061	0	0	1.10803324099723	0	0	0	0	0	0.277008310249307
794	816	"Exchequer Meadow"	37	-119.83333	240	"AWI"	240	8219	10462	9001	7.71812080536913	0	0	3.02013422818792	0.671140939597315	0	0	0	0	0	0	0	0	0.335570469798658	0	0	0	0.671140939597315	0	0	0.671140939597315	2.01342281879195	0.335570469798658	0	0	0	0	0	0	81.2080536912752	0	0.671140939597315	0	0	0	0	0	2.3489932885906	0	0.335570469798658	0	0	0	0	0	0	0
794	816	"Exchequer Meadow"	37	-119.83333	255	"AWI"	255	8755	11436	9802	5.49019607843137	0	0	4.70588235294118	8.23529411764706	0	0	0	0	0	0	0	0	0	0	0	0	3.13725490196078	0	0	0	0	0	0	0	0	0	0	0	73.3333333333333	0	2.35294117647059	0	0	0	0	0	2.74509803921569	0	0	0	0	0	0	0	0	0
794	816	"Exchequer Meadow"	37	-119.83333	270	"AWI"	270	9343	12514	10586	10.7784431137725	0.598802395209581	1.49700598802395	2.9940119760479	9.88023952095808	0	0.898203592814371	0	0	0	0	0	5.08982035928144	0	0	0	1.79640718562874	14.9700598802395	0.29940119760479	0	0	8.38323353293413	0.598802395209581	0	0.29940119760479	0	0	0	0	26.3473053892216	0	0.898203592814371	0	0	0.598802395209581	0	0	7.78443113772455	0	0.29940119760479	5.08982035928144	0.898203592814371	0	0	0	0	0
794	816	"Exchequer Meadow"	37	-119.83333	291	"AWI"	291	10301	13500	11536	3.35365853658537	0	0	3.35365853658537	8.23170731707317	0	0	0.304878048780488	1.52439024390244	0	0	0	0	0	0	0	0.914634146341463	17.6829268292683	0	0.609756097560976	0	0	0	0.304878048780488	0	0	0	0	0	40.8536585365854	0	7.01219512195122	0	10.0609756097561	0.914634146341463	0	0.609756097560976	1.21951219512195	0	0.304878048780488	1.52439024390244	0.914634146341463	0	0	0	0	0.304878048780488
794	816	"Exchequer Meadow"	37	-119.83333	312	"AWI"	312	10936	14227	12125	0.227272727272727	0	0.454545454545455	1.13636363636364	7.5	0	0	0	0.227272727272727	0.681818181818182	0	0	0.454545454545455	0	0	0	11.8181818181818	33.8636363636364	0	0	0.227272727272727	0	0	0	0	0	0	0	0.227272727272727	30.2272727272727	0	6.13636363636364	0	0	1.13636363636364	0	0	1.13636363636364	0	1.36363636363636	0	0	0	0.454545454545455	2.5	0.227272727272727	0
794	816	"Exchequer Meadow"	37	-119.83333	333	"AWI"	333	11650	14893	12712	0.743494423791822	0.185873605947955	0.185873605947955	0.371747211895911	4.46096654275093	0	0	0	0	0.371747211895911	0	0	0	0	0	0	12.2676579925651	34.0148698884758	0	0	0	5.0185873605948	0	0	0	0	0	8.17843866171004	0	22.1189591078067	0	6.87732342007435	0	1.30111524163569	0.185873605947955	0.743494423791822	0	0.185873605947955	0	0	1.11524163568773	0	0	0.371747211895911	1.30111524163569	0	0
794	816	"Exchequer Meadow"	37	-119.83333	340	"AWI"	340	11897	15099	12928	0.66815144766147	0	0.22271714922049	0.66815144766147	6.23608017817372	0	0	0	0	0.44543429844098	0	0	0	0	0	0	1.78173719376392	20.2672605790646	0	0.22271714922049	0	7.34966592427617	0	0	0	0	0	13.8084632516704	0	23.6080178173719	0	22.271714922049	0	0	0.44543429844098	0	0	1.33630289532294	0	0	0	0	0	0.22271714922049	0.44543429844098	0	0
