"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Celtis"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Vitaceae"
506	519	"Crates Lake"	49.18333	-81.26667	1	"AWI"	1	-124	51	-38	40	0	14	1	0	5	0	61	0	0	0	0	1	4	3	0	0	0	0	2	0	0	10	0	0	186	67	0	1	2	4	4	0	0	0	0	1	0	0	0	0	1	2	0	0
506	519	"Crates Lake"	49.18333	-81.26667	10	"AWI"	10	-73	453	82	44	0	24	1	1	1	0	69	0	0	0	0	0	3	2	0	0	0	0	3	0	0	7	0	0	125	24	0	1	3	2	2	0	0	0	0	2	0	0	0	0	2	1	0	0
506	519	"Crates Lake"	49.18333	-81.26667	20	"AWI"	20	-2	675	234	16	0	67	2	0	3	0	82	0	0	0	0	0	17	3	0	0	1	0	3	0	0	9	1	3	128	60	0	1	2	7	5	0	0	0	1	8	1	0	0	0	0	1	0	0
506	519	"Crates Lake"	49.18333	-81.26667	30	"AWI"	30	84	903	392	18	0	77	0	0	2	0	71	0	0	0	0	0	12	1	0	0	1	0	0	0	1	10	0	2	116	34	0	0	5	9	3	0	0	0	1	12	0	0	0	0	0	1	0	0
506	519	"Crates Lake"	49.18333	-81.26667	40	"AWI"	40	186	1113	559	27	0	38	0	0	8	0	67	0	0	0	0	1	3	3	0	0	1	0	2	0	0	9	0	1	122	39	0	0	2	9	4	0	0	0	0	2	0	0	0	0	1	1	0	0
506	519	"Crates Lake"	49.18333	-81.26667	50	"AWI"	50	300	1300	719	19	0	32	1	0	8	0	77	0	0	0	0	0	11	3	0	0	2	0	1	0	0	4	1	2	145	60	0	3	1	3	4	0	0	1	0	0	0	0	0	0	1	2	0	0
506	519	"Crates Lake"	49.18333	-81.26667	60	"AWI"	60	403	1499	878	22	0	20	0	0	5	0	104	0	0	0	0	1	7	1	0	0	0	0	3	0	0	5	0	1	124	36	0	0	1	6	5	0	0	0	0	2	0	0	0	0	1	2	0	0
506	519	"Crates Lake"	49.18333	-81.26667	70	"AWI"	70	525	1669	1045	24	0	31	0	0	3	0	94	0	0	0	0	2	3	3	0	4	1	0	1	0	0	6	0	1	140	52	0	0	2	5	5	0	0	0	1	0	0	0	0	0	1	0	0	0
506	519	"Crates Lake"	49.18333	-81.26667	80	"AWI"	80	643	1846	1195	34	0	9	1	0	3	0	66	0	0	0	0	0	13	0	0	0	0	0	3	0	0	8	0	1	140	44	0	1	3	5	3	0	0	0	0	0	0	0	0	0	1	0	0	0
506	519	"Crates Lake"	49.18333	-81.26667	90	"AWI"	90	776	2020	1349	26	0	24	1	0	2	0	61	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	1	0	169	58	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0
506	519	"Crates Lake"	49.18333	-81.26667	100	"AWI"	100	905	2176	1510	40	0	24	0	0	1	0	58	0	0	0	0	1	5	3	0	0	3	0	2	0	0	7	0	2	142	49	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0
506	519	"Crates Lake"	49.18333	-81.26667	110	"AWI"	110	1035	2334	1664	41	0	16	0	0	5	0	71	0	0	0	0	1	0	1	0	0	0	0	1	0	0	7	0	0	162	57	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0
506	519	"Crates Lake"	49.18333	-81.26667	120	"AWI"	120	1170	2489	1822	54	0	21	0	0	5	0	57	0	0	0	0	0	3	6	0	0	0	0	3	0	0	9	0	2	174	64	0	0	0	1	8	0	0	0	0	0	0	0	0	0	2	2	0	0
506	519	"Crates Lake"	49.18333	-81.26667	130	"AWI"	130	1334	2662	1983	50	0	13	1	0	1	0	46	0	0	0	0	0	3	1	0	0	2	0	1	0	0	4	0	0	146	52	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0
506	519	"Crates Lake"	49.18333	-81.26667	140	"AWI"	140	1467	2800	2147	28	0	17	0	0	3	0	61	0	0	0	0	1	3	1	0	0	0	0	2	0	0	5	0	1	166	50	0	0	0	1	6	0	0	0	0	1	0	0	0	0	1	1	0	0
506	519	"Crates Lake"	49.18333	-81.26667	152	"AWI"	152	1674	2984	2344	16	0	23	1	0	1	0	78	0	1	0	0	0	3	1	0	0	0	0	1	0	0	6	0	1	146	57	0	2	0	3	2	1	0	0	0	0	0	1	0	0	0	1	0	0
506	519	"Crates Lake"	49.18333	-81.26667	160	"AWI"	160	1788	3119	2473	36	0	19	0	0	3	0	64	1	0	0	0	0	0	3	0	0	1	0	0	0	0	9	0	0	172	45	0	0	2	3	4	0	0	0	0	1	0	0	0	0	0	0	0	0
506	519	"Crates Lake"	49.18333	-81.26667	170	"AWI"	170	1949	3256	2637	18	0	17	1	0	0	0	87	0	0	0	0	1	2	2	0	4	1	0	1	0	0	8	0	1	145	65	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
506	519	"Crates Lake"	49.18333	-81.26667	180	"AWI"	180	2119	3405	2797	14	0	23	0	0	0	0	121	0	1	0	0	2	3	1	0	0	1	0	2	0	0	14	0	3	117	60	0	0	1	4	6	0	0	0	0	0	0	0	0	0	0	2	0	0
506	519	"Crates Lake"	49.18333	-81.26667	190	"AWI"	190	2289	3529	2953	25	0	26	0	0	2	0	117	0	0	1	0	1	23	4	0	0	2	0	1	0	0	11	0	0	111	61	0	2	3	5	2	0	0	0	0	1	0	0	0	0	0	2	0	0
506	519	"Crates Lake"	49.18333	-81.26667	200	"AWI"	200	2456	3666	3116	16	0	53	0	0	3	0	96	0	0	0	0	1	0	4	0	0	0	2	3	0	0	10	0	1	145	75	0	0	0	3	4	0	0	0	0	1	1	0	0	0	0	4	0	0
506	519	"Crates Lake"	49.18333	-81.26667	210	"AWI"	210	2645	3792	3276	18	0	20	0	0	1	0	162	0	1	0	0	3	26	5	0	0	1	3	0	0	0	10	0	1	96	49	0	1	3	10	8	0	0	0	0	0	0	0	0	0	1	2	0	1
506	519	"Crates Lake"	49.18333	-81.26667	220	"AWI"	220	2825	3918	3439	41	0	18	0	0	2	0	71	0	0	0	0	2	3	1	0	0	1	0	2	0	0	8	0	1	143	41	0	1	2	2	7	0	0	0	0	0	0	0	0	0	0	2	0	0
506	519	"Crates Lake"	49.18333	-81.26667	230	"AWI"	230	3005	4034	3597	30	0	23	0	0	3	0	109	0	0	0	1	2	13	6	0	0	0	5	2	0	0	9	0	1	139	63	0	1	0	2	6	1	0	0	0	1	0	0	0	0	1	3	0	0
506	519	"Crates Lake"	49.18333	-81.26667	250	"AWI"	250	3429	4254	3911	24	0	40	1	0	5	0	116	0	0	0	0	1	9	1	0	0	0	2	1	0	0	7	0	3	118	69	0	0	1	1	2	1	0	0	0	1	0	0	0	0	2	1	0	0
506	519	"Crates Lake"	49.18333	-81.26667	260	"AWI"	260	3662	4348	4070	24	0	12	0	0	2	0	99	0	0	0	0	1	0	1	0	0	1	2	0	0	0	5	1	2	138	57	0	1	3	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
506	519	"Crates Lake"	49.18333	-81.26667	270	"AWI"	270	3959	4450	4210	30	0	16	0	0	2	0	137	0	0	0	1	1	14	1	0	0	1	0	2	0	0	7	0	1	110	53	0	0	3	7	1	0	0	0	0	0	1	0	0	0	1	1	0	0
506	519	"Crates Lake"	49.18333	-81.26667	280	"AWI"	280	4080	4773	4378	33	0	19	1	0	2	0	120	0	0	0	0	0	7	2	0	0	0	0	1	0	0	5	0	1	105	70	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
506	519	"Crates Lake"	49.18333	-81.26667	290	"AWI"	290	4204	5029	4555	16	0	13	2	0	3	0	98	0	0	0	0	1	25	3	0	0	2	0	2	0	0	6	0	1	126	67	0	1	0	11	4	0	0	0	0	1	0	0	0	0	0	2	0	0
506	519	"Crates Lake"	49.18333	-81.26667	300	"AWI"	300	4329	5266	4731	12	0	22	1	0	2	0	96	0	0	0	0	1	14	3	0	0	0	0	3	0	0	4	0	0	142	103	0	1	2	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0
506	519	"Crates Lake"	49.18333	-81.26667	310	"AWI"	310	4463	5500	4914	13	0	13	1	0	4	0	131	0	0	0	0	1	18	2	0	0	0	0	2	0	0	7	1	2	75	57	0	0	1	5	6	0	0	0	0	0	1	0	0	0	0	0	0	0
506	519	"Crates Lake"	49.18333	-81.26667	320	"AWI"	320	4598	5697	5095	19	0	15	2	0	2	0	85	0	0	0	0	3	30	5	0	0	1	0	1	0	0	8	0	1	138	103	0	0	1	7	12	0	0	0	0	0	0	0	1	1	0	2	0	0
506	519	"Crates Lake"	49.18333	-81.26667	330	"AWI"	330	4751	5870	5276	6	0	25	0	1	3	0	111	0	0	0	0	0	31	2	0	0	3	0	2	0	0	10	0	1	85	83	0	3	2	10	7	1	0	0	0	1	0	0	0	0	0	3	0	1
506	519	"Crates Lake"	49.18333	-81.26667	340	"AWI"	340	4897	6057	5454	22	0	23	0	0	6	0	108	0	0	0	0	0	41	3	0	0	1	0	2	0	0	3	0	1	112	78	0	0	2	5	4	0	0	0	0	0	0	0	0	0	0	1	0	0
506	519	"Crates Lake"	49.18333	-81.26667	350	"AWI"	350	5058	6228	5631	8	0	23	1	0	1	0	121	0	0	0	0	1	59	2	0	0	0	2	2	0	0	9	0	3	84	74	0	0	0	10	5	0	0	0	0	1	0	0	0	0	0	4	0	0
506	519	"Crates Lake"	49.18333	-81.26667	360	"AWI"	360	5230	6378	5811	11	0	58	1	0	3	0	93	0	0	0	0	4	36	4	0	0	2	0	2	1	0	8	0	0	98	118	0	1	3	13	10	0	0	0	0	4	0	1	0	0	0	5	0	0
506	519	"Crates Lake"	49.18333	-81.26667	370	"AWI"	370	5413	6559	6002	2	0	39	1	0	4	0	80	0	0	0	0	1	41	3	0	0	2	4	1	0	0	7	1	2	55	153	0	1	0	20	4	0	0	0	0	2	0	0	0	0	1	4	0	0
506	519	"Crates Lake"	49.18333	-81.26667	380	"AWI"	380	5602	6718	6179	5	0	37	2	0	5	0	47	0	1	0	0	1	49	2	0	0	0	2	2	0	0	10	0	0	83	163	0	3	2	3	5	0	0	0	0	3	0	0	0	0	1	4	0	0
506	519	"Crates Lake"	49.18333	-81.26667	390	"AWI"	390	5834	6865	6359	10	0	19	0	0	8	0	111	0	1	0	0	1	100	5	0	0	3	4	0	0	0	11	0	1	100	183	0	1	0	18	6	0	0	0	0	2	1	0	0	0	0	2	0	0
506	519	"Crates Lake"	49.18333	-81.26667	400	"AWI"	400	6065	6996	6528	1	0	28	3	0	3	0	72	0	0	0	0	1	241	0	0	0	1	2	2	0	0	9	0	1	77	174	0	5	2	6	7	0	0	0	0	0	0	0	0	0	0	6	0	0
506	519	"Crates Lake"	49.18333	-81.26667	410	"AWI"	410	6322	7133	6690	4	0	22	3	0	3	0	77	0	0	0	0	4	59	3	1	0	1	0	1	0	0	5	0	4	71	169	0	1	0	6	6	0	0	0	0	1	0	0	0	0	1	7	0	0
506	519	"Crates Lake"	49.18333	-81.26667	420	"AWI"	420	6615	7412	6941	5	0	13	0	0	2	0	52	0	1	0	0	1	11	2	0	0	0	0	5	0	0	6	0	0	68	167	0	0	1	6	3	0	0	0	0	1	1	0	0	0	0	2	0	0
506	519	"Crates Lake"	49.18333	-81.26667	430	"AWI"	430	6888	7815	7385	4	0	16	1	0	6	0	102	0	0	0	0	3	23	4	0	0	0	0	1	0	0	3	0	6	89	153	0	1	4	20	10	0	1	0	0	0	0	0	0	0	0	7	0	0
506	519	"Crates Lake"	49.18333	-81.26667	438	"AWI"	438	7417	7944	7705	4	0	0	7	0	8	0	78	0	0	0	0	1	13	2	1	0	1	2	0	0	0	8	0	3	54	241	0	5	3	5	17	1	0	0	0	0	0	0	0	0	0	7	0	0
506	519	"Crates Lake"	49.18333	-81.26667	450	"AWI"	450	7746	8288	8008	7	0	0	0	0	5	0	119	0	1	0	0	1	11	2	0	0	0	0	4	0	0	11	2	1	52	121	0	0	2	10	7	0	0	0	0	0	0	0	0	0	0	6	0	0
506	519	"Crates Lake"	49.18333	-81.26667	460	"AWI"	460	7947	8467	8179	6	0	7	1	0	12	0	96	0	0	0	1	2	8	6	0	0	1	0	4	0	0	7	0	0	83	115	0	1	4	5	12	0	0	0	0	0	0	0	0	1	0	3	0	0
506	519	"Crates Lake"	49.18333	-81.26667	470	"AWI"	470	8098	9060	8468	4	0	0	0	0	7	0	122	0	0	0	0	1	4	7	0	0	0	0	2	0	0	4	0	1	65	104	0	1	1	15	7	0	0	0	0	1	0	0	0	0	0	1	0	0
506	519	"Crates Lake"	49.18333	-81.26667	480	"AWI"	480	8295	9385	8794	6	0	0	0	1	10	0	96	1	0	0	0	2	6	10	1	4	0	0	2	0	0	5	0	2	72	118	0	3	5	10	8	0	0	0	0	2	0	0	0	0	0	2	0	1
506	519	"Crates Lake"	49.18333	-81.26667	490	"AWI"	490	8538	9671	9106	4	0	0	8	0	5	0	146	0	0	0	0	0	4	3	1	0	2	0	7	0	0	5	0	3	94	138	1	0	1	14	7	0	1	0	0	2	0	0	0	0	0	9	0	0
506	519	"Crates Lake"	49.18333	-81.26667	500	"AWI"	500	8851	9898	9417	4	0	7	2	0	8	0	67	1	0	0	0	0	8	7	0	4	0	0	2	0	0	17	0	1	75	120	0	1	5	9	8	0	0	0	0	5	0	0	0	0	0	6	0	0
506	519	"Crates Lake"	49.18333	-81.26667	510	"AWI"	510	9339	10101	9698	1	0	4	4	1	7	0	85	0	0	0	0	3	6	10	0	0	1	0	4	0	0	6	0	2	103	129	0	1	5	16	4	0	0	0	0	4	0	0	0	0	0	6	0	0
506	519	"Crates Lake"	49.18333	-81.26667	520	"AWI"	520	9568	10497	9951	5	0	0	3	2	4	0	122	0	1	0	1	1	9	11	0	0	1	0	4	0	0	6	0	1	88	74	0	1	7	28	9	0	0	0	0	1	0	0	0	0	0	3	0	0
506	519	"Crates Lake"	49.18333	-81.26667	530	"AWI"	530	9693	10913	10177	1	0	11	2	0	5	0	159	0	0	0	0	2	8	0	0	0	0	3	4	0	0	10	0	6	46	45	0	6	2	23	7	0	0	0	0	3	0	0	0	0	0	4	0	0
506	519	"Crates Lake"	49.18333	-81.26667	540	"AWI"	540	9829	11268	10402	1	0	0	3	0	10	0	86	0	0	0	0	1	6	8	1	0	0	0	3	0	0	4	0	4	33	84	0	1	6	10	8	0	0	0	0	12	0	0	0	0	0	3	0	0
