"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alchornea"	"Allophylus"	"Alnus"	"Alstroemeriaceae"	"Amaranthaceae"	"Apiaceae"	"Araceae"	"Araucaria"	"Arecaceae"	"Asteraceae"	"Banara"	"Begoniaceae"	"Calliandra"	"Caprifoliaceae"	"Caryophyllaceae"	"Cecropia"	"Cedrela"	"Celtis"	"Chrysophyllum"	"Clethra"	"Clusia"	"Convolvulaceae"	"Cupressaceae"	"Cyathea cf. C. delgadoi"	"Cyperaceae"	"Daphnopsis"	"Didymopanax"	"Drimys"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fuchsia"	"Gordonia"	"Griselinia"	"Hedyosmum"	"Hieronyma"	"Ilex"	"Indeterminable"	"Iridaceae"	"Isoëtes"	"Lamanonia"	"Lamiaceae"	"Lithraea"	"Loranthaceae"	"Luehea"	"Lythraceae"	"Malvaceae"	"Melastomataceae"	"Meliosma"	"Myrsine"	"Myrtaceae"	"Nothofagus"	"Nyctaginaceae"	"Ocotea"	"Oreopanax"	"Ouratea"	"Oxalidaceae"	"Peraceae"	"Phyllanthaceae"	"Pinus"	"Piper"	"Piptadenia"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Polygalaceae"	"Proteaceae"	"Prunus"	"Psychotria"	"Ranunculaceae"	"Rhamnus"	"Roupala"	"Rubiaceae"	"Sapindaceae"	"Solanaceae"	"Styrax"	"Symplocos"	"Tapirira"	"Trema"	"Trichilia"	"Urticaceae"	"Verbenaceae"	"Weinmannia"	"Xyridaceae"	"Zanthoxylum"
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	37.5	"AWI"	37.5	959.5	2505	1749	5	0	1	0	0	0	0	1	7	0	0	0	0	0	0	2	0	2	0	2	0	0	0	3	17	0	0	9	0	0	0	0	0	1	1	0	0	17	31	0	2	1	0	0	0	0	0	0	18	0	35	16	0	0	0	0	0	0	0	0	0	0	0	0	149	2	0	0	2	0	0	0	0	0	0	2	0	12	0	0	0	7	0	131	0	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	40	"AWI"	40	1484	2608	2044	8	1	0	0	0	0	0	3	11	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	26	0	0	11	0	0	0	0	0	1	0	0	0	17	27	0	4	1	0	0	0	0	0	0	17	0	30	15	0	0	0	0	0	0	0	0	0	2	0	0	149	7	0	0	2	0	0	0	0	0	0	0	0	7	1	0	0	10	1	113	0	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	42.5	"AWI"	42.5	2014.5	2704.5	2351	5	0	0	0	0	0	0	1	10	0	0	0	0	0	0	2	0	1	0	1	0	1	0	3	12	0	1	8	0	0	0	0	0	1	0	0	0	18	33	0	15	0	0	0	0	0	1	0	13	0	22	17	0	0	0	0	0	0	0	0	0	0	0	0	155	2	0	0	0	0	0	0	0	0	0	0	0	13	0	3	0	6	0	111	1	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	45	"AWI"	45	2376	2948	2666	7	0	0	0	0	0	0	3	6	0	0	0	0	0	0	1	0	0	0	8	0	0	0	2	19	0	0	18	0	0	0	0	0	2	1	0	0	26	25	0	4	2	0	0	0	0	0	0	21	0	21	25	0	0	0	0	0	0	0	0	0	0	0	0	120	3	0	0	0	0	0	0	0	0	0	0	0	30	0	1	0	6	0	96	1	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	47.5	"AWI"	47.5	2600	3415.5	2992	1	1	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	8	0	0	0	3	11	0	0	21	0	0	0	0	0	4	3	0	0	23	27	0	4	0	0	1	0	0	0	0	15	0	20	19	0	0	0	0	0	0	0	0	0	0	0	0	135	1	0	0	0	0	0	0	0	0	0	1	0	30	0	0	0	8	0	110	0	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	50	"AWI"	50	3160	3782	3459	3	1	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	17	0	0	15	0	0	0	0	0	3	0	0	2	20	44	0	3	0	0	0	0	0	0	0	10	2	13	15	0	0	0	0	0	0	0	0	0	1	0	0	144	6	0	0	0	0	0	1	0	0	0	0	0	34	0	1	0	9	1	86	1	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	52.5	"AWI"	52.5	3675	4177.5	3923	5	0	0	0	0	0	0	0	9	0	0	0	0	0	1	1	1	3	0	12	1	0	0	3	15	0	0	20	0	0	0	0	0	1	0	1	0	11	19	0	2	0	0	0	0	0	0	0	15	0	18	17	0	0	0	0	0	0	0	0	0	2	0	0	162	1	0	0	0	0	0	0	0	0	0	1	0	35	0	2	0	4	0	78	0	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	55	"AWI"	55	4116	4619	4376	1	1	0	0	0	0	0	1	7	0	0	1	0	0	0	0	0	1	0	7	0	0	0	3	15	0	0	20	0	0	0	0	0	3	2	1	0	19	33	0	3	0	0	0	0	0	0	0	14	0	18	21	0	0	0	0	0	0	0	0	0	2	0	0	134	2	0	0	0	0	0	2	0	0	0	1	0	23	0	0	0	5	0	90	0	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	57.5	"AWI"	57.5	4811	5363	5101.5	4	1	0	0	0	7	0	1	8	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	23	0	0	8	0	0	0	0	0	0	0	0	0	3	24	0	5	3	0	0	0	0	0	0	19	0	25	23	0	0	1	0	0	0	0	0	0	0	0	0	203	1	0	0	0	0	0	0	0	0	0	2	0	13	0	2	0	8	0	57	6	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	60	"AWI"	60	5714	6443	6181	1	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	22	0	0	1	0	0	0	0	0	0	0	0	0	4	34	0	40	1	0	0	0	0	0	0	18	0	11	5	0	0	0	0	0	2	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	5	0	7	5	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	61.25	"AWI"	61.25	6109	7002	6720	7	0	0	1	0	0	0	1	16	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	36	0	0	2	0	0	0	0	0	0	2	1	0	2	22	0	16	3	0	0	0	0	0	0	28	0	13	9	0	0	0	1	0	1	0	0	0	1	0	0	234	1	1	0	0	0	0	0	0	0	0	0	0	6	0	2	0	8	0	14	1	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	62.5	"AWI"	62.5	6476.5	7572	7256	3	1	0	0	0	15	0	3	8	0	0	0	1	0	0	0	0	3	0	2	0	0	0	4	39	0	0	2	0	0	0	0	0	1	0	2	0	2	14	0	55	0	0	0	0	0	0	0	26	0	23	12	0	0	0	0	0	2	0	0	0	0	0	0	214	1	0	0	0	0	0	0	0	0	0	1	0	5	0	5	0	5	0	23	9	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	63.75	"AWI"	63.75	6841	8157	7794.25	3	1	0	2	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	36	0	0	2	0	0	0	0	0	1	1	1	0	3	17	0	63	0	0	0	0	0	0	0	16	0	23	7	0	0	0	0	0	1	0	0	0	0	0	0	249	3	0	0	0	1	0	0	0	0	0	1	0	9	0	5	0	8	0	21	3	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	65	"AWI"	65	7205	8751	8328	5	0	0	0	0	0	1	2	12	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	34	0	0	2	0	0	0	0	0	0	0	0	0	2	28	0	24	0	0	0	0	0	0	0	26	0	21	4	0	0	0	0	0	0	0	0	0	0	0	0	206	2	1	0	0	0	0	0	0	0	0	3	0	3	0	6	0	9	0	23	7	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	66.25	"AWI"	66.25	7504.75	9146.75	8695	8	0	0	1	0	0	0	2	22	0	0	0	0	0	0	0	0	2	0	1	0	0	0	3	51	0	0	0	0	0	0	0	0	0	0	0	0	5	27	0	21	0	0	0	0	0	0	0	13	0	21	8	0	0	0	0	0	0	0	0	0	0	0	0	237	1	0	0	0	0	0	0	0	0	0	0	0	6	0	7	0	7	0	12	4	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	67.5	"AWI"	67.5	7616	9200.5	8758	4	0	0	1	0	0	0	2	6	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	58	0	1	4	0	0	0	0	0	0	0	0	1	2	21	0	76	1	0	0	0	0	0	1	21	0	15	17	0	0	0	0	0	2	0	0	0	1	0	0	237	1	0	0	0	0	0	0	0	0	0	1	1	7	0	4	0	8	0	22	5	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	70	"AWI"	70	7718	9476	8895	1	1	0	0	0	8	0	1	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	40	2	0	1	0	0	0	0	0	0	1	0	0	4	27	0	93	0	0	0	0	0	0	0	11	1	13	6	0	0	0	0	0	0	0	0	0	1	0	0	270	2	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	12	0	12	8	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	72.5	"AWI"	72.5	7818	9965	9025	4	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	52	0	0	1	0	0	0	0	0	0	0	0	0	1	19	0	65	0	3	0	0	0	0	0	16	0	25	9	0	0	1	0	0	0	0	1	0	0	0	0	275	1	1	0	0	0	0	0	0	0	0	1	0	4	0	3	0	7	0	16	9	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	75	"AWI"	75	7899	10532	9130	2	0	0	0	0	0	0	4	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	48	0	0	0	0	0	0	0	0	0	0	0	0	1	28	0	91	2	0	1	0	0	0	0	22	1	17	8	0	0	0	0	0	0	0	0	0	1	0	0	247	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	6	0	21	3	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	80	"AWI"	80	8077	11127	9338	4	0	0	1	0	0	0	3	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	49	0	0	3	0	0	0	0	0	0	0	0	0	4	34	0	94	0	0	0	0	0	0	0	13	0	25	7	0	0	0	0	0	0	0	0	0	0	0	0	240	1	0	0	0	0	0	0	0	0	0	2	0	3	0	3	0	9	0	21	6	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	85	"AWI"	85	8585	11968	9764	8	0	0	1	0	7	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	48	0	0	0	1	0	0	0	1	0	0	0	0	0	22	0	87	0	0	0	0	0	0	0	19	0	16	14	0	0	0	0	0	2	0	0	0	0	0	0	259	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	14	6	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	90	"AWI"	90	10062	14738	13301	8	0	0	0	0	0	0	0	6	0	0	0	0	1	0	1	0	0	2	0	0	0	0	4	38	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	43	0	0	0	0	0	0	0	8	0	23	10	0	0	0	0	0	1	0	0	0	1	0	0	259	1	0	0	2	0	0	0	0	0	0	2	0	4	0	1	0	6	0	17	6	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	95	"AWI"	95	10862	17373	16422	2	0	0	1	0	0	0	3	7	0	0	0	0	0	0	0	1	2	0	0	1	0	0	2	58	0	0	0	1	4	0	0	0	0	1	1	0	2	22	0	89	1	0	0	0	0	0	0	10	0	15	11	0	1	0	0	0	2	1	0	0	0	0	0	251	3	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	8	0	13	6	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	100	"AWI"	100	12747	18428	17502	2	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	80	0	4	0	0	0	0	0	14	0	21	22	0	0	0	0	0	6	0	0	0	1	0	0	256	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	5	0	5	3	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	105	"AWI"	105	14139	20124	18309	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	56	0	0	1	0	0	0	0	0	0	0	0	0	1	23	0	345	0	0	0	0	0	0	0	5	0	22	14	0	0	0	0	0	5	1	0	0	0	0	51	263	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	1	3	1	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	110	"AWI"	110	15135	20432	18878	5	2	1	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	45	0	0	0	0	0	0	0	0	0	0	0	0	2	16	0	91	1	0	0	0	0	0	0	20	0	12	11	0	0	0	0	0	5	0	0	0	0	0	0	264	2	0	0	0	0	0	0	0	0	0	1	0	3	0	5	0	6	0	16	5	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	115	"AWI"	115	16039	20781	19388	3	0	1	0	0	0	0	3	7	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	51	0	0	1	0	0	0	0	0	0	0	0	0	0	18	0	90	0	0	0	0	1	0	0	14	0	23	13	0	0	0	0	0	3	0	0	0	0	1	0	246	0	0	0	0	0	0	0	1	0	0	0	0	5	0	3	0	7	0	12	4	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	120	"AWI"	120	17277	21035	19902	3	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	1	1	0	0	0	0	0	1	1	0	1	20	0	101	0	0	0	0	0	0	0	11	0	18	15	0	0	0	0	0	3	0	0	0	0	0	0	258	1	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	5	0	18	6	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	122.5	"AWI"	122.5	18157	21259.5	20225	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	29	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	34	0	0	0	0	0	0	0	7	0	23	7	0	0	0	0	0	4	0	0	0	0	0	0	278	1	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	7	8	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	125	"AWI"	125	19997	21543	20851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	13	0	0	0	0	0	0	0	2	0	23	4	0	0	1	0	0	1	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	130	"AWI"	130	21306	24001	22230	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	16	1	0	0	0	0	0	0	6	0	18	1	0	0	0	0	0	7	0	0	0	0	0	0	273	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	135	"AWI"	135	27397	30641	28833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	19	0	28	0	0	0	0	0	0	0	3	0	14	4	0	0	0	0	0	5	0	0	0	0	0	0	249	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	1	4	2	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	141	"AWI"	141	36503	41835	39802	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	21	0	58	0	0	0	0	0	0	0	6	0	17	3	0	0	0	0	0	8	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	5	0	9	0	1
