"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Betulaceae"	"Caprifoliaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Liliaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
977	1008	"Harrie Lake"	52.93333	-66.95	547	"AWI"	547	-98	83	-8	2.15827338129496	0	0	0	0.719424460431655	2.87769784172662	36.6906474820144	7.9136690647482	1.43884892086331	0	0	5.75539568345324	0	0	0	0	5.75539568345324	14.3884892086331	0	0.719424460431655	0	2.15827338129496	0	0	0	15.8273381294964	1.43884892086331	0	0.719424460431655	0	0	0	0	0	0.719424460431655	0.719424460431655
977	1008	"Harrie Lake"	52.93333	-66.95	555	"AWI"	555	-59	339	74	4.29447852760736	0	30.0613496932515	0	1.22699386503067	0	24.5398773006135	6.13496932515337	0	0	0	2.45398773006135	0	1.22699386503067	0	0	3.68098159509202	3.68098159509202	0	1.84049079754601	0	0.613496932515337	0	0	0	15.9509202453988	3.06748466257669	0	0.613496932515337	0	0	0	0.613496932515337	0	0	0
977	1008	"Harrie Lake"	52.93333	-66.95	605	"AWI"	605	241	1360	705	5.83333333333333	0	28.3333333333333	0	0.833333333333333	0	20	9.16666666666667	0	0.833333333333333	0	3.33333333333333	0	0.833333333333333	0.833333333333333	0	9.16666666666667	14.1666666666667	0	0.833333333333333	0	0	0	0	0	0	3.33333333333333	0.833333333333333	0.833333333333333	0	0	0.833333333333333	0	0	0	0
977	1008	"Harrie Lake"	52.93333	-66.95	629	"AWI"	629	470	1700	1034	4.86486486486486	0	23.7837837837838	0	0	0	29.1891891891892	7.02702702702703	0.540540540540541	0.540540540540541	1.08108108108108	2.16216216216216	0	0	0	0	2.16216216216216	9.18918918918919	0	1.08108108108108	0	0	0	0	0	15.1351351351351	2.16216216216216	0	0	0	0	1.08108108108108	0	0	0	0
977	1008	"Harrie Lake"	52.93333	-66.95	630	"AWI"	630	481	1707	1047	0.847457627118644	0	21.1864406779661	0.847457627118644	0.847457627118644	0	20.3389830508475	5.93220338983051	0	0	0	5.08474576271187	0	0	0	0	9.32203389830508	5.93220338983051	0	0.847457627118644	0	1.69491525423729	0	0	0	22.0338983050847	2.54237288135593	0	0	0	0	2.54237288135593	0	0	0	0
977	1008	"Harrie Lake"	52.93333	-66.95	650	"AWI"	650	669	1931	1306	4.81927710843374	0	20.4819277108434	0	0	0	32.5301204819277	10.2409638554217	1.20481927710843	1.20481927710843	0	4.81927710843374	0	1.20481927710843	0	0	7.2289156626506	9.63855421686747	0	3.01204819277108	0	0.602409638554217	0	0.602409638554217	0	0	0	0	0.602409638554217	0	0	1.80722891566265	0	0	0	0
977	1008	"Harrie Lake"	52.93333	-66.95	690	"AWI"	690	1170	2324	1836	11.5384615384615	0	0	0	1.28205128205128	0	0	20.5128205128205	0	0	1.28205128205128	1.28205128205128	0	1.28205128205128	0	0	10.2564102564103	14.1025641025641	0	2.56410256410256	0	1.28205128205128	0	0	0	33.3333333333333	1.28205128205128	0	0	0	0	0	0	0	0	0
977	1008	"Harrie Lake"	52.93333	-66.95	730	"AWI"	730	1944	2623	2335	6.89655172413793	0	19.3103448275862	0	0.344827586206897	0	28.2758620689655	4.13793103448276	0.344827586206897	0.689655172413793	0	2.41379310344828	0	0.689655172413793	0	0	3.79310344827586	13.448275862069	0	2.06896551724138	0	0.689655172413793	0	0	0	13.7931034482759	0.689655172413793	0	0.344827586206897	0	0	1.03448275862069	0.689655172413793	0	0.344827586206897	0
977	1008	"Harrie Lake"	52.93333	-66.95	780	"AWI"	780	2545	3207	2861	6.98924731182796	0	23.6559139784946	0.537634408602151	0	0	29.5698924731183	8.06451612903226	0	0	0.537634408602151	2.68817204301075	0	0	0	0	1.61290322580645	10.2150537634409	0	0	0	1.61290322580645	0	1.61290322580645	0	11.2903225806452	0.537634408602151	1.0752688172043	0	0	0	0	0	0	0	0
977	1008	"Harrie Lake"	52.93333	-66.95	800	"AWI"	800	2719	3406	3067	3.64741641337386	0	4.55927051671733	0	0	0	17.3252279635258	0.60790273556231	0	0	0	0.911854103343465	0	0.303951367781155	0	0	1.51975683890578	2.43161094224924	0	0.60790273556231	0	0	0	0	65.0455927051672	2.12765957446809	0.303951367781155	0.303951367781155	0	0	0	0.303951367781155	0	0	0	0
