"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Geraniaceae"	"Lamiaceae"	"Liliaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Primulaceae"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"
967	998	"Gytgykai Lake"	63.16667	175	190	"AWI"	190	8225	9195	8814	260	0	0	0	3	0	50	0	0	0	0	18	2	0	0	0	0	0	0	0	0	0	16	1	10	0	0	0	0	0	0	0	2	4	3	1	0
967	998	"Gytgykai Lake"	63.16667	175	220	"AWI"	220	8910	9555	9238	412	2	0	0	5	0	79	0	0	0	0	7	9	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	5	2	0	2
967	998	"Gytgykai Lake"	63.16667	175	230	"AWI"	230	9112	10050	9544	416	0	0	0	7	0	61	0	0	0	0	25	2	1	0	0	0	0	0	5	1	0	0	0	32	0	0	1	0	0	0	0	0	2	1	2	17
967	998	"Gytgykai Lake"	63.16667	175	240	"AWI"	240	9271	11173	10112	304	1	0	0	5	0	103	3	0	0	1	11	4	1	0	0	0	0	0	7	1	0	1	0	8	0	0	0	0	0	0	0	1	3	2	0	15
967	998	"Gytgykai Lake"	63.16667	175	250	"AWI"	250	9372	12447	10650	200	0	0	0	0	0	120	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	36	4	0	0
967	998	"Gytgykai Lake"	63.16667	175	260	"AWI"	260	9529	13562	11197	252	0	1	0	3	0	76	4	0	0	0	27	2	0	0	0	0	0	0	10	1	0	0	0	30	0	0	4	0	0	0	0	1	11	1	1	5
967	998	"Gytgykai Lake"	63.16667	175	270	"AWI"	270	10000	13740	11713	296	1	0	1	2	2	95	3	0	0	0	25	4	0	0	0	2	0	0	6	3	0	0	0	15	0	0	2	7	0	0	1	0	6	0	1	4
967	998	"Gytgykai Lake"	63.16667	175	280	"AWI"	280	10345	13945	12311	180	0	0	0	10	0	73	0	0	0	0	46	12	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	16	0	0	2
967	998	"Gytgykai Lake"	63.16667	175	290	"AWI"	290	10645	14305	12834	193	0	0	0	1	0	78	2	0	0	2	18	3	0	0	0	1	0	0	0	1	0	0	0	14	0	0	3	0	0	0	0	0	9	0	1	3
967	998	"Gytgykai Lake"	63.16667	175	300	"AWI"	300	11661	14469	13287	130	1	0	0	0	0	60	3	0	0	0	85	3	0	0	0	1	0	0	0	1	1	0	0	26	0	0	3	5	0	0	0	0	8	1	0	2
967	998	"Gytgykai Lake"	63.16667	175	310	"AWI"	310	12763	14590	13734	120	0	0	0	18	0	70	0	0	0	0	90	18	0	0	2	1	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	30	0	1	0
967	998	"Gytgykai Lake"	63.16667	175	330	"AWI"	330	14715	15361	14928	10	0	0	0	14	0	170	0	0	0	1	80	18	0	0	1	1	0	0	0	0	0	1	0	40	0	0	0	0	0	0	0	1	18	0	2	1
967	998	"Gytgykai Lake"	63.16667	175	360	"AWI"	360	16814	17700	17440	4	0	0	1	32	0	0	0	0	0	3	190	1	2	0	0	1	0	0	0	0	0	0	1	42	0	0	0	0	0	0	0	2	30	3	6	2
967	998	"Gytgykai Lake"	63.16667	175	385	"AWI"	385	17055	18283	17653	2	1	0	1	56	5	7	0	0	0	12	156	3	0	0	1	1	0	0	0	0	0	1	0	89	0	0	0	25	0	0	0	0	12	8	2	10
967	998	"Gytgykai Lake"	63.16667	175	440	"AWI"	440	17474	19063	18188	0	0	0	0	90	0	12	2	0	0	2	68	6	0	0	0	0	0	0	0	0	0	1	0	76	0	0	0	13	0	0	0	5	6	8	6	2
967	998	"Gytgykai Lake"	63.16667	175	540	"AWI"	540	18166	20256	19167	24	0	0	0	72	0	28	0	0	0	8	44	4	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	12	0	3	0
967	998	"Gytgykai Lake"	63.16667	175	585	"AWI"	585	18532	20712	19623	2	0	0	0	28	0	19	2	0	0	3	152	1	0	0	0	0	0	0	0	0	0	2	0	66	0	0	0	6	0	0	0	3	19	10	4	3
967	998	"Gytgykai Lake"	63.16667	175	590	"AWI"	590	18599	20739	19673	12	0	0	0	20	0	9	0	0	0	1	60	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	4	0	0
967	998	"Gytgykai Lake"	63.16667	175	600	"AWI"	600	18693	20850	19769	4	0	0	0	33	5	11	0	0	0	11	137	0	0	0	2	0	0	0	0	0	0	1	0	69	0	0	0	0	0	0	0	0	4	17	4	0
967	998	"Gytgykai Lake"	63.16667	175	610	"AWI"	610	18769	20969	19870	4	0	0	0	16	0	2	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	2	0	0	0
967	998	"Gytgykai Lake"	63.16667	175	620	"AWI"	620	18862	21070	19969	4	0	0	0	64	5	12	2	0	0	7	87	0	1	0	0	0	0	0	0	0	0	2	0	100	0	0	0	16	0	0	0	1	5	15	0	4
967	998	"Gytgykai Lake"	63.16667	175	630	"AWI"	630	18948	21154	20077	8	0	0	0	40	0	10	4	0	0	5	89	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	5	9	0	0
967	998	"Gytgykai Lake"	63.16667	175	640	"AWI"	640	19054	21234	20177	17	0	0	0	43	0	23	4	0	0	7	132	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	7	0	0	0	2	18	11	0	2
967	998	"Gytgykai Lake"	63.16667	175	650	"AWI"	650	19140	21304	20274	9	0	0	0	32	0	11	0	0	0	2	68	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	3	0	0	0
967	998	"Gytgykai Lake"	63.16667	175	670	"AWI"	670	19303	21488	20478	0	0	0	0	9	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	3	0	0
967	998	"Gytgykai Lake"	63.16667	175	680	"AWI"	680	19366	21604	20574	3	0	0	0	13	0	8	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	2	2	0	0
967	998	"Gytgykai Lake"	63.16667	175	690	"AWI"	690	19517	21685	20677	5	2	0	0	10	0	6	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	1	0	56	0	0	0	0	0	0	0	0	0	3	0	0
967	998	"Gytgykai Lake"	63.16667	175	700	"AWI"	700	19634	21785	20781	23	0	0	0	20	0	9	0	0	0	8	91	3	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	1	19	0	3
967	998	"Gytgykai Lake"	63.16667	175	710	"AWI"	710	19715	21882	20885	24	0	0	0	4	0	0	4	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	2	2	0	0
967	998	"Gytgykai Lake"	63.16667	175	720	"AWI"	720	19853	21972	20985	16	0	0	0	15	0	5	2	0	0	3	43	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	11	3	0	0
967	998	"Gytgykai Lake"	63.16667	175	730	"AWI"	730	19947	22067	21090	29	0	0	0	20	0	19	0	0	0	11	110	1	0	0	2	1	0	0	0	0	0	0	0	75	0	0	0	13	0	0	0	2	10	8	0	4
967	998	"Gytgykai Lake"	63.16667	175	740	"AWI"	740	20044	22159	21180	11	0	0	0	15	0	0	0	0	0	5	43	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	1	3	3	0	1
967	998	"Gytgykai Lake"	63.16667	175	783	"AWI"	783	20512	22512	21616	6	0	0	0	6	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	2	3	0	0
967	998	"Gytgykai Lake"	63.16667	175	792	"AWI"	792	20647	22571	21705	1	1	0	0	18	0	2	0	0	0	2	63	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
967	998	"Gytgykai Lake"	63.16667	175	801	"AWI"	801	20743	22653	21794	2	0	0	0	20	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	1	0	0	40	0	0	0	0	0	0	0	0	2	0	0	0
967	998	"Gytgykai Lake"	63.16667	175	810	"AWI"	810	20850	22735	21879	4	0	0	0	16	0	0	0	0	0	0	51	2	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	1	0	0
967	998	"Gytgykai Lake"	63.16667	175	820	"AWI"	820	20990	22784	21967	15	0	0	0	16	0	4	4	0	0	6	40	4	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	4	4	0	0
967	998	"Gytgykai Lake"	63.16667	175	830	"AWI"	830	21103	22872	22068	11	0	0	0	23	0	3	2	0	0	5	36	0	0	0	0	0	0	0	0	0	0	3	0	46	0	0	0	0	0	0	0	0	0	5	2	0
967	998	"Gytgykai Lake"	63.16667	175	840	"AWI"	840	21196	22966	22164	17	0	0	0	47	0	15	5	0	0	6	139	0	0	0	0	0	0	0	0	0	0	2	0	39	0	0	0	7	0	0	0	0	11	22	2	0
967	998	"Gytgykai Lake"	63.16667	175	850	"AWI"	850	21373	23031	22251	8	0	0	0	36	0	12	2	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	6	10	0	0
967	998	"Gytgykai Lake"	63.16667	175	860	"AWI"	860	21504	23111	22352	4	0	0	0	14	0	3	0	0	0	3	56	3	0	0	0	0	0	0	0	0	0	1	0	40	0	0	0	0	0	0	0	0	1	0	0	0
967	998	"Gytgykai Lake"	63.16667	175	870	"AWI"	870	21615	23221	22458	2	0	0	0	22	0	0	0	0	0	0	56	3	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0
967	998	"Gytgykai Lake"	63.16667	175	880	"AWI"	880	21817	23304	22543	3	0	0	0	28	0	6	3	0	0	6	70	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	6	0	0
967	998	"Gytgykai Lake"	63.16667	175	890	"AWI"	890	22037	23386	22638	2	0	0	0	12	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	2	4	0	0
967	998	"Gytgykai Lake"	63.16667	175	900	"AWI"	900	22171	23484	22735	3	0	0	0	24	0	3	2	0	0	4	56	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	1	0	6	3	0
967	998	"Gytgykai Lake"	63.16667	175	910	"AWI"	910	22376	23570	22844	2	0	0	0	35	0	3	0	0	0	0	58	3	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	2	6	2	0
967	998	"Gytgykai Lake"	63.16667	175	920	"AWI"	920	22575	23686	22970	0	0	0	0	30	0	2	0	0	0	3	20	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	1	0
967	998	"Gytgykai Lake"	63.16667	175	930	"AWI"	930	22659	23851	23090	0	0	0	0	34	8	5	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	2	1	6	10	0
967	998	"Gytgykai Lake"	63.16667	175	940	"AWI"	940	22747	24083	23220	1	0	0	0	60	20	6	6	0	0	12	128	0	0	0	0	0	0	0	0	0	0	0	2	168	0	0	0	10	0	0	0	5	2	12	6	0
967	998	"Gytgykai Lake"	63.16667	175	950	"AWI"	950	22850	24336	23405	4	0	0	0	14	0	8	1	0	0	4	54	2	0	0	0	0	0	0	0	0	0	1	0	46	0	0	0	5	0	0	0	0	2	2	3	0
967	998	"Gytgykai Lake"	63.16667	175	960	"AWI"	960	22923	24720	23565	0	1	0	0	20	8	4	10	0	0	14	140	2	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	3	3	0	3
967	998	"Gytgykai Lake"	63.16667	175	970	"AWI"	970	22974	25140	23717	1	0	0	0	20	4	3	3	0	0	10	88	0	0	0	0	0	0	0	0	0	0	2	0	36	0	0	0	0	0	0	0	0	0	0	3	0
