"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Gentianaceae"	"Larix"	"Montiaceae"	"Onagraceae"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"
781	801	"Enmynveem River"	68.25	166	0	"AWI"	0	1619	4137	2868	29.3248945147679	0	1.47679324894515	0	32.9113924050633	0	0	0.210970464135021	1.47679324894515	23.4177215189873	0	0	0	0.210970464135021	2.32067510548523	4.0084388185654	0	0.210970464135021	3.16455696202532	0	0.843881856540084	0.421940928270042	0
781	801	"Enmynveem River"	68.25	166	35	"AWI"	35	2292	4936	3655	13.6871508379888	0	0.558659217877095	0	40.5027932960894	0	0	0	3.91061452513966	25.6983240223464	0	0.279329608938547	0	0.279329608938547	6.42458100558659	5.8659217877095	0	0	1.39664804469274	0	1.39664804469274	0	0
781	801	"Enmynveem River"	68.25	166	50	"AWI"	50	2571	5143	4020	17.7718832891247	0	1.59151193633952	0	33.6870026525199	0	0	0	0.795755968169761	36.3395225464191	0	0.26525198938992	0.26525198938992	0.26525198938992	3.44827586206897	3.18302387267904	0	0	1.59151193633952	0	0.795755968169761	0	0
781	801	"Enmynveem River"	68.25	166	100	"AWI"	100	3700	5798	5096	24.5901639344262	0	0	0	29.5081967213115	0	0	0.546448087431694	11.4754098360656	4.91803278688525	0	0.546448087431694	0	0.546448087431694	9.83606557377049	17.4863387978142	0	0	0	0	0.546448087431694	0	0
781	801	"Enmynveem River"	68.25	166	145	"AWI"	145	5841	6276	6081	24.2021276595745	0	0.265957446808511	0	38.563829787234	0	0	0	7.97872340425532	7.97872340425532	0	1.06382978723404	0	0	5.58510638297872	9.04255319148936	0	0	0.265957446808511	0	4.52127659574468	0	0.531914893617021
781	801	"Enmynveem River"	68.25	166	175	"AWI"	175	6275	7978	6883	27.1241830065359	0	1.30718954248366	0	43.7908496732026	0	0	0.326797385620915	1.30718954248366	7.84313725490196	0	0.326797385620915	0	0.65359477124183	4.57516339869281	8.82352941176471	0	0.65359477124183	0.326797385620915	0	2.94117647058824	0	0
781	801	"Enmynveem River"	68.25	166	210	"AWI"	210	7379	8476	7995	18.9830508474576	0	1.86440677966102	0	41.0169491525424	0	0	0	0.847457627118644	30.5084745762712	0	0.338983050847458	0	0	0	3.72881355932203	0	0	0.169491525423729	0	2.3728813559322	0	0.169491525423729
781	801	"Enmynveem River"	68.25	166	235	"AWI"	235	8220	8731	8504	12.9411764705882	0	1.41176470588235	0	48.7058823529412	0	0.470588235294118	0.235294117647059	0.235294117647059	24.2352941176471	0	0.235294117647059	0	0	0.705882352941177	5.17647058823529	0	0	0.235294117647059	0	5.41176470588235	0	0
781	801	"Enmynveem River"	68.25	166	260	"AWI"	260	8407	8962	8672	21.551724137931	0	5.17241379310345	0	49.3534482758621	0	0	0.21551724137931	2.1551724137931	6.25	0.21551724137931	0	0	0.21551724137931	0.21551724137931	9.05172413793103	0	0.21551724137931	0.21551724137931	0	5.17241379310345	0	0
781	801	"Enmynveem River"	68.25	166	275	"AWI"	275	8494	9062	8757	14.5328719723183	0	0.69204152249135	0	66.4359861591695	0	0	0.346020761245675	0.69204152249135	8.30449826989619	0	0	0	0.346020761245675	1.3840830449827	5.19031141868512	0	0	0.346020761245675	0	1.73010380622837	0	0
781	801	"Enmynveem River"	68.25	166	300	"AWI"	300	8622	9270	8915	16.3090128755365	0	3.6480686695279	0.429184549356223	40.9871244635193	0	0	0.643776824034335	4.29184549356223	2.78969957081545	0	0	0.214592274678112	0.643776824034335	0.214592274678112	22.9613733905579	0.214592274678112	0.214592274678112	0.643776824034335	0	5.5793991416309	0	0.214592274678112
781	801	"Enmynveem River"	68.25	166	325	"AWI"	325	8778	9532	9129	21.7922606924644	0	0.203665987780041	0	50.7128309572301	0	0	0	0.203665987780041	3.46232179226069	0	0	0	0	0.203665987780041	11.4052953156823	0	0	0.203665987780041	0	11.8126272912424	0	0
781	801	"Enmynveem River"	68.25	166	340	"AWI"	340	8846	9890	9271	14.8972602739726	0.171232876712329	4.79452054794521	0	50.1712328767123	0.171232876712329	0	0.342465753424658	2.91095890410959	2.3972602739726	0	0	0	0.684931506849315	0	18.6643835616438	0.171232876712329	0.171232876712329	0.856164383561644	0	3.5958904109589	0	0
781	801	"Enmynveem River"	68.25	166	365	"AWI"	365	9054	10919	9688	21.6942148760331	0	0.206611570247934	0	29.9586776859504	0	0	0	3.09917355371901	3.09917355371901	0	0	0	0.206611570247934	0.206611570247934	16.1157024793388	0	0.206611570247934	0	0	25	0.206611570247934	0
781	801	"Enmynveem River"	68.25	166	380	"AWI"	380	9199	11377	9962	33.3333333333333	0.366300366300366	3.66300366300366	0	46.5201465201465	0	0	0.366300366300366	0.366300366300366	4.02930402930403	0.366300366300366	0	0	0.366300366300366	0	7.32600732600733	0	0	0.366300366300366	0	2.93040293040293	0	0
781	801	"Enmynveem River"	68.25	166	425	"AWI"	425	9622	12640	10787	16.0164271047228	0	0	0	32.2381930184805	0	0	0	34.9075975359343	4.10677618069815	0	0	0	0	0	9.85626283367557	0	0	0.205338809034908	0	2.25872689938398	0.205338809034908	0.205338809034908
