"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Castanea"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Larix"	"Liquidambar"	"Morus"	"Myrica"	"Nyssa"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
9980	813	"East Twin Lake"	41.19519	-81.335614	1146	"AWI"	1146	-19	310	127	0	0	4.83870967741935	0.645161290322581	0	0.32258064516129	0	3.54838709677419	9.35483870967742	2.25806451612903	0	0.32258064516129	0	0.645161290322581	0.32258064516129	2.25806451612903	5.48387096774194	0	0.967741935483871	0.967741935483871	0	0.32258064516129	0	0	0	2.90322580645161	0	0	1.61290322580645	10.3225806451613	0.645161290322581	40.6451612903226	0	0	0.32258064516129	0.32258064516129	3.2258064516129	1.29032258064516	0	0.967741935483871	0.645161290322581	4.51612903225806	0	0.32258064516129
9980	813	"East Twin Lake"	41.19519	-81.335614	1154	"AWI"	1154	19	365	201	0	0	2.78481012658228	0.506329113924051	0	0.506329113924051	25.3164556962025	2.27848101265823	4.55696202531646	1.26582278481013	0	0	0	0.253164556962025	0	2.53164556962025	3.0379746835443	3.79746835443038	1.0126582278481	0	0.506329113924051	0	0	0	0	1.77215189873418	0.253164556962025	0	1.26582278481013	3.79746835443038	0	33.4177215189873	0.253164556962025	0	0	0	4.30379746835443	0.759493670886076	0	0.506329113924051	0.759493670886076	4.55696202531646	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1170	"AWI"	1170	145	449	338	0	0	6.25	0.3125	0	0	0	2.8125	6.5625	4.0625	0	0	0	0	0.3125	0.9375	9.0625	5	0.625	2.5	0.3125	0	0.3125	0.3125	0	3.125	0	4.0625	1.5625	0	0.625	45.9375	0	0	0	0	0	0.625	0	0.3125	0.3125	3.4375	0	0.625
9980	813	"East Twin Lake"	41.19519	-81.335614	1194	"AWI"	1194	332	895	568	0	0	2.08955223880597	0	0	0.298507462686567	0	1.7910447761194	8.65671641791045	3.88059701492537	0	0	0	0	0.298507462686567	1.19402985074627	8.05970149253731	5.37313432835821	0.298507462686567	0	0	0	0	0	0	2.08955223880597	0	0	1.19402985074627	0	0.298507462686567	60	0	0	0	0	0	0	0	0	0.298507462686567	4.17910447761194	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1242	"AWI"	1242	694	1596	1115	0	0	3.38541666666667	0	0	0	0	1.5625	13.28125	2.34375	0	0	0	0.260416666666667	0	0.520833333333333	6.77083333333333	6.77083333333333	0	0.78125	0.260416666666667	0	0	0	0	1.82291666666667	0	0	1.30208333333333	0	0.520833333333333	54.9479166666667	0	0	0	0	0	0.260416666666667	0	0.260416666666667	0	4.94791666666667	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1290	"AWI"	1290	1208	2094	1665	0	0	2.79187817258883	0.253807106598985	0	0.253807106598985	0	2.03045685279188	13.7055837563452	1.01522842639594	0	0	0	0	0	1.52284263959391	4.06091370558376	3.55329949238579	0.253807106598985	0.50761421319797	0	0	0	0	0	1.26903553299492	0.253807106598985	0	3.04568527918782	0	0.50761421319797	58.8832487309645	0	0.253807106598985	0	0	0	0	0	0	1.01522842639594	4.82233502538071	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1336	"AWI"	1336	1850	2551	2172	0	0	3.71819960861057	0.195694716242661	0	0	1.17416829745597	0.978473581213307	12.5244618395303	1.17416829745597	0	0	0	0.195694716242661	0	0.978473581213307	4.10958904109589	0	0	1.17416829745597	0.195694716242661	0	0	0.391389432485323	0	0.587084148727984	0	2.93542074363992	1.17416829745597	0	0.195694716242661	64.5792563600783	0	0.195694716242661	0	0	0	0.195694716242661	0.391389432485323	0.587084148727984	0.195694716242661	2.15264187866928	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1344	"AWI"	1344	2040	2614	2249	0	0	6.91358024691358	0.246913580246914	0	0	0	2.71604938271605	14.8148148148148	2.22222222222222	0	0	0	0	0	1.23456790123457	2.71604938271605	4.93827160493827	0.987654320987654	0	0	0	0	0	0	1.72839506172839	0	3.7037037037037	0.740740740740741	0	0	50.3703703703704	0	0	0	0	0	0	0.493827160493827	0	0.246913580246914	5.92592592592593	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1376	"AWI"	1376	2315	3254	2703	0	0	3.2183908045977	0.689655172413793	0	0.229885057471264	0	0.459770114942529	14.7126436781609	1.83908045977011	0	0	0	0	0	0.459770114942529	2.98850574712644	4.13793103448276	0.229885057471264	0.459770114942529	0	0.229885057471264	0	0	0	1.14942528735632	0	1.14942528735632	0.919540229885057	0	0.459770114942529	60.4597701149425	0.229885057471264	0	0	0	0	0	0.459770114942529	0.229885057471264	0.459770114942529	4.59770114942529	0.229885057471264	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1420	"AWI"	1420	2805	3997	3372	0	0	3.68217054263566	0	0	0	0	2.32558139534884	9.68992248062016	2.32558139534884	0	0	0	0.387596899224806	0	1.74418604651163	7.36434108527132	3.68217054263566	0.193798449612403	0	0.193798449612403	0.193798449612403	0	0	0.193798449612403	2.71317829457364	0	2.32558139534884	1.55038759689922	0	0.193798449612403	55.4263565891473	0.193798449612403	0	0.193798449612403	0	0	0.193798449612403	0.193798449612403	0	0.193798449612403	4.84496124031008	0	0
