"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ephedraceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Larix"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	20	"AWI"	20	-32	407	109	0.395256916996047	0.395256916996047	1.58102766798419	1.97628458498024	0	0	7.5098814229249	1.97628458498024	0	0.592885375494071	0	0	1.77865612648221	32.8063241106719	0	0	0	0	0.197628458498024	4.74308300395257	0.395256916996047	0.592885375494071	0	0	0	0.790513833992095	1.38339920948617	22.9249011857708	0	0	0	0	0	13.4387351778656	0	0.197628458498024	0.790513833992095	0	0	1.38339920948617	0.197628458498024	0	0	0	0.592885375494071	0.395256916996047	2.96442687747036
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	35	"AWI"	35	34	533	227	0	0.760456273764259	2.09125475285171	1.33079847908745	0.190114068441065	3.04182509505703	7.60456273764259	2.47148288973384	0	0.190114068441065	0	0	0.570342205323194	41.4448669201521	0	0	0	0	0	3.42205323193916	0.570342205323194	0	0	0	0	0.190114068441065	0.760456273764259	17.8707224334601	0	0	0	0	0	14.4486692015209	0	0.760456273764259	0	0	0	0.190114068441065	0	0	0	0	0	0	2.09125475285171
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	60	"AWI"	60	137	778	416	0	0.388349514563107	0	1.94174757281553	0.776699029126214	2.71844660194175	10.2912621359223	2.13592233009709	0	0.388349514563107	0	0	0.58252427184466	36.6990291262136	0	0	0	0	0	3.30097087378641	0	0.388349514563107	0	0	0	0	2.13592233009709	24.2718446601942	0	0	0	0	0	11.4563106796117	0	0	0	0	0	1.74757281553398	0	0	0	0	0	0	0.776699029126214
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	85	"AWI"	85	299	963	616	0.188323917137476	0.753295668549906	1.12994350282486	2.63653483992467	0	4.51977401129944	5.27306967984934	2.63653483992467	0	0	0	0	3.38983050847458	27.1186440677966	0	0	0	0	0.188323917137476	3.2015065913371	0.188323917137476	0	0.188323917137476	0	0	0.188323917137476	0.564971751412429	25.0470809792844	0	0	0	0.188323917137476	0	19.3973634651601	0	0	0	0	0	1.31826741996234	0	0	0	0	0	0.564971751412429	1.31826741996234
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	110	"AWI"	110	476	1154	812	0	0.191570881226054	1.14942528735632	0.957854406130268	0	2.29885057471264	4.40613026819923	1.72413793103448	0	0.191570881226054	0	0	0.191570881226054	49.8084291187739	0	0	0	0	0.191570881226054	1.14942528735632	0	0	0	0	0	0.191570881226054	0.191570881226054	11.6858237547893	0	0	0	0.191570881226054	0	23.1800766283525	0	0	0.383141762452107	0.191570881226054	0	1.34099616858238	0	0	0	0	0	0.191570881226054	0.191570881226054
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	135	"AWI"	135	672	1309	996	0.186219739292365	0.186219739292365	2.23463687150838	2.42085661080074	0.37243947858473	4.28305400372439	10.9869646182495	4.09683426443203	0	0	0	0	0.558659217877095	28.3054003724395	0	0	0	0	0.37243947858473	1.48975791433892	0.37243947858473	0	0.186219739292365	0	0	0.186219739292365	0.37243947858473	16.2011173184358	0	0	0	0	0	24.9534450651769	0	0.37243947858473	0	0	0	0.186219739292365	0.186219739292365	0	0	0.37243947858473	0	0	1.11731843575419
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	160	"AWI"	160	901	1477	1184	0	0	3.57142857142857	1.05042016806723	0	5.46218487394958	6.51260504201681	3.57142857142857	0	0.210084033613445	0.210084033613445	0	0.840336134453782	20.7983193277311	0	0	0	0	0.210084033613445	2.52100840336134	0.420168067226891	0	0.420168067226891	0	0	0.630252100840336	2.94117647058824	14.4957983193277	0	0	0	0	0	33.8235294117647	0	0	0	0	0	0.630252100840336	0	0	0	0	0.210084033613445	0	1.47058823529412
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	185	"AWI"	185	1185	1735	1411	0.5	0.25	2	1.25	0	4.75	12	5	0	0.25	0	0	1.25	4.75	0	0	0	0.25	0	1.25	0.75	0	0	0	0	1.5	0.75	6	0	0	0	0	0	53.25	0	0	0	0	0	0.75	0.25	0	0	0.5	0	0	2.75
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	210	"AWI"	210	1340	2402	1727	0	0.779220779220779	1.81818181818182	2.85714285714286	0	6.75324675324675	7.27272727272727	8.57142857142857	0	1.03896103896104	0	0	1.2987012987013	1.81818181818182	0	0	0	0	0.25974025974026	1.2987012987013	0.519480519480519	0	1.81818181818182	0	0	0.779220779220779	0.519480519480519	3.63636363636364	0	0.25974025974026	0	0	0	54.025974025974	0	0	0	0	0	0	0	0	0	0.779220779220779	0.779220779220779	0	3.11688311688312
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	235	"AWI"	235	1526	2849	2053	0	0.795755968169761	3.18302387267904	2.12201591511936	0	7.16180371352785	6.89655172413793	5.03978779840849	0	0.26525198938992	0	0	1.85676392572944	1.85676392572944	0	0	0	0	0.795755968169761	2.12201591511936	0.530503978779841	0	0	0	0	0.530503978779841	0.26525198938992	3.71352785145889	0	0	0	0	0	59.946949602122	0	0	0	0	0	0.26525198938992	0	0	0	0.26525198938992	0.26525198938992	0	2.12201591511936
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	260	"AWI"	260	1752	3276	2388	0.254452926208651	0	4.32569974554707	1.01781170483461	0.254452926208651	6.36132315521628	10.6870229007634	3.56234096692112	0	0	0.254452926208651	0	0.763358778625954	1.27226463104326	0	0	0	0.254452926208651	0.763358778625954	1.52671755725191	0.508905852417303	0.254452926208651	1.27226463104326	0	0	1.27226463104326	0.508905852417303	4.83460559796438	0	0	0	0	0	55.2162849872774	0	0	0	0	0	0.508905852417303	0	0	0	0.508905852417303	0	0	3.81679389312977
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	285	"AWI"	285	2023	3610	2722	0	1.31233595800525	3.41207349081365	1.31233595800525	0	4.7244094488189	8.13648293963255	5.249343832021	0	0.78740157480315	0	0	1.0498687664042	4.7244094488189	0	0	0	0	0	1.83727034120735	0.5249343832021	0	0.26246719160105	0	0	0.26246719160105	0	4.7244094488189	0	0	0	0	0	57.2178477690289	0	0	0	0	0	1.0498687664042	0	0	0	0.5249343832021	0	0	2.88713910761155
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	310	"AWI"	310	2279	3951	3076	0	0	2.91970802919708	2.91970802919708	0	6.56934306569343	10.2189781021898	4.8661800486618	0	0	0	0	0.72992700729927	3.89294403892944	0	0	0	0	0.24330900243309	3.16301703163017	1.21654501216545	0	0.48661800486618	0	0	1.45985401459854	0.48661800486618	3.16301703163017	0	0	0	0	0	53.0413625304136	0	0	0	0	0	0.97323600973236	0.24330900243309	0	0	0	0	0	3.40632603406326
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	335	"AWI"	335	2546	4279	3403	0	0	2.44444444444444	5.55555555555556	0	8	13.1111111111111	2	0	0.666666666666667	0	0	0.222222222222222	6	0	0	0	0	0	2	0.222222222222222	0	0	0	0	0.222222222222222	1.77777777777778	9.55555555555556	0	0	0	0	0	45.3333333333333	0	0	0	0	0	0.888888888888889	0.444444444444444	0	0	0.444444444444444	0.222222222222222	0	0.888888888888889
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	360	"AWI"	360	2835	4575	3745	0.431034482758621	0.21551724137931	1.07758620689655	5.38793103448276	0.21551724137931	7.54310344827586	14.6551724137931	2.1551724137931	0	0	0.21551724137931	0	1.07758620689655	3.44827586206897	0	0	0	0	0.21551724137931	3.23275862068966	0.21551724137931	0.21551724137931	0	0	0	0.431034482758621	2.1551724137931	9.05172413793103	0	0	0	0	0.21551724137931	44.8275862068966	0	0	0	0.21551724137931	0	1.29310344827586	0	0	0	0	0.21551724137931	0	1.29310344827586
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	385	"AWI"	385	3188	4836	4075	0	0.936768149882904	2.34192037470726	3.27868852459016	0.234192037470726	8.19672131147541	12.4121779859485	2.10772833723653	0	0.234192037470726	0	0	0	4.68384074941452	0	0	0	0	0.234192037470726	0.936768149882904	0.468384074941452	0	0	0	0	0.468384074941452	0.468384074941452	6.79156908665105	0	0	0	0	0	54.8009367681499	0	0	0	0	0	0.936768149882904	0	0	0	0	0	0	0.468384074941452
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	410	"AWI"	410	3532	5116	4406	0	0.440528634361234	2.6431718061674	6.6079295154185	0	7.26872246696035	11.6740088105727	1.98237885462555	0	0	0	0	0.440528634361234	5.94713656387665	0	0	0	0.220264317180617	0.66079295154185	2.20264317180617	0.220264317180617	0	0	0	0	0	3.30396475770925	6.82819383259912	0	0	0	0	0	48.4581497797357	0	0	0	0	0	0.440528634361234	0	0	0	0	0	0	0.66079295154185
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	435	"AWI"	435	3888	5381	4746	0	0.221729490022173	1.55210643015521	5.98669623059867	0	9.53436807095344	11.7516629711752	2.21729490022173	0	0	0	0	0	3.10421286031042	0	0	0	0	0.443458980044346	2.66075388026608	0.221729490022173	0	0	0	0	0	0.665188470066519	7.98226164079823	0	0	0	0	0	49.6674057649667	0	0	0	0	0	1.77383592017738	0.443458980044346	0	0	0	0	0	1.77383592017738
