"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Ailanthus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Aquifoliaceae"	"Araceae"	"Artemisia"	"Asteraceae"	"Berberidaceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cephalanthus"	"Commelinaceae"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gleditsia"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Larix"	"Liliaceae"	"Liquidambar"	"Liriodendron"	"Morus"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
1530	1568	"Lacawac"	41.381678	-75.292108	33.5	"AWI"	33.5	132	290.5	190.5	11	0	4	0	0	0	0	0	0	0	54	0	0	0	2	0	15	0	0	0	0	2	0	0	0	0	32	6	0	19	0	0	0	0	0	0	0	0	0	0	0	4.5	34	0	1	0	0	0	0	53	1	0	0	1	0	1	0	0	2	98	3	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	37	"AWI"	37	157	381	238	0	0	3	0	0	0	0	1	0	0	88	0	0	0	9	0	5	0	0	0	0	2	0	1	0	0	58	7	0	23	2	0	0	0	0	0	0	0	1	0	1	1	24	0	1	0	0	0	0	100	0	0	0	0	2	0	0	0	1	68	6	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	41	"AWI"	41	186	469	295	0	0	3	0	0	1	0	0	0	0	68	0	0	0	7	0	7	0	0	0	0	0	1	0	0	0	43	3	0	32	2	0	0	0	0	0	0	1	0	0	3	2.5	33	0	0	0	0	0	0	62	0	0	0	0	1	1	0	0	0	121	3	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	45	"AWI"	45	215	544	353	12	0	2	0	0	0	0	0	0	0	76	0	0	0	6	0	11	0	0	0	0	2	2	0	0	0	60	7	0	34	1	0	0	1	0	0	0	0	0	0	5	4.5	36	0	0	0	0	1	0	86	0	0	0	0	2	1	0	0	2	129	5	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	49	"AWI"	49	258	612	413	0	0	5	0	0	1	0	0	0	0	61	1	0	0	7	0	9	0	0	0	0	0	0	1	0	0	45	5	0	20	0	0	0	0	0	0	0	0	0	0	3	2.5	24	0	0	0	0	0	0	55	0	0	0	0	1	0	0	0	0	97	3	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	51	"AWI"	51	281	650	441	0	0	4	0	0	0	0	0	0	0	94	0	0	0	4	0	11	0	0	0	1	0	1	0	0	0	43	5	1	17	0	0	0	0	0	0	0	0	0	0	5	0	28	0	1	0	0	0	0	68	0	2	0	0	1	1	0	0	3	78	4	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	53	"AWI"	53	304	679	469	0	0	2	0	0	0	0	0	3	0	59	0	0	0	4	0	6	1	0	0	0	0	0	0	0	0	41	8	0	16	1	0	0	0	0	0	0	0	0	0	6	2.5	33	0	0	0	0	0	0	52	0	0	0	0	0	2	0	1	0	99	2	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	57	"AWI"	57	357	745	526	0	0	2	0	0	0	0	0	0	0	76	0	0	0	3	1	10	0	0	0	0	0	0	0	0	0	49	6	0	31	1	0	0	0	0	0	0	0	1	0	4	2.5	43	0	0	0	0	0	0	69	0	0	0	0	0	1	0	0	0	109	1	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	63	"AWI"	63	440	836	613	0	0	5	0	0	0	0	0	0	0	90	0	0	0	3	0	12	4	0	2	0	0	1	1	0	0	36	2	0	28	0	0	0	0	0	0	0	0	3	0	6	0	25	0	0	0	0	0	0	47	0	0	0	2	0	0	0	2	0	103	5	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	69	"AWI"	69	532	924	700	0	0	2	0	0	1	1	0	4	1	88	2	0	0	4	0	16	0	0	0	0	2	3	1	0	0	31	6	0	17	0	0	0	0	0	0	0	0	0	0	6	2.5	40	0	2	0	0	0	0	57	0	0	0	0	0	0	0	0	1	103	3	0	0	0
