"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Ailanthus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Aquifoliaceae"	"Araceae"	"Artemisia"	"Asteraceae"	"Berberidaceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cephalanthus"	"Commelinaceae"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gleditsia"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Larix"	"Liliaceae"	"Liquidambar"	"Liriodendron"	"Morus"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
1530	1568	"Lacawac"	41.381678	-75.292108	0.5	"AWI"	0.5	-39	-27.5	-33	0	0	5	0	1	1	0	0	0	0	91	0	0	1	6	0	6	0	0	0	0	0	1	0	0	0	33	8	0	55	1	0	0	1	0	0	0	0	0	0	5	1.5	34	0	2	0	0	0	0	64	0	1	0	1	1	0	0	0	5	46	4	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	1.5	"AWI"	1.5	-33	-24.5	-28.5	0	0	3	0	0	2	0	0	12	0	27	0	0	0	0	0	3	1	0	0	0	1	0	0	2	0	21	5	0	20	0	0	0	0	1	0	0	0	0	0	2	2	30	0	2	0	0	0	1	34	0	0	0	0	3	0	0	0	0	47	2	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	2.5	"AWI"	2.5	-27.5	-21	-24	0	0	3	0	0	2	0	0	16	0	78	1	0	0	5	1	3	0	0	0	0	0	0	0	1	0	48	4	0	73	0	0	0	0	0	0	0	0	0	0	3	5	28	0	1	0	1	0	0	62	0	3	0	0	7	1	1	0	1	69	4	0	0	37
1530	1568	"Lacawac"	41.381678	-75.292108	5.5	"AWI"	5.5	-15	-4.5	-10	7	1	2	1	1	2	0	0	24	0	93	0	1	0	4	0	6	0	0	0	0	1	4	0	1	0	32	12	0	28	2	1	1	0	2	0	0	0	0	0	6	3	22	0	2	0	0	4	1	62	0	2	0	0	9	0	0	0	0	45	5	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	8.5	"AWI"	8.5	3	14.5	9	22	0	4	0	0	0	0	0	33	0	85	0	0	0	5	0	6	0	1	0	0	0	3	0	1	0	23	5	0	27	0	0	0	0	0	0	0	0	2	0	6	1.5	21	0	1	14	0	0	0	85	0	0	0	0	7	0	0	0	0	46	4	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	10.5	"AWI"	10.5	12.5	28	20	0	0	3	2	0	2	0	0	31	0	83	0	0	0	4	0	9	0	1	0	0	0	2	1	0	0	34	9	0	28	3	1	0	0	1	0	0	0	1	0	13	4.5	21	0	0	14	0	0	1	95	0	0	0	0	4	0	0	0	0	44	6	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	11.5	"AWI"	11.5	16.5	30.5	24	0	0	8	0	0	1	0	0	21	0	94	0	0	0	3	0	11	0	0	0	0	0	1	1	0	0	32	10	0	27	1	0	0	0	1	0	0	0	0	0	8	4.5	26	0	1	18	0	1	0	79	0	0	0	0	4	0	0	1	0	47	4	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	14.5	"AWI"	14.5	24	44.5	34.5	10	1	6	0	0	2	0	0	25	0	81	0	0	0	4	0	14	0	0	0	0	0	1	0	1	0	22	9	0	24	1	0	0	0	1	0	0	0	0	0	5	5.5	34	0	1	14	0	0	0	64	0	0	1	0	8	0	0	0	2	55	3	0	2	0
1530	1568	"Lacawac"	41.381678	-75.292108	17.5	"AWI"	17.5	36.5	55.5	46	0	0	7	0	0	1	0	0	20	0	75	0	0	0	8	0	12	0	1	0	0	0	2	0	1	0	40	3	0	36	0	0	0	0	0	0	0	0	0	0	12	6	39	0	1	0	0	0	0	61	0	0	1	1	6	0	0	0	0	60	5	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	19.5	"AWI"	19.5	40.5	68.5	53	0	0	4	1	0	0	0	0	19	0	63	0	0	0	5	0	11	0	0	0	0	0	0	0	0	1	41	6	0	32	1	0	0	0	0	0	0	0	0	0	5	2	30	0	0	0	0	3	0	60	0	1	0	0	9	1	0	0	0	80	3	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	20.5	"AWI"	20.5	45.5	76.5	59.5	0	0	3	0	0	0	0	0	18	0	76	0	0	0	4	0	14	1	0	0	0	0	0	0	0	0	25	8	0	29	1	0	1	0	0	0	0	0	0	0	3	2.5	41	3	0	0	0	0	1	54	0	0	0	0	10	0	0	0	1	90	5	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	21.5	"AWI"	21.5	52	87.5	69	17	0	3	0	0	0	0	0	0	0	71	0	0	0	3	0	6	0	0	0	0	3	1	0	0	0	31	10	0	24	2	0	0	0	0	0	1	0	2	0	3	7	46	0	0	11	0	0	1	58	0	0	0	0	10	0	0	0	2	128	3	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	24.5	"AWI"	24.5	61	137	96.5	0	0	1	1	1	0	0	0	0	0	79	2	0	1	2	0	13	4	0	0	0	0	1	0	0	0	29	6	0	23	1	0	0	0	0	0	0	2	0	0	4	3	27	0	0	0	0	0	0	64	1	0	0	0	6	0	0	1	0	72	4	1	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	25.5	"AWI"	25.5	69	148.5	105	10	0	6	0	0	0	0	0	11	0	64	0	0	0	4	0	13	0	0	0	0	0	0	0	1	0	41	6	0	28	1	0	0	0	0	0	0	0	1	0	7	2.5	40	0	0	0	0	2	0	77	0	0	0	1	3	1	0	0	1	98	2	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	26.5	"AWI"	26.5	81	154	114	7	0	1	0	0	1	0	0	0	0	98	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	31	5	0	31	0	0	0	0	2	0	0	0	0	0	6	4.5	44	0	2	0	0	0	0	64	0	0	0	1	2	0	0	0	4	107	2	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	27.5	"AWI"	27.5	89.5	161.5	123.5	8	0	5	0	0	0	0	0	9	0	77	0	0	1	8	0	21	0	0	0	0	3	1	0	0	0	50	11	0	29	0	0	0	0	0	0	0	0	0	0	2	3	0	0	2	0	0	0	0	62	0	0	0	2	3	2	0	0	2	87	1	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	28.5	"AWI"	28.5	96	171.5	132	0	0	1	0	0	1	0	0	0	0	64	0	0	0	4	0	14	0	0	0	0	0	3	0	0	0	40	8	0	18	2	0	0	0	0	0	0	0	1	1	6	4	40	0	0	0	0	0	0	55	0	1	0	1	3	0	0	0	3	124	4	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	30.5	"AWI"	30.5	110.5	199.5	152	0	0	1	0	0	0	0	0	0	0	77	0	0	0	3	0	6	0	0	0	0	1	0	0	1	0	46	7	0	39	2	0	0	0	0	1	0	0	0	0	4	3	34	0	1	5	0	1	0	68	0	0	0	0	3	0	0	0	0	108	5	0	0	0
1530	1568	"Lacawac"	41.381678	-75.292108	32.5	"AWI"	32.5	127	253	178.5	13	0	4	0	0	0	0	0	0	0	65	0	0	0	5	0	5	0	0	0	0	0	1	0	0	0	37	7	0	21	1	0	0	0	0	0	0	0	0	0	1	6	43	0	1	0	0	0	0	49	0	1	0	1	0	0	0	0	0	99	2	0	0	0
