"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Celtis"	"Cephalanthus"	"Clethra"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Liquidambar"	"Liriodendron"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rhus"	"Rosaceae"	"Salix"	"Sambucus"	"Saxifragaceae"	"Thalictrum"	"Ulmus"	"Urticaceae"	"Vitaceae"
275	281	"BL-Tombigbee"	33.56333	-88.47444	1	"AWI"	1	-117	39	-40	0	8.33333333333333	1.85185185185185	0	0	0	4.62962962962963	1.85185185185185	0	0	0	0	3.7037037037037	7.40740740740741	0	0	0	3.7037037037037	0	0	7.40740740740741	0	18.5185185185185	0	2.77777777777778	0	0	0.925925925925926	0	0	0	30.5555555555556	0	0	0.925925925925926	0	1.85185185185185	0	5.55555555555556	0	0
275	281	"BL-Tombigbee"	33.56333	-88.47444	5	"AWI"	5	-8	158	79	0	2.27272727272727	0	0	0	0	5.68181818181818	0	1.13636363636364	0	0	0	3.40909090909091	5.68181818181818	0	0	0	5.68181818181818	0	0	9.09090909090909	0	28.4090909090909	0	0	0	0	1.13636363636364	0	0	0	35.2272727272727	0	0	0	0	0	0	2.27272727272727	0	0
275	281	"BL-Tombigbee"	33.56333	-88.47444	10	"AWI"	10	91	341	232	0	7.5	0.833333333333333	0	0	0.833333333333333	2.5	0	0	0	0	0	0	20	0	0	0	0	0	0	6.66666666666667	0	22.5	0	0.833333333333333	0	0	0	0	0.833333333333333	0	35.8333333333333	0	0	0	0	0	0	1.66666666666667	0	0
275	281	"BL-Tombigbee"	33.56333	-88.47444	15	"AWI"	15	167	537	384	0	0.72463768115942	0.72463768115942	0.72463768115942	7.97101449275362	0	3.6231884057971	0	0	0	0	0	0	9.42028985507246	0	0	0	4.34782608695652	0	0	5.79710144927536	0	26.8115942028986	0	0	0	0	0	0	0.72463768115942	0	39.1304347826087	0	0	0	0	0	0	0	0	0
275	281	"BL-Tombigbee"	33.56333	-88.47444	20	"AWI"	20	241	737	536	0	0.598802395209581	1.19760479041916	0.598802395209581	8.98203592814371	0.598802395209581	2.39520958083832	0	0	0	0	0	0.598802395209581	10.1796407185629	0	0	0.598802395209581	0	0	0	3.59281437125748	0	31.1377245508982	0	0	0	0	0	0	0	0	39.5209580838323	0	0	0	0	0	0	0	0	0
275	281	"BL-Tombigbee"	33.56333	-88.47444	30	"AWI"	30	1028	1511	1326	0	1.66666666666667	1.11111111111111	0	0	0	3.33333333333333	0	0	0	0	0.555555555555556	0	0	0	0	0	0	0.555555555555556	0	6.11111111111111	0	40.5555555555556	0	0.555555555555556	0	0	0	0	0.555555555555556	0	43.8888888888889	0	0	0.555555555555556	0	0	0	0.555555555555556	0	0
275	281	"BL-Tombigbee"	33.56333	-88.47444	40	"AWI"	40	1608	2418	2148	0	0	0	0	0	0	4.13793103448276	0	0	0	0	0	0	0	0	0	0	0	0	0	5.51724137931035	0	55.8620689655172	0	0	0	0	0	0	0	0	33.7931034482759	0	0	0	0	0.689655172413793	0	0	0	0
275	281	"BL-Tombigbee"	33.56333	-88.47444	48	"AWI"	48	1721	2529	2211	0	0	0.497512437810945	0	0	2.48756218905473	18.9054726368159	0	1.99004975124378	0	0	0	0	0	0	0	0	0.497512437810945	0	0	4.97512437810945	0	3.98009950248756	0	0	0	0	0	3.98009950248756	1.49253731343284	0	55.7213930348259	0	0	2.98507462686567	0	1.49253731343284	0.497512437810945	0.497512437810945	0	0
275	281	"BL-Tombigbee"	33.56333	-88.47444	102	"AWI"	102	2250	3555	2653	0	0	0.704225352112676	0	0	0.704225352112676	11.9718309859155	0	0.704225352112676	0	0	0	0	0	0	0	0.704225352112676	0	0.704225352112676	0	4.92957746478873	0	19.0140845070423	0	0	0	0	0	0	0	0	54.2253521126761	0	0	4.22535211267606	0	0	0	0.704225352112676	0	1.40845070422535
275	281	"BL-Tombigbee"	33.56333	-88.47444	105	"AWI"	105	2293	3610	2677	0	0	0	0	0	1.19047619047619	19.6428571428571	0.595238095238095	0.595238095238095	0	0	0	0	0	0	0.595238095238095	0	0	0	0	5.35714285714286	0	14.2857142857143	0	1.19047619047619	0	0	0	1.78571428571429	0.595238095238095	0	50.5952380952381	0	0	0	0	0.595238095238095	0	2.97619047619048	0	0
