"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cornus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Larix"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"
248	253	"Bell's Lake"	65.01667	-127.48333	0	"AWI"	0	-144	25	-56	122	0	0	3	0	105	0	0	0	0	25	0	6	2	0	0	126.5	7.5	0	0	6	0	0	6	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	10	"AWI"	10	-61	645	133	141	0	0	2	0	118	0	0	0	0	21	1	0	0	0	0	137	8.5	1	0	2	0	0	6	0	1
248	253	"Bell's Lake"	65.01667	-127.48333	20	"AWI"	20	38	949	364	114	0	0	0	0	112	0	0	0	1	30	0	3	1	0	0	135.5	12.5	2	0	4	0	0	5	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	30	"AWI"	30	159	1191	583	133	0	0	0	0	127	0	0	0	1	32	0	3	1	0	0	117.5	11.5	2	0	6	0	0	8	0	3
248	253	"Bell's Lake"	65.01667	-127.48333	40	"AWI"	40	308	1431	823	142	0	0	0	0	102	0	0	1	0	38	0	3	0	1	0	129	13	2	0	4	0	0	7	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	50	"AWI"	50	486	1656	1062	132	0	0	4	0	112	0	0	0	0	15	0	25	2	0	0	121	5.5	1	0	4	0	0	6	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	60	"AWI"	60	696	1855	1284	146	0	0	1	0	106	0	0	0	0	36	0	3	0	2	0	134	5	2	0	5	0	0	6	1	0
248	253	"Bell's Lake"	65.01667	-127.48333	70	"AWI"	70	931	2056	1519	163	0	0	0	0	101	1	0	0	0	24	0	1	0	1	2	186	6	0	0	1	0	0	4	0	1
248	253	"Bell's Lake"	65.01667	-127.48333	80	"AWI"	80	1161	2244	1760	158	0	0	0	0	106	0	0	0	0	25	0	3	4	1	0	135	7	0	0	6	0	1	1	0	1
248	253	"Bell's Lake"	65.01667	-127.48333	90	"AWI"	90	1455	2405	1996	137	0	0	5	0	126	0	0	0	0	14	0	1	0	1	0	140.5	7	3	0	7	0	0	7	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	100	"AWI"	100	1782	2566	2209	148	0	0	2	0	103	0	0	0	0	17	0	2	1	2	0	122	7	0	0	1	0	0	2	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	110	"AWI"	110	2146	2738	2416	141	1	0	4	0	107	1	0	0	0	24	0	3	1	1	0	144.5	5.5	4	0	2	0	0	5	0	0
