"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cornus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Larix"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"
248	253	"Bell's Lake"	65.01667	-127.48333	120	"AWI"	120	2262	3090	2607	147	0	0	0	0	105	0	0	0	0	16	0	0	0	1	0	138.5	9	3	0	4	0	0	1	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	130	"AWI"	130	2388	3370	2810	116	0	0	1	0	80	0	0	0	0	7	1	3	0	0	0	153.5	5.5	2	0	1	0	0	2	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	140	"AWI"	140	2545	3600	3007	179	0	0	2	0	104	1	0	1	0	17	0	3	0	0	0	160	6	1	0	2	0	0	7	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	150	"AWI"	150	2692	3863	3221	129	0	0	2	0	117	0	0	0	0	18	0	0	0	4	0	95.5	1.5	3	0	1	0	0	2	0	1
248	253	"Bell's Lake"	65.01667	-127.48333	160	"AWI"	160	2867	4051	3428	131	0	0	0	0	130	1	0	0	0	9	0	2	1	0	0	135	10.5	2	0	4	0	0	9	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	170	"AWI"	170	3028	4239	3630	123	0	0	0	0	115	0	0	0	0	9	1	2	0	0	0	152	4	2	0	2	0	0	3	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	180	"AWI"	180	3232	4423	3842	134	0	0	3	0	126	1	0	0	0	27	0	0	2	2	0	126	5.5	4	0	6	0	0	3	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	190	"AWI"	190	3401	4607	4052	147	0	0	3	0	105	0	0	0	0	19	0	0	0	3	0	128.5	1.5	1	0	1	0	0	2	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	200	"AWI"	200	3620	4772	4260	175	0	0	0	0	129	0	0	1	0	17	0	2	1	6	0	120	1.5	1	0	0	0	0	3	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	210	"AWI"	210	3873	4915	4461	163	0	0	0	0	101	0	0	0	0	22	1	1	3	5	1	163.5	2	0	0	2	0	0	4	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	220	"AWI"	220	4112	5069	4668	114	0	0	0	0	98	0	0	1	0	8	0	1	1	4	0	113.5	0	1	0	1	0	0	3	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	230	"AWI"	230	4415	5198	4862	133	0	0	0	0	141	1	0	0	0	19	0	3	1	3	0	158.5	1.5	1	0	0	0	0	0	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	240	"AWI"	240	4838	5289	5036	143	0	0	1	0	91	0	0	1	0	22	0	3	0	5	0	168	0	0	0	2	0	0	5	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	250	"AWI"	250	4923	5619	5215	131	0	1	1	0	142	1	0	0	0	14	0	2	1	6	0	134.5	0	2	0	2	0	0	5	1	0
248	253	"Bell's Lake"	65.01667	-127.48333	260	"AWI"	260	5036	5842	5393	151	0	0	2	0	128	1	0	0	0	14	0	2	0	12	0	123	1.5	1	0	0	0	0	3	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	270	"AWI"	270	5166	6030	5571	114	0	0	1	0	138	0	0	0	0	19	0	3	0	21	0	126.5	1.5	1	0	6	0	0	6	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	280	"AWI"	280	5304	6205	5760	117	0	0	0	0	134	0	0	0	0	17	1	2	1	6	0	118.5	0	3	0	1	0	0	8	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	290	"AWI"	290	5502	6351	5941	105	0	0	4	0	151	1	0	1	0	16	0	0	0	6	0	159.5	0.5	1	0	5	0	0	4	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	300	"AWI"	300	5666	6503	6117	80	0	0	2	0	121	1	0	0	0	33	0	1	1	17	0	152	0	0	0	1	0	0	9	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	310	"AWI"	310	5929	6643	6289	124	0	0	1	0	139	0	0	0	0	18	0	2	0	11	0	0	0	1	0	2	0	0	5	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	320	"AWI"	320	6293	6812	6458	74	0	0	2	0	137	1	0	1	0	37	0	3	0	9	0	191.5	0	1	0	3	0	0	5	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	330	"AWI"	330	6425	7719	6822	52	0	0	1	0	127	0	0	0	0	52	0	1	0	10	0	179	2	1	0	1	0	0	0	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	340	"AWI"	340	6643	8291	7271	43	0	0	1	0	170	1	0	1	0	27	0	0	0	15	0	161	0	0	0	2	0	0	6	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	350	"AWI"	350	6895	8708	7719	32	0	0	2	0	177	0	0	0	0	32	1	1	0	15	0	190.5	0	1	0	3	0	0	6	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	355	"AWI"	355	7106	8866	7938	33	0	0	4	0	187	1	0	1	0	24	2	1	1	15	0	178.5	2	0	0	2	0	1	5	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	360	"AWI"	360	7219	9160	8153	35	0	0	4	0	197	0	0	0	0	21	1	1	0	8	0	161	1	1	0	2	0	0	17	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	365	"AWI"	365	7485	9288	8374	22	0	0	2	0	227	1	0	1	0	21	0	3	0	14	1	187.5	0.5	2	0	3	0	0	1	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	370	"AWI"	370	7637	9492	8607	16	0	0	3	0	194	0	0	0	1	24	0	3	0	6	0	180.5	3	0	0	5	0	0	5	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	375	"AWI"	375	7906	9613	8834	17	0	0	0	0	167	0	2	1	0	18	0	2	0	5	0	191	2	0	0	6	0	0	5	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	380	"AWI"	380	8092	9822	9054	1	0	0	1	0	304	0	0	0	0	26	0	1	0	0	0	63	0	0	0	1	0	0	8	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	385	"AWI"	385	8396	9915	9242	1	0	0	4	0	222	0	1	0	1	35	1	1	1	0	0	17	0	0	0	2	0	0	12	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	390	"AWI"	390	8555	10066	9448	0	0	0	7	0	176	0	0	1	0	31	1	3	0	0	0	64.5	0	1	0	8	0	0	12	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	392.5	"AWI"	392.5	9151	10136.5	9668.5	1	0	0	6	0	352	1	0	1	0	26	1	3	0	0	0	39.5	0	1	0	8	0	0	12	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	395	"AWI"	395	9578	10311	9907	2	0	0	6	0	338	2	0	0	0	20	4	6	0	0	0	22	0	1	0	9	0	1	13	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	397.5	"AWI"	397.5	9701	10744.5	10174	0	0	0	16	0	313	4	0	0	0	36	2	1	0	0	0	0	0	0	0	8	0	0	36	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	399.5	"AWI"	399.5	9767	11191.5	10351	4	0	0	14	0	293	3	0	0	0	51	0	2	0	0	0	15	0	3	0	13	0	0	14	1	0
248	253	"Bell's Lake"	65.01667	-127.48333	402.5	"AWI"	402.5	10316	11541	10886	0	0	0	34	0	247	1	0	0	0	60	0	0	0	0	0	0	1	4	0	16	0	0	15	3	0
248	253	"Bell's Lake"	65.01667	-127.48333	405	"AWI"	405	10593	11981	11360	0	0	0	28	0	272	2	0	0	0	83	0	1	0	0	0	0	0.5	2	0	5	0	0	19	1	1
248	253	"Bell's Lake"	65.01667	-127.48333	407.5	"AWI"	407.5	10801	12724.5	11809.5	1	0	0	28	0	261	1	0	0	0	72	0	0	1	0	0	0	0	6	0	2	0	0	27	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	410	"AWI"	410	10952	13546	12269	0	1	0	48	0	228	4	1	0	0	51	0	0	0	0	0	0	0	9	0	15	0	0	31	6	0
248	253	"Bell's Lake"	65.01667	-127.48333	415	"AWI"	415	11241	14081	12619	3	0	0	12	0	100	2	0	0	0	26	0	1	0	0	0	0	0	18	0	0	12	0	24	1	0
