"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Juglans"	"Larix"	"Oleaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Saxifragaceae"	"Tilia"	"Ulmus"
293	299	"Bolotnyii Stream Exposure 117"	42.85	132.78333	150	"AWI"	150	28679	31288	30096	0	0	0	0	0	3.50877192982456	0	0	0.87719298245614	0	0	5.26315789473684	0	7.01754385964912	2.63157894736842	8.7719298245614	2.63157894736842	0	0.87719298245614	49.1228070175439	0	0	7.89473684210526	4.3859649122807	0	0	1.75438596491228	5.26315789473684
293	299	"Bolotnyii Stream Exposure 117"	42.85	132.78333	160	"AWI"	160	29341	31833	30704	3.2967032967033	0	0	0	0	7.14285714285714	2.1978021978022	0	0	0	1.0989010989011	36.8131868131868	1.64835164835165	0	1.0989010989011	19.2307692307692	0	0.549450549450549	0.549450549450549	7.69230769230769	0	0	2.1978021978022	12.0879120879121	0	0	0.549450549450549	3.84615384615385
293	299	"Bolotnyii Stream Exposure 117"	42.85	132.78333	180	"AWI"	180	30745	32911	31947	4.85436893203883	0.970873786407767	0	0	0	7.76699029126214	1.94174757281553	0	0	0	0.970873786407767	28.1553398058252	0	0	0	11.6504854368932	0	0	0.970873786407767	28.1553398058252	0	0	2.9126213592233	8.7378640776699	0	0	0	2.9126213592233
293	299	"Bolotnyii Stream Exposure 117"	42.85	132.78333	225	"AWI"	225	33668	35616	34713	6.54205607476635	0	0	0	0	6.54205607476635	0	0	0	0	0.934579439252336	5.60747663551402	1.86915887850467	0	1.86915887850467	23.3644859813084	0	0	1.86915887850467	16.8224299065421	0	0	7.47663551401869	20.5607476635514	0	0	0.934579439252336	5.60747663551402
293	299	"Bolotnyii Stream Exposure 117"	42.85	132.78333	240	"AWI"	240	34593	36574	35626	0	0	0	0	0	0.840336134453782	0	0	0	0	0.840336134453782	11.7647058823529	0	0	0	15.1260504201681	0	0	0	44.5378151260504	0	0	10.0840336134454	5.88235294117647	0	2.52100840336134	0	8.40336134453782
293	299	"Bolotnyii Stream Exposure 117"	42.85	132.78333	275	"AWI"	275	36768	38743	37803	0	0	0	1.13636363636364	0	15.530303030303	0	0	0	0.378787878787879	1.89393939393939	24.2424242424242	0	0	0.378787878787879	19.6969696969697	0	1.51515151515152	0.757575757575758	4.54545454545455	0	0.378787878787879	4.54545454545455	19.6969696969697	0	0	0	5.3030303030303
293	299	"Bolotnyii Stream Exposure 117"	42.85	132.78333	290	"AWI"	290	37737	39646	38721	0	0	5.5045871559633	0	0	9.1743119266055	1.8348623853211	0	1.8348623853211	0	0	28.4403669724771	0	4.58715596330275	1.8348623853211	0	0	0	0	44.0366972477064	0	0	0	0	0.917431192660551	0.917431192660551	0.917431192660551	0
293	299	"Bolotnyii Stream Exposure 117"	42.85	132.78333	300	"AWI"	300	38411	40227	39343	0.746268656716418	0	0	0	0	5.22388059701492	0	0	0	0	0	7.46268656716418	2.98507462686567	0	0	19.4029850746269	0	0	0	16.4179104477612	0	0	32.8358208955224	8.95522388059701	0	0	0	5.97014925373134
293	299	"Bolotnyii Stream Exposure 117"	42.85	132.78333	310	"AWI"	310	39070	40808	39954	1.70454545454545	0	0	0	0	5.68181818181818	2.84090909090909	0	0	0	0.568181818181818	1.13636363636364	0.568181818181818	0	0.568181818181818	26.7045454545455	0	0	0	29.5454545454545	0	1.13636363636364	16.4772727272727	10.2272727272727	0	0	0	2.84090909090909
293	299	"Bolotnyii Stream Exposure 117"	42.85	132.78333	320	"AWI"	320	39725	41373	40574	2.08333333333333	0	2.08333333333333	0	0	1.66666666666667	0	0	0	0	0	38.75	0	2.91666666666667	0.416666666666667	0	0.416666666666667	0	0	50.8333333333333	0	0.833333333333333	0	0	0	0	0	0
293	299	"Bolotnyii Stream Exposure 117"	42.85	132.78333	325	"AWI"	325	40075	41656	40884	1.5748031496063	0	0	0	0	3.1496062992126	0	0	0	0	0	19.6850393700787	0.78740157480315	0	0	19.6850393700787	0	1.5748031496063	0	12.5984251968504	0	0	15.748031496063	11.8110236220472	0	0	1.5748031496063	11.8110236220472
293	299	"Bolotnyii Stream Exposure 117"	42.85	132.78333	350	"AWI"	350	41911	43013	42413	0.809716599190283	0	0	0.809716599190283	0	3.64372469635628	2.83400809716599	0	0	0	0.404858299595142	7.28744939271255	3.23886639676113	0	1.21457489878543	17.4089068825911	0	0.404858299595142	0	9.31174089068826	0	1.21457489878543	32.3886639676113	10.5263157894737	0	0	0.404858299595142	8.09716599190283
