"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Thalictrum"	"Tsuga"	"Ulmus"
233	236	"Baseball Bog"	47.23	-79.78	1	"AWI"	1	-82	121	8	1.86915887850467	0	0.467289719626168	2.33644859813084	0	0	7.47663551401869	0	0	0	0.467289719626168	0	0	0	0	1.4018691588785	0	0	0	0	9.81308411214953	72.8971962616822	0	0.467289719626168	0	0.467289719626168	0	0	1.4018691588785	0	0.934579439252336	0
233	236	"Baseball Bog"	47.23	-79.78	10	"AWI"	10	35	814	300	0.930232558139535	0.465116279069767	0.930232558139535	0.930232558139535	0.465116279069767	0	7.44186046511628	0.465116279069767	0	0	1.3953488372093	0	0	0	0	0.465116279069767	0	0	0	0	7.90697674418605	75.3488372093023	0	1.86046511627907	0	0	0	0	0.465116279069767	0	0.465116279069767	0.465116279069767
233	236	"Baseball Bog"	47.23	-79.78	20	"AWI"	20	242	1315	657	1.46341463414634	0	0.975609756097561	0	0	0	6.34146341463415	0	0	0	0.48780487804878	0	0	0	0	0	0	2.92682926829268	0.48780487804878	0	9.75609756097561	73.6585365853659	0	0	0	1.46341463414634	0	0	0.48780487804878	0	0.975609756097561	0.975609756097561
233	236	"Baseball Bog"	47.23	-79.78	30	"AWI"	30	485	1751	1013	2.41545893719807	0	0.966183574879227	0.483091787439614	0.483091787439614	0	14.4927536231884	0	0.483091787439614	0	0.483091787439614	0	0	0.483091787439614	0	0.966183574879227	0	0	0	0.483091787439614	14.0096618357488	63.2850241545894	0	0	0	0.483091787439614	0	0	0	0	0	0.483091787439614
233	236	"Baseball Bog"	47.23	-79.78	40	"AWI"	40	751	2164	1371	0.947867298578199	0.4739336492891	1.8957345971564	0	0.4739336492891	0	17.5355450236967	0	0	0	1.4218009478673	0	0	0.947867298578199	0	0.947867298578199	0	0	0.4739336492891	0	2.8436018957346	69.6682464454976	0	0	0	0.947867298578199	0	0	0	0	0.947867298578199	0.4739336492891
233	236	"Baseball Bog"	47.23	-79.78	50	"AWI"	50	1042	2601	1741	0.943396226415094	0.471698113207547	2.83018867924528	0	0	0	19.811320754717	0	0	0	1.41509433962264	0	0	0.471698113207547	0	0.471698113207547	0	0.471698113207547	0.943396226415094	0	4.24528301886792	66.0377358490566	0	0	0	0.471698113207547	0	0	0	0	0.943396226415094	0.471698113207547
233	236	"Baseball Bog"	47.23	-79.78	60	"AWI"	60	1326	2989	2108	1.4218009478673	0	3.3175355450237	0	0	0	19.4312796208531	0	0	0	0	0	0	0	0	1.8957345971564	0	0.947867298578199	0	0.4739336492891	3.3175355450237	64.9289099526066	0	0	0	1.4218009478673	0	0	0	0	0.4739336492891	2.3696682464455
233	236	"Baseball Bog"	47.23	-79.78	70	"AWI"	70	1635	3405	2467	0.925925925925926	0.925925925925926	4.16666666666667	0	0	0	19.9074074074074	0	0	0	0.925925925925926	0	0.925925925925926	0.462962962962963	0	0	0	0.925925925925926	0.462962962962963	0.462962962962963	5.09259259259259	62.5	0	0	0.462962962962963	0	0	0	0.925925925925926	0	0	0.925925925925926
233	236	"Baseball Bog"	47.23	-79.78	80	"AWI"	80	1960	3775	2828	0	0	3.24074074074074	0	0.925925925925926	0	11.5740740740741	0	0	0	2.77777777777778	0	0	0	0	0	0	0	0.462962962962963	0	4.16666666666667	73.6111111111111	0	0	0	1.38888888888889	0	0.462962962962963	0	0	0.462962962962963	0.925925925925926
233	236	"Baseball Bog"	47.23	-79.78	90	"AWI"	90	2293	4136	3194	0.460829493087558	0	4.14746543778802	0	1.84331797235023	0	14.7465437788018	0	0	0.460829493087558	1.38248847926267	0	0	0.460829493087558	0	0	0	0	0	0.921658986175115	2.30414746543779	69.5852534562212	0	0	0	1.84331797235023	0	0	0.460829493087558	0	0.921658986175115	0.460829493087558
233	236	"Baseball Bog"	47.23	-79.78	100	"AWI"	100	2652	4474	3558	0.454545454545455	0	5.90909090909091	0	0.909090909090909	0	15.9090909090909	0	0	0	1.81818181818182	0	0	0.454545454545455	0	0.454545454545455	0	0	0	0.454545454545455	3.18181818181818	66.3636363636364	0	0	0	1.81818181818182	0	0	0	0	0	2.27272727272727
