"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Salix"	"Sarcobataceae"	"Tsuga"	"Ulmus"
524	538	"Cummins Pond"	48.4075	-89.34667	100	"AWI"	100	3536	5458	4464	10.0719424460432	0	4.31654676258993	0.719424460431655	1.43884892086331	0	20.863309352518	0	0	0	0.719424460431655	20.863309352518	0	0	0	6.47482014388489	0	2.87769784172662	0	0	0	20.863309352518	0	5.75539568345324	0	1.43884892086331	0	0	0	0.719424460431655	2.87769784172662
524	538	"Cummins Pond"	48.4075	-89.34667	110	"AWI"	110	3695	5643	4680	2.34113712374582	0	2.67558528428094	0.334448160535117	0	0	5.35117056856187	0	0	0	0	1.33779264214047	0	0	0	0.668896321070234	0	2.0066889632107	0	0	0	12.3745819397993	70.9030100334448	0	0	1.33779264214047	0	0	0	0.668896321070234	0
524	538	"Cummins Pond"	48.4075	-89.34667	120	"AWI"	120	3908	5810	4889	3	0	3	0	1	0	7	0	0	0	0.666666666666667	6.33333333333333	0	0	0	0.333333333333333	0	0.333333333333333	0	0	0	9.33333333333333	66.3333333333333	1	0	1.33333333333333	0	0	0	0	0.333333333333333
524	538	"Cummins Pond"	48.4075	-89.34667	130	"AWI"	130	4112	6005	5108	21.8181818181818	0	3.63636363636364	1.81818181818182	0	0	25.4545454545455	0	0	0	0	3.63636363636364	0	0	0	3.63636363636364	0	3.63636363636364	0	0	0	30.9090909090909	0	0	0	3.63636363636364	0	0	0	0	1.81818181818182
524	538	"Cummins Pond"	48.4075	-89.34667	140	"AWI"	140	4334	6180	5329	1.61290322580645	0	6.45161290322581	8.06451612903226	1.61290322580645	0	20.9677419354839	0	0	0	3.2258064516129	29.0322580645161	0	0	0	8.06451612903226	0	6.45161290322581	0	0	0	3.2258064516129	0	3.2258064516129	0	1.61290322580645	0	4.83870967741935	0	0	1.61290322580645
524	538	"Cummins Pond"	48.4075	-89.34667	150	"AWI"	150	4559	6336	5544	18.9189189189189	0	8.10810810810811	5.40540540540541	0	0	21.6216216216216	0	0	0	0	10.8108108108108	0	0	0	2.7027027027027	0	13.5135135135135	0	0	0	13.5135135135135	0	2.7027027027027	0	0	0	0	0	0	2.7027027027027
524	538	"Cummins Pond"	48.4075	-89.34667	160	"AWI"	160	4744	6521	5756	1.51515151515152	0	7.57575757575758	0	3.03030303030303	0	42.4242424242424	0	0	0	1.51515151515152	24.2424242424242	0	0	0	4.54545454545455	0	3.03030303030303	0	0	0	6.06060606060606	0	0	0	0	0	4.54545454545455	0	0	1.51515151515152
524	538	"Cummins Pond"	48.4075	-89.34667	170	"AWI"	170	5000	6650	5972	15.3846153846154	0	0	0	3.84615384615385	0	34.6153846153846	0	0	0	0	19.2307692307692	0	0	0	0	0	3.84615384615385	0	0	0	23.0769230769231	0	0	0	0	0	0	0	0	0
524	538	"Cummins Pond"	48.4075	-89.34667	175	"AWI"	175	5083	6740	6080	1.53846153846154	0	6.15384615384615	0	1.53846153846154	0	52.3076923076923	3.07692307692308	0	0	1.53846153846154	13.8461538461538	0	0	0	4.61538461538462	0	0	0	0	1.53846153846154	0	0	6.15384615384615	0	7.69230769230769	0	0	0	0	0
524	538	"Cummins Pond"	48.4075	-89.34667	195	"AWI"	195	5635	6981	6494	0.662251655629139	0	0	0	0.993377483443709	0	2.64900662251656	0	0	0	0	0.662251655629139	0	0	0	0.993377483443709	0	0.993377483443709	0	0	0	1.98675496688742	90.728476821192	0	0	0	0	0	0	0	0.33112582781457
