"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Isoëtes"	"Juniperus"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"
790	811	"Etivlik Lake"	68.13333	-156.03333	1	"AWI"	1	-87	319	49	26.7806267806268	0	0.284900284900285	0	37.3219373219373	0	0	0	0	17.3789173789174	0	4.84330484330484	0	0.284900284900285	0	0	0	0	6.83760683760684	0.284900284900285	0	3.7037037037037	0	0	0	0	0	2.27920227920228	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	5	"AWI"	5	-19	1809	492	17.8378378378378	0	0.810810810810811	0.27027027027027	37.8378378378378	0	0	0.27027027027027	0.27027027027027	25.1351351351351	0	4.59459459459459	0	0.27027027027027	0	0.27027027027027	0	0	6.48648648648649	0	0	4.86486486486486	0.27027027027027	0	0	0	0	0.810810810810811	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	10	"AWI"	10	269	2740	1177	23.5	0	1.75	0.25	33.25	0	0	0	0	20.75	0	5.25	0	0	0	0	0.25	0	8	0	0	5.25	0	0	0	0	0.25	1.5	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	20	"AWI"	20	1256	3849	2609	23.4782608695652	0	0.869565217391304	0.289855072463768	40.8695652173913	0	0	0	0	15.6521739130435	0	4.63768115942029	0	0.579710144927536	0	0	0	0	6.95652173913043	0	0	4.34782608695652	0	0	0	0	0.289855072463768	2.02898550724638	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	30	"AWI"	30	2759	4697	4037	24.0793201133144	0	0.28328611898017	0	40.5099150141643	0	0	0	0	18.6968838526912	0	5.09915014164306	0	0	0	0	0	0	7.36543909348442	0	0	2.8328611898017	0	0	0	0	0	1.13314447592068	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	40	"AWI"	40	4463	5995	5026	25.7294429708223	0	0.530503978779841	0.26525198938992	44.2970822281167	0	0	0	0	14.5888594164456	0	1.59151193633952	0	0	0	0	0	0	6.63129973474801	0	0	3.97877984084881	0	0.26525198938992	0.26525198938992	0	0	1.59151193633952	0	0.26525198938992
790	811	"Etivlik Lake"	68.13333	-156.03333	50	"AWI"	50	5044	7142	5975	36.2229102167183	0	0.309597523219814	0	45.2012383900929	0	0	0	0	12.0743034055728	0	1.54798761609907	0	0	0	0	0	0	2.1671826625387	0	0	1.54798761609907	0	0.309597523219814	0	0	0	0.619195046439629	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	60	"AWI"	60	5769	8038	6929	44.7089947089947	0	0.264550264550265	0	33.5978835978836	0	0	0	0	13.4920634920635	0	2.11640211640212	0	0	0	0.264550264550265	0	0	1.32275132275132	0	0	2.11640211640212	0	0	0	0	0	2.11640211640212	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	70	"AWI"	70	6727	8788	7892	39.3939393939394	0	0	0	41.8181818181818	0	0	0	0	11.8181818181818	0	3.03030303030303	0	0	0	0	0	0	1.21212121212121	0	0	2.42424242424242	0	0	0	0	0	0.303030303030303	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	80	"AWI"	80	8041	9409	8775	11.3095238095238	0	0.595238095238095	0.297619047619048	53.5714285714286	0	0	0	0	18.75	0	5.05952380952381	0	0.297619047619048	0	0	0	0.297619047619048	1.48809523809524	0	0	5.65476190476191	0.297619047619048	0.892857142857143	0	0	0	1.48809523809524	0	0
