"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Larix"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tsuga"	"Ulmus"
758	777	"Eagle Lake"	53.23333	-58.55	840	"AWI"	840	-136	35	-52	5	0	23	0	0	0	18	0	0	0	0	6	0	0	0	0	1	87	0	1	0	208	0	2	3	0	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	860	"AWI"	860	109	1332	634	7	0	11	0	0	0	20	0	0	0	1	1	0	0	0	0	0	62	0	0	0	256	10	1	0	0	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	870	"AWI"	870	381	1592	1038	2	0	0	0	0	0	25	0	0	1	0	1	0	0	0	1	0	70	1	0	0	253	0	1	0	2	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	880	"AWI"	880	789	1775	1438	16	0	0	0	0	0	30	2	0	0	0	6	0	0	0	0	0	102	0	0	0	244	0	1	1	0	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	890	"AWI"	890	1591	1923	1762	3	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	1	56	1	0	0	261	0	0	0	1	0	0	0	1	1	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	900	"AWI"	900	1698	2445	1970	11	0	14	0	0	0	35	0	0	0	0	10	0	0	0	0	2	94	0	0	0	258	0	0	1	0	0	0	0	0	1	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	910	"AWI"	910	1838	2762	2212	12	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	45	5	0	0	263	0	1	0	2	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	920	"AWI"	920	2000	3049	2459	16	0	19	0	1	0	37	0	0	0	0	0	0	0	0	0	0	83	0	0	0	314	0	1	0	1	0	0	0	0	1	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	940	"AWI"	940	2427	3490	2989	4	0	8	1	1	0	25	0	0	0	0	6	0	0	0	0	3	59	0	0	0	264	0	0	1	1	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	950	"AWI"	950	2666	3669	3234	8	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	15	3	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	960	"AWI"	960	2974	3816	3475	9	0	0	0	0	0	35	1	0	0	0	1	0	0	0	0	0	5	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	980	"AWI"	980	3538	4279	3862	11	0	0	0	1	0	31	0	0	0	0	0	0	0	0	0	1	43	0	0	0	226	0	1	1	1	0	0	0	0	1	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	990	"AWI"	990	3659	4491	4031	12	0	0	0	0	0	28	0	0	0	0	0	0	0	0	2	0	27	0	0	0	275	0	0	0	1	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1000	"AWI"	1000	3790	4686	4200	17	0	0	0	0	0	40	0	0	0	0	4	0	0	0	0	0	52	0	1	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1020	"AWI"	1020	4086	5044	4555	15	0	0	0	2	0	22	0	0	0	0	5	0	0	0	0	1	20	0	0	0	252	0	2	0	1	0	0	0	0	1	1	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1030	"AWI"	1030	4243	5224	4729	15	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	4	1	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	1
758	777	"Eagle Lake"	53.23333	-58.55	1040	"AWI"	1040	4398	5381	4904	6	0	0	0	0	0	24	0	0	0	0	5	0	0	0	0	0	28	0	0	0	298	0	0	1	0	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1050	"AWI"	1050	4586	5540	5081	28	0	8	0	0	0	42	0	0	0	0	4	0	0	0	0	0	30	2	0	0	304	0	1	0	0	0	0	0	0	0	0	0	0	1
758	777	"Eagle Lake"	53.23333	-58.55	1060	"AWI"	1060	4758	5687	5267	22	0	3	0	0	0	57	0	0	1	0	2	0	0	0	1	1	30	0	0	0	216	8	0	1	0	1	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1070	"AWI"	1070	4994	5842	5440	15	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	15	3	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1080	"AWI"	1080	5135	6052	5602	14	0	0	0	0	0	35	0	0	0	0	2	0	0	0	0	0	41	0	1	0	336	0	2	0	0	2	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1090	"AWI"	1090	5280	6257	5777	16	0	0	0	0	0	36	0	0	0	0	2	0	0	0	1	1	14	0	0	0	380	0	0	0	0	0	0	0	0	1	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1100	"AWI"	1100	5454	6445	5944	25	0	29	0	0	0	67	0	0	0	0	8	1	0	0	1	0	53	0	0	0	178	11	0	0	0	0	0	0	0	1	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1115	"AWI"	1115	5711	6680	6210	48	0	17	0	2	0	76	0	0	0	0	4	0	0	0	0	0	35	1	0	0	177	0	1	0	0	0	1	0	0	0	0	0	0	1
758	777	"Eagle Lake"	53.23333	-58.55	1120	"AWI"	1120	5777	6779	6298	57	0	0	0	0	0	96	2	0	0	0	5	0	0	0	0	0	32	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	1
758	777	"Eagle Lake"	53.23333	-58.55	1125	"AWI"	1125	5879	6840	6385	53	0	0	1	2	0	94	0	0	0	0	6	0	0	0	2	0	28	1	0	0	98	0	1	0	0	0	0	0	0	3	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1130	"AWI"	1130	5949	6934	6477	210	0	0	0	0	0	99	0	0	0	0	9	0	0	0	0	0	26	0	0	0	369	0	2	0	5	0	0	0	0	3	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1135	"AWI"	1135	6075	6983	6561	68	0	0	0	1	0	82	0	0	0	0	9	0	0	0	0	0	57	0	0	0	86	0	2	0	1	0	0	0	0	2	0	0	0	1
758	777	"Eagle Lake"	53.23333	-58.55	1140	"AWI"	1140	6160	7061	6645	71	0	0	0	0	0	57	0	0	0	0	14	0	0	0	1	2	61	0	0	0	89	14	1	0	0	0	0	0	0	0	0	0	1	0
758	777	"Eagle Lake"	53.23333	-58.55	1145	"AWI"	1145	6285	7118	6731	114	0	0	1	0	0	56	0	0	0	0	2	0	0	0	1	0	36	0	0	0	104	0	0	0	0	0	0	0	0	3	0	0	0	1
758	777	"Eagle Lake"	53.23333	-58.55	1150	"AWI"	1150	6372	7211	6820	173	0	0	0	1	0	63	0	0	1	0	2	0	0	0	3	0	61	0	0	0	243	0	2	0	1	0	0	0	0	1	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1155	"AWI"	1155	6513	7262	6901	106	0	0	0	1	0	63	0	0	0	0	0	0	0	0	1	0	42	0	0	0	118	0	10	0	3	0	0	0	0	7	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1160	"AWI"	1160	6598	7343	6986	11	0	0	0	0	0	51	1	0	0	0	5	0	0	0	0	2	104	0	0	0	130	0	4	0	0	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1165	"AWI"	1165	6790	7397	7063	35	0	0	0	0	0	31	0	1	0	0	3	0	0	0	1	0	27	0	0	0	151	0	1	0	0	0	0	0	0	2	0	1	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1170	"AWI"	1170	6892	7472	7148	1	0	0	0	0	0	49	0	0	0	0	3	0	0	0	0	0	28	0	0	0	63	0	0	0	0	1	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1175	"AWI"	1175	7029	8027	7395	2	0	0	0	0	0	29	0	0	0	0	1	0	0	0	0	0	4	0	1	0	69	0	2	0	0	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1180	"AWI"	1180	7100	8786	7628	8	0	0	0	0	0	71	1	0	0	0	6	0	0	0	0	6	40	0	0	0	33	4	8	0	1	6	0	0	0	4	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1185	"AWI"	1185	7275	9083	7910	2	0	0	0	0	0	86	0	0	2	0	12	0	0	0	0	1	18	0	0	0	114	0	1	0	0	0	0	0	0	3	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1190	"AWI"	1190	7365	9574	8179	0	0	0	0	1	0	110	0	0	0	0	8	0	0	0	0	0	17	0	1	0	41	0	8	0	3	1	0	0	0	10	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1230	"AWI"	1230	9082	11853	10486	3	0	0	0	0	0	45	0	0	0	0	9	0	0	0	0	10	0	0	0	0	2	0	7	0	0	0	0	0	0	16	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1240	"AWI"	1240	9597	12270	11056	1	0	0	0	2	0	107	0	0	0	0	52	0	0	0	0	1	15	0	0	0	36	0	14	0	0	0	0	0	0	21	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1250	"AWI"	1250	10249	12657	11630	1	0	0	0	0	0	82	0	0	0	0	10	0	0	0	0	14	0	0	0	0	1	0	5	0	0	0	0	0	0	6	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1255	"AWI"	1255	10738	12790	11887	0	0	0	0	2	0	202	0	0	1	0	22	0	0	0	0	0	87	0	0	0	21	0	4	0	0	0	0	0	0	25	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1260	"AWI"	1260	11052	13033	12156	0	0	0	0	2	0	167	0	0	1	0	23	0	0	0	0	3	83	0	0	0	17	0	9	0	0	1	0	1	0	17	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1265	"AWI"	1265	11279	13402	12401	0	0	0	1	1	0	192	0	0	1	0	24	0	0	1	0	2	76	0	0	1	17	0	9	0	1	0	0	0	0	33	0	2	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1270	"AWI"	1270	11399	13979	12631	1	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1275	"AWI"	1275	11575	14273	12873	0	0	0	0	3	0	156	0	0	0	0	24	0	0	0	0	1	7	0	0	0	18	0	7	0	0	2	2	4	0	36	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	1280	"AWI"	1280	11704	14789	13097	0	0	0	0	3	0	143	0	0	2	0	22	1	12	0	0	0	3	2	0	0	18	0	17	0	2	1	0	0	0	25	0	0	0	0
