"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Anacardiaceae"	"Apiaceae"	"Arecaceae"	"Artemisia"	"Asteraceae"	"Avicennia"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Celtis"	"Citrus"	"Coccoloba"	"Conocarpus"	"Cupressaceae"	"Cyperaceae"	"Dodonaea"	"Ericales"	"Eugenia"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Forestiera"	"Fraxinus"	"Indeterminable"	"Iridaceae"	"Laguncularia"	"Lamiaceae"	"Liliaceae"	"Moraceae"	"Myrica"	"Oleaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Rhizophora"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rutaceae"	"Sabal"	"Salix"	"Sapindaceae"	"Taxus"	"Thalictrum"	"Trema"	"Ulmus"	"Urticaceae"	"Verbenaceae"
1642	1697	"Mangrove Lake"	32.3	-64.75	380	"AWI"	380	1472	2602	2100	0	0	0	0	0	0.20703933747412	0	0	0	0	0	0.20703933747412	0	0	0	94.824016563147	0	0	0	0	0.20703933747412	0	0	0	0	2.27743271221532	0	0	0	0	0	0	0	0	0.20703933747412	0	0	0	0.20703933747412	1.24223602484472	0	0	0	0	0.20703933747412	0	0.20703933747412	0	0	0	0	0	0.20703933747412
1642	1697	"Mangrove Lake"	32.3	-64.75	400	"AWI"	400	1813	2672	2283	0	0	0	0	0.431034482758621	0	0	0	0.21551724137931	0	0	0.21551724137931	0	0	0.21551724137931	90.948275862069	0.21551724137931	0	0	0.646551724137931	0	0	0	0	0	4.74137931034483	0	0	0	0	0	0	0	0.21551724137931	0.21551724137931	0	0.21551724137931	0	0.21551724137931	1.07758620689655	0	0	0	0	0.431034482758621	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	420	"AWI"	420	2001	2774	2506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.5483870967742	0	0	0	0	0	0	0	0	0	3.2258064516129	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2258064516129	0	0	0	0	0	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	440	"AWI"	440	2227	2879	2660	0	0	0	0	0	0.317460317460317	0	0	0	0	0	0.317460317460317	0	0	0	93.968253968254	0	0	0	0	0.634920634920635	0	0	0	0	0.952380952380952	0	0	0	0	0	0.317460317460317	0	0	0.634920634920635	0	0	0	0.317460317460317	0	0	0	0	0	1.9047619047619	0	0	0.634920634920635	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	460	"AWI"	460	2396	2952	2776	0	0	0	0	0.423728813559322	0.211864406779661	0	0	0.211864406779661	0	0	0	0	0	0	97.2457627118644	0.211864406779661	0	0	0	0	0	0	0	0	0.635593220338983	0	0	0	0.211864406779661	0	0	0	0	0	0	0	0	0.211864406779661	0.423728813559322	0	0	0.211864406779661	0	0	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	480	"AWI"	480	2469	3120	2848	0.387596899224806	0	0	0	0.387596899224806	0.775193798449612	0	0	0.387596899224806	0	0	0.387596899224806	0	0	0	93.0232558139535	0	0	0	0	0.387596899224806	0	0	0	0.387596899224806	1.16279069767442	0	0	0	0	0	0	0	0	0.775193798449612	0	0	0	0.775193798449612	0	0	0	0	0	0.775193798449612	0	0.387596899224806	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	500	"AWI"	500	2538	3177	2914	0	0	0	0	0	0	0	0	0.263852242744063	0	0	0.263852242744063	0	0	0.263852242744063	93.9313984168866	0	0	0	0	0.263852242744063	0	0	0	0	2.11081794195251	0	0	0	0	0	0	0	0	0	0	0	0	0.263852242744063	1.58311345646438	0	0	0	0	1.05540897097625	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	520	"AWI"	520	2590	3256	2977	0	0	0	0	0	0.858369098712446	0	0	0	0	0	0	0	0	0	95.2789699570815	0	0	0	0	0.429184549356223	0	0	0	0	0.429184549356223	0	0	0	0	0	0	0	0	0	0	0	0	0	0.858369098712446	0.429184549356223	0	0	0	1.71673819742489	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	540	"AWI"	540	2670	3317	3040	0	0	0	0	0.421940928270042	0	0	0	0	0	0	0.421940928270042	0	0	1.68776371308017	91.5611814345992	0	0.421940928270042	0	0	0.843881856540084	0	0	0	0	0.421940928270042	0	0	0	0	0	0.421940928270042	0	0	1.68776371308017	0	0.421940928270042	0	0	0	0.421940928270042	0	0	0	1.26582278481013	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	560	"AWI"	560	2741	3388	3104	0	0	0	0	0	0.324675324675325	0	0	0	0	0	0.324675324675325	0	0	0.974025974025974	90.9090909090909	0	0.649350649350649	0	0	0.649350649350649	0	0	0	0	3.24675324675325	0	0	0	0	0	0	0	0	0.324675324675325	0	0.324675324675325	0	0.324675324675325	0	0	0	0	0	1.94805194805195	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	580	"AWI"	580	2820	3455	3166	0	0	0	0	0	0.228310502283105	0	0	0	0	0	0.45662100456621	0	0	0.45662100456621	89.4977168949772	0	0	0	0	0.684931506849315	0	0	0	0	5.25114155251141	0	0	0	0	0	0	0	0	0.684931506849315	0	0	0	0	0	0.228310502283105	0	0	0	2.51141552511416	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	600	"AWI"	600	2929	3511	3231	0	0	0	0	0	0.208333333333333	0	0	0	0	0	0	0	0	0.833333333333333	96.6666666666667	0	0	0	0	0.416666666666667	0	0	0	0	0.208333333333333	0	0	0	0	0	0	0	0	0.416666666666667	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	618	"AWI"	618	2992	3583	3288	0.0745156482861401	0	0	0	0	0.0745156482861401	0	0	0	0	0	0.0745156482861401	0	0	1.26676602086438	96.9448584202682	0	0	0	0	0.521609538002981	0	0	0	0	0.0745156482861401	0.0745156482861401	0	0	0	0.0745156482861401	0.0745156482861401	0	0	0.0745156482861401	0	0	0	0	0	0.14903129657228	0	0	0	0.447093889716841	0	0.0745156482861401	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	640	"AWI"	640	3160	3662	3368	0	0	0	0	0	0.103626943005181	0	0	0	0	0	0.414507772020725	0	0	2.17616580310881	94.6113989637306	0	0.103626943005181	0	0	0.207253886010363	0	0	0	0	0.310880829015544	0	0	0	0	0.103626943005181	0	0	0	0.103626943005181	0	0	0	0.207253886010363	0	0	0	0	0	1.55440414507772	0	0	0	0	0	0	0.103626943005181	0
1642	1697	"Mangrove Lake"	32.3	-64.75	660	"AWI"	660	3262	3750	3451	0	0	0	0	0	0.0923361034164358	0	0	0	0	0	0.831024930747922	0	0	1.20036934441367	94.8291782086796	0	0.0923361034164358	0	0	0.184672206832872	0	0	0	0	0.369344413665743	0	0	0	0	0.0923361034164358	0	0	0	0.277008310249307	0	0.0923361034164358	0	0.277008310249307	0	0	0	0	0	1.66204986149584	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	680	"AWI"	680	3330	3877	3553	0	0	0	0	0	0.131233595800525	0	0	0	0	0	0.131233595800525	0	0	1.96850393700787	94.8818897637795	0	0.131233595800525	0	0	0.131233595800525	0	0	0	0	0.78740157480315	0	0	0	0	0	0	0	0	0.131233595800525	0	0	0	0.26246719160105	0	0	0	0	0	1.44356955380577	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	700	"AWI"	700	3407	4047	3691	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1953125	0.390625	95.703125	0.1953125	0.390625	0	0	0	0	0	0	0	0.9765625	0	0	0	0	0.1953125	0	0	0	0.1953125	0	0.390625	0	0	0	0.5859375	0	0	0	0.78125	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	718	"AWI"	718	3451	4298	3803	0	0	0	0	0	0.364963503649635	0	0	0.182481751824818	0	0	1.09489051094891	0	0	1.64233576642336	91.970802919708	0	0	0	0	0.912408759124087	0	0	0	0	0.182481751824818	0	0	0	0	0	0	0	0	0	0	0.364963503649635	0	0.547445255474453	0	0.182481751824818	0	0	0	2.55474452554745	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	740	"AWI"	740	3573	4422	3955	0	0	0	0	0	0.340715502555366	0	0	0	0	0	1.87393526405451	0	0	0.681431005110733	91.3117546848382	0.170357751277683	0	0	0	0.340715502555366	0	0	0	0	0.170357751277683	0	0	0	0	0	0	0	0	0.340715502555366	0	0	0	0.170357751277683	0	0.340715502555366	0	0	0	4.08858603066439	0	0.170357751277683	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	760	"AWI"	760	3648	4538	4091	0	0	0	0	0	0.453514739229025	0	0	0	0	0	1.13378684807256	0	0	1.13378684807256	93.6507936507936	0	0	0	0	0	0	0	0	0	0.90702947845805	0	0	0	0	0.226757369614512	0	0	0	0.226757369614512	0	0	0	0.453514739229025	0	0	0	0	0	1.8140589569161	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	780	"AWI"	780	3780	4665	4227	0	0	0	0	0	0.233100233100233	0	0	0	0	0	0.233100233100233	0	0	0.699300699300699	96.969696969697	0	0	0	0	0	0	0	0	0	0	0.466200466200466	0	0	0	0	0	0	0	0.233100233100233	0	0	0	0	0	0	0	0	0	1.16550116550117	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	800	"AWI"	800	3973	4731	4367	0	0	0	0	0	0.298507462686567	0	0	0	0	0	1.7910447761194	0	0	3.88059701492537	85.9701492537313	0	0	0	0	0.895522388059702	0	0	0	0	1.7910447761194	0.298507462686567	0	0	0	0.298507462686567	0	0	0	0.597014925373134	0	0	0	0	0	0	0	0	0	4.17910447761194	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	820	"AWI"	820	4080	4836	4513	0	0	0	0	0	0.401606425702811	0	0	0	0	0	0	0	0	0	95.9839357429719	0	0	0	0	0.401606425702811	0	0	0	0	0.401606425702811	0	0	0	0	0	0	0	0	1.20481927710843	0	0	0	0	0	0.401606425702811	0	0	0	1.20481927710843	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	840	"AWI"	840	4340	4896	4626	0	0	0	0	0	0	0	0	0	0	0	1.77777777777778	0	0	2.22222222222222	84.8888888888889	0	0.888888888888889	0	0	1.33333333333333	0	0	0	0	4.88888888888889	0	0	0	0	0	0	0	0	0	0	0.444444444444444	0	0.444444444444444	0.444444444444444	0	0	0	0	2.66666666666667	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	860	"AWI"	860	4486	5016	4749	0.136986301369863	0	0	0	0	0.410958904109589	0	0	0	0	0	0.410958904109589	0	0	0.273972602739726	96.8493150684931	0	0	0	0	0.410958904109589	0	0	0	0	0.410958904109589	0	0	0	0	0	0	0	0	0.136986301369863	0	0	0	0.136986301369863	0	0	0.136986301369863	0	0	0.684931506849315	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	880	"AWI"	880	4588	5158	4863	0	0	0	0	0	0.118906064209275	0	0	0	0	0	0.951248513674197	0	0	0.832342449464923	95.9571938168847	0	0.237812128418549	0	0	0.118906064209275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356718192627824	0	0	0	0	0	1.18906064209275	0	0.118906064209275	0	0	0.118906064209275	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	900	"AWI"	900	4657	5264	4967	0	0	0	0	0	0.793650793650794	0	0	0	0	0	2.77777777777778	0	0	1.58730158730159	83.3333333333333	0.396825396825397	0	0	0	1.19047619047619	0	0	0	0	6.34920634920635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57142857142857	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	920	"AWI"	920	4700	5465	5060	0	0	0	0	0	0.123152709359606	0	0	0	0	0	1.60098522167488	0	0	0.246305418719212	94.8275862068966	0	0.123152709359606	0	0	0.492610837438424	0	0	0	0.123152709359606	0.492610837438424	0	0	0	0	0	0	0	0	0.123152709359606	0	0	0	0	0	0.123152709359606	0	0	0	1.72413793103448	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	940	"AWI"	940	4800	5516	5156	0	0	0	0	0	0.136425648021828	0	0	0.136425648021828	0	0.136425648021828	2.59208731241473	0	0	0.409276944065484	88.5402455661664	0	0.954979536152797	0	0	0.818553888130969	0	0	0	0	1.77353342428377	0	0.136425648021828	0	0	0.136425648021828	0	0	0.136425648021828	0.272851296043656	0	0.136425648021828	0	0.409276944065484	0	0	0	0	0.136425648021828	3.00136425648022	0	0	0	0	0.136425648021828	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	960	"AWI"	960	4861	5603	5255	0	0	0	0	0	0.560224089635854	0	0	0.280112044817927	0	0	3.64145658263305	0	0	0	87.9551820728291	0	1.12044817927171	0	0	1.12044817927171	0	0	0	0	0.560224089635854	0	0	0	0	0.840336134453782	0.280112044817927	0	0	0	0	0	0	0.560224089635854	0	0	0	0	0	3.0812324929972	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	980	"AWI"	980	4976	5695	5343	0	0	0	0	0	0.602409638554217	0	0.200803212851406	0	0	0	3.21285140562249	0	0	0	89.9598393574297	0	0.200803212851406	0	0	0.602409638554217	0	0	0	0	0	0	0	0	0	0	0.803212851405622	0	0	0.401606425702811	0	0	0	0.200803212851406	0	0	0	0	0	3.81526104417671	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1000	"AWI"	1000	5092	5754	5439	0	0	0	0	0	0	0	0	0	0	0	0.622406639004149	0	0	0	97.9253112033195	0	0	0	0	0.20746887966805	0	0	0	0	0.20746887966805	0	0	0	0	0.4149377593361	0	0	0	0	0	0	0	0	0	0	0	0	0	0.622406639004149	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1018	"AWI"	1018	5157	5826	5526	0	0	0	0	0	0.203873598369011	0	0	0.101936799184506	0	0	0.917431192660551	0	0	0	95.5147808358818	0	0	0	0	0.713557594291539	0	0	0	0	0.815494393476045	0	0	0	0	0	0.203873598369011	0	0	0.101936799184506	0	0	0	0.203873598369011	0	0	0	0	0.101936799184506	1.12130479102956	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1040	"AWI"	1040	5392	5870	5627	0.120772946859903	0	0	0	0	0.120772946859903	0	0	0	0	0	4.22705314009662	0	0	0	92.9951690821256	0	0.120772946859903	0	0	0.120772946859903	0	0	0	0	0.36231884057971	0	0	0	0	0	0	0	0	0	0	0	0	0.36231884057971	0	0	0	0	0	1.32850241545894	0	0.120772946859903	0	0	0.120772946859903	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1060	"AWI"	1060	5508	5968	5726	0	0	0	0	0	0.55045871559633	0	0	0	0	0	3.48623853211009	0	0	0	88.8073394495413	0	0.73394495412844	0	0	0.55045871559633	0	0	0	0	2.38532110091743	0	0	0	0	0	0.36697247706422	0	0	0.18348623853211	0	0	0	0.36697247706422	0	0.18348623853211	0	0	0	2.38532110091743	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1080	"AWI"	1080	5599	6122	5844	0	0	0	0	0	0.214592274678112	0	0	0	0	0	2.14592274678112	0	0	0	91.6309012875536	0	0	0	0	0.858369098712446	0	0	0	0	2.14592274678112	0	0	0	0	0	1.07296137339056	0	0	0.214592274678112	0	0.214592274678112	0	0	0	0	0	0	0	1.50214592274678	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1100	"AWI"	1100	5667	6297	5966	0	0	0	0	0	0.246305418719212	0	0	0	0	0	3.20197044334975	0	0	0	90.8866995073892	0.246305418719212	0.246305418719212	0	0.246305418719212	0.738916256157635	0	0	0	0	0.246305418719212	0	0	0	0	0.246305418719212	0.738916256157635	0	0	0	0	0	0	0	0	0	0	0	0	2.70935960591133	0	0	0	0	0.246305418719212	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1120	"AWI"	1120	5725	6510	6080	0	0	0	0	0	0.300751879699248	0	0	0	0	0	2.40601503759399	0	0	0	90.8270676691729	0.150375939849624	0	0	0.300751879699248	1.50375939849624	0	0	0	0	2.10526315789474	0	0	0	0	0	0.75187969924812	0	0	0	0	0	0	0.300751879699248	0	0	0	0	0	1.20300751879699	0	0.150375939849624	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1140	"AWI"	1140	5831	6601	6206	0	0	0	0	0	0	0	0	0	0	0	0.76219512195122	0	0	0	89.3292682926829	0	0	0	0	4.11585365853659	0	0	0	0	3.20121951219512	0	0	0	0	0	0.304878048780488	0	0	0.152439024390244	0	0	0	0.457317073170732	0	0.152439024390244	0	0	0	1.52439024390244	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1160	"AWI"	1160	5885	6727	6324	0	0.186915887850467	0	0	0	0	0	0	0	0	0	2.80373831775701	0	0	0	82.4299065420561	0	0.934579439252336	0	0	0.560747663551402	0	0.186915887850467	0	0	5.04672897196262	0	0	0	0	0	0.373831775700935	0	0	0.560747663551402	0	0	0	0.186915887850467	0	0	0	0	0	6.54205607476635	0	0	0	0	0	0.186915887850467	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1180	"AWI"	1180	6037	6842	6438	0	0	0	0.107758620689655	0	0.107758620689655	0	0	0	0	0	3.66379310344828	0	0	0	88.7931034482759	0.107758620689655	0	0	0	0.431034482758621	0	0.107758620689655	0	0	1.29310344827586	0.107758620689655	0	0	0	0	0.862068965517241	0	0	0.323275862068966	0	0	0	0.431034482758621	0.107758620689655	0	0	0	0	3.55603448275862	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1200	"AWI"	1200	6167	6909	6563	0.328947368421053	0	0	0	0	0	0	0	0	0	0	3.28947368421053	0	0	0	89.8026315789474	0.328947368421053	0	0	0	0	0	0	0	0	4.27631578947368	0	0	0	0	0	0.657894736842105	0	0	0	0	0	0	0.328947368421053	0	0	0	0	0	0.986842105263158	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1215	"AWI"	1215	6232	7008	6656	0	0	0	0	0	0.22075055187638	0	0	0	0	0	0.883002207505519	0	0	0	97.5717439293598	0	0	0	0	0	0	0	0	0	0.441501103752759	0	0	0	0	0	0	0	0.22075055187638	0.22075055187638	0	0	0	0	0	0	0	0	0	0.22075055187638	0	0	0	0	0	0.22075055187638	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1240	"AWI"	1240	6526	7080	6784	0	0	0	0	0	0	0	0	0	0	0	1.57657657657658	0	0	0	91.6666666666667	0.675675675675676	0	0	0	0	0	0	0	0	2.25225225225225	0	0	0	0	0	1.8018018018018	0	0	0	0	0.225225225225225	0	0.225225225225225	0	0	0	0	0	1.57657657657658	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1260	"AWI"	1260	6647	7194	6902	0	0	0	0	0	0	0	0	0.657894736842105	0	0	5.26315789473684	0	0	0	69.7368421052632	1.31578947368421	11.8421052631579	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	1.97368421052632	0	0	0	0	0	0	2.63157894736842	0	0	0	0	0	1.31578947368421	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1280	"AWI"	1280	6755	7332	7025	0	0	0.134048257372654	0	0	0.268096514745308	0	0	0.268096514745308	0	0	4.28954423592493	0.134048257372654	0	0	93.4316353887399	0	0.134048257372654	0	0	0.134048257372654	0	0	0	0	0	0	0	0	0	0	0.804289544235925	0	0	0	0	0	0	0	0	0	0	0	0	0.402144772117962	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1300	"AWI"	1300	6816	7538	7142	0	0	0	0	0	0.422832980972516	0	0	0.211416490486258	0	0	3.59408033826638	0.211416490486258	0	0	89.4291754756871	0.211416490486258	1.26849894291755	0	0	0	0	0	0	0	1.26849894291755	0	0	0	0	0	2.95983086680761	0	0	0	0	0	0	0.211416490486258	0	0.211416490486258	0	0	0	0	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1320	"AWI"	1320	6886	7769	7257	0.127877237851662	0	0	0	0	0.255754475703325	0	0	0.255754475703325	0	0	1.66240409207161	0	0	0	91.1764705882353	0.255754475703325	0.127877237851662	0	0	0.255754475703325	0	0	0	0	1.79028132992327	0	0	0	0	0.127877237851662	3.32480818414322	0	0	0.255754475703325	0	0	0	0	0.127877237851662	0	0	0	0	0.255754475703325	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1340	"AWI"	1340	6985	7850	7390	0.274725274725275	0	0	0.274725274725275	0	0.274725274725275	0	0	0	0	0	2.47252747252747	0	0	0	87.6373626373626	0.549450549450549	0.274725274725275	0	0	0	0	0	0	0	3.02197802197802	0	0	0	0	0	3.2967032967033	0	0	0.274725274725275	0	0	0	0.274725274725275	0.549450549450549	0	0	0	0	0.549450549450549	0	0.274725274725275	0	0	0	0	0	0
