"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Agathis"	"Arecaceae"	"Casuarinaceae"	"Cunoniaceae"	"Dacrydium"	"Elaeocarpaceae"	"Eucalyptus"	"Myrtaceae"	"Phyllocladus"	"Poaceae"	"Podocarpus"	"Rutaceae"	"Urticaceae"
1628	1683	"Lynch's Crater"	-17.3667	145.6881	150	"AWI"	150	11906	13263	12561	0.432900432900433	0	19.047619047619	0	0	0.432900432900433	39.8268398268398	0.432900432900433	0	39.3939393939394	0	0.432900432900433	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	175	"AWI"	175	13857	15998	14886	0	0	39.2857142857143	0	0	0	23.6607142857143	0.446428571428571	0	36.1607142857143	0.446428571428571	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	200	"AWI"	200	15801	18738	17205	0	0	20.1729106628242	0	0	0	20.7492795389049	0.288184438040346	0	58.7896253602305	0	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	225	"AWI"	225	16803	20139	18504	0	0	27.6	0	0	0	24	0	0	48	0.4	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	250	"AWI"	250	17096	20881	19089	0	0	28.9719626168224	0	0	0	33.1775700934579	0	0	37.8504672897196	0	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	275	"AWI"	275	17277	21843	19691	0	0	24.8031496062992	0	0	0	29.5275590551181	0.393700787401575	0	44.8818897637795	0.393700787401575	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	300	"AWI"	300	17450	23011	20237	0	0	35.5191256830601	0	0	0	44.8087431693989	0.546448087431694	0	18.5792349726776	0.546448087431694	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	325	"AWI"	325	18225	23802	20899	0	0	36.4485981308411	0	0	0	41.1214953271028	0.934579439252336	0	20.5607476635514	0.934579439252336	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	350	"AWI"	350	19863	23949	21738	0	0	50.2958579881657	0	0	0	35.5029585798817	0	0	13.6094674556213	0.591715976331361	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	375	"AWI"	375	21325	24220	22600	0	0	55.8282208588957	0	0	0	32.5153374233129	0.613496932515337	0	10.4294478527607	0.613496932515337	0	0
