"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Ceanothus"	"Cephalanthus"	"Cercocarpus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Thalictrum"
827	853	"Frying Pan Lake"	38.61667	-111.66667	0	"AWI"	0	-139	30	-54	5.04385964912281	0.219298245614035	0	4.60526315789474	10.0877192982456	0	0	0	0	0	0.43859649122807	0	30.4824561403509	0	0	0	0	3.07017543859649	5.26315789473684	0	0	7.67543859649123	21.4912280701754	0	2.19298245614035	0	4.82456140350877	1.97368421052632	1.09649122807018	0	0	0	0.657894736842105	0	0.657894736842105	0.219298245614035
827	853	"Frying Pan Lake"	38.61667	-111.66667	5	"AWI"	5	0	647	238	1.73913043478261	0	0.869565217391304	12.6086956521739	23.0434782608696	8.26086956521739	0	0.434782608695652	0	0	2.60869565217391	0.434782608695652	21.304347826087	0	0	0	0	1.30434782608696	10.8695652173913	0	2.60869565217391	4.78260869565217	0	0	3.04347826086957	0	1.30434782608696	1.30434782608696	1.73913043478261	0	0	0	0.434782608695652	0	1.30434782608696	0
827	853	"Frying Pan Lake"	38.61667	-111.66667	10	"AWI"	10	211	977	550	1.83333333333333	0.5	0.166666666666667	4.83333333333333	8.16666666666667	1.66666666666667	0.166666666666667	0	0	0	0	0	46.8333333333333	0	0	0	0	0	6.16666666666667	0	0.166666666666667	4.5	16.5	0	0.666666666666667	0	2.16666666666667	2.16666666666667	1.5	0	0	0	0.5	0.166666666666667	1.16666666666667	0.166666666666667
827	853	"Frying Pan Lake"	38.61667	-111.66667	15	"AWI"	15	474	1243	858	1.76991150442478	0	0	0	19.4690265486726	0	0	0	0	0	0.589970501474926	0	18.8790560471976	0	0	0.589970501474926	0	3.24483775811209	5.30973451327434	0	1.17994100294985	8.25958702064897	28.9085545722714	0	3.83480825958702	0	3.53982300884956	0.884955752212389	0.294985250737463	0	0	0	0	0.589970501474926	1.76991150442478	0.884955752212389
827	853	"Frying Pan Lake"	38.61667	-111.66667	20	"AWI"	20	797	1481	1168	1.6	0.4	0.4	4.6	8.6	0	0	0.6	0	0	0.4	0	38	0	0	0	0	2.6	3.6	0	0.2	5.6	26.2	0	1.4	0	2	0.8	0.8	0	0	0	1.4	0	0.8	0
827	853	"Frying Pan Lake"	38.61667	-111.66667	25	"AWI"	25	1291	1703	1458	2.4024024024024	0	0	0	14.4144144144144	0	0	0	0.900900900900901	0	1.8018018018018	0	12.012012012012	0	0	0	0	4.5045045045045	8.70870870870871	0	3.6036036036036	9.00900900900901	32.7327327327327	0	4.5045045045045	0	3.6036036036036	0.900900900900901	0.3003003003003	0.3003003003003	0	0	0	0	0.3003003003003	0
827	853	"Frying Pan Lake"	38.61667	-111.66667	30	"AWI"	30	1504	2243	1824	0.568181818181818	0	0	0	3.69318181818182	0	0.284090909090909	0	1.42045454545455	0	0.284090909090909	0	15.9090909090909	0.568181818181818	0	0	0	5.11363636363636	3.69318181818182	0	0	8.80681818181818	47.4431818181818	0	7.10227272727273	0	1.42045454545455	2.27272727272727	0	0	0	0	0.852272727272727	0	0.568181818181818	0
827	853	"Frying Pan Lake"	38.61667	-111.66667	35	"AWI"	35	1825	2568	2221	1.90735694822888	0	0	0	7.62942779291553	0	0.272479564032698	0	1.08991825613079	0	0.817438692098093	0	21.2534059945504	0	0	0	0	5.17711171662125	6.53950953678474	0.272479564032698	0.272479564032698	6.26702997275204	37.3297002724796	0	2.72479564032698	0	3.81471389645777	0.817438692098093	1.08991825613079	0	0	0	1.63487738419619	0.817438692098093	0.272479564032698	0
827	853	"Frying Pan Lake"	38.61667	-111.66667	40	"AWI"	40	2367	2812	2591	6.29370629370629	0	0	0	2.7972027972028	0	0	0	0	0	0	0	28.6713286713287	0	0	0	0	3.4965034965035	4.42890442890443	0	0	6.52680652680653	41.025641025641	0	1.63170163170163	0	0.233100233100233	1.3986013986014	0.699300699300699	0	0	0	2.0979020979021	0	0.699300699300699	0
827	853	"Frying Pan Lake"	38.61667	-111.66667	50	"AWI"	50	2908	4095	3421	0.643086816720257	0	0	0	3.85852090032154	0	0.321543408360129	0	0.321543408360129	0	0.321543408360129	0	10.9324758842444	0.643086816720257	0	0	0	4.18006430868167	4.5016077170418	0	0	13.5048231511254	50.4823151125402	0	5.14469453376206	0	0.321543408360129	0.643086816720257	0.643086816720257	0.643086816720257	0	0	1.92926045016077	0	0.321543408360129	0.643086816720257
