"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Castanea"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Lamiaceae"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Vitaceae"
1549	1590	"Lake CH2"	49.68333	-74.58333	75	"AWI"	75	1325	2096	1702	2	0	25	1	2	0	100	0	0	0	0	0	0	5	0	4	0	0	1	0	0	2	0	1	279.5	45.5	0	1	0	0	2	0	0	1	0	0	2	0	0	3	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	80	"AWI"	80	1388	2174	1765	3	0	30	0	2	0	135	0	2	0	0	0	0	2	0	6	0	3	1	0	0	3	0	0	173	82	0	1	0	1	4	0	0	0	0	0	3	0	1	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	85	"AWI"	85	1465	2222	1833	4	3	35	1	0	0	108	0	0	0	0	0	1	0	0	4	0	0	2	0	0	2	0	0	265	45.5	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	90	"AWI"	90	1515	2300	1897	0	1	9	1	0	0	103	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	1	233.5	71.5	0	1	0	1	0	0	0	0	0	1	1	0	0	4	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	95	"AWI"	95	1578	2375	1962	3	1	19	0	0	0	88	0	0	0	1	0	0	2	0	10	0	2	4	0	0	2	0	2	308.5	0	0	0	0	0	6	0	0	0	0	1	0	0	3	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	100	"AWI"	100	1651	2420	2035	0	0	12	0	0	0	137	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	250	35	0	1	0	0	3	0	0	0	0	1	1	0	1	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	105	"AWI"	105	1704	2479	2106	5	3	21	0	1	0	70	0	0	0	0	1	0	0	0	3	0	1	1	0	0	2	1	0	301.5	28.5	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	110	"AWI"	110	1765	2551	2172	0	0	18	0	1	0	125	0	0	0	0	0	1	2	0	2	0	2	2	0	0	2	0	1	289	52.5	0	3	0	0	1	0	0	1	0	0	2	0	0	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	115	"AWI"	115	1852	2584	2237	0	1	21	0	3	0	94	0	2	0	0	0	1	0	0	2	0	1	0	0	0	2	0	1	289.5	0	0	0	0	0	3	0	0	0	0	0	1	0	1	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	120	"AWI"	120	1922	2627	2303	4	2	57	0	3	0	160	0	1	0	0	0	0	3	0	4	0	4	2	0	0	2	0	0	206	94	0	0	0	2	3	0	0	0	0	0	3	0	0	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	125	"AWI"	125	1986	2686	2365	4	1	13	0	0	0	104	0	1	0	0	0	1	0	0	1	0	1	1	0	0	8	0	0	277.5	49	0	0	0	0	5	0	0	0	0	0	0	0	1	2	1	0
1549	1590	"Lake CH2"	49.68333	-74.58333	130	"AWI"	130	2107	2717	2421	0	0	17	0	1	0	107	0	0	0	0	0	0	3	0	3	0	2	0	0	0	3	0	0	286	21.5	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	135	"AWI"	135	2194	2766	2483	1	0	25	0	2	0	113	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	292	78	0	2	0	0	3	0	0	2	0	0	0	0	0	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	140	"AWI"	140	2258	2825	2549	1	1	27	0	2	0	127	0	1	0	0	0	0	1	0	4	0	2	0	0	0	3	0	0	290.5	35.5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	145	"AWI"	145	2369	2884	2624	5	0	16	0	2	0	115	0	0	0	0	0	2	2	0	0	0	1	1	0	0	2	3	0	260	59.5	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	150	"AWI"	150	2418	2988	2696	1	0	27	0	0	0	104	0	0	0	0	1	0	0	0	3	0	1	1	0	0	0	1	0	335.5	45.5	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	155	"AWI"	155	2449	3161	2759	0	0	13	1	0	0	100	0	0	0	0	1	0	1	0	3	0	0	2	0	0	2	0	1	294	24	0	1	0	2	2	0	0	0	0	0	1	0	0	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	160	"AWI"	160	2526	3234	2843	0	0	7	0	2	0	110	0	0	0	0	0	0	4	0	0	0	2	0	0	0	2	1	0	235	25	0	0	0	1	1	0	0	0	0	0	0	0	1	3	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	165	"AWI"	165	2566	3356	2920	1	0	20	0	1	0	139	0	0	0	1	1	3	4	0	3	0	0	0	0	0	0	0	0	229.5	15.5	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	170	"AWI"	170	2602	3508	2995	0	0	22	0	0	0	153	0	1	0	0	0	1	3	0	3	0	1	1	0	0	3	0	0	274.5	52.5	0	0	0	0	1	0	0	1	0	0	0	0	1	3	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	175	"AWI"	175	2678	3579	3078	0	0	16	0	3	0	133	0	0	0	0	0	0	2	0	0	0	1	0	0	0	3	0	0	213.5	34.5	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	180	"AWI"	180	2738	3655	3160	1	0	13	1	1	0	129	0	0	0	0	0	0	4	0	0	0	0	1	0	0	4	0	0	285	41	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	185	"AWI"	185	2779	3771	3243	0	0	20	1	0	3	190	0	0	0	0	0	4	0	0	3	0	1	0	0	0	1	0	0	213	30	0	1	0	0	4	0	0	0	0	0	0	0	3	3	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	190	"AWI"	190	2871	3835	3324	0	0	22	0	3	0	183	0	0	0	1	0	0	3	0	0	0	2	2	0	0	2	0	0	226.5	46	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	195	"AWI"	195	2942	3906	3408	3	1	22	0	2	0	164	0	0	0	0	0	0	1	0	2	0	1	1	0	0	1	0	0	228.5	26	0	4	0	2	3	0	0	0	0	0	0	0	1	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	200	"AWI"	200	2995	3989	3494	1	0	23	0	3	0	143	0	0	0	0	1	0	0	0	2	0	0	2	0	0	3	1	0	266	30	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	205	"AWI"	205	3083	4049	3574	3	0	15	0	0	0	173	0	0	0	0	0	0	1	0	0	0	1	2	0	0	2	0	0	219.5	23	0	1	0	0	1	0	0	0	0	0	1	0	1	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	210	"AWI"	210	3165	4108	3660	5	0	17	0	1	0	220	0	0	0	0	0	0	0	0	3	0	1	3	0	0	1	0	0	245	26	1	2	0	0	3	0	0	0	0	0	0	0	1	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	215	"AWI"	215	3228	4182	3744	1	0	17	1	0	0	207	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	245.5	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	220	"AWI"	220	3334	4249	3824	0	0	18	3	2	0	177	0	0	0	0	0	0	3	0	1	0	2	0	0	0	3	1	1	251	38.5	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	1
1549	1590	"Lake CH2"	49.68333	-74.58333	225	"AWI"	225	3440	4288	3905	3	0	26	0	1	0	188	0	0	0	0	0	2	7	0	2	0	0	2	0	0	1	0	0	228	21	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	230	"AWI"	230	3524	4349	3987	0	1	27	0	1	0	150	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	253.5	32.5	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	235	"AWI"	235	3633	4411	4061	0	1	11	0	0	0	189	0	0	1	0	0	1	1	0	0	0	2	2	0	0	0	1	0	199	19	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	240	"AWI"	240	3767	4454	4133	0	0	10	0	0	0	184	0	0	0	0	0	1	2	0	0	0	1	5	0	0	1	0	0	212	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	245	"AWI"	245	3853	4509	4205	0	0	25	1	1	0	202	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	206.5	21.5	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	250	"AWI"	250	3914	4586	4272	4	0	33	0	2	0	294	0	0	0	0	0	1	2	0	0	0	0	3	0	0	1	0	0	193.5	42.5	0	4	0	0	3	1	0	0	0	0	1	0	0	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	255	"AWI"	255	3960	4658	4329	0	1	19	1	3	0	210	0	0	0	0	0	3	3	0	0	0	0	1	1	0	0	0	1	200	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	260	"AWI"	260	4001	4750	4378	1	2	19	0	0	0	204	0	0	1	0	0	0	1	0	0	0	3	2	0	0	1	0	0	195	12	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	265	"AWI"	265	4045	4850	4430	1	1	17	0	0	0	210	0	0	1	0	0	0	0	0	1	0	2	3	0	0	1	0	0	172	31.5	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	275	"AWI"	275	4153	4978	4541	1	1	14	0	4	0	230	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	190	13	0	1	0	1	3	0	0	0	0	0	0	0	0	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	280	"AWI"	280	4186	5057	4595	1	1	13	0	3	0	283	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	208.5	28	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	285	"AWI"	285	4253	5112	4650	1	1	25	0	2	2	256	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	168.5	42	0	2	0	0	4	0	0	0	0	0	0	0	0	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	290	"AWI"	290	4297	5175	4703	0	0	33	0	0	0	301	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	170	0	0	1	0	0	4	0	0	0	0	0	1	0	0	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	295	"AWI"	295	4339	5258	4758	2	1	17	1	0	0	220	0	0	0	0	0	2	2	0	2	0	2	1	0	0	1	1	0	180	0	0	5	0	0	5	0	0	0	0	0	1	0	0	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	300	"AWI"	300	4402	5307	4816	0	0	20	0	1	0	291	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	166	28.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	305	"AWI"	305	4450	5368	4874	2	0	19	0	0	0	251	0	0	0	0	0	3	3	0	0	0	1	2	0	0	1	1	0	168	26	0	1	0	3	1	0	0	1	0	0	0	0	0	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	310	"AWI"	310	4490	5432	4932	1	1	25	0	1	0	244	0	0	0	0	0	1	1	0	1	0	0	1	0	0	2	0	0	175	41	0	0	0	2	2	0	0	0	0	0	1	0	0	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	315	"AWI"	315	4555	5478	4981	0	1	15	0	2	0	223	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	193.5	11.5	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	320	"AWI"	320	4613	5539	5038	1	0	21	0	1	0	231	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	110.5	91	0	1	0	3	1	0	0	0	0	0	1	0	0	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	325	"AWI"	325	4653	5612	5095	0	1	27	0	1	0	210	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	204	24	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	330	"AWI"	330	4739	5651	5146	1	1	23	0	2	0	301	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	179	41.5	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	335	"AWI"	335	4808	5702	5200	2	1	39	0	1	0	241	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	156	27	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	340	"AWI"	340	4857	5774	5253	4	1	17	0	1	0	313	0	2	1	0	0	1	2	0	0	0	2	2	0	0	5	0	0	215.5	0	0	0	0	4	3	0	0	0	0	0	1	0	1	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	345	"AWI"	345	4954	5816	5302	1	1	16	0	1	0	238	0	0	0	0	0	0	5	0	0	0	1	0	0	0	1	0	0	162	22	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	350	"AWI"	350	5046	5865	5354	0	0	25	0	3	0	284	0	0	0	0	0	0	3	0	0	0	1	1	0	0	1	0	0	184.5	35.5	1	0	0	1	3	0	0	0	0	0	1	0	0	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	355	"AWI"	355	5093	5936	5408	1	0	22	0	2	0	240	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	176.5	20.5	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	360	"AWI"	360	5234	6031	5514	0	0	19	0	3	0	208	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	1	0	198	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	365	"AWI"	365	5327	6161	5630	3	1	32	1	1	0	273	0	0	0	0	0	1	3	0	0	0	0	0	2	0	2	3	0	158	55	0	2	0	0	4	1	0	1	0	0	0	0	1	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	370	"AWI"	370	5377	6396	5740	0	0	21	0	0	0	278	0	0	0	0	0	0	1	0	1	0	0	3	0	0	1	0	0	145	25.5	0	2	0	0	4	0	0	0	0	0	2	0	0	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	375	"AWI"	375	5489	6562	5889	0	2	31	0	1	0	238	0	0	0	0	0	0	0	0	0	0	2	2	1	0	2	0	0	181.5	48.5	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	380	"AWI"	380	5585	6710	6071	2	0	23	0	2	0	174	0	0	0	0	0	0	4	0	0	0	1	3	0	0	1	4	0	212	0	0	1	0	1	2	0	0	0	0	0	1	0	2	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	385	"AWI"	385	5644	6917	6236	4	0	27	2	1	0	200	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	2	0	198	33	0	1	0	2	0	0	0	0	0	0	3	0	1	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	390	"AWI"	390	5799	7112	6403	0	0	19	0	2	0	206	0	1	0	0	1	1	7	0	0	0	0	2	0	0	2	1	0	182.5	33.5	0	1	0	2	2	1	0	0	0	0	2	0	1	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	395	"AWI"	395	5966	7196	6590	2	0	22	1	1	4	183	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	184.5	54	1	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	400	"AWI"	400	6068	7321	6794	1	0	11	0	1	0	174	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	168.5	86	1	2	0	0	4	0	0	0	0	0	1	0	1	5	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	405	"AWI"	405	6276	7443	6968	2	0	19	1	2	0	208	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	187.5	39.5	0	1	0	1	5	0	0	0	0	0	0	0	1	5	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	410	"AWI"	410	6663	7490	7123	0	1	11	0	4	0	121	0	0	0	0	0	2	6	0	0	1	2	3	0	2	1	0	0	244	57	0	0	0	3	2	0	0	0	0	0	1	0	0	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	415	"AWI"	415	6977	7558	7284	0	1	14	0	2	0	193	0	0	0	0	0	1	2	0	0	0	0	4	0	0	2	2	0	212.5	26	0	0	0	3	3	0	0	0	0	0	1	0	0	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	420	"AWI"	420	7165	7686	7454	0	0	15	1	2	0	160	0	0	0	0	0	2	6	0	0	0	0	0	0	1	2	0	0	221.5	0	0	2	0	6	5	0	0	0	0	0	1	0	0	4	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	425	"AWI"	425	7309	7886	7616	3	0	9	3	2	0	185	0	0	0	0	0	2	10	0	0	0	0	3	0	0	1	0	0	231.5	47	0	0	0	0	4	0	0	0	0	0	1	0	0	3	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	430	"AWI"	430	7383	8154	7778	0	0	23	0	6	0	152	0	1	1	0	0	0	7	0	0	0	2	4	0	0	1	0	1	240	72.5	0	1	0	2	5	0	0	1	0	0	4	0	0	3	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	435	"AWI"	435	7474	8406	7935	0	0	0	2	1	3	181	0	0	0	0	0	0	8	0	0	0	0	5	0	0	4	1	0	206.5	35.5	0	0	0	4	4	0	0	0	0	0	2	0	0	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	440	"AWI"	440	7744	8464	8093	0	0	6	0	3	0	287	0	0	0	1	0	1	15	0	1	0	2	5	0	0	4	1	0	154	35	0	0	0	4	5	0	0	0	0	0	4	0	0	4	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	445	"AWI"	445	7923	8554	8263	3	1	17	0	2	7	240	0	0	0	0	0	2	7	0	0	0	2	2	0	0	5	3	0	154	0	0	2	0	2	6	0	0	0	0	0	1	0	1	3	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	450	"AWI"	450	8048	8703	8428	0	1	14	2	4	0	280	0	0	0	0	0	7	0	0	0	0	0	2	0	0	13	0	0	120.5	43.5	0	0	0	10	7	0	0	0	0	0	2	0	0	4	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	453	"AWI"	453	8076	8794	8476	3	4	36	3	9	0	162	0	0	0	0	0	6	30	0	1	0	0	6	1	0	31	0	0	225.5	28	0	4	0	4	20	1	0	1	0	0	6	0	1	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	455	"AWI"	455	8091	8866	8505	1	2	48	6	3	6	175	0	0	0	0	0	0	37	0	0	0	0	4	0	0	34	2	0	214.5	38.5	0	4	0	4	7	4	0	0	0	0	10	0	1	1	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	457	"AWI"	457	8111	8943	8534	1	1	40	2	12	0	109	0	2	0	0	0	6	25	0	0	0	1	1	0	1	42	0	0	230	29.5	0	2	0	4	9	0	0	0	0	0	18	0	1	2	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	460	"AWI"	460	8134	9079	8576	0	1	36	2	8	4	92	0	0	0	0	0	2	39	0	1	0	1	6	0	0	6	0	0	121.5	60	0	8	0	2	8	1	0	0	0	0	8	1	0	4	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	463	"AWI"	463	8152	9228	8617	1	1	0	4	9	0	69	1	0	0	0	0	5	58	0	2	0	0	6	0	0	4	0	1	263	67	0	2	0	3	6	0	0	0	0	0	11	0	0	6	0	0
1549	1590	"Lake CH2"	49.68333	-74.58333	465	"AWI"	465	8163	9320	8644	1	0	22	0	2	0	83	0	0	0	0	0	5	17	0	0	0	0	8	0	1	3	0	1	122	76	0	2	0	1	10	0	0	0	0	0	7	0	0	2	0	0
