"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cyperaceae"	"Elaeagnaceae"	"Juniperus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"
1651	1707	"Mariposa Lake"	44.15	-110.23333	0	"AWI"	0	-143	23	-64	12	0	13	56	12	0	11	0	2	30	670	22	0	0	1	2	1	7	4	0	5
1651	1707	"Mariposa Lake"	44.15	-110.23333	20	"AWI"	20	132	2989	945	14	1	7	55	0	0	13	0	6	46	576	7	0	0	0	0	2	4	5	0	7
1651	1707	"Mariposa Lake"	44.15	-110.23333	45	"AWI"	45	853	5164	2584	9	1	15	54	8	0	6	0	0	16	0	2	0	0	0	0	0	1	0	1	5
1651	1707	"Mariposa Lake"	44.15	-110.23333	60	"AWI"	60	1513	6154	3535	7	2	4	74	9	0	10	0	1	19	0	9	0	1	1	0	0	12	1	1	3
1651	1707	"Mariposa Lake"	44.15	-110.23333	80	"AWI"	80	2470	7368	4848	12	0	7	73	11	0	8	0	5	59	426	11	0	0	0	0	0	4	1	1	1
1651	1707	"Mariposa Lake"	44.15	-110.23333	100	"AWI"	100	3491	8471	6107	22	0	9	74	6	0	13	0	1	43	383	12	0	0	0	0	0	4	3	0	5
1651	1707	"Mariposa Lake"	44.15	-110.23333	120	"AWI"	120	4824	9399	7357	6	0	13	49	0	0	5	0	0	7	215	2	0	1	1	0	0	0	2	0	2
1651	1707	"Mariposa Lake"	44.15	-110.23333	130	"AWI"	130	5505	9683	7957	9	0	11	42	3	0	6	0	1	12	242	3	0	0	0	3	0	0	0	0	3
1651	1707	"Mariposa Lake"	44.15	-110.23333	138	"AWI"	138	5912	9993	8434	8	0	14	66	6	0	8	0	0	8	214	6	0	0	0	0	3	0	0	1	2
1651	1707	"Mariposa Lake"	44.15	-110.23333	150	"AWI"	150	7097	10263	9172	11	0	9	48	3	0	7	0	0	13	230	1	0	0	0	0	0	0	1	2	3
1651	1707	"Mariposa Lake"	44.15	-110.23333	170	"AWI"	170	9395	10704	10289	5	1	4	37	7	0	4	0	0	20	256	4	0	0	0	0	1	0	0	0	2
1651	1707	"Mariposa Lake"	44.15	-110.23333	190	"AWI"	190	9871	11067	10653	5	1	6	37	5	0	9	0	0	27	289	5	0	0	0	2	0	0	2	0	1
1651	1707	"Mariposa Lake"	44.15	-110.23333	210	"AWI"	210	10165	11318	10842	9	0	4	18	4	0	2	0	0	22	304	3	0	0	1	0	0	0	0	0	0
1651	1707	"Mariposa Lake"	44.15	-110.23333	230	"AWI"	230	10473	11539	11046	9	0	10	30	10	0	6	0	1	26	266	4	0	1	0	0	0	2	1	0	4
1651	1707	"Mariposa Lake"	44.15	-110.23333	250	"AWI"	250	10799	11722	11252	35	0	14	46	8	0	9	1	0	58	223	7	0	1	0	0	0	6	1	0	3
1651	1707	"Mariposa Lake"	44.15	-110.23333	270	"AWI"	270	11132	11938	11502	13	0	4	52	8	4	9	0	1	52	179	7	0	1	1	0	0	4	0	0	0
1651	1707	"Mariposa Lake"	44.15	-110.23333	290	"AWI"	290	11359	12272	11816	34	0	13	73	9	3	19	1	1	91	170	8	0	1	0	0	0	1	2	0	2
1651	1707	"Mariposa Lake"	44.15	-110.23333	310	"AWI"	310	11656	12562	12156	6	2	10	107	10	6	13	0	4	37	121	8	0	0	0	0	0	10	2	0	3
1651	1707	"Mariposa Lake"	44.15	-110.23333	330	"AWI"	330	12024	12801	12522	4	0	6	103	8	3	11	0	4	65	114	12	0	0	0	1	0	12	3	0	4
1651	1707	"Mariposa Lake"	44.15	-110.23333	350	"AWI"	350	12246	13311	12779	7	1	8	134	18	0	26	0	3	26	108	39	0	0	0	0	1	2	2	0	4
1651	1707	"Mariposa Lake"	44.15	-110.23333	370	"AWI"	370	12496	13695	13059	0	1	11	83	0	1	1	0	3	7	21	8	0	1	0	1	1	2	0	0	4
1651	1707	"Mariposa Lake"	44.15	-110.23333	380	"AWI"	380	12621	13870	13208	8	0	6	103	16	2	13	1	5	48	111	16	0	2	1	1	2	7	7	0	4
1651	1707	"Mariposa Lake"	44.15	-110.23333	390	"AWI"	390	12786	14025	13362	5	3	13	184	11	1	16	0	4	10	76	33	2	0	0	2	2	3	1	0	11
1651	1707	"Mariposa Lake"	44.15	-110.23333	400	"AWI"	400	12908	14205	13512	6	0	11	134	21	6	12	0	8	51	127	19	0	0	0	0	2	6	5	0	11
1651	1707	"Mariposa Lake"	44.15	-110.23333	410	"AWI"	410	13085	14336	13657	1	0	8	195	10	5	15	0	9	20	63	20	0	0	0	0	0	3	9	0	6
1651	1707	"Mariposa Lake"	44.15	-110.23333	420	"AWI"	420	13278	14486	13796	2	2	8	149	18	1	14	0	4	25	68	17	0	0	0	0	0	5	3	0	3
1651	1707	"Mariposa Lake"	44.15	-110.23333	430	"AWI"	430	13460	14665	13939	1	0	12	203	16	1	14	0	4	9	64	9	0	0	0	0	0	0	2	0	0
1651	1707	"Mariposa Lake"	44.15	-110.23333	440	"AWI"	440	13572	14829	14084	3	2	12	188	0	0	14	0	12	10	92	12	0	0	0	0	2	1	11	0	6
1651	1707	"Mariposa Lake"	44.15	-110.23333	450	"AWI"	450	13642	15032	14215	0	0	6	102	0	2	5	0	9	1	9	7	0	0	0	0	1	0	2	0	3
1651	1707	"Mariposa Lake"	44.15	-110.23333	460	"AWI"	460	13751	15185	14367	1	0	12	185	21	3	16	0	8	8	46	31	0	0	0	0	2	0	8	0	14
1651	1707	"Mariposa Lake"	44.15	-110.23333	470	"AWI"	470	13834	15393	14512	4	0	9	167	12	1	9	0	8	6	80	25	0	0	0	0	1	0	3	0	9
1651	1707	"Mariposa Lake"	44.15	-110.23333	480	"AWI"	480	13954	15553	14659	1	0	5	149	30	0	5	0	6	4	104	37	0	0	0	0	2	1	4	0	4
1651	1707	"Mariposa Lake"	44.15	-110.23333	500	"AWI"	500	14142	15875	14943	0	0	1	49	9	0	4	0	0	3	58	13	0	0	0	0	0	0	1	0	1
1651	1707	"Mariposa Lake"	44.15	-110.23333	520	"AWI"	520	14362	16228	15233	2	0	1	66	9	0	9	0	0	5	70	5	0	0	0	0	2	0	1	0	6
