"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Asteraceae"	"Caryophyllaceae"	"Cyperaceae"	"Ephedraceae"	"Gentianaceae"	"Geraniaceae"	"Isoëtes"	"Malvaceae"	"Myrica"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Polylepis"
323	330	"Cala Conto"	-17.56667	-65.93333	8400	"AWI"	8400	25801	27814	26801	0	17.3913043478261	0	0	2.17391304347826	0	0	0	0	0	6.52173913043478	6.52173913043478	2.17391304347826	15.2173913043478	50	0
323	330	"Cala Conto"	-17.56667	-65.93333	10000	"AWI"	10000	27024	31829	28968	6.25	45.3125	0	0	4.6875	0	0	3.125	0	4.6875	6.25	0	0	15.625	14.0625	0
323	330	"Cala Conto"	-17.56667	-65.93333	10800	"AWI"	10800	27763	33412	30028	8.51063829787234	32.9787234042553	1.06382978723404	0	0	0	1.06382978723404	0	0	2.12765957446809	2.12765957446809	10.6382978723404	0	31.9148936170213	8.51063829787234	1.06382978723404
323	330	"Cala Conto"	-17.56667	-65.93333	11900	"AWI"	11900	28569	34702	31737	7.8125	29.6875	1.5625	0	0	0	1.5625	0	0	12.5	0	3.125	4.6875	28.125	7.8125	3.125
323	330	"Cala Conto"	-17.56667	-65.93333	12000	"AWI"	12000	28611	34938	31879	3.6144578313253	68.6746987951807	1.20481927710843	0	1.20481927710843	0	2.40963855421687	6.02409638554217	0	3.6144578313253	0	0	0	8.43373493975904	4.81927710843374	0
323	330	"Cala Conto"	-17.56667	-65.93333	13550	"AWI"	13550	30935	36215	34142	12.5	23.9583333333333	1.04166666666667	0	0	1.04166666666667	0	0	0	13.5416666666667	0	10.4166666666667	3.125	27.0833333333333	5.20833333333333	2.08333333333333
323	330	"Cala Conto"	-17.56667	-65.93333	13950	"AWI"	13950	31314	36698	34643	3.84615384615385	17.9487179487179	1.28205128205128	0	1.28205128205128	0	0	6.41025641025641	0	10.2564102564103	1.28205128205128	2.56410256410256	0	41.025641025641	11.5384615384615	2.56410256410256
323	330	"Cala Conto"	-17.56667	-65.93333	15700	"AWI"	15700	32675	38017	35885	21.2765957446809	21.2765957446809	0	0	0	0	0	0	2.12765957446809	0	0	6.38297872340426	2.12765957446809	31.9148936170213	6.38297872340426	8.51063829787234
323	330	"Cala Conto"	-17.56667	-65.93333	16000	"AWI"	16000	32969	38165	36062	4.76190476190476	58.7301587301587	0	0	1.58730158730159	0	0	3.17460317460317	0	9.52380952380952	1.58730158730159	0	0	11.1111111111111	9.52380952380952	0
323	330	"Cala Conto"	-17.56667	-65.93333	18200	"AWI"	18200	34355	39338	37339	4.49438202247191	40.4494382022472	0	22.4719101123595	1.12359550561798	0	0	0	0	5.61797752808989	1.12359550561798	4.49438202247191	0	5.61797752808989	13.4831460674157	1.12359550561798
323	330	"Cala Conto"	-17.56667	-65.93333	19200	"AWI"	19200	35029	39934	37949	41.7582417582418	17.5824175824176	1.0989010989011	0	1.0989010989011	0	1.0989010989011	0	0	0	0	0	1.0989010989011	17.5824175824176	14.2857142857143	4.3956043956044
323	330	"Cala Conto"	-17.56667	-65.93333	19950	"AWI"	19950	35686	40162	38373	4.16666666666667	12.5	0	0	1.38888888888889	0	0	0	0	9.72222222222222	8.33333333333333	4.16666666666667	1.38888888888889	20.8333333333333	36.1111111111111	1.38888888888889
323	330	"Cala Conto"	-17.56667	-65.93333	21900	"AWI"	21900	37294	40897	39530	10.4166666666667	25	1.04166666666667	0	2.08333333333333	0	2.08333333333333	0	0	1.04166666666667	3.125	3.125	0	16.6666666666667	30.2083333333333	5.20833333333333
323	330	"Cala Conto"	-17.56667	-65.93333	22000	"AWI"	22000	37399	40927	39592	12.5	20.4545454545455	1.13636363636364	0	0	0	1.13636363636364	4.54545454545455	0	1.13636363636364	2.27272727272727	0	0	28.4090909090909	26.1363636363636	2.27272727272727
323	330	"Cala Conto"	-17.56667	-65.93333	24000	"AWI"	24000	39556	41588	40669	0	20.6896551724138	0	0	0	0	0	1.72413793103448	1.72413793103448	3.44827586206897	0	1.72413793103448	0	31.0344827586207	37.9310344827586	1.72413793103448
323	330	"Cala Conto"	-17.56667	-65.93333	24800	"AWI"	24800	40343	42423	41357	2.53164556962025	36.7088607594937	0	0	1.26582278481013	0	0	0	0	6.32911392405063	1.26582278481013	0	0	11.3924050632911	40.5063291139241	0
323	330	"Cala Conto"	-17.56667	-65.93333	26000	"AWI"	26000	40765	46083	42391	6.66666666666667	31.6666666666667	1.66666666666667	0	0	0	0	0	0	0	6.66666666666667	0	0	26.6666666666667	26.6666666666667	0
