"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Euphorbiaceae"	"Fabaceae"	"Larix"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
1402	1439	"Karasye Lake"	53.03	70.22	0	"AWI"	0	-117	46	-38	0	0	7.32394366197183	0.28169014084507	31.5492957746479	0	0	0.563380281690141	0	0	0	0	0	0	0	0.28169014084507	54.3661971830986	0.28169014084507	0	3.09859154929577	0	0	0	1.12676056338028	0	0	0.563380281690141	0	0	0.563380281690141	0	0	0
1402	1439	"Karasye Lake"	53.03	70.22	10	"AWI"	10	5	340	184	0	0	3.35820895522388	0	30.2238805970149	1.11940298507463	0	0	0	0	0	0	0.746268656716418	0	0	0	57.8358208955224	0	0	2.61194029850746	0.746268656716418	0	0	0.373134328358209	0	0	0	0	2.61194029850746	0.373134328358209	0	0	0
1402	1439	"Karasye Lake"	53.03	70.22	20	"AWI"	20	64	699	410	0	0	12.781954887218	0	69.1729323308271	2.25563909774436	0	0.75187969924812	0	2.25563909774436	0	0	0	0	0	0	0	0	0	3.00751879699248	0	0	0.75187969924812	3.7593984962406	0	0	0	0	3.00751879699248	1.50375939849624	0.75187969924812	0	0
1402	1439	"Karasye Lake"	53.03	70.22	30	"AWI"	30	309	857	587	0	0	5.15873015873016	0.396825396825397	34.9206349206349	0.793650793650794	0	0.396825396825397	0	0	0	0	0.793650793650794	0	0	0.396825396825397	48.8095238095238	0	0	1.58730158730159	0.793650793650794	0	0	1.19047619047619	1.58730158730159	0	0.396825396825397	0	2.38095238095238	0.396825396825397	0	0	0
1402	1439	"Karasye Lake"	53.03	70.22	40	"AWI"	40	474	1006	762	0	0	4.43548387096774	1.20967741935484	22.1774193548387	0	0	0.806451612903226	0	0.403225806451613	0	0	0	0	0	0	62.0967741935484	0	0	2.82258064516129	0	0	0	3.62903225806452	0	0	0	0	2.01612903225806	0	0.403225806451613	0	0
1402	1439	"Karasye Lake"	53.03	70.22	50	"AWI"	50	606	1237	905	0	0	8.08080808080808	0	22.7272727272727	0	0	0	0	0	0	0	0	0	0	0	60.1010101010101	0	0	2.02020202020202	0	0	0.505050505050505	1.01010101010101	0	0.505050505050505	0.505050505050505	0	2.52525252525253	2.02020202020202	0	0	0
1402	1439	"Karasye Lake"	53.03	70.22	60	"AWI"	60	707	1347	1020	0	0	11.7647058823529	1.96078431372549	55.8823529411765	0	0	3.92156862745098	0	3.92156862745098	0	0	0	1.96078431372549	0	0	0	1.96078431372549	0	6.86274509803922	0	0	0	3.92156862745098	0	1.96078431372549	0	0	3.92156862745098	0.980392156862745	0.980392156862745	0	0
1402	1439	"Karasye Lake"	53.03	70.22	70	"AWI"	70	790	1515	1129	0	0	7.66283524904215	0.383141762452107	29.8850574712644	0	0	0.766283524904214	0	0.383141762452107	0	0	1.14942528735632	0	0	0	43.6781609195402	1.91570881226054	0	2.68199233716475	0	0	0	1.14942528735632	1.91570881226054	0	0.383141762452107	0	3.44827586206897	3.83141762452107	0	0.766283524904214	0
1402	1439	"Karasye Lake"	53.03	70.22	80	"AWI"	80	1007	1623	1266	0.561797752808989	0	5.61797752808989	1.12359550561798	10.1123595505618	0	0	3.37078651685393	0	0	0	0	0	0.561797752808989	0	0	65.1685393258427	0.561797752808989	0.561797752808989	2.80898876404494	0	0	0.561797752808989	2.80898876404494	0	0.561797752808989	0	0	2.80898876404494	2.24719101123596	0	0	0.561797752808989
1402	1439	"Karasye Lake"	53.03	70.22	90	"AWI"	90	1103	1827	1403	0	0	4.31372549019608	1.17647058823529	29.4117647058824	0	0	0	0	0.784313725490196	0	0	0.784313725490196	0	0	0	52.9411764705882	0.784313725490196	0	2.74509803921569	0	0	0.392156862745098	1.17647058823529	0	0	0.392156862745098	0	3.13725490196078	1.56862745098039	0.392156862745098	0	0
1402	1439	"Karasye Lake"	53.03	70.22	100	"AWI"	100	1299	2042	1646	0	0	8.9622641509434	0.943396226415094	34.9056603773585	0	0	0	0.471698113207547	0	0	0	0	0	0	0	45.2830188679245	0	0	1.41509433962264	0	0	0.471698113207547	2.83018867924528	0	1.41509433962264	0	0	1.88679245283019	0.471698113207547	0	0	0.943396226415094
1402	1439	"Karasye Lake"	53.03	70.22	110	"AWI"	110	1418	2357	1903	0	0	6.16113744075829	0	32.2274881516588	0	0	0.4739336492891	0	0	0	0	0	0.4739336492891	0	0.4739336492891	52.60663507109	0	0	1.4218009478673	0.947867298578199	0	0.947867298578199	0.947867298578199	0	0.947867298578199	0.4739336492891	0	1.4218009478673	0.4739336492891	0	0	0
1402	1439	"Karasye Lake"	53.03	70.22	120	"AWI"	120	1671	2619	2139	0	0	5.55555555555556	0.505050505050505	24.2424242424242	1.01010101010101	0	1.01010101010101	0	2.02020202020202	0	0	0.505050505050505	0.505050505050505	0	0	53.030303030303	0	0	2.52525252525253	0	0	0.505050505050505	4.54545454545455	0	0	0	0	3.53535353535354	0.505050505050505	0	0	0
