"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
219	221	"Axe Lake"	45.38	-79.51	1	"AWI"	1	-104	71	-16	0.884955752212389	0	5.75221238938053	0.884955752212389	0	0	0	28.7610619469027	0	0	0	0.884955752212389	0.884955752212389	0	0	0.884955752212389	0	1.32743362831858	4.42477876106195	0	0	3.09734513274336	0	1.76991150442478	2.21238938053097	26.5486725663717	0.442477876106195	0.442477876106195	1.32743362831858	0.884955752212389	5.75221238938053	0.442477876106195	0.442477876106195	0	0	0	8.84955752212389	3.09734513274336
219	221	"Axe Lake"	45.38	-79.51	20	"AWI"	20	11	676	238	1.91387559808612	0	1.91387559808612	0	0	0	0	30.622009569378	0	0	0	0.478468899521531	0.478468899521531	0	0	1.43540669856459	0	0.478468899521531	1.43540669856459	0	0	0.956937799043062	0	2.39234449760766	2.87081339712919	33.0143540669856	0.478468899521531	0	4.78468899521531	0	4.78468899521531	1.43540669856459	0	0	0	0	7.6555023923445	2.87081339712919
219	221	"Axe Lake"	45.38	-79.51	40	"AWI"	40	175	1116	537	0.609756097560976	0	4.8780487804878	0	0	0	0	40.2439024390244	0	0	0	3.65853658536585	0	0	0	7.92682926829268	2.4390243902439	0.609756097560976	3.65853658536585	0	0	1.82926829268293	0	4.8780487804878	1.82926829268293	0	0	0	0	0.609756097560976	1.82926829268293	0	0	0	0	0	20.1219512195122	4.8780487804878
219	221	"Axe Lake"	45.38	-79.51	60	"AWI"	60	351	1519	834	0	5.28846153846154	1.44230769230769	0	0	0.480769230769231	0	32.2115384615385	0.480769230769231	0	0	1.92307692307692	0.480769230769231	0	0	6.73076923076923	2.40384615384615	0.480769230769231	1.44230769230769	0	0	0	0	0.961538461538462	0.480769230769231	27.4038461538462	0	0	0	0	1.92307692307692	0	0	0	0	0	10.5769230769231	5.28846153846154
219	221	"Axe Lake"	45.38	-79.51	80	"AWI"	80	572	1872	1145	0	0	2.02020202020202	0	0	0.505050505050505	0	23.7373737373737	0	0	0	0	1.01010101010101	0	0	5.55555555555556	0	0	0.505050505050505	0	0	0.505050505050505	0	2.02020202020202	1.51515151515152	36.8686868686869	0	0.505050505050505	0.505050505050505	0	3.03030303030303	0	0.505050505050505	0	0	0	19.6969696969697	1.51515151515152
219	221	"Axe Lake"	45.38	-79.51	100	"AWI"	100	814	2197	1444	0	0	2.3696682464455	0	0	0	0	27.4881516587678	0	0	0	0.4739336492891	0.4739336492891	0	0	4.2654028436019	1.4218009478673	0.4739336492891	3.7914691943128	0	0	0.4739336492891	0	0.947867298578199	1.4218009478673	33.175355450237	0	0	0.4739336492891	0	5.68720379146919	0	0.4739336492891	0	0	0	14.218009478673	2.3696682464455
219	221	"Axe Lake"	45.38	-79.51	120	"AWI"	120	1053	2537	1755	0.775193798449612	0	0.775193798449612	0	0	0	0	43.4108527131783	0	0	0	3.10077519379845	0.775193798449612	0	0	6.2015503875969	3.10077519379845	0	4.65116279069767	0	0	2.32558139534884	0	3.87596899224806	0.775193798449612	0	0	0	0	0	6.97674418604651	0	0	0	0	0	16.2790697674419	6.97674418604651
219	221	"Axe Lake"	45.38	-79.51	140	"AWI"	140	1313	2852	2055	0	0	0.48780487804878	0	0	0.48780487804878	0	15.1219512195122	0.975609756097561	0	0	0.48780487804878	0	0	0	4.8780487804878	1.46341463414634	0.48780487804878	2.92682926829268	0	0	0	0	2.92682926829268	0.975609756097561	43.4146341463415	0	0	0.975609756097561	0.975609756097561	5.36585365853659	0	0	0	0	0	11.219512195122	6.82926829268293
219	221	"Axe Lake"	45.38	-79.51	160	"AWI"	160	1597	3165	2359	0	0	0.515463917525773	0	0	0	0	22.1649484536082	0.515463917525773	0	0	1.03092783505155	0	0	0	6.70103092783505	0	0	0.515463917525773	0	0	0	0	0.515463917525773	0.515463917525773	38.659793814433	0	0	0.515463917525773	0	6.18556701030928	0	0	0	0	0	19.5876288659794	2.57731958762887
219	221	"Axe Lake"	45.38	-79.51	180	"AWI"	180	1866	3461	2660	0.505050505050505	0	0.505050505050505	0	0	0	0	21.7171717171717	0.505050505050505	0	0	0.505050505050505	0.505050505050505	0	0	5.55555555555556	0	0.505050505050505	2.52525252525253	0	0	0.505050505050505	0	0.505050505050505	2.52525252525253	48.4848484848485	0	0	0	0	2.02020202020202	0	0	0	0	0	8.08080808080808	5.05050505050505
219	221	"Axe Lake"	45.38	-79.51	200	"AWI"	200	2148	3750	2959	1.47783251231527	0	1.97044334975369	0	0	0	0	20.6896551724138	0	0	0	0	0.492610837438424	0	0	1.47783251231527	0	0.492610837438424	1.47783251231527	0	0	0.985221674876847	0	0.985221674876847	1.47783251231527	51.2315270935961	0	0.492610837438424	0	0	2.95566502463054	0	0.492610837438424	0	0	0	8.86699507389163	4.43349753694581
