"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
797	820	"Lac Faribault"	58.86694	-71.71694	65	"AWI"	65	4001	5108	4501	0	0	0	1	3	0	182	0	0	0	0	39	11	0	0	0	0	48	0	0	0	1	0	1	0	0	4	0	0	1	0	0	0	2	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	67	"AWI"	67	4044	5315	4580	0	0	0	0	3	0	306	0	0	0	1	35	4	0	0	0	0	11	0	0	1	1	1	0	0	13	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	70	"AWI"	70	4086	5648	4693	0	0	0	3	4	0	218	0	0	0	0	50	13	0	0	0	1	1	0	0	0	2	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	72	"AWI"	72	4163	5780	4797	0	0	120	1	5	0	189	0	0	1	0	53	10	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	0	5	0	0	0	0	0	0	0	0	2	0
797	820	"Lac Faribault"	58.86694	-71.71694	75	"AWI"	75	4242	6028	4948	0	0	0	0	7	3	155	0	0	3	0	117	20	0	0	0	0	0	0	0	1	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0
797	820	"Lac Faribault"	58.86694	-71.71694	77	"AWI"	77	4283	6265	5044	0	0	0	2	14	3	67	0	0	0	0	148	24	0	0	0	0	1	0	0	0	0	0	0	0	20	28	0	0	0	2	0	0	0	30	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	78	"AWI"	78	4302	6374	5086	0	0	62	1	19	7	48	0	0	0	0	71	24	0	1	0	0	0	0	0	0	0	0	0	0	25	42	0	0	2	2	0	0	0	0	0	0	0	1	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	80	"AWI"	80	4337	6619	5172	0	0	38	4	12	9	30	0	0	0	0	78	6	0	0	0	0	0	0	0	0	3	0	0	0	29	34	0	1	0	6	0	0	0	35	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	82	"AWI"	82	4408	6768	5278	0	0	76	4	18	9	77	0	1	0	0	75	7	0	0	0	1	0	0	0	0	0	0	0	0	64	108	0	3	4	0	1	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	85	"AWI"	85	4508	6950	5428	0	0	77	5	15	7	35	0	0	1	0	38	0	8	0	0	0	0	0	0	1	0	0	0	0	39	51	0	2	1	1	0	0	0	127	0	1	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	87	"AWI"	87	4550	7121	5525	0	0	66	15	14	7	81	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	92	15	0	0	1	0	0	0	0	0	0	0	0	0	1	0
797	820	"Lac Faribault"	58.86694	-71.71694	90	"AWI"	90	4608	7426	5662	0	0	0	0	3	0	31	0	0	0	0	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	92	"AWI"	92	4698	7536	5771	0	0	0	0	3	0	11	0	0	0	0	12	10	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	95	"AWI"	95	4798	7744	5921	0	0	0	0	0	0	8	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	0	"AWI"	0	-150	19	-69	0	0	0	1	7	0	240	0	0	0	1	102	13	0	0	0	1	17	0	0	0	1	0	0	0	13	11	0	0	1	0	0	0	0	7	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	2	"AWI"	2	-106	446	311	0	0	112	0	6	0	263	0	0	0	1	87	24	0	0	0	0	53	0	3	0	0	0	1	0	23	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	5	"AWI"	5	-85	1173	882	0	0	0	1	14	0	239	0	0	0	0	152	11	0	0	0	0	51	0	0	0	1	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	7	"AWI"	7	-73	1665	1260	0	0	104	0	7	0	218	0	0	0	0	89	19	0	1	0	0	29	0	0	0	2	0	0	0	26	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0
797	820	"Lac Faribault"	58.86694	-71.71694	10	"AWI"	10	-58	2411	1827	1	0	82	0	3	4	224	0	0	0	2	67	10	0	0	0	0	33	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0
797	820	"Lac Faribault"	58.86694	-71.71694	12	"AWI"	12	80	2500	1930	0	0	116	0	9	0	179	0	0	0	0	77	13	0	0	0	1	47	1	0	1	1	0	0	0	24	3	0	0	1	1	0	0	0	11	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	15	"AWI"	15	266	2715	2088	0	0	0	0	6	0	230	0	0	0	0	56	17	0	0	0	1	33	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	18	"AWI"	18	456	3003	2227	0	0	93	1	0	2	262	0	0	0	1	84	13	0	1	0	0	46	0	0	1	0	0	0	0	18	8	0	1	0	0	0	0	0	5	0	1	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	20	"AWI"	20	582	3243	2320	0	0	0	0	6	4	182	0	1	0	0	63	14	0	0	0	1	39	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	22	"AWI"	22	876	3295	2436	0	0	117	0	7	2	236	0	0	1	1	58	18	0	0	0	1	77	0	3	0	1	0	1	0	19	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	25	"AWI"	25	1262	3393	2619	0	0	0	0	7	5	258	0	0	1	0	96	18	0	0	0	0	50	0	0	3	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	28	"AWI"	28	1537	3553	2795	0	0	148	0	12	2	285	1	0	0	2	74	18	0	0	0	1	69	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	30	"AWI"	30	1690	3704	2906	0	0	0	1	7	11	324	0	0	0	0	93	20	0	0	0	0	92	0	0	2	0	0	0	0	20	10	0	0	1	1	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	32	"AWI"	32	1944	3755	3011	0	0	134	0	5	0	168	0	0	0	0	53	13	0	0	2	2	59	0	4	0	1	0	0	0	15	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	35	"AWI"	35	2251	3838	3187	0	0	148	0	3	6	176	0	0	0	0	59	18	0	0	0	0	96	0	0	0	0	0	0	0	20	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	38	"AWI"	38	2499	3967	3362	0	0	170	1	5	3	214	0	0	0	1	56	19	0	0	0	2	88	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	40	"AWI"	40	2607	4099	3484	0	0	0	0	7	8	261	0	0	0	0	58	33	0	0	0	0	100	0	0	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	45	"AWI"	45	3170	4205	3708	0	0	264	0	4	2	288	0	0	0	0	74	21	0	0	0	0	127	0	9	4	1	0	0	0	18	9	0	2	0	1	1	0	0	0	0	1	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	48	"AWI"	48	3383	4325	3861	0	0	0	1	5	0	193	0	0	0	0	40	17	0	0	0	0	56	0	0	2	1	0	0	0	15	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	50	"AWI"	50	3462	4454	3956	0	0	0	0	2	0	155	0	0	0	1	73	6	0	0	0	0	56	0	0	2	3	1	0	0	0	22	0	0	0	0	0	2	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	55	"AWI"	55	3685	4580	4120	0	0	0	1	4	0	222	0	0	0	0	48	15	0	0	0	0	80	0	0	1	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	57	"AWI"	57	3743	4664	4187	0	0	0	1	12	0	246	0	0	1	0	52	15	0	0	0	0	44	0	0	1	0	0	0	0	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	60	"AWI"	60	3804	4803	4282	0	0	214	1	8	0	305	0	0	0	1	70	26	0	0	0	1	65	0	0	0	2	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	1
797	820	"Lac Faribault"	58.86694	-71.71694	62	"AWI"	62	3907	4896	4370	0	0	169	2	1	0	173	0	0	0	0	45	12	0	0	0	0	34	0	0	0	0	0	0	0	11	4	0	1	0	1	0	0	0	0	0	0	0	0	1	0
