"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Salix"	"Santalaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
798	821	"Tourbière de Farnham"	45.28278	-72.98278	0	"AWI"	0	-147	19	-68	0.395778364116095	0	2.9023746701847	0	0.263852242744063	0	32.4538258575198	0	0.263852242744063	0	0	0	0.131926121372032	0	2.63852242744063	11.8733509234828	2.37467018469657	0.131926121372032	0	0.263852242744063	0	0.527704485488127	0	0.131926121372032	2.11081794195251	21.5039577836412	0	0	4.61741424802111	0	0	0.131926121372032	0	0	0	0	0.131926121372032	0.659630606860158	13.5883905013193	2.9023746701847	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	10	"AWI"	10	-15	1973	542	0.136239782016349	0	2.31607629427793	0.136239782016349	0.136239782016349	0.408719346049046	32.8337874659401	0	0.408719346049046	0	0.136239782016349	0	0.136239782016349	0	1.49863760217984	11.716621253406	4.08719346049046	0	0	0	0	0.817438692098093	0	0	1.63487738419619	20.708446866485	0.136239782016349	0	3.40599455040872	0	0	0	0	0	0	0	0	0.408719346049046	16.4850136239782	2.45231607629428	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	20	"AWI"	20	305	3108	1343	0	0	0	0	0.601202404809619	0	30.6613226452906	0	0	0	0.200400801603206	0	0.200400801603206	0	0	13.4268537074148	5.81162324649299	0	0	0.400801603206413	0	0.200400801603206	0	0	0	26.4529058116232	0	0	3.60721442885772	0	0	0	0.200400801603206	0	0	0	0.200400801603206	0.400801603206413	15.4308617234469	2.20440881763527	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	30	"AWI"	30	781	3887	2159	0.473186119873817	0	2.20820189274448	0	0.157728706624606	0	34.0694006309148	0	0.788643533123028	0	0	0.157728706624606	0.946372239747634	0	5.5205047318612	9.46372239747634	3.47003154574132	0.157728706624606	0	0.157728706624606	0	0.630914826498423	0	0	2.05047318611987	20.820189274448	0	0	7.88643533123028	0	0	0	0.157728706624606	0	0	0	0	0.630914826498423	6.94006309148265	3.31230283911672	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	40	"AWI"	40	1350	4536	2955	0.212765957446809	0	4.04255319148936	0	0	0	28.0851063829787	0	0.425531914893617	0	0	0	0	0	1.70212765957447	14.468085106383	4.04255319148936	0.212765957446809	0	0	0	0.212765957446809	0	0.212765957446809	1.48936170212766	31.4893617021277	0	0	5.95744680851064	0	0	0	0	0.212765957446809	0	0	0	1.48936170212766	5.1063829787234	0.638297872340425	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	50	"AWI"	50	2039	5133	3719	0.341880341880342	0	3.58974358974359	0	0	0.683760683760684	42.9059829059829	0	0.341880341880342	0	0	0	1.36752136752137	0	0	9.23076923076923	3.58974358974359	1.02564102564103	0	1.02564102564103	0	0.170940170940171	0	0	1.36752136752137	19.4871794871795	0.170940170940171	0	4.95726495726496	0	0	0.170940170940171	0.341880341880342	0.170940170940171	0	0	0	1.1965811965812	4.44444444444444	3.41880341880342	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	60	"AWI"	60	2756	5636	4460	0	0	1.63265306122449	0	0.408163265306122	0	32.6530612244898	0	0.408163265306122	0	0.204081632653061	0	2.44897959183673	0	0	10.6122448979592	3.46938775510204	0.204081632653061	0	0.204081632653061	0	0.204081632653061	0	0	2.6530612244898	17.1428571428571	0.204081632653061	0	5.10204081632653	0	0	0	0	0.408163265306122	0	0	0	0	15.1020408163265	6.93877551020408	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	70	"AWI"	70	3744	6114	5260	0.318471337579618	0	0	0	0.318471337579618	0	42.0382165605096	0	0	0	0.318471337579618	0	0	0	0	10.1910828025478	7.00636942675159	0	0	1.27388535031847	0	0	0.318471337579618	0	1.91082802547771	14.6496815286624	0	0	4.14012738853503	0	0	0	0	0	0	0	0	0.636942675159236	14.0127388535032	2.86624203821656	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	75	"AWI"	75	4715	6241	5589	0	0	1.72117039586919	0	0.344234079173838	0	27.8829604130809	0	0.344234079173838	0.172117039586919	0	0	0.344234079173838	0	0	11.5318416523236	3.44234079173838	5.50774526678141	0	0	0	0.688468158347676	0	0	4.99139414802065	11.7039586919105	0.344234079173838	0	6.36833046471601	0	0.172117039586919	0	0	0	0	0	0	0.344234079173838	20.1376936316695	3.44234079173838	0.516351118760757
798	821	"Tourbière de Farnham"	45.28278	-72.98278	80	"AWI"	80	5341	6502	5958	0.158478605388273	0	0.950871632329636	0.475435816164818	0.158478605388273	0	22.1870047543582	0	0.158478605388273	0	0.158478605388273	0	0.158478605388273	0	0	8.24088748019017	3.96196513470681	27.892234548336	0	0.316957210776545	0	0.475435816164818	0	0.158478605388273	1.743264659271	8.55784469096672	0.158478605388273	0	5.38827258320127	0	0	0.158478605388273	0	0	0.792393026941363	0	0	0.950871632329636	11.8858954041204	3.486529318542	1.42630744849445
798	821	"Tourbière de Farnham"	45.28278	-72.98278	85	"AWI"	85	5664	6760	6286	0.127064803049555	0	3.04955527318933	0	0.127064803049555	0.508259212198221	27.0648030495553	0.127064803049555	0.254129606099111	0	0	0	0.889453621346887	0	1.52477763659466	6.86149936467599	2.41423125794155	4.57433290978399	0	0.127064803049555	0	0.254129606099111	0	0	0.889453621346887	15.1207115628971	0.127064803049555	0	7.75095298602287	0	0	0	0.254129606099111	0	0	0	0	0.127064803049555	21.0927573062262	3.43074968233799	3.30368487928844
798	821	"Tourbière de Farnham"	45.28278	-72.98278	90	"AWI"	90	5813	7260	6603	0.383877159309021	0	0.959692898272553	0	0.383877159309021	0	23.8003838771593	0	0.383877159309021	0	0	0	4.22264875239923	0	0	1.53550863723608	2.87907869481766	1.15163147792706	0	0.191938579654511	1.34357005758157	2.49520153550864	0.383877159309021	0	1.53550863723608	29.5585412667946	0.191938579654511	3.26295585412668	7.67754318618042	0	0	0	0.191938579654511	0.575815738963532	0.191938579654511	0.191938579654511	0	0.767754318618042	11.7082533589251	4.03071017274472	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	100	"AWI"	100	6687	7580	7229	0.136425648021828	0	0.954979536152797	0.136425648021828	0.136425648021828	0	10.6412005457026	0	0.136425648021828	0	0	0	14.5975443383356	0	0	0.409276944065484	3.27421555252387	0.136425648021828	0	0	0	1.09140518417462	0	0.136425648021828	2.18281036834925	38.3356070941337	0.409276944065484	0	8.86766712141883	0	0	0.272851296043656	0.136425648021828	0.136425648021828	0	0	0	0.272851296043656	13.6425648021828	3.95634379263302	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	110	"AWI"	110	7199	8009	7605	0	0	0	0	0.240384615384615	0	7.69230769230769	0	0	0	0	0.240384615384615	3.60576923076923	0	0	0.480769230769231	1.92307692307692	0	0	0	0.480769230769231	0.480769230769231	0.240384615384615	0.480769230769231	0	73.0769230769231	0	0	4.56730769230769	0	0	0	0	0.480769230769231	0	0.240384615384615	0	0	1.92307692307692	3.84615384615385	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	115	"AWI"	115	7380	8100	7742	0.709219858156028	0	3.07328605200946	0	0.472813238770686	0.472813238770686	7.09219858156028	0	0	0	0.236406619385343	0	4.25531914893617	0	0	1.18203309692671	0.945626477541371	0.472813238770686	0	0	0	0.709219858156028	0	0	1.89125295508274	67.1394799054374	0.472813238770686	0	3.78250591016548	0	0	0	0.236406619385343	0.236406619385343	0	0	0	0.236406619385343	4.72813238770686	1.6548463356974	0
798	821	"Tourbière de Farnham"	45.28278	-72.98278	120	"AWI"	120	7477	8258	7876	0.316455696202532	0	0	0	0	0	8.54430379746835	0	0	0	0	0	0.316455696202532	0	0	0.949367088607595	1.26582278481013	0	0	0	0	0.632911392405063	0	0	8.86075949367089	65.8227848101266	0.316455696202532	0	6.64556962025316	0	0	0	0	0	0	0	0	0	5.37974683544304	0.949367088607595	0
