"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acanthaceae"	"Alchornea"	"Amaranthaceae"	"Anthodiscus"	"Apeiba"	"Apiaceae"	"Apocynaceae"	"Araceae"	"Araliaceae"	"Arecaceae"	"Asteraceae"	"Bauhinia"	"Begoniaceae"	"Berberidaceae"	"Bignoniaceae"	"Boraginaceae"	"Bromeliaceae"	"Burseraceae"	"Byrsonima"	"Calophyllaceae"	"Caryocar"	"Caryophyllaceae"	"Cassia"	"Catostemma"	"Cecropia"	"Cedrela"	"Celtis"	"Chrysophyllum"	"Clusia"	"Combretaceae"	"Combretum"	"Commelinaceae"	"Copaifera"	"Cordia"	"Cryosophila"	"Cyperaceae"	"Didymopanax"	"Dilleniaceae"	"Diospyros"	"Ericales"	"Erythroxylum"	"Euphorbiaceae"	"Fabaceae"	"Genipa"	"Gordonia"	"Guarea"	"Hedyosmum"	"Hieronyma"	"Humiriaceae"	"Ilex"	"Iriartea"	"Isoëtes"	"Lacmellea"	"Lamanonia"	"Lamiaceae"	"Loranthaceae"	"Luehea"	"Lythraceae"	"Mabea"	"Macrolobium"	"Malpighiaceae"	"Malvaceae"	"Maripa"	"Mauritia"	"Meliaceae"	"Meliosma"	"Menispermaceae"	"Myrsine"	"Myrtaceae"	"Onagraceae"	"Ouratea"	"Passiflora"	"Paullinia"	"Peraceae"	"Phyllanthaceae"	"Piperaceae"	"Poaceae"	"Podocarpus"	"Polygalaceae"	"Pouteria"	"Protium"	"Psychotria"	"Ranunculaceae"	"Roupala"	"Rubiaceae"	"Rutaceae"	"Sapindaceae"	"Sapium"	"Sapotaceae"	"Schizolobium"	"Solanaceae"	"Spondias"	"Symmeria"	"Symphonia"	"Symplocos"	"Tabebuia"	"Tachigali"	"Tapirira"	"Trichilia"	"Urticaceae"	"Verbenaceae"	"Virola"	"Vitaceae"	"Vochysiaceae"	"Weinmannia"
532	547	"Lagoa das Patas"	0.26667	-66.68333	0	"AWI"	0	-135	31	-52	0	18.8925081433225	0	0	0	0	0	0	0	1.62866449511401	0	0	0	0	0	0	0	0	0	0	0	0	0.977198697068404	0	8.79478827361564	0	0	0	0	5.21172638436482	0	0	3.90879478827362	0	0	0.651465798045603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.651465798045603	0	0	0	0	0	0	0	0	0	0	16.9381107491857	1.30293159609121	0	0	0	5.53745928338762	0	0	0	0	0	0	0	0.325732899022801	0	0.325732899022801	0	0.325732899022801	0.325732899022801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30293159609121	0	32.8990228013029	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	5	"AWI"	5	-8	1554	471	0	19.281045751634	0	0	0	0	0	0	0	2.61437908496732	0	0	0	0	0	0	0	0	0	0	0.980392156862745	0	0	0	7.51633986928105	0	0	0	0.326797385620915	3.59477124183007	0	0	2.28758169934641	0.326797385620915	0	0	0	0	0	0	0	0	0	0	0	0.326797385620915	0	0	0	1.63398692810458	0	0	0.326797385620915	0	0	0	0	0	0	0.326797385620915	0	0	0	10.7843137254902	1.96078431372549	0	0	0	5.88235294117647	0	0	0	0	0	0	0	0	0	0	0	0.65359477124183	0.980392156862745	0	0.326797385620915	0	0.65359477124183	0	0	0	0.326797385620915	0	0	0	0	0	0	0	1.30718954248366	0	37.5816993464052	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	10	"AWI"	10	223	2534	1076	0	24.8447204968944	0	0	0.62111801242236	0	0	0	0	1.24223602484472	0	0	0	0	0	0	0.31055900621118	0	0	0	0.31055900621118	0	1.24223602484472	0	8.07453416149068	0.31055900621118	0	0	0	4.03726708074534	0	0	3.1055900621118	0.31055900621118	0	0.31055900621118	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86335403726708	0.31055900621118	0	0	0	0	0	0	0	0	0	0	0	0	14.9068322981366	1.5527950310559	0	0	0	4.6583850931677	0	0	0	0	0	0	0	0	0	0	0	0.62111801242236	0	0.31055900621118	0.31055900621118	0	0.31055900621118	0	0	0	0.31055900621118	0	0	0	0	0	0	0	0.93167701863354	0.31055900621118	28.8819875776398	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	15	"AWI"	15	535	3615	1692	0	14.1379310344828	0	0	2.06896551724138	0	0	0	0	3.10344827586207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.24137931034483	0	0	0	0	3.79310344827586	0	0	4.13793103448276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72413793103448	0	0	0.344827586206897	0	0	0	0	0	0	0	0	0	0	12.0689655172414	0.689655172413793	0	0	0	4.13793103448276	0	0	0	1.03448275862069	0	0	0	0.344827586206897	0	0	0.344827586206897	0.344827586206897	0.344827586206897	0.344827586206897	0	0	0.344827586206897	0	0	0	0.344827586206897	0.344827586206897	0	0	0	0	0	0	2.06896551724138	0	40.6896551724138	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	20	"AWI"	20	904	4170	2352	0	18.4615384615385	0	0	3.07692307692308	0	0	0	0	2.56410256410256	0	0	0	0	0	0	0	0	0	0	0	0	0.769230769230769	0	11.5384615384615	0	0	0	0.256410256410256	3.58974358974359	0	0	3.58974358974359	0	0	0.512820512820513	0.256410256410256	0	0	0	0.256410256410256	0	0	0	0	0.256410256410256	0	0	0	0.769230769230769	0	0	0.256410256410256	0	0	0	0.256410256410256	0	0	0	0	0	0	10.2564102564103	1.53846153846154	0	0	0	5.38461538461539	0	0	0	0	0	0	0	0	0	0	0	0.512820512820513	0	0	0	0	0.256410256410256	0	0	0	0.512820512820513	0	0	0	0	0	0	0	1.28205128205128	0	33.8461538461538	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	25	"AWI"	25	1355	4705	2970	0	18.0212014134276	0	0	0	0	0	0	0	2.12014134275618	0	0	0	0	0	0	0.353356890459364	0	0	0	0	0	0.706713780918728	0	3.886925795053	0.353356890459364	0	0	0	5.30035335689046	0	0	22.2614840989399	0.353356890459364	0	0.353356890459364	0.706713780918728	0	0	0	0	0	0	0	0	0.353356890459364	0	0	0	1.06007067137809	0.353356890459364	0	0	0	0	0	0	0	0	0	0	0	0	21.2014134275618	0.706713780918728	0	0	0	3.53356890459364	0	0	0	0.353356890459364	0	0	0	0.706713780918728	0	0	0.353356890459364	0.706713780918728	0	0	0	0	0.353356890459364	0	0	0.353356890459364	0	0	0	0	0	0	0.353356890459364	0	1.76678445229682	0	13.4275618374558	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	30	"AWI"	30	2007	5164	3548	0	14.4927536231884	0	0	0	0	0	0	0	2.31884057971015	0	1.44927536231884	0	0	0	0	0.579710144927536	0	0	0	0	0	0	0	6.95652173913043	0	0	0	0	4.34782608695652	0	0	11.304347826087	0.579710144927536	0	0.579710144927536	0	0	0	0	0	0	0	0.289855072463768	0	0.289855072463768	0.579710144927536	0	0	0.579710144927536	0	0	0	0	0	0	0.289855072463768	0	0	0	0	0	0	15.9420289855072	0.289855072463768	0.579710144927536	0	0	6.66666666666667	0	0	0	0	0	0	0.289855072463768	0	0	0.289855072463768	0	0	0.289855072463768	0.289855072463768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60869565217391	0	28.1159420289855	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	35	"AWI"	35	2545	5564	4071	0	13.3105802047782	0	0	0	0	0	0	0	2.73037542662116	0	0	0	0	0	0	0.68259385665529	0	0	0	0	0	0	0	5.46075085324232	0	0.68259385665529	0	0	6.8259385665529	0	0	17.4061433447099	0.341296928327645	0.341296928327645	1.70648464163823	0	0	0	0	0	0	0	0	0	0.341296928327645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2627986348123	0.341296928327645	0.341296928327645	0	0	5.46075085324232	0	0	0	0	0	0	0	2.04778156996587	0	0	0.68259385665529	0.341296928327645	0	0	0	0	1.02389078498294	0	0	0	0	0	0	0	0	0.341296928327645	0	0	0.68259385665529	0	27.6450511945392	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	40	"AWI"	40	3168	5926	4617	0	14.6520146520147	0	0	0.366300366300366	0	0	0	0	3.2967032967033	0	0	0	0	0	0	1.46520146520147	0	0	0	0	0	0	0	7.69230769230769	0	0.366300366300366	0	0	6.95970695970696	0	0	16.8498168498169	0.366300366300366	0	0.732600732600733	0	0	0	0	0	0	0	0	0	0.732600732600733	1.0989010989011	0	0	0.732600732600733	0.732600732600733	0	0	0	0	0	0.366300366300366	0	0	0	0	0	0	12.8205128205128	4.02930402930403	0.732600732600733	0	0	6.59340659340659	0	0	0	0	0	0	0	1.46520146520147	0.366300366300366	0	0.732600732600733	0	0.366300366300366	0	0	0	0.366300366300366	0	0	0	0	0.366300366300366	0	0	0	0	0	0	0.732600732600733	0	15.018315018315	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	45	"AWI"	45	3927	6328	5226	0	13.5135135135135	0	0	0.337837837837838	0	0	0	0	0.337837837837838	0	0.337837837837838	0	0	0	0	0	0	0	0	0	0	0.337837837837838	0	4.05405405405405	0	0	0	0	9.45945945945946	0	0	12.1621621621622	0.337837837837838	0	1.01351351351351	0	0	0	0	0.337837837837838	0	0	0	0	0	0.675675675675676	0	0	2.7027027027027	0	0	0	0	0	0	0.337837837837838	0	0	0	0	0	0	13.5135135135135	0.675675675675676	0	0	0	7.43243243243243	0	0	0	0	0	0	0.337837837837838	0	0	0	0	0.675675675675676	0	0	0	0	0	0	0	0	0.337837837837838	0	0	0	0	0	0	0	1.35135135135135	0	29.7297297297297	0	0	0	0	0
