"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Asteraceae"	"Cactaceae"	"Campanulaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Geraniaceae"	"Isoëtes"	"Malvaceae"	"Myrica"	"Poaceae"	"Podocarpus"	"Polylepis"	"Ranunculaceae"	"Solanaceae"
348	356	"Chacaltaya 2"	-16.36667	-68.15	0	"AWI"	0	-134	34	-51	0	0	1.97368421052632	0	0	0	7.23684210526316	22.3684210526316	1.97368421052632	0	0	7.23684210526316	0.657894736842105	1.31578947368421	36.8421052631579	0.657894736842105	0.657894736842105	0	19.0789473684211
348	356	"Chacaltaya 2"	-16.36667	-68.15	5	"AWI"	5	-72	347	64	1.06382978723404	0	0	0	0	0	5.31914893617021	19.1489361702128	3.19148936170213	0	0	15.9574468085106	1.06382978723404	1.06382978723404	34.0425531914894	1.06382978723404	0	0	18.0851063829787
348	356	"Chacaltaya 2"	-16.36667	-68.15	10	"AWI"	10	-47	736	172	0	0	0	0	0	0	15.2542372881356	1.69491525423729	0	0	0	15.2542372881356	0	3.38983050847458	38.9830508474576	3.38983050847458	0	0	22.0338983050847
348	356	"Chacaltaya 2"	-16.36667	-68.15	25	"AWI"	25	194	1166	619	5.08474576271187	6.77966101694915	0	0	0	0	8.47457627118644	22.0338983050847	1.69491525423729	0	0	25.4237288135593	0	0	27.1186440677966	1.69491525423729	0	0	1.69491525423729
348	356	"Chacaltaya 2"	-16.36667	-68.15	40	"AWI"	40	457	1590	1063	2.4390243902439	0	0	0	0	0	2.4390243902439	9.75609756097561	0	0	0	0	0	0	34.1463414634146	0	0	0	51.219512195122
348	356	"Chacaltaya 2"	-16.36667	-68.15	45	"AWI"	45	638	1665	1200	0.571428571428571	0	0.571428571428571	0	0	0	5.71428571428571	9.71428571428571	1.14285714285714	0	0	21.7142857142857	0	1.14285714285714	53.1428571428571	2.28571428571429	0	0	4
348	356	"Chacaltaya 2"	-16.36667	-68.15	50	"AWI"	50	743	1783	1342	1.17302052785924	0	0.586510263929619	0	0	0	7.62463343108504	0.293255131964809	0	0	0	4.98533724340176	0	0.293255131964809	79.4721407624633	0.293255131964809	0.293255131964809	0	4.98533724340176
348	356	"Chacaltaya 2"	-16.36667	-68.15	65	"AWI"	65	1430	1977	1735	1.59235668789809	0	0.636942675159236	0	0	0	1.91082802547771	36.9426751592357	0.318471337579618	0.318471337579618	0	23.5668789808917	0.636942675159236	0.636942675159236	25.796178343949	1.27388535031847	0.318471337579618	0	6.05095541401274
348	356	"Chacaltaya 2"	-16.36667	-68.15	75	"AWI"	75	1791	2456	2042	0.851063829787234	4.8936170212766	0	69.7872340425532	0	0	4.68085106382979	2.12765957446809	0	0	0	4.04255319148936	0	0.425531914893617	10.8510638297872	0	0.425531914893617	0	1.91489361702128
348	356	"Chacaltaya 2"	-16.36667	-68.15	85	"AWI"	85	1966	3231	2442	0	3.37078651685393	0	0	0	0	2.24719101123596	8.98876404494382	0	0	0	2.24719101123596	1.12359550561798	0	57.3033707865169	1.12359550561798	0	0	23.5955056179775
348	356	"Chacaltaya 2"	-16.36667	-68.15	95	"AWI"	95	2199	3783	2886	2.33918128654971	6.4327485380117	0	0	0	0	2.92397660818713	11.1111111111111	0.584795321637427	0	0	0.584795321637427	0	0	59.0643274853801	0	0	0	16.9590643274854
348	356	"Chacaltaya 2"	-16.36667	-68.15	105	"AWI"	105	2514	4240	3328	0	0	0	33.5802469135802	0	0	2.96296296296296	9.87654320987654	0.246913580246914	0	0	9.87654320987654	1.72839506172839	0.246913580246914	37.037037037037	0.740740740740741	0.493827160493827	0	3.20987654320988
348	356	"Chacaltaya 2"	-16.36667	-68.15	130	"AWI"	130	3428	5171	4455	0	15.625	0	0	0	0	4.6875	4.6875	0	0	1.5625	0	1.5625	1.5625	59.375	0	1.5625	0	9.375
348	356	"Chacaltaya 2"	-16.36667	-68.15	150	"AWI"	150	4893	5586	5339	0	0	1.28205128205128	0	0	0	1.28205128205128	14.1025641025641	0	0	0	0	1.28205128205128	0	35.8974358974359	1.28205128205128	0	0	44.8717948717949
348	356	"Chacaltaya 2"	-16.36667	-68.15	155	"AWI"	155	5001	5748	5444	1.30293159609121	0	0	0	0	0	2.60586319218241	18.2410423452769	0.977198697068404	0	0	7.81758957654723	0	1.62866449511401	61.2377850162867	1.30293159609121	0	0	4.88599348534202
348	356	"Chacaltaya 2"	-16.36667	-68.15	160	"AWI"	160	5065	6017	5537	0.523560209424084	0	0.523560209424084	0	0	0	7.85340314136126	38.7434554973822	0	0	0	1.04712041884817	0	0.523560209424084	41.8848167539267	0.523560209424084	1.04712041884817	0	7.32984293193717
