"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"
1404	1441	"Karginskii Cape Peat Exposure"	70	85	5	"AWI"	5	1008	1347	1154	0	18.7747035573123	0.197628458498024	0.197628458498024	0.592885375494071	0	58.498023715415	0.395256916996047	0	0.395256916996047	5.33596837944664	0	2.96442687747036	9.48616600790514	1.18577075098814	0.395256916996047	0	1.38339920948617	0.197628458498024	0
1404	1441	"Karginskii Cape Peat Exposure"	70	85	10	"AWI"	10	1207	1562	1378	0	0	0	0	7.09939148073022	2.02839756592292	54.7667342799189	0	0	1.41987829614604	6.49087221095335	0	3.04259634888438	9.12778904665314	9.93914807302231	0	0	6.08519269776876	0	0
1404	1441	"Karginskii Cape Peat Exposure"	70	85	15	"AWI"	15	3365	3629	3514	0	0	72.3809523809524	0	0	0	0	0	0	0.317460317460317	7.61904761904762	0	0	0	0.634920634920635	0	0	19.047619047619	0	0
1404	1441	"Karginskii Cape Peat Exposure"	70	85	30	"AWI"	30	3757	4448	4103	0	0	10.9289617486339	0	10.9289617486339	0	0	0	0	2.73224043715847	54.6448087431694	0	15.3005464480874	0	5.46448087431694	0	0	0	0	0
1404	1441	"Karginskii Cape Peat Exposure"	70	85	40	"AWI"	40	4032	4726	4391	0	21.9101123595506	1.40449438202247	0	2.80898876404494	0	71.6292134831461	0	0	0.561797752808989	1.40449438202247	0	0	0	0.280898876404494	0	0	0	0	0
1404	1441	"Karginskii Cape Peat Exposure"	70	85	50	"AWI"	50	4320	4957	4666	0	29.7029702970297	1.98019801980198	18.8118811881188	4.95049504950495	0	0	0	0	4.95049504950495	19.8019801980198	9.9009900990099	0	0	4.95049504950495	0	0	4.95049504950495	0	0
1404	1441	"Karginskii Cape Peat Exposure"	70	85	57	"AWI"	57	4511	5077	4830	0	0	3.86100386100386	0	1.93050193050193	0	85.3281853281853	0	0	0.386100386100386	1.93050193050193	0	3.86100386100386	0	0.772200772200772	0	0	1.93050193050193	0	0
1404	1441	"Karginskii Cape Peat Exposure"	70	85	78	"AWI"	78	5188	5665	5421	55.5555555555556	0	0	0	0.694444444444444	0	0	0	0	6.94444444444444	20.8333333333333	0	0	0	13.8888888888889	0	0.347222222222222	1.04166666666667	0	0.694444444444444
1404	1441	"Karginskii Cape Peat Exposure"	70	85	90	"AWI"	90	5862	6258	6088	42.8134556574924	13.7614678899083	0.917431192660551	0	1.52905198776758	0	0	0.917431192660551	0.611620795107034	0	21.4067278287462	0	1.52905198776758	4.58715596330275	10.7033639143731	0	0	1.22324159021407	0	0
1404	1441	"Karginskii Cape Peat Exposure"	70	85	110	"AWI"	110	6289	6612	6398	0	26.9230769230769	2.74725274725275	0	3.84615384615385	0	0	0	0	5.49450549450549	43.956043956044	0	13.7362637362637	0	0	3.2967032967033	0	0	0	0
