"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Ceanothus"	"Cercocarpus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Euphorbiaceae"	"Fabaceae"	"Indeterminable"	"Lamiaceae"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Salix"	"Sarcobataceae"	"Thalictrum"
699	719	"Dome Creek Meadow"	40.02417	-107.05083	5	"AWI"	5	-63	257	51	10.7894736842105	0.263157894736842	4.47368421052632	0	7.10526315789474	0	0	1.31578947368421	0	0	3.94736842105263	2.10526315789474	18.4210526315789	0.263157894736842	0	0	3.94736842105263	0.263157894736842	7.10526315789474	33.9473684210526	1.57894736842105	0	2.89473684210526	0	0	0	0.526315789473684	1.05263157894737	0
699	719	"Dome Creek Meadow"	40.02417	-107.05083	25	"AWI"	25	0	1379	429	6.66666666666667	0	3.05555555555556	0	10.2777777777778	0	0	0.277777777777778	0	0	1.11111111111111	0.833333333333333	17.5	0.277777777777778	0	0.555555555555556	3.88888888888889	0	30.5555555555556	23.0555555555556	0.555555555555556	0	0.555555555555556	0.277777777777778	0	0	0	0	0.555555555555556
699	719	"Dome Creek Meadow"	40.02417	-107.05083	45	"AWI"	45	160	2262	827	8.60927152317881	0	5.29801324503311	0	2.64900662251656	0	0	0.662251655629139	0	0	0	0	0	1.32450331125828	0	0	3.3112582781457	0	77.4834437086093	0	0	0	0.662251655629139	0	0	0	0	0	0
699	719	"Dome Creek Meadow"	40.02417	-107.05083	65	"AWI"	65	317	2728	1261	7.35930735930736	0	10.3896103896104	0	8.65800865800866	0	0	1.73160173160173	0	0	1.2987012987013	2.16450216450216	5.62770562770563	0.865800865800866	0	0.432900432900433	12.5541125541126	0	45.8874458874459	0	0.865800865800866	0	0	0.432900432900433	0.432900432900433	0	0	0.865800865800866	0.432900432900433
699	719	"Dome Creek Meadow"	40.02417	-107.05083	85	"AWI"	85	603	3257	1690	3.7914691943128	0	2.13270142180095	0	5.21327014218009	0	0	0	0	0	1.4218009478673	1.18483412322275	29.3838862559242	0.4739336492891	0	0	1.65876777251185	0	18.957345971564	33.4123222748815	1.4218009478673	0	0.4739336492891	0	0	0	0	0.23696682464455	0.23696682464455
699	719	"Dome Creek Meadow"	40.02417	-107.05083	105	"AWI"	105	851	3648	2154	16.9491525423729	0	6.21468926553672	0	9.6045197740113	0	0	0.564971751412429	0	0.564971751412429	0	0.564971751412429	9.03954802259887	0	0	0	5.08474576271187	0	45.7627118644068	0	1.69491525423729	0	0.564971751412429	1.12994350282486	0	0	0	1.12994350282486	1.12994350282486
699	719	"Dome Creek Meadow"	40.02417	-107.05083	125	"AWI"	125	1181	4067	2583	8.35820895522388	0	2.08955223880597	0	4.17910447761194	0	0	0	0	0.298507462686567	1.19402985074627	1.19402985074627	11.044776119403	0.298507462686567	0	0	3.28358208955224	0	25.6716417910448	38.5074626865672	1.49253731343284	0	0.298507462686567	0	0	0	0.597014925373134	1.19402985074627	0.298507462686567
699	719	"Dome Creek Meadow"	40.02417	-107.05083	145	"AWI"	145	1531	4465	3027	3.7593984962406	0.150375939849624	1.95488721804511	0	2.70676691729323	0	0	0.150375939849624	0	0	0.902255639097744	1.20300751879699	53.5338345864662	0	0	0	1.20300751879699	0	12.781954887218	21.0526315789474	0	0	0.150375939849624	0	0	0	0	0	0.451127819548872
699	719	"Dome Creek Meadow"	40.02417	-107.05083	165	"AWI"	165	2026	4761	3490	7.47663551401869	0	5.29595015576324	0	3.73831775700935	0	0	0	0	0	0.311526479750779	0.623052959501558	5.9190031152648	0.311526479750779	0	0	0.311526479750779	0	34.2679127725857	38.6292834890966	0.311526479750779	0	0.934579439252336	0.623052959501558	0	0.934579439252336	0	0.311526479750779	0
699	719	"Dome Creek Meadow"	40.02417	-107.05083	185	"AWI"	185	2378	5061	4000	5.18867924528302	0	3.30188679245283	0	3.06603773584906	0	0	0.235849056603774	0	0	1.41509433962264	0	29.2452830188679	0	0	0	1.65094339622642	0	28.5377358490566	26.8867924528302	0	0	0.235849056603774	0	0	0	0	0.235849056603774	0
