"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Juniperus"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Thalictrum"	"Ulmaceae"
273	279	"Blacktail Pond"	44.955512	-110.601798	0	"AWI"	0	-106	62	-21	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	1	0	2.5	310	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
273	279	"Blacktail Pond"	44.955512	-110.601798	10	"AWI"	10	37	628	269	2	0	2	0	10	0	1	0	0	6	0	0	0	0	3	5	0	7.5	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
273	279	"Blacktail Pond"	44.955512	-110.601798	20	"AWI"	20	252	955	587	0	1	3	0	31	0	0	0	0	5	0	0	0	0	0	1	0	13	256.5	1	0	0	2	2	0	1	0	0	0	1	0	0	0	0	0
273	279	"Blacktail Pond"	44.955512	-110.601798	30	"AWI"	30	540	1201	901	0	0	2	0	9	8	0	0	0	9	0	0	0	0	0	6	0	8	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
273	279	"Blacktail Pond"	44.955512	-110.601798	38	"AWI"	38	915	1355	1145	0	1	0	0	14	9	0	0	0	2	1	0	0	0	1	3	0	3	278.5	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
273	279	"Blacktail Pond"	44.955512	-110.601798	48	"AWI"	48	1163	1867	1454	0	3	7	0	40	0	0	0	0	4	0	0	0	0	0	8	0	8.5	0	7	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
273	279	"Blacktail Pond"	44.955512	-110.601798	50	"AWI"	50	1197	1998	1513	0	0	14	0	82	0	1	0	0	1	0	0	0	0	1	4	0	6	0	10	0	0	1	0	0	0	0	0	1	2	0	2	0	0	0
273	279	"Blacktail Pond"	44.955512	-110.601798	60	"AWI"	60	1416	2454	1846	0	0	12	0	91	0	3	0	0	2	0	0	0	0	0	3	0	10.5	199.5	6	0	0	1	0	0	1	0	0	0	1	1	9	1	0	0
273	279	"Blacktail Pond"	44.955512	-110.601798	70	"AWI"	70	1656	2886	2183	1	1	8	0	74	0	6	0	0	0	0	0	1	0	1	5	0	1	0	6	0	0	2	0	0	0	0	0	0	5	0	5	0	0	0
273	279	"Blacktail Pond"	44.955512	-110.601798	80	"AWI"	80	1913	3277	2514	0	1	14	0	55	0	6	0	0	1	0	0	0	0	1	2	0	1	257	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
273	279	"Blacktail Pond"	44.955512	-110.601798	90	"AWI"	90	2203	3661	2860	0	1	11	0	87	0	5	0	0	3	0	0	0	0	5	2	0	2.5	0	13	0	0	0	1	0	0	0	0	0	1	0	7	0	0	0
