"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Isoëtes"	"Juniperus"	"Nyctaginaceae"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Thalictrum"
816	841	"Forest Pond 1"	43.47167	-109.93889	0	"AWI"	0	-138	-27	-60	0.65302568567697	0	0.696560731388768	0	7.92337831954723	0	0.174140182847192	0	0	0	4.61471484545059	0	0	0	0	0.261210274270788	3.56987374836744	0	0	0	1.61079669133653	76.6652154984763	1.82847191989552	0	0	0.261210274270788	0.174140182847192	0	0	0	1.21898127993034	0.087070091423596	0.261210274270788	0
816	841	"Forest Pond 1"	43.47167	-109.93889	10	"AWI"	10	-39	-11	-25	0.742009132420091	0	0.799086757990868	0	7.76255707762557	0	0	0	0.114155251141553	0	3.31050228310502	0	0.228310502283105	0	0	1.14155251141552	4.68036529680365	0	0	0	1.02739726027397	76.0844748858447	3.08219178082192	0	0	0.228310502283105	0	0.228310502283105	0	0.114155251141553	0.228310502283105	0	0.114155251141553	0.114155251141553
816	841	"Forest Pond 1"	43.47167	-109.93889	16	"AWI"	16	-28	52	-4	0.553359683794466	0.158102766798419	0.869565217391304	0	9.40711462450593	0.948616600790514	0	0	0	0	4.03162055335968	0	0	0	0	0.316205533596838	5.05928853754941	0	0	0	1.02766798418972	72.7272727272727	2.92490118577075	0	0	0.158102766798419	0	0	0.0790513833992095	0	1.10671936758893	0.158102766798419	0.474308300395257	0
816	841	"Forest Pond 1"	43.47167	-109.93889	20	"AWI"	20	-25	103	9	0.806090461262875	0	1.52261531571876	0	6.80698611733094	1.07478728168383	0.0895656068069861	0	0	0	5.55306762203314	0	0	0.0895656068069861	0.0895656068069861	0.716524854455889	3.31392745185849	0	0	0	1.70174652933274	73.6677115987461	2.5974025974026	0	0	0.179131213613972	0.0895656068069861	0	0	0.179131213613972	1.25391849529781	0.0895656068069861	0.0895656068069861	0.0895656068069861
816	841	"Forest Pond 1"	43.47167	-109.93889	27	"AWI"	27	-1	171	52	0.911458333333333	0	0.954861111111111	0	9.63541666666667	1.47569444444444	0.0868055555555556	0	0	0	5.38194444444444	0	0.0868055555555556	0	0	0.347222222222222	2.95138888888889	0	0	0	1.30208333333333	71.9184027777778	3.29861111111111	0	0	0.0868055555555556	0.173611111111111	0	0	0.0868055555555556	0.78125	0.347222222222222	0.173611111111111	0
816	841	"Forest Pond 1"	43.47167	-109.93889	30	"AWI"	30	4	220	68	0.791007493755204	0.0832639467110741	1.41548709408826	0	9.15903413821815	0	0	0	0	0	5.32889258950874	0	0	0	0	0.249791840133222	1.74854288093256	0	0	0	2.12323064113239	73.6053288925895	2.91423813488759	0	0	0.166527893422148	0	0	0	0	1.83180682764363	0.333055786844296	0.166527893422148	0.0832639467110741
816	841	"Forest Pond 1"	43.47167	-109.93889	32	"AWI"	32	328	522	395	0.348692403486924	0	1.2453300124533	0.049813200498132	7.12328767123288	0	0.099626400996264	0	0	0	5.28019925280199	0	0.099626400996264	0	0	0.398505603985056	2.59028642590286	0	0	0	1.99252801992528	76.7870485678705	2.640099626401	0	0	0.099626400996264	0	0	0	0	0.74719800747198	0.049813200498132	0.448318804483188	0
816	841	"Forest Pond 1"	43.47167	-109.93889	34	"AWI"	34	632	839	722	0.795924864692773	0	1.33715377268386	0	10.6335561922954	0	0	0	0	0.0636739891754218	4.58452722063037	0	0	0	0	0.191021967526266	1.40082776185928	0.0636739891754218	0	0	2.54695956701687	74.1801973893664	2.29226361031519	0	0	0.0636739891754218	0	0	0.191021967526266	0	1.20980579433301	0.127347978350844	0.318369945877109	0
816	841	"Forest Pond 1"	43.47167	-109.93889	36	"AWI"	36	928	1181	1045	0.638012088650101	0	1.34318334452653	0	8.73069173942243	0	0.0671591672263264	0	0	0	7.25319006044325	0	0.0671591672263264	0	0	0.335795836131632	3.22364002686367	0	0	0	2.04835460040296	72.1289456010745	1.94761584956347	0	0	0.201477501678979	0	0.0671591672263264	0	0	1.54466084620551	0.0671591672263264	0.268636668905306	0.0671591672263264
816	841	"Forest Pond 1"	43.47167	-109.93889	38	"AWI"	38	1219	1533	1368	1.79674340258282	0.112296462661426	1.79674340258282	0	10.6681639528355	0	0	0	0.112296462661426	0	1.57215047725997	0	0	0	0	0.673778775968557	0.898371701291409	0	0	0	1.57215047725997	77.7653003930376	2.1336327905671	0	0	0	0	0	0	0	0.561482313307131	0	0.336889387984278	0
