"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Morus"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
322	329	"Saint-Calixte"	45.96111	-73.86806	584	"AWI"	584	10808	11708	11236	0.646551724137931	0	0	0.21551724137931	0	0.862068965517241	0	0	26.2931034482759	0	0	0	0	0.646551724137931	0	5.17241379310345	0	0	0	0	0	0	1.72413793103448	0	0	0.21551724137931	0	15.7327586206897	0	0.21551724137931	0	0	0.646551724137931	0	42.6724137931034	0	3.44827586206897	0	0	0	0	0	0	0	0.21551724137931	0	0	1.29310344827586	0
322	329	"Saint-Calixte"	45.96111	-73.86806	594	"AWI"	594	10913	11995	11401	0	0	4.02684563758389	0	0	1.67785234899329	0	0	56.7114093959732	0	0	0	0	0	0	7.71812080536913	0	1.67785234899329	1.00671140939597	0	0	0	2.68456375838926	0	1.34228187919463	0	0	0.671140939597315	0	0	0	0	1.00671140939597	0	16.1073825503356	0	3.35570469798658	0	0.335570469798658	0	0	0	0	0	0	0	0.671140939597315	1.00671140939597	0
322	329	"Saint-Calixte"	45.96111	-73.86806	600	"AWI"	600	10966	12185	11503	2.18340611353712	0	3.93013100436681	0	0	7.4235807860262	0	0	31.0043668122271	0.436681222707424	0	0	0	3.49344978165939	0	13.9737991266376	0	0	0.873362445414847	0	0	0	0	0	0	0.436681222707424	0.436681222707424	0	0	0.873362445414847	0	0	16.5938864628821	0.436681222707424	0	0	12.2270742358079	0	2.62008733624454	0	0	0	0	0.873362445414847	0	0.436681222707424	0.436681222707424	1.31004366812227	0
322	329	"Saint-Calixte"	45.96111	-73.86806	605	"AWI"	605	11042	12293	11593	0.221238938053097	0	4.20353982300885	0.442477876106195	0.221238938053097	3.98230088495575	0	0	24.7787610619469	0.884955752212389	0.442477876106195	0	0	0.884955752212389	0	8.1858407079646	0.221238938053097	0.221238938053097	0.442477876106195	7.07964601769912	0	0.663716814159292	0.221238938053097	0	2.87610619469027	0	0	0.221238938053097	0.221238938053097	0.442477876106195	0	0	12.6106194690265	0.442477876106195	3.53982300884956	0	15.2654867256637	0	0.442477876106195	0	8.1858407079646	0	0	0.663716814159292	0	0	0.221238938053097	1.76991150442478	0
322	329	"Saint-Calixte"	45.96111	-73.86806	610	"AWI"	610	11090	12446	11679	1.15384615384615	0	11.5384615384615	0.384615384615385	0	6.92307692307692	0	0	24.2307692307692	0	0	0.384615384615385	0	0.769230769230769	0	6.15384615384615	0	0	0.384615384615385	0	0	1.15384615384615	1.15384615384615	0	1.92307692307692	0.769230769230769	0	0	0	0.384615384615385	0	0	25	0	5	0	8.84615384615385	0	0.769230769230769	0	0	0	0	2.30769230769231	0	0.384615384615385	0	0.384615384615385	0
322	329	"Saint-Calixte"	45.96111	-73.86806	615	"AWI"	615	11161	12557	11767	0	0	21.4545454545455	0.363636363636364	0	4.36363636363636	0	0	30.5454545454545	0.727272727272727	0.363636363636364	1.09090909090909	0	0	0	4	0	0.727272727272727	0.727272727272727	0	0	0.727272727272727	1.45454545454545	0	5.45454545454545	0.363636363636364	0	0	0	0	0	0	10.9090909090909	0.363636363636364	2.90909090909091	0	9.09090909090909	0	0.727272727272727	0	0	0	0	0	0	0.363636363636364	0.363636363636364	2.90909090909091	0
322	329	"Saint-Calixte"	45.96111	-73.86806	620	"AWI"	620	11217	12698	11850	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	12.5	0	0	0	0	0	4.16666666666667	0	0	0	4.16666666666667	0	0	0	0	0	0	20.8333333333333	0	0	0	16.6666666666667	0	0	0	0	0	0	0	0	4.16666666666667	4.16666666666667	8.33333333333333	0
322	329	"Saint-Calixte"	45.96111	-73.86806	625	"AWI"	625	11304	12781	11941	0.444444444444444	0	18.2222222222222	0	0	3.11111111111111	0	0	38.6666666666667	0.888888888888889	0.444444444444444	0.444444444444444	0	0	0	8	0	0	0	0	0	1.77777777777778	2.22222222222222	0	8.44444444444444	0	0	0.888888888888889	0	0.444444444444444	0	0	5.77777777777778	0	0	0	8	0	0.444444444444444	0	0	0	0	0	0	0	0	1.77777777777778	0
322	329	"Saint-Calixte"	45.96111	-73.86806	629	"AWI"	629	11345	12887	12008	1.10497237569061	0	3.86740331491713	0	0	0	0	0	53.0386740331492	0.552486187845304	0	0.552486187845304	0	2.20994475138122	0.552486187845304	14.3646408839779	0	0	5.52486187845304	0	0	0	0	0	2.76243093922652	0.552486187845304	0	0.552486187845304	0	1.65745856353591	0	0	3.86740331491713	0.552486187845304	0	0	5.52486187845304	0	0	0	0	0	0	0	0	0	0.552486187845304	2.20994475138122	0
322	329	"Saint-Calixte"	45.96111	-73.86806	5	"AWI"	5	-93	294	36	1.48148148148148	0	2.40740740740741	0	0	1.11111111111111	0	0	62.7777777777778	0.185185185185185	0.185185185185185	0.185185185185185	0	0.740740740740741	0	0.555555555555556	0	0.185185185185185	10.7407407407407	0	0	0.185185185185185	0	0	0	0.740740740740741	0	0.185185185185185	0	0.555555555555556	0	0	2.96296296296296	0	0	0	3.7037037037037	0	0	2.77777777777778	0	0	0	0.185185185185185	0	0.185185185185185	6.48148148148148	1.48148148148148	0
