"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Carya"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Larix"	"Morus"	"Myrica"	"Nyssa"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Vitaceae"
1123	1157	"Jack Lake"	47.31667	-81.76667	1	"AWI"	1	-127	59	-34	1.59680638722555	0.399201596806387	0	0	0	0.399201596806387	0	26.3473053892216	0	0.199600798403194	0.199600798403194	0	0	0	1.19760479041916	4.19161676646707	1.19760479041916	0	0.798403193612774	0	0.199600798403194	0	0	2.19560878243513	0	0	0.998003992015968	0	0.798403193612774	0	0.598802395209581	7.18562874251497	43.9121756487026	0.199600798403194	0.199600798403194	2.19560878243513	1.59680638722555	1.99600798403194	0	0	0	0	0	0	0	0	0	1.19760479041916	0	0.199600798403194
1123	1157	"Jack Lake"	47.31667	-81.76667	10	"AWI"	10	-32	479	150	0.440528634361234	0.220264317180617	0	0.220264317180617	0.220264317180617	0.440528634361234	0	27.7533039647577	0	0	0.220264317180617	0	0	0	0	2.86343612334802	1.10132158590308	0	0.881057268722467	0	0	0	0	0	0	0	1.3215859030837	0	0.220264317180617	0	0	13.6563876651982	44.4933920704846	0.440528634361234	0	1.76211453744493	0.881057268722467	1.54185022026432	0	0	0.220264317180617	0.220264317180617	0.220264317180617	0	0	0	0	0.66079295154185	0	0
1123	1157	"Jack Lake"	47.31667	-81.76667	17	"AWI"	17	66	694	308	0.785854616895874	0.785854616895874	0	0.196463654223969	0	0.589390962671906	0	37.524557956778	0	0	0.196463654223969	0	0	0.196463654223969	0	0.785854616895874	1.96463654223969	0	0	0	0.589390962671906	0	0	0.785854616895874	0	0	0.785854616895874	0	0.785854616895874	0	0.982318271119843	6.8762278978389	37.524557956778	0	0.392927308447937	0.589390962671906	2.35756385068762	3.1434184675835	0	0	0	0	0.392927308447937	0.196463654223969	0	0	1.17878192534381	0.392927308447937	0	0
1123	1157	"Jack Lake"	47.31667	-81.76667	26	"AWI"	26	202	957	516	1.0593220338983	0.423728813559322	0	0.423728813559322	0	1.0593220338983	0	25.635593220339	0	0	0	0	0	0	0.211864406779661	2.54237288135593	0.635593220338983	0	0.847457627118644	0	0.423728813559322	0.423728813559322	0	0.211864406779661	0	0	2.11864406779661	0	0.847457627118644	0	0.211864406779661	6.14406779661017	48.3050847457627	0	0.211864406779661	1.48305084745763	0.423728813559322	3.60169491525424	0	0	0	0	0.423728813559322	0.211864406779661	0	0	0.847457627118644	1.27118644067797	0	0
1123	1157	"Jack Lake"	47.31667	-81.76667	34	"AWI"	34	337	1179	705	0.196850393700787	0	0	0.196850393700787	0	0.590551181102362	0	28.1496062992126	0	0	0.196850393700787	0	0	0	0.78740157480315	3.93700787401575	1.5748031496063	0	3.1496062992126	0	0.393700787401575	1.37795275590551	0	1.37795275590551	0	0	0.984251968503937	0	1.37795275590551	0	1.18110236220472	4.13385826771654	44.6850393700787	0	0	1.18110236220472	0.196850393700787	2.55905511811024	0	0	0	0	0.590551181102362	0	0	0	0.590551181102362	0.590551181102362	0	0
1123	1157	"Jack Lake"	47.31667	-81.76667	43	"AWI"	43	504	1410	917	1.38888888888889	1.15740740740741	0	0	0	0.231481481481481	0	25.2314814814815	0	0	0	0	0	0	0.231481481481481	3.24074074074074	0.925925925925926	0	0	0	0.231481481481481	0	0	0	0	0	0	0	0.462962962962963	0	0.462962962962963	11.8055555555556	45.6018518518519	0	0	2.31481481481481	1.15740740740741	2.5462962962963	0	0	0	0	0	0	0	0.462962962962963	1.62037037037037	0.925925925925926	0	0
1123	1157	"Jack Lake"	47.31667	-81.76667	54	"AWI"	54	705	1708	1174	1.3953488372093	0.697674418604651	0	0	0	1.16279069767442	0	26.2790697674419	0	0	0	0	0	0	0	4.18604651162791	1.3953488372093	0	0.930232558139535	0	0.232558139534884	0	0	0	0	0	2.09302325581395	0	0.232558139534884	0	0	8.13953488372093	46.5116279069767	0.232558139534884	0	1.86046511627907	0.465116279069767	2.7906976744186	0	0	0.232558139534884	0	0	0	0	0	0	1.16279069767442	0	0
1123	1157	"Jack Lake"	47.31667	-81.76667	60	"AWI"	60	827	1856	1315	0.453514739229025	0.453514739229025	0	0.453514739229025	0	0.453514739229025	0	23.8095238095238	0	0	0	0	0	0.453514739229025	0	3.85487528344671	0.90702947845805	0	0	0	0.680272108843537	0	0	0.90702947845805	0	0	0.453514739229025	0	0.453514739229025	0	1.13378684807256	5.4421768707483	53.7414965986395	0	0.453514739229025	1.13378684807256	0.226757369614512	2.26757369614512	0	0	0	0	0.453514739229025	0	0	0	0.680272108843537	1.13378684807256	0	0
1123	1157	"Jack Lake"	47.31667	-81.76667	70	"AWI"	70	1036	2105	1544	0.674157303370786	1.12359550561798	0	0.224719101123596	0	0	0	31.4606741573034	0	0	0	0	0	0	0.674157303370786	6.96629213483146	2.02247191011236	0	0	0	0.674157303370786	1.12359550561798	0	0.449438202247191	0	0	1.34831460674157	0	0.674157303370786	0	0.898876404494382	7.86516853932584	37.752808988764	0	0.224719101123596	1.12359550561798	2.02247191011236	2.24719101123596	0	0	0	0	0	0	0	0	0	0.449438202247191	0	0
1123	1157	"Jack Lake"	47.31667	-81.76667	80	"AWI"	80	1244	2330	1776	0.334448160535117	1.33779264214047	0	0	0	0.668896321070234	0	34.7826086956522	0	0	0.334448160535117	0	0	0.334448160535117	0	12.3745819397993	0	0	0	0	0	0.668896321070234	0	1.67224080267559	0	0	0.668896321070234	0	0.334448160535117	0	0	1.33779264214047	39.7993311036789	0	1.00334448160535	1.00334448160535	0.334448160535117	1.33779264214047	0	0	0	0	0.334448160535117	0.334448160535117	0	0	0	1.00334448160535	0	0
