"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Amelanchier"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Ceanothus"	"Celastraceae"	"Celtis"	"Cephalanthus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Larix"	"Liliaceae"	"Malvaceae"	"Melanthiaceae"	"Morus"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinaceae"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
1711	1768	"Moon Lake"	46.854858	-98.160882	1777.1	"AWI"	1777.1	4298.09999999999	5332.8	4893.1	3	0	0	0	0	0	0	130	0	1	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	1	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	1801.6	"AWI"	1801.6	5045.6	5565	5331.4	2	0	9	0	0	0	0	138.5	0	5	0	0	0	0	0	0	0	0	0	0	0	2	60	0	0	0	0	0	0	0	4	0	0	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	3	2	0	0	0	6	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	2216.7	"AWI"	2216.7	7727.99999999999	8273.3	7992.3	0	0	0	0	0	0	0	198.5	0	1	0	0	0	0	0	0	0	0	0	0	1	7	53	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	3	0	81	0	0	0	0	0	7	1	2	0	0	7	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	2242.2	"AWI"	2242.2	8103.6	9201.39999999999	8500.2	0	0	0	0	0	0	0	45.5	0	1	0	0	0	0	0	0	0	1	0	0	2	2	31	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	6	1	0	0	0	10	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	2246.7	"AWI"	2246.7	8127.5	9438.49999999999	8591.3	0	0	0	0	0	0	0	41	0	1	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	2	1	1	0	0	6	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	2282.2	"AWI"	2282.2	8821	10568.8	9793.39999999999	0	0	0	0	0	0	0	53	0	0	0	0	1	0	2	0	0	0	0	0	12	3	35	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	4	14	0	0	0	1	0	0	0	11	0	17	0	0	0	0	0	7	3	2	0	0	29	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	2286.7	"AWI"	2286.7	8863.7	10800.5	9952.99999999999	0	0	0	0	0	0	0	81	0	4	0	0	1	0	1	0	0	0	0	0	5	4	49	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	10	0	0	0	0	22	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	1296	"AWI"	1296	-135	35	-43	0	0	7	0	0	0	0	55.5	0	7	0	0	2	0	0	0	0	0	0	0	4	1	22	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	17	0	0	0	0	0	7	1	0	0	0	17	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	1304	"AWI"	1304	-105	69	-13	0	0	3	0	0	0	0	37.5	0	5	0	0	1	1.5	0	0	1	0	0	0	1	1	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	24	0	0	0	0	3	4	0	0	0	0	9	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	1312	"AWI"	1312	-86	126	15	0	0	9	0	0	0	0	46.5	0	6	0	0	3	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	15	0	0	0	0	1	4	0	1	0	0	7	1	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	1320	"AWI"	1320	-74	190	43	1	0	0	0	0	0	3	76	0	6	9	0	0	0	0	0	0	0	0	0	2	4	45	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	23	0	0	0	0	1	1	1	0	0	0	4	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	1324	"AWI"	1324	-70	225	58	0	0	0	0	0	0	0	71	0	4	3.5	0	0	0	0	0	0	0	0	0	2	5	36	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.5	0	0	0	0	19	0	0	0	0	2	2	0	0	0	0	7	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	1328	"AWI"	1328	-65	260	71	0	0	0	0	0	0	0	73	0	3	4.5	0	1	0	0	0	0	0	0	0	0	5	21	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	1	0	0	4	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	1332	"AWI"	1332	-60	294	85	0	0	0	0	1	0	0	86.5	0	10	0	0	0	0	0	0	0	0	0	0	0	7	36	0	0	0	0	0	0	0	4	0	0	2	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	15	0	0	0	0	4	8	0	1	0	0	9	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	1336	"AWI"	1336	-49	315	100	0	0	8	0	0	0	0	130	0	8	0	0	1	0	0	0	0	0	0	0	4	2	29	0	0	0	1	0	0	0	4	0	0	0	2	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	20	0	0	0	0	1	3	3	7	0	0	2	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	1340	"AWI"	1340	-35	324	115	0	0	14	0	0	0	0	87.5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	2	0.5	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	3	2	0	0	0	5	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	1344	"AWI"	1344	-19	337	132	0	0	0	0	0	0	0	103	0	11	0	0	0	0	0	0	0	0	1	0	1	1	26	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	1	2	1	1	0	2	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	1348	"AWI"	1348	-6	348	149	1	0	0	0	0	0	0	104	0	9	0	0	2	0	1	0	0	0	0	0	0	5	33	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	3	3	0	0	0	5	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	1352	"AWI"	1352	3	354	166	1	0	10	0	0	0	0	94	0	11	0	0	0	0	0	0	0	0	0	0	1	1	59	0	0	0	0	0	1	0	5	4	0	1	1	0	0	0	0	0	9	6.5	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	3	1	2	0	0	7	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	1356	"AWI"	1356	11	369	185	0	0	0	0	0	0	0	109.5	0	17.5	0	0	0	0	0	0	2	0	0	0	1	5	48.5	0	0	0	0	0	0	0	1	0	0	5	2	0	0	0	0	0	9	2.5	0	0	0	0	0	0	0	3	0	21	0	0	0	0	2	4	0.5	0	0	0	14	0	0	0
1711	1768	"Moon Lake"	46.854858	-98.160882	1360	"AWI"	1360	17	385	202	1.5	0	0	0	0	0	0	93.5	0	9	0	0	1	0	0	0	0	0	0	0	2	1	31	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	2	0.5	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	6	4	1	0	0	7	0	0	0
