"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Chrysolepis"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fraxinus"	"Indeterminable"	"Liliaceae"	"Picea"	"Pinaceae"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Sarcobataceae"	"Saxifragaceae"	"Thalictrum"	"Tsuga"
534	550	"Davis Lake"	46.59167	-122.25	940	"AWI"	940	9880	13129	11331	59	2	193	0	1	0	12	0	0	0	0	0	20	9	1	0	1	0	12	0	125	29	0	0	14	0	0	4	33	0	0	0	10
534	550	"Davis Lake"	46.59167	-122.25	960	"AWI"	960	9983	13704	11633	77	0	77	0	0	0	5	0	1	0	0	0	42	5	0	0	4	0	40	0	120	6	0	11	17	0	0	4	26	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	980	"AWI"	980	10074	14278	11930	30	0	58	0	2	0	7	0	0	0	1	0	1	14	0	0	1	0	43	0	186	25	0	7	3	0	0	8	26	0	0	4	16
534	550	"Davis Lake"	46.59167	-122.25	1000	"AWI"	1000	10162	14840	12224	23	0	5	0	0	1	5	0	2	0	0	1	4	18	0	0	2	0	69	2	125	36	1	3	0	0	0	1	6	0	0	0	32
534	550	"Davis Lake"	46.59167	-122.25	1020	"AWI"	1020	10960	15309	12888	37	0	22	1	1	0	12	0	0	0	0	0	4	7	0	0	0	0	115	0	55	33	0	0	0	0	0	2	11	0	0	5	34
534	550	"Davis Lake"	46.59167	-122.25	1040	"AWI"	1040	12074	15718	13682	14	1	11	1	0	0	3	0	2	0	1	1	40	27	0	0	4	0	139	25	53	17	0	7	5	0	1	1	6	0	0	1	31
534	550	"Davis Lake"	46.59167	-122.25	1060	"AWI"	1060	13168	16153	14485	14	0	7	4	0	0	13	0	0	0	0	0	3	28	0	0	1	0	75	0	130	54	1	0	0	0	0	5	14	0	0	7	46
534	550	"Davis Lake"	46.59167	-122.25	1080	"AWI"	1080	14226	16623	15288	16	0	6	0	2	0	5	0	1	0	0	2	6	9	0	1	3	1	98	2	119	28	0	0	0	0	0	0	3	0	3	1	0
534	550	"Davis Lake"	46.59167	-122.25	1100	"AWI"	1100	15271	17123	16092	14	0	15	1	2	0	8	0	1	0	0	0	12	19	0	0	0	0	50	0	151	67	0	1	4	0	0	2	5	0	0	2	42
534	550	"Davis Lake"	46.59167	-122.25	1119	"AWI"	1119	16228	17644	16850	10	0	4	0	3	1	12	0	0	0	1	0	1	29	0	0	3	0	48	5	160	36	1	0	1	0	1	5	5	0	0	1	0
534	550	"Davis Lake"	46.59167	-122.25	1120	"AWI"	1120	16275	17663	16889	17	0	3	1	1	0	6	0	1	0	0	0	25	7	1	0	2	0	42	11	199	10	0	6	2	0	0	2	5	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	1121	"AWI"	1121	16320	17692	16928	14	0	4	0	1	0	13	0	1	1	0	0	1	15	0	0	2	0	39	4	215	12	1	0	0	1	1	4	4	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	1122	"AWI"	1122	16371	17717	16967	11	0	10	0	4	0	22	0	0	0	1	0	9	13	0	0	3	0	39	1	224	20	1	0	0	0	0	3	4	0	0	3	0
534	550	"Davis Lake"	46.59167	-122.25	1123	"AWI"	1123	16419	17751	17008	14	0	2	0	3	0	19	0	0	0	0	0	3	12	0	0	2	0	54	0	201	45	0	0	1	0	0	1	5	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	1124	"AWI"	1124	16464	17780	17046	7	0	7	0	0	0	10	0	4	0	0	0	3	11	2	0	1	0	72	7	180	33	0	0	0	0	0	6	9	0	0	4	0
534	550	"Davis Lake"	46.59167	-122.25	1125	"AWI"	1125	16510	17811	17086	0	0	21	0	0	0	8	0	1	0	2	0	4	17	0	1	0	1	18	1	185	62	0	0	0	0	0	1	9	0	0	3	0
534	550	"Davis Lake"	46.59167	-122.25	1145	"AWI"	1145	17332	18453	17895	10	0	4	0	2	0	19	0	1	0	0	0	0	0	0	0	7	0	33	0	205	35	0	0	0	0	0	1	0	0	0	0	13
534	550	"Davis Lake"	46.59167	-122.25	1146	"AWI"	1146	17368	18487	17935	3	0	8	2	0	0	12	0	2	0	0	0	0	12	0	0	0	0	19	0	232	47	1	0	0	0	0	4	12	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	1147	"AWI"	1147	17405	18520	17974	7	0	3	1	0	0	15	0	0	0	0	0	2	13	0	0	0	0	26	0	243	23	3	0	1	0	0	0	6	0	0	1	0
534	550	"Davis Lake"	46.59167	-122.25	1148	"AWI"	1148	17439	18565	18013	7	0	16	0	0	0	52	0	1	0	0	0	6	11	0	0	0	0	20	0	183	41	0	0	0	0	1	1	8	0	0	2	0
534	550	"Davis Lake"	46.59167	-122.25	1158	"AWI"	1158	17759	19002	18415	9	0	1	0	1	0	13	0	0	0	0	0	0	6	0	0	0	0	28	0	242	32	0	0	0	0	0	1	6	0	0	2	0
534	550	"Davis Lake"	46.59167	-122.25	1159	"AWI"	1159	17795	19046	18456	8	0	1	0	1	0	10	0	1	0	0	0	1	4	0	0	1	0	50	0	158	64	0	0	0	0	1	3	12	0	0	1	0
534	550	"Davis Lake"	46.59167	-122.25	1160	"AWI"	1160	17834	19087	18496	13	0	11	1	4	0	24	0	3	0	1	1	1	23	0	0	4	0	67	0	136	40	1	0	0	0	0	1	6	0	0	5	0
534	550	"Davis Lake"	46.59167	-122.25	1164	"AWI"	1164	17961	19278	18656	12	0	6	0	1	0	21	0	0	0	0	0	0	22	1	0	0	0	64	0	208	68	0	0	0	0	3	1	3	0	0	2	0
534	550	"Davis Lake"	46.59167	-122.25	1165	"AWI"	1165	17995	19317	18695	23	0	5	1	1	0	14	0	1	0	1	0	1	17	0	0	1	0	59	1	166	48	0	0	0	0	0	1	7	0	0	2	0
534	550	"Davis Lake"	46.59167	-122.25	1200	"AWI"	1200	18923	21108	20092	8	3	8	2	1	0	20	0	0	0	0	1	21	23	1	1	4	0	95	0	40	90	2	4	5	0	0	2	11	0	0	2	0
534	550	"Davis Lake"	46.59167	-122.25	1240	"AWI"	1240	19630	21868	20852	8	0	13	4	2	1	43	0	1	3	1	0	1	27	0	2	5	0	42	1	39	36	2	0	0	0	0	2	4	0	0	1	0
534	550	"Davis Lake"	46.59167	-122.25	1280	"AWI"	1280	20153	22480	21461	2	0	8	5	0	0	36	0	1	0	0	0	3	54	0	0	8	0	6	7	3	92	0	3	1	0	1	0	5	0	2	4	0
534	550	"Davis Lake"	46.59167	-122.25	1320	"AWI"	1320	20541	23213	22089	2	0	6	2	0	0	25	0	1	0	6	0	1	12	1	2	9	1	30	3	47	58	1	1	0	0	0	5	11	0	2	5	0
534	550	"Davis Lake"	46.59167	-122.25	1360	"AWI"	1360	20819	24062	22717	6	1	14	5	0	0	67	0	1	0	0	0	19	41	0	0	4	0	18	18	9	67	0	6	7	0	1	0	9	0	0	0	8
534	550	"Davis Lake"	46.59167	-122.25	1400	"AWI"	1400	21006	24979	23344	16	0	5	0	2	0	27	0	0	0	1	0	0	40	0	0	2	0	64	0	70	110	0	1	0	0	1	9	10	0	0	5	0
534	550	"Davis Lake"	46.59167	-122.25	1440	"AWI"	1440	21541	25255	23664	4	0	6	3	1	0	23	0	0	2	0	0	9	58	0	0	4	1	40	17	35	53	2	1	5	0	0	4	13	0	0	2	0
534	550	"Davis Lake"	46.59167	-122.25	1480	"AWI"	1480	22067	25365	23919	1	0	14	2	2	0	21	0	1	0	0	0	1	35	0	0	1	0	40	0	51	147	0	0	1	0	0	11	12	0	0	6	0
534	550	"Davis Lake"	46.59167	-122.25	1520	"AWI"	1520	22475	25579	24186	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	71	4	28	0	0	0	2	0	0	0	0	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	1560	"AWI"	1560	22806	25887	24452	4	0	4	1	1	0	21	0	0	0	3	0	3	22	0	0	3	0	61	3	57	123	0	0	2	0	1	6	2	0	0	1	0
534	550	"Davis Lake"	46.59167	-122.25	1600	"AWI"	1600	23090	26253	24720	2	0	2	1	1	0	26	0	0	0	0	0	6	23	1	0	1	2	47	9	19	65	1	1	4	0	0	4	6	0	0	2	0
534	550	"Davis Lake"	46.59167	-122.25	1640	"AWI"	1640	23481	26489	24913	6	0	6	1	1	0	19	0	0	0	0	0	0	21	0	0	1	0	59	0	59	136	1	0	1	0	1	4	11	0	0	0	12
534	550	"Davis Lake"	46.59167	-122.25	1680	"AWI"	1680	23861	26687	25084	1	1	14	1	1	0	17	0	0	1	1	0	0	33	1	0	0	1	38	0	32	83	0	1	0	0	0	4	6	0	1	0	0
534	550	"Davis Lake"	46.59167	-122.25	1720	"AWI"	1720	24132	26900	25279	15	0	14	1	0	0	29	0	0	0	2	0	1	47	0	0	2	0	30	0	55	140	0	0	0	0	5	5	5	0	0	3	0
534	550	"Davis Lake"	46.59167	-122.25	1760	"AWI"	1760	24351	27203	25489	15	0	4	1	0	1	15	0	0	0	0	0	4	18	0	0	6	0	120	10	73	43	0	0	4	0	0	6	5	0	0	3	0
534	550	"Davis Lake"	46.59167	-122.25	1800	"AWI"	1800	24473	27564	25684	14	0	4	0	2	0	22	0	1	0	0	0	4	29	2	0	1	0	105	0	73	107	0	0	2	0	0	1	2	0	0	0	32
534	550	"Davis Lake"	46.59167	-122.25	1840	"AWI"	1840	25144	28082	26290	2	0	2	2	3	0	36	0	1	0	0	0	0	25	0	0	9	1	14	6	17	174	0	1	1	0	1	7	13	0	0	5	0
534	550	"Davis Lake"	46.59167	-122.25	2002	"AWI"	2002	26744	32093	29405	9	0	9	1	2	0	16	0	0	0	1	0	4	30	0	0	7	0	85	8	61	80	0	0	0	0	2	14	7	0	1	4	16
