"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Chrysolepis"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fraxinus"	"Indeterminable"	"Liliaceae"	"Picea"	"Pinaceae"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Sarcobataceae"	"Saxifragaceae"	"Thalictrum"	"Tsuga"
534	550	"Davis Lake"	46.59167	-122.25	1	"AWI"	1	-57	146	32	1	0	226	1	4	5	3	0	6	0	0	0	17	4	0	10	0	5	1	0	3	222	0	1	18	0	1	1	6	0	1	0	0
534	550	"Davis Lake"	46.59167	-122.25	15	"AWI"	15	130	322	219	3	0	307	2	2	19	2	0	5	0	0	0	10	8	0	2	1	1	2	0	17	210	1	0	14	0	0	6	11	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	25	"AWI"	25	262	441	352	9	1	310	3	6	21	2	0	3	1	0	0	18	6	0	3	1	2	2	0	14	201	0	0	48	0	0	5	13	0	0	0	37
534	550	"Davis Lake"	46.59167	-122.25	45	"AWI"	45	521	689	618	6	1	407	0	8	20	1	0	2	1	0	0	46	12	0	0	4	2	4	0	14	119	1	0	75	0	0	1	19	0	0	1	37
534	550	"Davis Lake"	46.59167	-122.25	60	"AWI"	60	703	881	818	5	1	233	0	1	2	0	0	0	1	0	10	139	36	0	10	5	0	4	1	11	6	0	0	91	0	0	4	6	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	65	"AWI"	65	762	945	884	13	0	292	0	1	21	0	0	2	0	0	0	70	10	0	1	0	1	1	0	16	25	0	0	79	0	0	2	2	0	0	0	114
534	550	"Davis Lake"	46.59167	-122.25	85	"AWI"	85	1000	1203	1149	6	2	113	0	0	8	0	0	5	0	0	0	115	5	0	4	0	0	0	0	8	7	0	0	71	0	0	1	1	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	100	"AWI"	100	1174	1398	1348	3	0	22	0	1	0	0	0	0	0	0	3	172	55	4	1	3	0	1	3	3	9	0	1	100	0	0	0	11	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	140	"AWI"	140	1638	1920	1879	9	1	42	0	0	1	1	0	1	0	0	0	163	8	1	3	1	0	0	3	7	2	0	0	65	0	0	1	7	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	180	"AWI"	180	2100	2454	2408	9	0	78	0	1	1	1	0	0	0	0	0	198	300	0	0	6	0	0	1	4	2	0	0	68	0	0	1	0	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	220	"AWI"	220	2384	2741	2694	11	1	43	0	0	2	1	0	0	0	0	0	156	163	0	0	3	0	1	0	3	1	0	0	81	0	0	3	0	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	260	"AWI"	260	2471	2743	2707	20	8	94	0	0	2	1	0	1	0	0	0	65	51	1	9	0	0	0	0	21	7	0	1	72	0	0	9	3	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	280	"AWI"	280	2509	2745	2714	8	0	67	0	2	1	0	0	3	0	0	0	153	20	0	1	1	0	0	0	12	1	0	0	77	0	0	3	5	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	320	"AWI"	320	2582	2750	2728	0	0	135	3	0	3	0	0	0	0	0	0	201	9	0	5	5	0	0	4	16	2	0	0	23	0	0	1	5	1	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	360	"AWI"	360	2693	2770	2743	7	0	49	0	0	0	0	0	0	0	0	1	217	1	0	2	1	0	5	1	4	1	0	0	57	0	0	0	0	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	400	"AWI"	400	2725	2835	2757	4	0	55	0	0	3	1	0	3	0	0	0	208	3	0	0	1	0	0	3	11	0	0	0	45	0	0	0	3	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	440	"AWI"	440	3154	3327	3237	7	1	41	0	2	0	0	0	1	0	0	0	252	1	0	1	2	0	2	0	5	2	0	0	22	1	0	0	4	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	460	"AWI"	460	3384	3605	3490	10	1	42	0	0	0	1	0	2	0	0	0	204	1	0	3	0	0	1	0	5	1	0	0	36	0	0	0	0	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	500	"AWI"	500	3822	4178	3998	9	1	92	1	1	0	0	0	1	0	0	1	226	0	0	2	1	0	0	2	11	4	0	0	51	1	1	0	0	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	540	"AWI"	540	4260	4759	4507	16	1	90	1	0	0	2	0	2	0	0	1	185	0	0	1	0	0	4	1	12	7	0	0	84	1	1	0	2	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	580	"AWI"	580	4680	5344	5015	20	8	83	0	0	0	0	0	14	0	0	0	149	1	0	2	2	0	0	1	16	3	0	0	72	2	0	1	5	0	0	0	54
534	550	"Davis Lake"	46.59167	-122.25	620	"AWI"	620	5310	5970	5642	24	10	62	1	0	0	0	0	1	0	0	0	169	0	0	0	3	0	4	0	13	6	0	0	44	10	1	0	1	0	0	0	39
534	550	"Davis Lake"	46.59167	-122.25	660	"AWI"	660	6214	6685	6440	42	7	44	1	0	0	1	0	2	0	0	0	57	1	0	0	4	0	7	4	8	12	0	1	134	0	0	3	1	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	700	"AWI"	700	7051	7461	7238	35	6	104	0	1	10	1	0	5	0	0	4	91	0	0	0	4	1	10	10	19	14	0	1	121	2	0	1	3	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	740	"AWI"	740	7778	8314	8024	66	3	74	0	0	1	2	0	1	0	0	0	97	1	0	2	3	0	2	1	21	4	0	0	131	1	0	2	3	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	780	"AWI"	780	8437	9211	8822	36	12	132	1	0	0	0	0	12	0	0	0	109	1	0	0	2	0	1	3	14	7	0	2	98	2	0	2	9	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	800	"AWI"	800	8762	9672	9218	38	2	86	0	0	3	0	0	2	0	0	3	144	4	0	2	4	0	6	4	10	4	0	1	129	2	0	3	5	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	840	"AWI"	840	9285	10471	9854	98	3	206	0	0	1	4	0	2	0	0	1	32	5	3	1	4	0	2	1	20	16	0	0	121	0	0	2	18	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	860	"AWI"	860	9438	10943	10148	65	2	166	0	0	1	2	0	0	0	0	0	10	6	0	1	1	0	5	2	45	20	0	1	150	0	1	6	20	0	0	0	4
534	550	"Davis Lake"	46.59167	-122.25	880	"AWI"	880	9562	11464	10439	44	1	117	1	0	0	2	0	2	1	0	2	56	5	0	0	4	0	6	4	13	7	0	9	154	0	0	2	14	0	0	0	0
534	550	"Davis Lake"	46.59167	-122.25	900	"AWI"	900	9691	11995	10736	88	0	143	0	0	0	6	0	0	0	0	0	17	11	0	0	0	0	15	0	91	18	0	3	60	0	0	2	7	0	0	0	21
534	550	"Davis Lake"	46.59167	-122.25	920	"AWI"	920	9799	12557	11036	84	1	113	0	3	1	4	0	1	0	0	0	19	8	0	0	6	0	22	1	89	6	0	1	68	0	0	1	14	0	0	0	28
