"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Larix"	"Morus"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
1072	1105	"High Lake"	44.51667	-76.6	1085	"AWI"	1085	4707	5503	5062	4	45	0	1	0	9	0	121	0	10	0	0	0	0	14	1	0	0	0	82	32	4	15	0	0	0	0	0	29	11	256	4	3	0	0	120	1	0	0	9	1	1	0	0	14	125	71	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1086	"AWI"	1086	4713	5530	5082	0	0	0	0	0	6	0	151	0	8	0	0	0	0	15	4	0	0	0	90	58	3	40	0	0	0	0	0	28	0	205	10	0	0	0	104	4	0	0	7	1	0	0	1	10	122	112	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1087	"AWI"	1087	4719	5561	5104	0	0	13	0	0	2	0	119	0	5	0	2	0	0	24	1	0	0	0	96	43	7	21	3	0	0	1	0	33	0	227	8	1	0	0	87	2	0	0	9	5	0	0	0	16	145	96	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1088	"AWI"	1088	4730	5588	5122	0	0	0	1	0	2	0	113	0	7	1	0	0	0	9	0	0	0	0	102	47	10	10	4	0	1	0	0	21	0	242	11	1	0	0	100	0	0	0	10	0	0	0	0	15	174	106	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1089	"AWI"	1089	4749	5607	5144	0	0	16	2	0	3	0	84	0	12	0	0	0	0	4	1	0	0	0	93	33	7	16	0	0	0	0	0	12	0	229	8	1	0	0	97	1	2	0	7	2	0	0	4	7	209	88	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1090	"AWI"	1090	4773	5617	5167	0	0	0	1	0	3	0	112	1	7	0	0	0	0	17	2	0	0	0	103	53	5	22	3	0	1	0	0	14	0	219	13	2	0	0	103	1	0	0	11	4	0	0	0	14	175	87	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1091	"AWI"	1091	4793	5629	5188	1	42	0	0	0	3	0	112	0	14	0	0	0	0	3	0	0	0	0	102	20	5	9	1	0	0	0	0	22	0	202	5	0	0	0	76	2	0	0	9	1	1	0	0	9	262	75	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1092	"AWI"	1092	4813	5647	5208	0	62	0	0	0	3	0	125	0	11	0	0	0	0	5	3	0	0	0	116	41	3	12	1	0	0	0	0	28	0	184	12	0	0	0	79	0	0	0	18	1	0	0	0	9	207	64	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1093	"AWI"	1093	4830	5657	5232	0	59	0	0	0	1	0	127	0	8	0	1	0	0	14	2	0	0	0	102	51	11	16	0	0	0	0	0	18	0	170	7	0	0	0	89	7	0	0	2	1	0	0	0	11	202	89	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1094	"AWI"	1094	4849	5673	5254	0	0	0	2	0	1	0	129	0	5	0	0	0	0	5	3	0	0	0	92	28	10	14	3	0	0	0	0	14	0	201	14	0	0	0	72	3	0	0	11	0	0	0	0	11	235	89	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1095	"AWI"	1095	4859	5688	5275	0	43	0	1	0	2	0	93	1	3	0	0	0	0	8	1	0	0	0	102	28	7	13	1	0	0	1	0	15	0	254	3	2	0	0	60	0	0	0	5	1	0	0	0	20	330	46	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1096	"AWI"	1096	4872	5707	5296	0	49	0	1	0	5	0	119	0	10	0	0	1	0	11	0	0	0	0	98	34	9	15	1	0	0	0	0	22	0	201	12	1	0	0	107	1	0	0	6	1	0	0	0	11	188	71	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1097	"AWI"	1097	4880	5730	5318	0	0	0	1	0	7	0	137	0	8	0	0	0	0	15	3	0	0	0	107	45	5	24	1	0	1	0	0	9	0	185	9	1	0	0	115	2	0	0	3	0	0	0	0	11	182	69	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1098	"AWI"	1098	4892	5750	5338	0	0	0	0	0	2	0	124	1	10	0	0	0	0	13	1	0	0	0	101	0	8	18	2	0	0	0	0	18	0	241	7	0	0	0	107	0	0	0	10	2	0	0	0	8	210	85	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1101	"AWI"	1101	4953	5816	5400	0	36	24	0	0	3	0	117	0	10	0	0	0	0	17	1	0	0	0	62	38	1	24	0	0	2	0	0	21	0	227	10	1	0	0	102	2	0	0	1	2	0	0	0	17	181	82	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1103	"AWI"	1103	5032	5837	5440	2	49	0	1	0	2	0	63	1	11	0	0	0	0	11	0	0	0	0	66	29	4	19	0	0	0	0	0	14	0	236	9	1	0	0	100	3	0	0	5	0	0	0	0	10	265	86	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1105	"AWI"	1105	5085	5858	5481	1	26	0	1	0	2	0	51	0	5	0	0	1	0	6	1	0	0	0	59	25	7	13	2	0	0	0	0	12	0	310	9	2	0	0	98	1	0	0	1	0	0	0	0	13	295	46	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1107	"AWI"	1107	5119	5886	5525	0	40	0	1	0	3	0	77	0	5	0	1	0	0	8	4	0	0	0	54	41	6	37	1	0	0	0	0	8	0	274	8	0	0	0	111	5	0	0	8	2	0	0	1	8	235	51	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1109	"AWI"	1109	5155	5918	5571	0	34	0	1	0	3	0	100	1	7	1	0	0	0	14	1	0	0	0	47	32	6	31	1	1	1	0	0	21	0	244	7	1	0	1	133	0	0	0	5	1	0	0	0	14	225	50	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1111	"AWI"	1111	5186	5962	5613	0	38	0	4	0	1	0	89	1	13	0	0	1	0	21	1	0	0	0	76	44	5	31	0	0	0	0	0	32	0	228	8	0	0	2	127	5	0	0	11	2	0	0	1	8	185	62	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1113	"AWI"	1113	5241	5995	5650	1	0	0	0	0	1	0	102	0	13	0	0	0	0	16	2	0	0	0	88	43	17	22	1	0	0	0	0	29	0	239	11	1	0	0	134	5	0	0	6	1	0	0	0	4	164	70	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1115	"AWI"	1115	5301	6011	5689	3	38	0	0	0	10	0	102	0	11	1	2	0	0	14	0	0	0	0	81	29	11	16	0	0	0	0	0	21	0	257	8	2	0	0	150	1	0	0	6	5	0	0	0	14	149	62	0	2	0
1072	1105	"High Lake"	44.51667	-76.6	1117	"AWI"	1117	5354	6028	5728	1	0	0	1	0	7	0	66	0	7	0	0	0	0	20	2	0	0	0	66	42	13	17	1	0	2	0	0	16	0	247	9	0	0	0	102	11	0	0	5	4	0	0	0	6	256	52	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1119	"AWI"	1119	5404	6046	5768	1	40	0	1	0	1	0	72	0	8	0	0	1	0	21	1	0	0	0	58	44	13	27	1	0	0	0	0	20	0	213	7	1	0	0	154	4	0	0	4	2	0	0	0	11	200	63	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1121	"AWI"	1121	5440	6073	5809	0	44	0	0	0	4	0	69	0	8	0	1	2	0	16	2	0	0	0	88	21	12	21	0	0	1	0	0	19	0	274	9	0	0	1	114	1	0	0	9	1	2	0	2	7	250	55	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1123	"AWI"	1123	5470	6104	5849	0	50	30	1	0	2	0	84	0	16	0	0	0	0	21	1	0	0	0	77	37	7	28	1	0	0	0	0	15	0	245	11	0	0	1	143	2	0	0	7	3	0	0	0	7	135	70	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1125	"AWI"	1125	5577	6127	5886	2	48	0	1	0	5	0	83	0	9	0	0	0	0	16	0	0	0	0	71	29	4	5	0	0	0	0	0	27	0	291	9	2	0	0	131	1	2	0	8	3	0	0	0	10	180	62	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1127	"AWI"	1127	5685	6147	5922	0	30	0	1	0	2	0	56	0	9	0	0	0	0	9	1	0	0	0	72	26	4	16	0	0	0	3	0	37	0	320	9	0	0	0	107	2	0	0	18	2	0	0	0	15	185	60	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1129	"AWI"	1129	5757	6175	5961	1	47	0	4	0	1	0	76	0	8	0	1	1	0	9	0	0	0	0	89	15	6	16	1	0	0	0	0	21	0	295	11	0	0	0	128	1	0	0	9	0	0	0	1	10	173	54	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1131	"AWI"	1131	5802	6229	6006	1	0	0	0	0	2	0	78	0	10	2	0	1	0	9	1	0	0	0	74	33	9	27	1	0	3	0	0	46	0	295	6	1	0	0	107	1	0	0	9	0	0	0	0	8	166	63	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1133	"AWI"	1133	5835	6329	6059	1	0	0	1	0	1	0	48	1	4	0	0	0	0	3	0	0	0	0	68	0	6	19	3	0	0	0	0	29	0	358	5	1	0	0	119	0	0	0	15	0	0	0	0	10	183	58	1	0	1
1072	1105	"High Lake"	44.51667	-76.6	1135	"AWI"	1135	5859	6442	6109	4	33	0	0	0	2	0	64	0	9	0	0	0	0	2	1	0	0	0	65	0	2	6	1	0	0	0	0	35	0	330	9	3	0	0	115	1	0	0	9	3	0	0	0	8	218	55	0	3	0
1072	1105	"High Lake"	44.51667	-76.6	1137	"AWI"	1137	5924	6499	6171	1	44	19	0	0	5	0	60	0	6	0	0	0	0	12	0	0	0	0	106	21	3	20	2	0	0	0	0	43	0	242	11	1	0	0	170	1	0	0	21	0	0	0	0	12	124	70	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1139	"AWI"	1139	5963	6575	6232	0	63	0	2	0	1	0	60	0	6	1	1	0	0	19	3	0	0	0	79	35	4	23	1	0	1	0	0	32	0	272	5	1	0	0	165	3	0	0	6	3	0	0	0	8	130	54	0	2	0
1072	1105	"High Lake"	44.51667	-76.6	1141	"AWI"	1141	5991	6679	6288	0	51	0	0	0	3	0	68	0	4	0	0	0	0	12	0	0	0	0	71	28	3	25	0	0	0	0	0	26	0	332	10	3	0	0	140	4	0	0	10	1	0	0	0	6	105	80	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1143	"AWI"	1143	6012	6798	6345	0	0	0	1	0	1	0	75	0	2	0	0	0	0	7	2	0	0	0	66	40	3	15	0	0	0	0	0	47	0	384	10	0	0	0	112	1	0	0	20	0	0	0	0	9	137	44	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1145	"AWI"	1145	6022	6932	6398	2	49	14	0	0	5	0	78	0	1	1	0	0	0	15	0	0	0	0	64	29	1	5	0	0	0	0	0	45	0	356	9	0	0	1	138	0	0	0	10	2	0	0	0	10	142	72	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1147	"AWI"	1147	6048	7052	6453	0	0	0	0	0	3	0	66	0	0	0	0	0	0	12	1	0	0	0	58	37	3	9	2	0	0	0	0	25	0	380	14	1	0	0	134	1	0	0	12	0	2	0	0	9	137	68	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1149	"AWI"	1149	6112	7076	6506	0	58	0	1	0	1	0	58	0	8	0	0	0	0	27	1	1	0	0	44	44	0	12	2	0	1	0	0	24	0	378	6	1	0	0	127	1	0	0	5	2	0	0	0	6	118	55	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1151	"AWI"	1151	6153	7117	6564	0	0	0	0	0	5	0	52	0	5	0	0	0	0	16	2	0	0	0	66	45	1	22	1	1	2	0	0	18	0	345	11	3	0	0	133	3	0	0	9	3	0	0	0	14	128	59	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1153	"AWI"	1153	6189	7155	6628	0	0	0	0	0	4	0	89	0	4	1	0	0	0	7	1	0	0	0	81	30	2	4	2	0	0	0	0	33	0	299	9	1	0	1	108	0	0	0	5	0	0	0	0	8	187	66	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1155	"AWI"	1155	6216	7200	6687	0	43	0	0	0	0	0	44	0	4	0	0	0	0	6	1	0	0	0	68	21	3	10	0	0	0	0	0	29	4	392	3	0	0	0	118	1	0	0	7	1	0	0	0	8	198	53	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1157	"AWI"	1157	6241	7275	6741	0	0	0	0	0	3	0	30	0	7	0	0	0	0	11	1	0	0	0	82	51	1	7	1	0	2	0	0	13	0	329	7	1	0	0	155	1	0	0	9	3	0	0	0	12	166	60	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1159	"AWI"	1159	6287	7337	6798	0	59	0	0	0	0	0	61	0	0	0	0	0	0	10	1	0	0	0	72	39	1	4	0	0	0	0	0	25	0	328	4	1	0	3	145	1	0	0	31	0	0	0	0	8	142	62	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1161	"AWI"	1161	6372	7369	6858	0	45	10	0	0	1	0	71	2	1	0	0	0	0	33	1	0	0	0	69	39	8	9	0	1	0	0	0	23	0	295	13	1	0	0	213	6	0	0	11	1	0	0	0	12	94	53	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1163	"AWI"	1163	6438	7397	6921	0	64	0	2	0	3	0	46	0	5	0	0	1	0	30	1	0	0	0	71	32	3	6	1	0	0	0	0	67	0	286	17	1	0	1	197	0	0	0	9	2	0	0	0	11	72	69	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1165	"AWI"	1165	6491	7439	6987	0	48	0	3	0	3	0	58	0	8	1	0	0	0	32	2	0	0	0	66	22	6	5	0	0	1	0	0	59	0	390	7	0	3	0	166	0	0	0	6	2	1	0	0	16	68	48	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1167	"AWI"	1167	6538	7487	7052	0	0	0	3	0	1	0	46	0	3	0	0	0	0	8	0	0	0	0	49	0	2	4	0	0	0	0	0	28	0	505	4	1	0	0	133	0	0	0	17	1	0	0	0	12	82	34	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1169	"AWI"	1169	6576	7547	7117	0	0	0	1	0	0	0	64	0	4	0	0	0	0	10	1	0	0	0	40	23	5	5	0	0	1	0	0	33	0	436	8	2	0	0	198	0	0	0	16	0	0	0	0	11	42	39	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1171	"AWI"	1171	6647	7596	7174	0	50	11	1	0	1	0	72	0	4	1	0	0	0	38	2	0	0	0	46	45	1	7	0	0	2	0	0	66	0	333	9	2	0	0	201	2	0	0	16	6	0	0	1	5	31	44	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1173	"AWI"	1173	6745	7614	7232	0	0	4	2	0	0	0	100	0	5	0	0	0	0	32	1	0	0	0	58	19	1	1	0	0	1	0	0	65	0	352	10	1	0	0	250	1	0	0	17	2	0	0	0	16	25	47	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1175	"AWI"	1175	6842	7634	7292	1	0	0	0	0	3	0	69	1	5	0	0	0	0	17	1	0	0	0	46	22	0	1	0	0	0	0	0	76	0	349	10	2	0	0	242	1	0	0	8	2	0	0	0	7	41	51	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1177	"AWI"	1177	6921	7655	7355	0	53	0	1	0	0	0	57	0	6	0	0	0	0	22	4	0	0	0	40	40	0	5	1	0	0	0	0	65	0	402	9	0	0	0	214	0	0	0	16	1	0	0	0	8	18	26	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1179	"AWI"	1179	6971	7686	7421	0	0	0	4	0	0	0	82	0	4	0	0	0	0	44	0	0	0	0	56	0	1	2	0	0	0	0	0	43	0	314	10	0	0	0	251	1	0	0	22	0	0	0	0	13	17	44	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1181	"AWI"	1181	7008	7738	7484	2	50	0	0	0	2	0	42	0	5	0	0	0	0	40	0	0	0	0	37	0	1	2	0	0	1	0	0	31	0	524	7	0	0	0	127	3	0	0	12	1	0	0	0	5	33	32	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1183	"AWI"	1183	7125	7768	7533	0	0	0	0	0	1	0	62	0	1	0	0	0	0	18	0	0	0	0	33	24	4	2	0	0	0	0	0	83	0	494	7	1	0	0	115	0	0	0	17	1	0	0	0	8	46	36	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1185	"AWI"	1185	7279	7784	7578	1	39	0	1	0	1	0	81	0	5	0	0	0	0	29	4	0	0	0	39	32	2	2	1	0	2	0	0	73	0	459	7	0	0	1	135	1	0	0	17	1	0	0	0	8	13	50	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1187	"AWI"	1187	7420	7810	7626	0	31	0	3	0	3	0	83	1	2	0	0	1	0	28	2	0	0	0	34	25	2	1	1	0	2	0	0	80	0	452	10	2	0	0	138	2	0	0	15	2	0	0	0	7	22	50	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1189	"AWI"	1189	7543	7852	7673	0	0	0	1	0	2	0	70	1	1	0	0	0	0	36	5	0	0	0	22	0	2	4	0	0	4	0	0	37	0	506	7	2	0	0	161	1	0	0	14	1	0	0	0	14	17	36	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1191	"AWI"	1191	7599	7916	7732	6	0	0	2	0	1	0	66	2	6	0	0	0	0	53	0	0	0	0	48	20	0	6	1	0	1	0	0	65	0	425	3	1	0	0	135	1	0	0	13	1	0	0	0	5	48	52	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1193	"AWI"	1193	7624	8012	7784	1	0	0	5	0	0	0	45	2	3	1	0	2	0	30	3	0	0	0	33	15	1	2	0	0	7	0	0	36	0	520	4	1	0	0	162	0	0	0	15	0	0	0	0	4	35	21	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1195	"AWI"	1195	7662	8075	7835	4	28	0	1	0	5	0	61	0	4	0	0	0	0	9	1	0	0	0	23	3	1	2	0	0	0	0	0	69	3	572	7	2	0	0	133	0	0	0	15	1	0	0	0	5	55	21	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1197	"AWI"	1197	7681	8149	7883	0	0	0	2	0	1	0	89	0	3	0	0	0	0	38	2	0	0	0	25	0	1	6	0	0	0	0	0	66	0	440	12	1	0	1	161	0	0	0	14	4	0	0	0	8	25	30	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1203	"AWI"	1203	7726	8478	8018	0	0	0	1	0	0	0	109	0	2	0	0	0	0	16	0	0	0	0	29	0	1	0	1	0	7	0	0	66	0	514	6	3	0	0	199	0	0	0	20	0	0	0	0	2	26	26	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1205	"AWI"	1205	7738	8601	8061	2	0	5	1	0	4	0	201	1	3	0	0	0	0	34	2	1	0	0	26	38	1	2	0	0	1	0	0	37	0	399	2	0	0	0	122	0	0	0	6	1	0	0	0	1	20	67	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1207	"AWI"	1207	7781	8642	8109	2	0	0	0	0	0	0	91	0	3	0	0	0	0	15	1	0	0	0	10	0	0	1	0	0	2	0	0	44	0	614	2	1	0	0	134	0	0	0	21	1	0	0	0	0	12	25	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1209	"AWI"	1209	7815	8677	8164	0	0	4	3	0	1	0	114	1	1	0	0	0	0	19	0	0	0	0	15	29	4	2	0	0	0	0	0	54	0	623	3	1	0	1	151	1	0	0	9	3	0	0	0	3	19	30	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1211	"AWI"	1211	7836	8732	8213	4	0	5	0	0	1	0	112	1	2	0	0	0	0	16	0	0	0	0	8	21	1	7	0	0	2	0	0	72	0	516	1	1	0	1	139	1	0	0	6	0	0	0	0	3	9	34	0	0	1
1072	1105	"High Lake"	44.51667	-76.6	1213	"AWI"	1213	7861	8778	8264	1	0	3	0	0	0	0	81	1	1	0	0	0	0	27	1	0	0	0	16	18	1	2	0	0	5	0	0	44	0	593	4	0	0	2	150	0	0	0	3	1	0	0	0	0	15	25	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1215	"AWI"	1215	7881	8843	8314	1	0	0	5	0	2	0	111	0	2	0	0	0	0	35	1	0	0	0	9	25	1	3	1	0	0	0	0	26	0	543	3	3	0	0	161	0	0	0	10	1	0	0	0	2	24	34	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1217	"AWI"	1217	7906	8919	8359	3	0	0	1	0	5	0	124	0	6	0	0	0	0	5	0	0	0	0	12	18	0	3	1	0	9	0	0	56	0	569	3	2	0	0	116	0	0	0	5	0	0	0	0	2	16	30	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1219	"AWI"	1219	7974	8951	8407	1	16	6	2	0	6	0	73	0	4	0	0	0	0	3	1	0	0	0	14	25	2	3	2	0	2	0	0	48	0	653	2	3	0	0	121	0	0	0	9	2	0	0	0	0	18	19	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1221	"AWI"	1221	8029	8981	8459	1	0	3	2	0	3	0	133	2	1	0	0	0	0	10	1	0	0	0	10	28	1	3	1	0	3	0	0	41	0	550	6	5	0	0	137	0	0	0	10	2	0	0	0	0	20	28	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1223	"AWI"	1223	8059	9018	8513	2	0	6	2	0	5	0	136	2	3	0	0	0	0	11	1	0	0	0	10	0	4	5	4	1	3	0	0	44	0	526	7	2	0	0	134	1	0	0	14	6	0	0	0	1	12	17	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1225	"AWI"	1225	8089	9059	8571	1	16	2	0	0	4	0	98	0	2	1	0	0	0	11	2	1	0	0	13	11	0	4	2	0	4	0	0	36	0	623	7	4	0	0	99	0	0	0	3	2	0	0	0	2	22	28	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1227	"AWI"	1227	8116	9113	8623	0	0	0	1	0	7	0	139	0	1	0	0	0	0	12	0	0	0	0	10	0	0	2	0	0	4	0	0	41	0	521	4	2	0	0	148	0	0	0	4	3	0	0	0	0	14	24	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1229	"AWI"	1229	8159	9166	8672	0	0	5	1	0	6	0	78	1	0	0	1	0	0	9	0	0	0	0	6	24	1	1	3	0	1	0	0	39	0	657	5	3	0	0	139	0	0	0	7	5	0	0	0	1	10	19	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1231	"AWI"	1231	8220	9188	8724	0	0	4	0	0	4	0	84	0	2	0	0	0	0	5	2	0	0	0	7	21	1	3	1	0	4	1	0	52	0	560	9	4	0	0	203	0	0	0	4	7	0	0	0	1	12	19	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1233	"AWI"	1233	8277	9211	8772	0	0	5	2	0	8	0	95	0	2	0	0	0	0	10	4	0	0	0	2	21	0	2	1	0	2	0	0	22	0	577	3	5	0	0	173	0	0	0	1	7	0	0	0	1	15	28	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1235	"AWI"	1235	8324	9245	8821	1	0	6	2	0	2	0	137	0	2	0	0	0	0	23	2	0	0	0	3	22	7	2	0	0	2	0	0	32	0	516	4	4	0	1	148	1	0	0	21	2	0	0	0	1	26	20	0	0	1
1072	1105	"High Lake"	44.51667	-76.6	1237	"AWI"	1237	8359	9274	8872	1	8	3	1	0	4	0	134	0	2	0	0	0	0	17	2	0	0	0	2	0	3	7	1	0	8	0	0	32	0	479	8	2	0	2	191	0	0	0	6	1	0	0	0	1	19	23	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1239	"AWI"	1239	8389	9320	8920	1	0	4	1	0	7	0	158	1	3	0	1	0	0	8	3	0	0	0	3	19	2	3	0	0	10	0	0	41	0	523	4	5	0	0	178	0	0	0	12	5	0	0	0	2	14	23	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1241	"AWI"	1241	8455	9353	8966	1	11	4	1	0	5	0	84	2	2	0	0	0	0	15	1	0	0	0	4	0	2	5	0	0	4	0	0	31	0	608	4	2	0	0	127	1	0	0	10	3	0	0	0	1	13	21	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1243	"AWI"	1243	8554	9369	9011	2	0	5	2	0	4	0	83	1	5	0	1	0	0	12	1	0	0	0	8	21	1	2	0	0	6	0	0	34	0	538	2	3	0	0	161	0	0	0	16	3	0	0	0	1	26	36	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1245	"AWI"	1245	8639	9384	9059	2	0	6	1	0	0	0	89	0	1	0	1	0	0	9	0	0	0	0	10	13	3	1	1	0	0	0	0	29	0	613	2	0	0	0	152	0	0	0	5	0	0	0	0	1	32	26	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1247	"AWI"	1247	8713	9399	9115	0	0	0	1	0	11	0	138	1	2	0	0	0	0	9	4	0	0	0	2	26	1	4	0	0	3	0	0	29	0	492	5	3	0	0	209	0	0	0	8	7	0	0	0	1	13	26	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1249	"AWI"	1249	8759	9416	9170	2	0	5	1	0	6	0	132	2	2	0	0	0	0	10	3	0	0	0	2	0	2	7	0	0	1	0	0	31	0	584	7	1	0	0	183	0	0	0	9	3	0	0	0	1	21	21	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1255	"AWI"	1255	8999	9488	9312	3	2	0	0	0	8	0	82	0	1	0	0	0	0	8	10	0	0	0	4	23	2	6	2	0	7	0	0	17	0	484	3	3	0	0	131	0	0	0	5	6	0	0	0	0	12	13	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1265	"AWI"	1265	9258	9729	9535	2	0	2	0	0	9	0	100	0	2	1	0	0	0	16	3	0	0	0	2	23	0	2	3	0	0	0	0	25	0	612	4	0	0	0	150	0	0	0	7	4	0	0	0	1	16	25	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1275	"AWI"	1275	9370	10127	9684	2	14	4	0	0	16	0	124	2	3	0	0	0	0	11	2	0	0	0	3	23	3	5	0	0	2	0	0	21	0	547	9	3	0	1	132	0	0	0	11	4	0	0	0	1	20	19	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1285	"AWI"	1285	9498	10317	9870	3	0	14	2	0	25	0	148	2	4	0	0	0	0	16	1	0	0	0	1	0	2	3	0	0	1	0	0	21	0	562	5	4	0	0	192	0	0	0	15	8	0	0	0	0	16	24	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1295	"AWI"	1295	9657	10503	10055	4	0	8	1	0	10	0	157	0	2	0	0	0	0	12	1	0	0	0	3	24	0	4	1	0	4	0	0	15	0	610	3	3	0	0	115	1	0	0	3	4	0	0	0	1	20	11	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1315	"AWI"	1315	10042	10854	10424	5	0	0	0	0	17	0	210	0	1	0	0	0	0	7	9	1	0	0	3	19	1	19	2	0	7	0	0	18	0	535	2	14	0	0	59	5	0	0	7	5	0	0	1	1	10	20	0	1	0
