"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Indeterminable"	"Juniperus"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	10	"AWI"	10	-31	1279	395	86	0	2	0	87	0	0	0	19	0	3	0	0	3	1	0	0	115	0	0	14	0	0	0	0	0	0	4	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	20	"AWI"	20	18	2625	858	131	0	1	0	87	0	0	0	26	0	3	0	0	1	1	0	0	104	0	0	10	0	0	0	0	0	0	1	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	30	"AWI"	30	283	3280	1410	89	0	2	0	83	1	0	0	16	0	5	0	0	4	0	0	0	90	0	0	6	0	0	0	0	0	0	3	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	40	"AWI"	40	497	3748	2030	200	0	3	0	70	0	0	0	24	0	3	0	0	1	0	0	0	108	0	0	10	0	0	0	0	0	0	4	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	50	"AWI"	50	885	4376	2578	103	0	0	0	134	0	0	1	13	0	5	0	0	0	0	0	0	98	0	0	15	0	0	0	0	0	0	4	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	60	"AWI"	60	1502	4608	3238	116	0	1	0	70	0	0	0	22	0	8	0	0	2	0	1	0	85	0	0	6	0	0	0	0	0	0	4	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	70	"AWI"	70	1859	5048	3896	117	0	1	0	95	0	0	0	20	0	3	0	0	0	0	0	0	94	0	0	10	0	0	0	0	0	0	8	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	80	"AWI"	80	3205	5128	4386	111	0	1	0	100	0	0	0	15	0	2	0	0	0	1	0	0	125	2	0	10	0	0	0	0	0	0	5	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	90	"AWI"	90	4424	5286	4891	152	0	1	0	63	0	0	0	9	0	7	0	0	2	0	0	0	76	0	0	6	0	0	0	0	0	0	10	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	100	"AWI"	100	4801	5573	5209	125	0	0	0	90	0	0	0	23	0	3	0	0	2	1	1	0	113	0	0	9	0	0	0	0	0	0	9	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	110	"AWI"	110	4925	6069	5395	155	0	1	0	85	0	0	0	24	0	1	0	0	3	0	0	0	47	0	0	11	0	0	0	0	0	0	2	0	1
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	120	"AWI"	120	5043	6524	5579	147	0	0	0	107	0	0	0	24	0	5	0	0	1	1	0	0	16	0	0	20	0	0	0	0	0	0	5	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	130	"AWI"	130	5172	6749	5788	131	0	0	0	95	0	0	0	6	0	0	0	0	0	2	0	0	100	0	0	9	0	0	0	0	0	0	4	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	140	"AWI"	140	5237	7093	5986	107	0	3	0	124	0	0	0	17	0	3	0	0	3	1	1	0	40	0	0	17	0	0	0	0	0	0	9	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	150	"AWI"	150	5412	7293	6183	125	1	0	0	107	0	0	0	13	0	0	0	0	9	0	0	0	80	0	0	9	0	0	0	0	0	0	6	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	160	"AWI"	160	5510	7569	6376	133	0	4	0	138	0	0	0	17	0	0	0	0	3	1	1	0	90	0	0	14	0	0	0	0	0	0	3	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	170	"AWI"	170	5689	7805	6583	174	0	1	0	134	0	0	0	11	0	0	0	0	7	0	1	0	48	0	0	15	0	0	0	0	0	0	3	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	180	"AWI"	180	5816	8023	6794	154	0	0	0	127	0	0	0	12	0	0	0	0	2	1	1	0	63	0	0	7	0	0	0	0	0	0	3	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	190	"AWI"	190	5967	8261	6993	154	0	2	0	111	0	0	0	10	0	2	0	0	1	0	1	0	22	0	0	14	0	0	0	0	0	0	4	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	200	"AWI"	200	6160	8459	7195	195	0	0	0	113	0	1	0	2	0	0	0	0	0	0	0	0	9	0	0	8	0	0	0	0	0	0	3	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	210	"AWI"	210	6269	8704	7402	189	0	1	0	143	0	0	2	19	0	2	0	0	2	0	0	0	26	0	0	27	0	0	0	0	0	0	8	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	230	"AWI"	230	6640	9033	7821	140	0	5	0	143	0	0	1	24	0	1	0	0	2	0	1	0	46	0	0	26	0	0	0	0	0	0	7	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	240	"AWI"	240	6872	9208	8023	92	1	1	0	156	0	0	0	22	0	1	0	0	3	0	0	0	16	0	0	17	0	0	0	0	0	0	5	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	250	"AWI"	250	7075	9384	8232	104	0	4	0	151	0	0	0	23	0	2	0	0	11	2	0	0	50	1	0	10	0	0	0	0	0	0	5	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	260	"AWI"	260	7274	9596	8436	100	0	1	0	100	0	0	0	33	0	1	0	0	5	1	0	0	16	0	0	28	0	0	0	0	0	0	12	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	270	"AWI"	270	7500	9735	8655	222	0	2	0	83	0	0	2	4	0	0	0	0	1	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	280	"AWI"	280	7674	9917	8865	143	0	1	0	101	0	0	1	20	0	0	0	0	7	0	0	0	26	0	0	18	0	0	0	0	0	0	8	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	290	"AWI"	290	7960	10043	9051	126	0	2	0	128	0	0	1	44	0	1	0	0	3	0	0	0	39	0	0	29	0	0	0	0	0	0	5	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	300	"AWI"	300	8162	10231	9260	100	0	2	0	120	1	0	0	38	0	0	0	0	2	5	0	0	13	0	0	26	0	0	0	0	0	0	16	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	310	"AWI"	310	9000	10520	9620	74	0	1	0	140	0	0	3	39	0	1	0	0	1	5	1	0	15	0	0	12	0	0	0	0	0	0	13	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	320	"AWI"	320	9580	11016	10144	21	0	0	0	171	0	0	1	44	0	0	0	0	3	3	0	0	45	0	0	17	0	0	0	0	0	0	12	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	340	"AWI"	340	10339	12013	10964	0	0	0	0	165	0	0	1	37	0	1	0	0	1	5	0	0	63	0	0	18	0	0	0	0	0	1	24	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	350	"AWI"	350	10620	12512	11407	0	0	6	0	200	0	0	0	43	0	1	0	0	0	6	0	0	13	0	0	28	0	0	0	0	0	0	20	0	1
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	360	"AWI"	360	10951	12847	11749	0	0	1	0	191	0	0	0	46	0	0	0	0	5	7	0	0	3	0	0	32	0	0	0	0	0	0	45	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	370	"AWI"	370	11097	13480	12092	0	0	1	0	168	0	0	0	55	0	1	0	0	2	1	0	0	5	0	0	37	0	0	0	0	0	0	44	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	380	"AWI"	380	11395	14032	12522	0	0	5	0	82	0	0	0	104	0	2	0	0	2	2	0	0	0	0	0	45	0	0	0	0	0	0	47	0	1
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	400	"AWI"	400	11929	15462	13420	1	0	5	0	103	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	1	0	65	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	410	"AWI"	410	12262	15826	13929	0	0	1	0	72	0	0	2	103	0	0	0	0	2	0	0	0	1	0	0	63	0	0	0	0	0	0	51	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	420	"AWI"	420	12479	16552	14405	0	0	6	0	74	1	0	0	72	0	0	0	0	3	1	0	0	0	0	0	101	0	0	0	0	0	0	74	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	430	"AWI"	430	12973	16793	14887	0	1	1	0	140	0	0	0	119	0	1	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	1	20	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	440	"AWI"	440	13285	17168	15369	0	0	3	0	127	0	0	0	95	0	0	0	0	5	0	0	0	0	0	0	35	0	0	0	0	0	0	52	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	450	"AWI"	450	13806	17489	15841	0	1	3	0	138	0	0	1	111	0	0	0	0	4	1	0	0	3	0	0	25	0	0	0	0	0	0	29	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	460	"AWI"	460	14212	17777	16342	1	0	8	0	137	0	0	0	97	0	3	0	0	5	0	0	0	0	0	0	32	0	0	0	0	0	0	36	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	470	"AWI"	470	14750	18143	16809	1	0	5	0	106	0	0	0	139	0	0	0	0	4	0	0	0	1	0	0	32	0	0	0	0	0	0	48	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	480	"AWI"	480	15484	18295	17277	3	0	3	0	97	0	0	0	131	0	0	0	0	5	1	0	0	1	0	0	16	0	7	2	0	0	0	41	0	1
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	490	"AWI"	490	15913	18596	17782	0	1	6	0	57	2	0	4	147	2	0	0	0	8	1	0	0	2	0	0	25	0	0	0	0	0	0	26	0	1
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	500	"AWI"	500	16371	18729	18117	1	2	7	0	36	0	0	0	216	0	0	0	0	3	0	0	0	2	0	1	20	0	0	0	0	0	0	26	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	510	"AWI"	510	16678	19114	18443	0	3	4	0	27	0	0	0	202	0	1	0	0	5	0	0	0	2	0	3	26	0	0	0	0	0	0	46	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	540	"AWI"	540	17269	20350	19015	2	3	31	0	8	0	0	1	150	0	1	0	3	8	0	0	0	6	0	7	48	0	0	0	0	0	0	43	0	2
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	560	"AWI"	560	17652	21010	19394	1	5	30	0	7	0	0	0	161	0	0	0	1	8	0	0	0	2	0	3	67	0	0	0	0	0	0	53	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	600	"AWI"	600	18404	22150	20226	0	3	16	0	17	2	1	2	180	0	1	0	0	2	0	0	0	4	0	2	55	0	0	0	0	0	0	40	0	2
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	620	"AWI"	620	18729	22736	20628	2	1	21	0	23	1	2	2	173	0	0	0	0	4	0	0	0	4	0	0	71	2	0	0	0	0	0	39	0	3
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	640	"AWI"	640	19112	23301	21036	1	0	18	0	34	1	0	1	149	0	6	0	0	12	0	0	0	8	0	0	60	2	0	0	0	0	0	24	0	1
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	665	"AWI"	665	19528	23973	21560	1	1	18	0	20	0	0	2	102	0	0	0	0	9	0	0	0	5	0	0	45	0	0	0	0	0	0	18	0	0
1699	1755	"Minakokosa Lake"	66.91667	-155.03333	700	"AWI"	700	20187	24872	22315	2	0	10	0	6	0	0	1	119	0	3	0	0	6	0	0	0	3	0	0	32	0	0	0	0	0	1	24	0	0
