"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Berberidaceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Ceanothus"	"Celtis"	"Chrysolepis"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Frangula"	"Fraxinus"	"Garryaceae"	"Indeterminable"	"Isoëtes"	"Juncaceae"	"Lamiaceae"	"Liliaceae"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Pseudotsuga"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sarcobataceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tsuga"	"Urticaceae"	"Viburnum"
236	239	"Battle Ground Lake"	45.8	-122.49167	1240	"AWI"	1240	19101	21100	20019	2	0	3	0	4	0	32	1	0	0	0	0	0	0	5	0	0	0	0	0	5	39	0	0	0	0	0	0	23	0	0	0	0	0	0	7	33	0	148	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	7	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1250	"AWI"	1250	19243	21174	20131	4	0	0	0	9	0	37	0	0	0	0	2	0	0	11	0	0	0	0	0	1	41	0	0	1	0	0	0	26	0	0	0	0	0	0	7	23	0	145	0	0	0	0	0	0	0	1	0	3	1	0	0	0	3	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1260	"AWI"	1260	19367	21253	20248	0	0	0	0	16	0	38	1	0	1	1	1	0	0	4	0	0	0	0	0	0	30	0	0	0	0	0	0	35	0	0	0	0	0	0	6	30	0	168	0	0	0	0	2	0	0	0	2	3	0	0	0	0	2	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1270	"AWI"	1270	19454	21370	20369	37	0	4	1	12	0	40	0	0	0	0	1	0	0	4	0	0	0	0	0	4	23	0	1	0	0	0	0	14	1	0	1	0	0	0	5	0	0	164	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	7	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1280	"AWI"	1280	19510	21510	20490	5	0	3	0	6	0	37	0	0	0	0	0	0	0	2	0	0	0	0	0	5	26	0	0	0	0	1	0	2	0	0	0	1	0	0	6	0	0	160	0	0	0	0	0	0	0	2	0	4	0	0	0	0	4	4	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1320	"AWI"	1320	20085	21870	20949	5	0	0	0	11	0	34	1	0	0	1	1	0	0	5	0	0	0	0	0	5	26	0	0	1	0	0	0	12	0	0	0	0	0	0	30	28	0	153	3	0	3	0	0	1	0	2	0	3	0	0	0	0	1	4	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1340	"AWI"	1340	20274	22189	21185	2	0	0	0	6	0	41	0	0	0	0	1	0	0	5	0	0	0	0	2	3	41	0	0	0	0	0	0	24	0	0	0	0	0	0	6	36	0	141	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1350	"AWI"	1350	20443	22312	21342	13	0	0	2	11	0	41	1	0	0	0	0	0	0	5	0	0	0	0	0	5	27	0	0	0	0	0	0	22	0	0	0	0	0	0	11	40	0	139	0	0	0	0	1	0	0	3	1	3	0	0	0	0	2	4	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1360	"AWI"	1360	20575	22515	21491	5	0	0	0	7	0	58	0	0	0	2	1	1	0	4	0	0	0	0	2	9	60	0	1	1	0	0	0	3	0	0	0	0	0	0	9	32	0	57	0	0	0	0	3	2	0	2	0	1	0	0	0	0	0	5	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1370	"AWI"	1370	20669	22740	21638	16	0	4	1	14	0	28	1	0	0	0	0	0	1	6	0	0	0	0	2	3	64	0	0	0	0	0	0	3	1	0	0	0	0	0	2	0	0	154	0	0	0	0	2	1	0	2	0	2	0	0	0	0	0	12	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1380	"AWI"	1380	20753	23029	21784	9	0	6	0	9	0	25	1	0	0	0	1	0	0	2	0	0	0	0	0	3	34	0	0	0	0	0	0	21	0	0	1	0	0	0	5	31	0	174	0	0	2	0	0	1	0	1	0	1	0	0	0	0	0	15	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1390	"AWI"	1390	20827	23347	21917	8	0	0	0	12	0	28	0	0	1	0	2	0	1	10	0	0	0	0	1	5	38	0	0	0	0	0	0	17	1	0	0	0	1	0	12	0	0	159	0	0	0	0	2	2	0	3	0	4	0	0	0	0	0	7	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1400	"AWI"	1400	20992	23460	22080	13	0	5	0	9	0	25	0	0	0	1	0	0	0	3	0	0	0	0	0	3	38	0	0	0	0	0	0	31	0	0	1	0	0	0	14	0	0	165	0	0	0	1	0	1	0	3	0	2	0	0	0	0	0	11	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1410	"AWI"	1410	21144	23594	22253	8	0	3	0	11	1	25	0	0	0	1	1	0	0	1	0	0	0	0	1	1	33	0	0	0	0	0	0	25	0	0	0	0	0	0	14	0	0	170	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1420	"AWI"	1420	21274	23741	22421	13	0	4	1	13	0	20	0	0	0	0	0	0	1	2	0	0	0	0	0	3	31	0	0	0	0	0	0	44	2	0	0	0	0	0	21	0	0	147	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	10	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1430	"AWI"	1430	21364	23938	22590	14	0	0	2	2	1	37	0	0	0	0	1	0	0	2	0	1	0	0	1	3	42	0	0	0	0	0	0	24	1	0	0	1	0	1	5	0	0	111	0	0	0	0	1	3	0	2	0	0	0	0	0	0	6	13	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1450	"AWI"	1450	21638	24288	22887	17	0	0	0	11	0	44	0	0	0	2	0	0	0	6	0	0	0	0	0	7	42	0	0	1	0	0	0	12	1	0	2	2	0	1	9	0	0	162	0	0	5	0	0	1	0	0	0	0	0	1	0	0	5	6	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1460	"AWI"	1460	21820	24375	23036	9	0	0	0	4	0	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	50	0	0	0	0	0	0	9	0	0	0	0	1	0	10	0	0	152	0	0	0	0	2	0	0	2	0	1	0	0	0	0	2	12	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1470	"AWI"	1470	21959	24474	23207	12	0	3	0	10	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1	2	39	0	0	3	0	0	0	11	1	0	0	1	0	0	17	32	0	150	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1490	"AWI"	1490	22140	24803	23529	24	0	9	0	11	0	31	0	0	0	0	0	0	0	4	0	0	0	0	1	0	63	0	0	1	0	0	0	6	0	0	1	0	0	0	16	63	0	145	0	0	0	0	0	0	0	1	0	4	0	1	0	0	0	13	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1500	"AWI"	1500	22361	24917	23670	30	0	2	1	10	0	47	0	0	0	0	1	0	0	1	0	0	0	0	0	1	53	0	0	3	0	0	0	12	4	0	0	0	0	0	10	67	0	172	0	0	0	0	1	1	0	0	0	5	0	0	0	0	1	17	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1510	"AWI"	1510	22621	24988	23812	24	0	4	0	7	0	33	0	0	0	0	0	0	0	2	0	0	0	0	1	1	55	0	0	1	0	0	0	12	6	0	0	0	0	0	4	42	0	195	0	0	0	0	2	3	0	0	0	1	0	1	0	0	1	10	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1520	"AWI"	1520	22828	25081	23964	20	0	0	1	17	0	24	0	0	0	0	0	0	0	2	0	0	0	0	0	0	84	0	0	0	0	0	0	12	8	0	2	0	0	0	3	100	0	130	0	0	0	0	1	3	0	0	0	6	0	0	0	0	1	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1530	"AWI"	1530	23012	25253	24119	27	0	2	0	13	0	22	0	0	0	0	0	0	1	1	0	0	0	0	0	1	73	0	1	0	0	0	0	10	9	0	0	0	0	0	3	46	0	123	0	0	0	0	0	4	0	1	0	2	0	0	0	1	0	18	0	1
236	239	"Battle Ground Lake"	45.8	-122.49167	1540	"AWI"	1540	23148	25417	24267	43	0	4	3	7	0	29	0	0	16	0	0	0	1	5	0	0	0	0	0	0	95	0	0	0	0	0	0	4	1	0	0	0	0	0	9	114	0	100	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	41	0	0
