"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cephalanthus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Larix"	"Liquidambar"	"Lyonia"	"Morus"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Sarcobataceae"	"Saxifragaceae"	"Smilacaceae"	"Thalictrum"	"Tilia"	"Toxicodendron"	"Ulmus"	"Urticaceae"	"Viburnum"
525	539	"Cupola Pond"	36.799032	-91.090148	75	"AWI"	75	2106	8502	5489	0	0	1	2	1	1	0	1	0	17	0	0	0	9	0	2	25	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	4	1	0	77	0	2	0	0	313	0	0	0	3	0	1	0	0	3	0	0	6	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	86	"AWI"	86	3593	9498	6734	0	0	1	2	0	1	0	2	0	29	0	0	1	2	0	0	17	0	0	0	0	0	9	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	232	0	5	0	0	330	0	0	0	4	0	0	0	0	2	0	0	12	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	90	"AWI"	90	4446	9567	7159	0	0	1	2	0	6	0	0	0	28	0	0	0	5	0	0	14	0	0	0	0	0	8	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	166	0	1	0	0	310	0	0	0	6	0	0	0	0	1	0	0	4	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	95	"AWI"	95	5521	9651	7699	0	0	0	1	1	0	0	3	0	24	0	0	0	13	0	0	17	0	0	0	0	0	7	0	0	0	4	0	0	0	1	0	0	0	0	2	0	0	100	0	1	0	0	257	0	0	0	1	0	0	0	0	1	0	0	4	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	99	"AWI"	99	6373	9720	8133	0	0	0	0	0	3	0	3	0	26	0	0	1	7	0	0	18	0	0	0	0	0	5	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	160	0	0	0	0	314	0	0	0	7	0	0	0	0	2	1	0	3	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	105	"AWI"	105	7624	9856	8779	0	0	0	2	0	1	0	2	0	19	0	0	2	3	2	0	12	0	0	0	0	6	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	258	0	0	0	4	0	0	0	0	1	0	0	6	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	110	"AWI"	110	8643	9992	9330	0	0	1	1	0	0	0	5	0	15	0	0	1	10	2	0	21	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	6	0	0	317	0	0	0	3	0	0	0	4	1	0	0	11	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	115	"AWI"	115	9500	10269	9871	0	0	0	1	0	1	0	6	0	20	0	0	1	7	1	0	16	0	0	0	2	0	3	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	2	0	0	251	0	0	0	0	0	0	0	0	3	0	0	5	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	135	"AWI"	135	10137	11586	10914	0	0	3	0	0	7	0	3	1	42	0	0	2	0	5	0	43	0	0	0	0	13	11	0	0	1	0	0	0	0	2	0	0	0	2	0	0	2	63	0	4	0	0	169	0	0	0	5	0	0	0	4	1	2	0	9	1	0
525	539	"Cupola Pond"	36.799032	-91.090148	155	"AWI"	155	10363	12699	11622	0	0	3	0	1	5	0	6	0	68	0	0	0	0	14	0	29	0	0	0	2	0	14	0	0	0	0	0	0	0	0	0	0	0	9.5	2	0	0	34	0	4	0	0	216	0	0	0	0	0	0	0	5	3	0	1	15	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	175	"AWI"	175	11558	13073	12336	1	0	3	0	0	4	0	3	0	40	0	0	0	0	7	0	6	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	20	0	0	0	12	0	1	0	0	189	0	0	0	3	0	0	0	0	1	1	0	7	2	1
525	539	"Cupola Pond"	36.799032	-91.090148	195	"AWI"	195	12572	13532	13082	0	0	2	0	0	6	0	6	0	37	0	0	0	1	12	0	11	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10.5	4	0	0	23	0	0	0	1	173	0	0	0	3	0	0	0	0	5	2	0	17	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	215	"AWI"	215	13002	14182	13591	0	0	2	0	2	3	0	8	0	31	0	0	3	0	12	0	9	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	10.5	0	0	0	27	0	1	0	0	183	0	0	0	1	0	0	0	0	2	1	0	10	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	235	"AWI"	235	13190	15102	14016	1	0	3	0	1	7	0	9	1	30	0	0	0	0	12	0	18	0	0	0	0	33	13	0	0	0	0	0	0	1	0	0	0	0	40.5	3	0	0	27	0	0	0	0	173	0	0	0	3	0	0	0	2	1	1	0	13	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	255	"AWI"	255	13689	15419	14470	1	0	10	0	2	8	0	4	1	1	0	0	0	0	6	0	13	0	0	0	0	73	2	0	0	0	0	0	0	0	0	0	0	0	37.5	0	0	0	33	0	0	0	0	166	0	0	0	0	0	0	0	0	1	0	0	5	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	275	"AWI"	275	14000	15818	14980	4.5	0	12	1	0	8	0	13	0	0	0	0	0	0	11	1	26	0	0	0	0	92	16	0	0	0	0	0	0	1	0	0	0	0	28.5	9.5	0	0	33	0	0	0	0	138	0	0	0	10	0	0	0	6	2	0	0	5	0	1
525	539	"Cupola Pond"	36.799032	-91.090148	295	"AWI"	295	14229	16107	15237	5	0	6	0	0	5	0	1	0	4	0	0	0	0	9	1	48	0	1	0	1	0	12	0	0	1	2	0	0	0	0	0	0	0	107	12	0	0	48	0	2	1	0	76	0	0	0	3	0	0	0	5	3	0	0	5	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	315	"AWI"	315	14367	16432	15454	0	0	6	0	4	13	0	3	1	0	0	0	0	0	5	0	7	0	0	0	0	103	5	0	0	0	2	0	0	0	0	0	0	0	54	12	0	0	19	0	0	0	0	127	0	0	0	4	0	0	0	0	3	0	0	3	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	355	"AWI"	355	14754	16913	15924	3	0	20	2	1	10	0	4	1	0	0	0	0	0	13	6	39	0	0	0	0	87	12	0	0	0	0	0	0	0	0	0	0	0	62	19	0	0	41	0	0	0	0	100	0	0	0	13	0	0	0	1	6	0	0	3	0	1
525	539	"Cupola Pond"	36.799032	-91.090148	415	"AWI"	415	15544	17459	16636	4	0	20	3	3	13	0	4	0	0	1	1	0	0	12	1	19	0	0	0	0	48	9	0	0	0	0	0	0	0	0	0	0	0	111	17	0	0	25	0	0	0	0	103	0	0	0	5	0	0	0	0	4	0	0	3	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	455	"AWI"	455	16158	17805	17104	4	0	18	4	4	16	0	13	0	2	0	0	0	0	13	0	15	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	101	25	1	0	13	0	0	1	0	94	0	0	0	0	0	0	0	0	0	0	0	2	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	495	"AWI"	495	16581	18143	17506	7.5	0	14	1	2	13	0	6	0	0	1	0	0	0	4	1	18	0	0	0	0	57	1	0	0	0	0	0	0	0	0	0	0	0	136.5	19.5	0	0	11	0	0	1	0	66	0	0	0	3	0	0	0	0	7	0	0	1	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	555	"AWI"	555	17014	18691	17942	10.5	0	22	1	1	20	0	9	0	0	0	0	0	0	2	0	17	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	128.5	32	0	0	15	0	0	0	0	72	0	0	0	5	1	0	0	1	5	0	0	1	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	575	"AWI"	575	17204	18823	18089	12	0	11	0	1	3	0	1	2	1	0	0	0	0	3	1	9	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	178.5	32.5	0	0	15	0	0	0	0	39	0	0	0	2	0	0	0	2	5	0	0	1	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	615	"AWI"	615	17506	19129	18377	1	0	4	1	1	15	0	1	3	0	1	0	0	2	1	1	20	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	136.5	105.5	0	0	31	0	0	0	0	49	0	0	0	13	0	0	0	2	4	0	0	1	0	1
525	539	"Cupola Pond"	36.799032	-91.090148	635	"AWI"	635	17632	19287	18518	0	0	15	3	4	5	0	2	0	1	0	0	0	0	3	4	6	0	0	0	0	14	57	0	0	2	0	0	0	0	0	0	0	0	135.5	76.5	0	0	36	0	0	0	0	57	0	0	0	7	0	0	1	12	5	0	0	0	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	655	"AWI"	655	17772	19408	18652	0	0	13	0	2	0	0	4	3	0	0	1	0	0	5	0	0	0	0	0	0	0	20	0	0	0	0	0	0	1	0	0	0	0	27.5	27.5	0	0	14	0	0	0	0	17	0	0	0	7	0	0	2	2	2	0	0	0	0	1
525	539	"Cupola Pond"	36.799032	-91.090148	695	"AWI"	695	18024	19693	18907	3	0	5	0	0	5	0	2	0	2	1	0	0	0	2	1	12	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	60.5	194	0	0	3	0	0	0	0	36	0	0	0	2	0	0	0	0	2	0	0	1	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	735	"AWI"	735	18278	19955	19157	2.5	0	4	0	1	4	0	2	0	0	0	0	0	0	1	0	20	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	99.5	186.5	0	0	11	0	0	0	0	21	0	0	0	4	0	0	0	4	1	0	0	0	0	1
525	539	"Cupola Pond"	36.799032	-91.090148	775	"AWI"	775	18517	20254	19410	1	0	4	0	1	3	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	96.5	200.5	0	0	3	0	0	0	0	29	1	0	0	0	0	0	0	4	3	0	0	0	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	815	"AWI"	815	18759	20497	19663	5	0	4	1	0	6	0	2	0	0	1	0	0	0	0	0	11	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	184.5	97.5	0	0	5	0	0	0	0	18	0	0	0	1	0	0	0	0	3	0	0	0	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	856	"AWI"	856	19049	20740	19925	0	0	9	0	1	5	0	3	0	1	0	0	0	0	4	2	12	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	107.5	158.5	0	0	16	0	0	0	0	30	0	0	0	1	0	0	0	0	14	0	0	0	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	915	"AWI"	915	19441	21156	20279	0	0	7	1	5	10	0	2	0	2	1	1	0	0	7	1	17	0	0	0	0	0	34	0	0	1	0	0	0	0	0	0	0	0	71	185	0	0	27	0	0	0	0	25	0	0	0	9	2	0	0	0	10	0	0	1	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	935	"AWI"	935	19594	21265	20398	3	0	10	0	0	7	0	6	0	1	0	0	0	0	3	0	26	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	154.5	86	0	0	18	0	0	0	0	37	0	0	0	6	0	0	0	2	10	0	0	2	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	955	"AWI"	955	19694	21397	20517	2	0	13	1	3	7	0	4	3	2	1	0	0	0	6	0	8	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	146	88.5	0	0	9	0	0	0	0	36	1	0	0	6	0	0	0	0	5	0	0	0	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	995	"AWI"	995	19886	21709	20746	2	0	9	4	1	13	0	6	0	0	0	0	0	0	8	0	29	2	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	144	88	0	0	26	0	0	0	0	57	0	0	0	3	0	0	0	1	10	0	0	4	1	0
525	539	"Cupola Pond"	36.799032	-91.090148	1035	"AWI"	1035	20096	21986	20971	0	0	1	0	0	2	0	1	0	0	0	1	0	0	2	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	59.5	224.5	0	0	8	0	0	2	0	20	0	0	0	3	0	0	0	0	1	0	0	1	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	1059	"AWI"	1059	20232	22151	21114	5	0	5	1	1	8	0	3	0	1	0	0	0	0	5	1	22	1	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	53.5	209.5	0	0	11	0	0	0	0	30	0	0	0	1	1	0	0	0	4	0	0	1	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	1095	"AWI"	1095	20411	22429	21312	5	0	3	0	1	5	0	1	0	0	0	0	0	0	3	0	11	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	118.5	156	0	0	4	0	0	0	0	12	0	0	0	2	0	0	0	0	1	0	0	1	0	1
525	539	"Cupola Pond"	36.799032	-91.090148	1115	"AWI"	1115	20506	22578	21421	3.5	0	11	1	1	9	0	1	2	0	0	0	0	0	6	0	12	1	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	133.5	112.5	0	0	8	0	0	0	0	26	1	0	0	6	0	0	0	0	1	0	0	1	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	1155	"AWI"	1155	20704	22817	21654	5.5	0	12	0	0	9	0	2	0	0	0	2	0	0	9	1	20	0	0	0	0	0	17	0	0	2	1	0	0	0	0	0	0	0	123	102.5	0	0	17	0	0	0	0	24	0	0	0	8	1	0	0	0	1	0	0	1	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	1192	"AWI"	1192	20904	23092	21878	9	0	6	2	3	13	0	3	0	1	2	0	0	0	5	1	30	1	0	0	0	21	11	0	0	0	0	0	0	0	0	0	0	0	164	49	0	0	41	0	0	0	0	32	0	0	0	10	0	0	0	0	13	0	0	1	0	0
