"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ericales"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Juglans"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Ulmus"
1113	1147	"Indian Lake"	50.91667	-90.45	825	"AWI"	825	8135	9047	8502	11	0	54	10	0	15	0	140	0	0	0	0	0	13	3	0	0	0	0	0	1	0	10	1	1	75	614	7	11	3	0	0	0	2	0	0	0	3
1113	1147	"Indian Lake"	50.91667	-90.45	835	"AWI"	835	8181	9703	8762	7	0	60	7	0	7	0	136	0	0	0	0	2	11	1	0	0	0	0	0	0	0	7	1	2	78	436	7	8	0	0	0	0	5	1	0	0	1
1113	1147	"Indian Lake"	50.91667	-90.45	840	"AWI"	840	8348	9789	8909	12	0	52	4	0	10	0	121	0	0	0	0	0	3	3	0	0	0	0	0	2	0	5	0	0	115	398	3	8	1	0	0	0	0	0	0	0	3
1113	1147	"Indian Lake"	50.91667	-90.45	845	"AWI"	845	8460	9869	9078	18	0	143	6	0	17	0	153	0	0	0	0	1	3	12	1	0	0	0	0	3	0	7	2	2	148	315	5	6	3	0	0	0	2	1	0	0	0
1113	1147	"Indian Lake"	50.91667	-90.45	850	"AWI"	850	8531	9959	9257	17	0	57	5	0	10	13	78	0	0	0	0	1	4	8	0	0	0	0	0	2	0	10	2	1	127	183	4	3	1	0	0	0	2	0	0	0	0
1113	1147	"Indian Lake"	50.91667	-90.45	855	"AWI"	855	8597	10086	9434	17	0	49	10	0	12	0	119	0	0	0	0	2	3	8	2	0	0	0	0	4	0	12	2	0	103	0	2	7	1	0	0	0	2	0	0	0	0
1113	1147	"Indian Lake"	50.91667	-90.45	860	"AWI"	860	8719	10257	9583	28	0	87	3	0	17	0	128	0	0	0	0	3	11	7	1	0	0	0	0	1	0	7	4	1	124	0	3	2	0	0	0	0	3	2	0	0	2
1113	1147	"Indian Lake"	50.91667	-90.45	865	"AWI"	865	9015	10287	9713	33	0	56	5	0	16	0	55	0	0	0	0	1	17	9	0	0	0	0	0	1	0	9	2	2	130	0	4	3	0	0	0	0	4	2	0	0	1
1113	1147	"Indian Lake"	50.91667	-90.45	870	"AWI"	870	9296	10321	9850	9	0	21	9	0	20	0	56	0	0	0	0	0	21	6	0	0	0	0	0	1	0	7	0	0	211	0	7	5	4	0	0	0	5	1	0	0	3
1113	1147	"Indian Lake"	50.91667	-90.45	875	"AWI"	875	9519	10372	10001	10	0	8	19	0	26	0	36	0	0	0	0	1	17	10	0	0	0	0	0	2	0	16	0	1	257	0	6	4	4	0	0	0	7	1	0	0	3
1113	1147	"Indian Lake"	50.91667	-90.45	880	"AWI"	880	9672	10437	10157	3	0	15	15	0	29	27	26	0	1	0	0	1	13	10	0	0	0	0	0	2	0	19	1	1	241	0	2	2	9	0	0	0	4	0	0	0	5
1113	1147	"Indian Lake"	50.91667	-90.45	884	"AWI"	884	9775	10494	10245	1	2	5	4	0	28	0	20	1	0	0	0	0	13	11	1	0	0	0	0	3	0	26	0	2	193	0	3	5	7	0	0	0	4	0	0	0	5
1113	1147	"Indian Lake"	50.91667	-90.45	887	"AWI"	887	9857	10515	10276	0	0	4	9	0	20	0	30	0	0	1	0	0	7	10	0	0	0	0	0	8	0	32	0	0	184	0	6	2	7	0	0	0	8	0	0	0	5
1113	1147	"Indian Lake"	50.91667	-90.45	890	"AWI"	890	9937	10539	10306	1	0	6	13	0	33	45	18	0	0	0	1	2	12	29	2	0	0	0	0	3	2	41	0	4	222	0	10	12	17	0	1	0	12	0	0	1	12
1113	1147	"Indian Lake"	50.91667	-90.45	894	"AWI"	894	10035	10584	10346	1	0	0	9	1	48	27	13	0	0	0	0	0	13	31	0	0	0	0	0	3	0	29	0	2	104	0	4	9	8	0	0	0	11	0	0	0	7
1113	1147	"Indian Lake"	50.91667	-90.45	898	"AWI"	898	10119	10645	10384	1	0	4	16	0	43	0	26	0	1	1	0	0	26	38	2	0	1	0	0	1	0	12	0	2	100	0	13	12	16	0	0	0	13	2	0	0	9
1113	1147	"Indian Lake"	50.91667	-90.45	906	"AWI"	906	10245	10793	10466	3	0	9	12	0	63	18	29	1	0	0	0	3	15	45	4	3	0	0	0	1	0	8	0	5	72	0	15	13	14	0	0	0	48	0	0	0	24
