"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Isoëtes"	"Juglans"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tsuga"	"Ulmus"
1554	1595	"Lake GB2"	56.1	-75.28333	40	"AWI"	40	1074	2823	2099	0	0	20.8791208791209	0.313971742543171	0	0.156985871271586	0	10.5180533751962	0	0	0	0	0.156985871271586	0.470957613814757	0.156985871271586	1.72684458398744	0.156985871271586	0	0	0	0	0.627943485086342	0.313971742543171	0	0	59.9686028257457	3.76766091051805	0	0	0.313971742543171	0	0.156985871271586	0.313971742543171	0	0	0	0	0	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	45	"AWI"	45	1574	2913	2353	0	0	22.2058823529412	0.147058823529412	0	0.147058823529412	0	14.1176470588235	0	0	0	0	0	0.294117647058824	0.294117647058824	0.882352941176471	0	0.147058823529412	0.294117647058824	0.147058823529412	0	0.588235294117647	0.735294117647059	0.147058823529412	0.294117647058824	55.8823529411765	2.5	0	0	0.294117647058824	0	0	0.294117647058824	0	0	0	0	0.441176470588235	0	0.147058823529412	0
1554	1595	"Lake GB2"	56.1	-75.28333	51	"AWI"	51	1917	3118	2679	0	0	36.5269461077844	0	0	0.149700598802395	0	11.0778443113772	0	0	0	0	0.149700598802395	0.149700598802395	0.29940119760479	0.898203592814371	0	0	0	0	0	0.149700598802395	1.04790419161677	0	0	45.6586826347305	2.69461077844311	0	0	1.19760479041916	0	0	0	0	0	0	0	0	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	56	"AWI"	56	2306	3193	2866	0	0	28.0487804878049	0.348432055749129	0.174216027874564	1.39372822299652	0	11.6724738675958	0	0	0	0	0	0	0.174216027874564	0.696864111498258	0	0	0	0.348432055749129	0	0.348432055749129	0.174216027874564	0	0	52.787456445993	2.9616724738676	0	0	0.174216027874564	0	0	0.174216027874564	0.174216027874564	0	0	0	0.174216027874564	0	0	0.174216027874564
1554	1595	"Lake GB2"	56.1	-75.28333	60	"AWI"	60	2483	3352	3038	0	0	22.7272727272727	0	0	0.181818181818182	0	11.8181818181818	0	0	0	0	0	0.363636363636364	0.363636363636364	0.727272727272727	0	0	0	0	0	0.181818181818182	0.363636363636364	0	0	56.3636363636364	6	0	0	0.363636363636364	0	0	0	0	0	0	0	0.363636363636364	0	0	0.181818181818182
1554	1595	"Lake GB2"	56.1	-75.28333	68	"AWI"	68	2632	3530	3168	0	0	30.3030303030303	0.151515151515152	0	0.303030303030303	0.303030303030303	12.4242424242424	0	0	0	0	0	0.151515151515152	0.303030303030303	0.303030303030303	0	0	0.151515151515152	0	0	0.151515151515152	0.454545454545455	0	0	53.3333333333333	1.51515151515152	0	0	0.151515151515152	0	0	0	0	0	0	0	0	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	70	"AWI"	70	2669	3599	3197	0	0.0949667616334283	32.2886989553656	0.0949667616334283	0	0.284900284900285	0	13.3903133903134	0	0	0	0	0.0949667616334283	0	0.56980056980057	0.759734093067426	0	0	0.189933523266857	0	0	0.379867046533713	0.56980056980057	0	0.0949667616334283	50.5223171889839	0	0	0	0.379867046533713	0	0	0.0949667616334283	0	0	0	0	0.0949667616334283	0	0	0.0949667616334283
1554	1595	"Lake GB2"	56.1	-75.28333	76	"AWI"	76	2810	3701	3298	0	0	20.1754385964912	0	0	0.146198830409357	0.292397660818713	10.5263157894737	0	0	0	0	0	0	0.43859649122807	0.87719298245614	0	0	0.146198830409357	0.146198830409357	0	0.146198830409357	0.292397660818713	0	0	64.6198830409357	1.60818713450292	0	0	0.292397660818713	0	0	0	0	0	0	0	0.292397660818713	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	80	"AWI"	80	2881	3805	3364	0	0	15.1515151515152	0	0	0.909090909090909	0.303030303030303	8.48484848484849	0	0	0	0	0.151515151515152	1.36363636363636	1.81818181818182	0.454545454545455	0	0	0.151515151515152	0.151515151515152	0	0.151515151515152	0.151515151515152	0	0.303030303030303	65.1515151515152	4.09090909090909	0	0	0.606060606060606	0	0.151515151515152	0	0	0	0	0	0.454545454545455	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	84	"AWI"	84	2983	3859	3434	0	0	29.6795952782462	0.252951096121417	0	0.590219224283305	0	13.0691399662732	0	0	0	0	0	0.252951096121417	0.168634064080944	0.927487352445194	0	0	0.168634064080944	0	0	0.252951096121417	0.421585160202361	0.0843170320404722	0.168634064080944	50.4215851602024	2.44519392917369	0	0	0.75885328836425	0	0.0843170320404722	0.168634064080944	0	0	0	0	0	0	0.0843170320404722	0
1554	1595	"Lake GB2"	56.1	-75.28333	90	"AWI"	90	3071	3967	3539	0	0	31.2427409988386	0.116144018583043	0	0.580720092915215	0	13.8211382113821	0	0	0	0	0.116144018583043	0.348432055749129	0.929152148664344	0.813008130081301	0	0.116144018583043	0	0	0	0.348432055749129	0.464576074332172	0.116144018583043	0	49.8257839721254	0.929152148664344	0	0	0.116144018583043	0	0	0	0	0	0	0	0.116144018583043	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	96	"AWI"	96	3198	4072	3646	0	0	26.5440210249671	0	0	0.788436268068331	0	13.6662286465177	0	0	0	0	0	0.26281208935611	0.657030223390276	0.26281208935611	0	0	0	0	0	0.788436268068331	0.26281208935611	0	0	53.0880420499343	2.89093298291721	0	0	0.394218134034166	0	0	0	0	0	0	0	0.26281208935611	0.131406044678055	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	100	"AWI"	100	3262	4156	3716	0.210084033613445	0	0	0	0	0.840336134453782	0	11.9747899159664	0	0	0	0	0.210084033613445	0.210084033613445	0	1.68067226890756	0	0	0.210084033613445	0	0	0.210084033613445	0.840336134453782	0	0	77.3109243697479	5.46218487394958	0	0	0.210084033613445	0	0	0	0	0	0	0	0.630252100840336	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	104	"AWI"	104	3367	4201	3783	0	0	24.7038917089679	0	0	0.676818950930626	0	15.2284263959391	0	0	0	0	0	0.50761421319797	0.169204737732657	0.846023688663283	0	0	0	0	0	0.169204737732657	0.338409475465313	0	0	54.8223350253807	1.86125211505922	0	0	0.50761421319797	0	0	0.169204737732657	0	0	0	0	0	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	112	"AWI"	112	3540	4328	3919	0	0	31.8903318903319	0.144300144300144	0	0.144300144300144	0	12.4098124098124	0	0	0	0	0	0.288600288600289	0.721500721500722	1.01010101010101	0	0	0.144300144300144	0	0	0.288600288600289	0.577200577200577	0.144300144300144	0.144300144300144	50.3607503607504	0	0	0	1.01010101010101	0	0	0.144300144300144	0	0	0	0	0.577200577200577	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	116	"AWI"	116	3639	4373	3986	0	0	32.824427480916	0.152671755725191	0	0.610687022900763	0	12.6717557251908	0	0	0	0	0	0	0.305343511450382	0.610687022900763	0	0	0	0	0	0.610687022900763	0.305343511450382	0	0.152671755725191	49.7709923664122	1.22137404580153	0	0	0.305343511450382	0	0.152671755725191	0.305343511450382	0	0	0	0	0	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	120	"AWI"	120	3703	4454	4054	0	0	33.0739299610895	0	0	0.259403372243839	0	16.2127107652399	0	0	0	0	0	0.389105058365759	0.259403372243839	0.648508430609598	0	0	0	0.259403372243839	0	0.259403372243839	0.389105058365759	0	0.12970168612192	45.9143968871595	0	0	0	0.648508430609598	0	0.518806744487678	0.259403372243839	0	0	0	0	0.389105058365759	0	0	0.389105058365759
1554	1595	"Lake GB2"	56.1	-75.28333	124	"AWI"	124	3784	4554	4146	0	0	35.5769230769231	0	0	0.686813186813187	0	20.1923076923077	0	0	0	0	0	0.137362637362637	0.137362637362637	0.274725274725275	0	0	0	0	0	0.412087912087912	0.686813186813187	0.137362637362637	0	39.8351648351648	0.686813186813187	0	0	0.686813186813187	0	0	0	0	0	0	0.137362637362637	0.274725274725275	0	0.137362637362637	0
1554	1595	"Lake GB2"	56.1	-75.28333	130	"AWI"	130	3851	4819	4278	0	0	41.4075286415712	0	0	0.327332242225859	0.818330605564648	16.366612111293	0	0	0	0	0	0	0.490998363338789	0.490998363338789	0	0	0	0.16366612111293	0	0.16366612111293	0.981996726677578	0.16366612111293	0.16366612111293	37.6432078559738	0	0	0	0.327332242225859	0	0.16366612111293	0	0	0	0	0	0.16366612111293	0	0	0.16366612111293
1554	1595	"Lake GB2"	56.1	-75.28333	136	"AWI"	136	3972	4958	4413	0	0	29.4205052005944	0.148588410104012	0	0.445765230312036	0	21.0995542347697	0	0	0	0	0.148588410104012	0.148588410104012	0.445765230312036	0.742942050520059	0	0	0	0.148588410104012	0	0.297176820208024	0	0	0	46.3595839524517	0	0	0	0.148588410104012	0	0	0.148588410104012	0	0.297176820208024	0	0	0	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	140	"AWI"	140	4029	5112	4500	0	0	37.8102189781022	0.145985401459854	0	0.145985401459854	0	15.036496350365	0	0	0	0	0.291970802919708	0.145985401459854	0.583941605839416	0.437956204379562	0	0	0.145985401459854	0	0	0.291970802919708	0.875912408759124	0	0.145985401459854	42.9197080291971	0	0	0	0.583941605839416	0	0.145985401459854	0	0	0	0	0	0.291970802919708	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	144	"AWI"	144	4120	5175	4597	0.367647058823529	0	39.5833333333333	0.122549019607843	0	0	0.245098039215686	18.6274509803922	0	0	0	0	0	0	0.490196078431373	0.735294117647059	0	0	0.245098039215686	0	0	0.245098039215686	0.122549019607843	0	0.122549019607843	37.7450980392157	0	0	0	0.612745098039216	0.122549019607843	0	0.245098039215686	0	0	0	0	0.367647058823529	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	150	"AWI"	150	4205	5338	4739	0	0	35.2664576802508	0.156739811912226	0	0.156739811912226	0	17.2413793103448	0	0	0	0	0	0.313479623824451	0.156739811912226	1.25391849529781	0	0	0	0	0	0.626959247648903	0.470219435736677	0	0	44.0438871473354	0	0	0	0.156739811912226	0	0	0	0	0	0	0	0.156739811912226	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	156	"AWI"	156	4360	5449	4881	0	0	33.889816360601	0	0	0.667779632721202	0	17.5292153589316	0	0	0	0	0	0	0.500834724540901	0.667779632721202	0	0	0	0	0	0.333889816360601	0.333889816360601	0.333889816360601	0	44.7412353923205	0	0.1669449081803	0	0.1669449081803	0	0	0	0	0	0	0	0.667779632721202	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	160	"AWI"	160	4423	5572	4977	0	0	43.6681222707424	0	0	0	0.436681222707424	15.1382823871907	0	0	0	0	0	0.145560407569141	0.145560407569141	0.436681222707424	0	0	0.145560407569141	0	0	0.582241630276565	0.582241630276565	0	0	36.6812227074236	1.45560407569141	0	0	0.291120815138282	0	0	0	0	0	0	0	0.291120815138282	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	166	"AWI"	166	4568	5672	5124	0	0	37.8640776699029	0	0	0.647249190938511	0	15.0485436893204	0	0	0	0	0	0.485436893203883	0.323624595469256	0.647249190938511	0	0	0.161812297734628	0	0	0.323624595469256	0.970873786407767	0	0	41.9093851132686	0.970873786407767	0	0	0.485436893203883	0	0	0	0	0	0	0	0.161812297734628	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	172	"AWI"	172	4696	5785	5268	0	0	35.6687898089172	0.318471337579618	0	0.796178343949045	0	20.2229299363057	0	0	0	0	0	0	0.477707006369427	0.636942675159236	0	0	0	0	0	0.318471337579618	0.636942675159236	0	0	39.8089171974522	0	0	0	0.477707006369427	0	0	0	0	0	0	0	0.318471337579618	0	0	0.318471337579618
1554	1595	"Lake GB2"	56.1	-75.28333	176	"AWI"	176	4791	5861	5361	0	0	38.6259541984733	0	0	0.305343511450382	0	20.3053435114504	0	0	0	0	0	0.152671755725191	0.305343511450382	0.152671755725191	0	0	0	0.152671755725191	0	0.152671755725191	0.305343511450382	0	0	38.0152671755725	0	0	0	0.610687022900763	0	0.305343511450382	0.152671755725191	0	0	0	0	0.458015267175573	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	180	"AWI"	180	4870	5961	5457	0	0	43.1064572425829	0.174520069808028	0	0.523560209424084	0	20.5933682373473	0	0	0	0	0	0	0.698080279232112	0.174520069808028	0	0	0.174520069808028	0.174520069808028	0	0.523560209424084	0.349040139616056	0	0	32.2862129144852	0	0	0	0.523560209424084	0	0.174520069808028	0.174520069808028	0	0	0	0	0.174520069808028	0	0	0.174520069808028
1554	1595	"Lake GB2"	56.1	-75.28333	184	"AWI"	184	5000	6005	5549	0	0	34.7368421052632	0	0	0.526315789473684	0	21.0526315789474	0	0	0	0	0	0.175438596491228	0.701754385964912	0.350877192982456	0	0	0	0	0	0.350877192982456	0.175438596491228	0	0.175438596491228	41.2280701754386	0	0	0	0	0	0	0	0	0	0	0	0.526315789473684	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	190	"AWI"	190	5134	6122	5694	0	0	44.5578231292517	0.0850340136054422	0	0.340136054421769	0	15.9013605442177	0	0	0	0	0	0.170068027210884	0.0850340136054422	0.340136054421769	0	0	0	0.0850340136054422	0	0.255102040816327	0.340136054421769	0.0850340136054422	0	36.3095238095238	0	0	0.0850340136054422	0.850340136054422	0	0.0850340136054422	0.170068027210884	0	0	0	0	0.0850340136054422	0.0850340136054422	0	0.0850340136054422
1554	1595	"Lake GB2"	56.1	-75.28333	195	"AWI"	195	5330	6187	5802	0	0	42.4198250728863	0	0	0.728862973760933	0	17.3469387755102	0	0	0	0	0	0.145772594752187	0.583090379008746	0.145772594752187	0	0	0	0	0	0.145772594752187	0	0	0	38.0466472303207	0	0	0.145772594752187	0.145772594752187	0	0.145772594752187	0	0	0	0	0	0	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	200	"AWI"	200	5446	6281	5920	0	0	41.4762741652021	0	0	0.175746924428822	0	13.7082601054482	0	0	0	0	0	0.175746924428822	0.70298769771529	0.175746924428822	0	0	0	0.175746924428822	0	0.70298769771529	0.527240773286467	0.175746924428822	0	40.7732864674868	0	0	0	0.351493848857645	0	0.527240773286467	0	0	0	0	0	0.351493848857645	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	204	"AWI"	204	5644	6332	6007	0	0	38.5257301808067	0.139082058414465	0	0.556328233657858	0	15.2990264255911	0	0	0	0	0	0.278164116828929	0.556328233657858	0	0	0	0.278164116828929	0	0	0.556328233657858	0	0	0	42.1418636995828	0.973574408901252	0	0	0.278164116828929	0	0	0.278164116828929	0	0	0	0	0.139082058414465	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	210	"AWI"	210	5812	6457	6155	0	0	47.9474548440066	0	0	0.492610837438424	0.328407224958949	9.35960591133005	0.164203612479475	0	0	0	0	0.492610837438424	0.328407224958949	0.164203612479475	0	0	0	0.164203612479475	0	0.656814449917898	0.492610837438424	0	0	37.1100164203612	0.821018062397373	0	0	0.656814449917898	0	0.328407224958949	0	0	0	0	0	0.492610837438424	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	216	"AWI"	216	5969	6667	6314	0	0	37.4203821656051	0.318471337579618	0	0.636942675159236	0.318471337579618	12.8980891719745	0	0	0	0	0	0.636942675159236	0.955414012738854	0.955414012738854	0	0	0	0.159235668789809	0	0.955414012738854	0.318471337579618	0	0	41.4012738853503	0	0	0	1.11464968152866	0	1.27388535031847	0	0	0	0	0	0.318471337579618	0	0	0.318471337579618
1554	1595	"Lake GB2"	56.1	-75.28333	220	"AWI"	220	6029	6889	6412	0	0	28.8888888888889	0.555555555555556	0	0.972222222222222	0	12.2222222222222	0	0	0	0	0	0.833333333333333	0.972222222222222	1.25	0	0	0.416666666666667	0.138888888888889	0	3.88888888888889	0	0.416666666666667	0.138888888888889	43.0555555555556	1.66666666666667	0	0	1.38888888888889	0	1.94444444444444	0	0	0	0	0	1.11111111111111	0	0	0.138888888888889
1554	1595	"Lake GB2"	56.1	-75.28333	224	"AWI"	224	6151	6968	6529	0	0	16.340782122905	0.418994413407821	0	0.558659217877095	0.698324022346369	18.7150837988827	0	0	0	0	0	2.09497206703911	2.09497206703911	1.53631284916201	0	0	0.139664804469274	0.558659217877095	0	7.82122905027933	0.139664804469274	0.418994413407821	0.139664804469274	36.0335195530726	1.39664804469274	0.139664804469274	0	2.79329608938547	0	6.42458100558659	0.139664804469274	0	0	0.139664804469274	0	0.698324022346369	0	0	0.558659217877095
1554	1595	"Lake GB2"	56.1	-75.28333	230	"AWI"	230	6244	7162	6699	0	0	11.4864864864865	0.193050193050193	0	1.06177606177606	0	22.5868725868726	0.0965250965250965	0.0965250965250965	0	0	0	1.54440154440154	2.22007722007722	3.66795366795367	0.0965250965250965	0	0.0965250965250965	2.02702702702703	0	6.46718146718147	0.193050193050193	0	0.193050193050193	32.7220077220077	1.93050193050193	0	0	2.12355212355212	0	9.26640926640927	0.0965250965250965	0	0	0	0	1.54440154440154	0	0	0.28957528957529
1554	1595	"Lake GB2"	56.1	-75.28333	236	"AWI"	236	6437	7260	6872	0	0.111358574610245	18.3741648106904	0.66815144766147	0	2.44988864142539	0.66815144766147	19.3763919821826	0.111358574610245	0	0	0	0	1.0022271714922	3.22939866369711	6.6815144766147	0	0	0.44543429844098	0.779510022271715	0	0.779510022271715	0	0.111358574610245	0.111358574610245	23.8307349665924	2.56124721603563	0.111358574610245	0	1.89309576837416	0	14.4766146993318	0.111358574610245	0	0	0	0	1.89309576837416	0	0	0.22271714922049
1554	1595	"Lake GB2"	56.1	-75.28333	240	"AWI"	240	6510	7391	6988	0	0	21.4414414414414	1.26126126126126	0.18018018018018	2.34234234234234	2.16216216216216	15.8558558558559	0	0	0.18018018018018	0	0	1.08108108108108	7.20720720720721	4.14414414414414	0	0	0.540540540540541	0	0	0.36036036036036	0.18018018018018	0.36036036036036	0.18018018018018	28.1081081081081	0	0.36036036036036	0	3.78378378378378	0	3.78378378378378	0.18018018018018	0	0	0	0	5.58558558558559	0	0	0.720720720720721
