"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Thalictrum"	"Ulmus"
1559	1603	"Lake LT1"	58.14167	-75.15	0	"AWI"	0	-142	29	-63	0	0	0.562851782363977	1.68855534709193	3.93996247654784	53.8461538461538	0	0	0	12.9455909943715	8.63039399624765	0	0	0.187617260787992	0.75046904315197	0	0	0	0	0	15.7598499061914	0	0	0.187617260787992	0	0	0	0.375234521575985	0	1.12570356472795	0	0
1559	1603	"Lake LT1"	58.14167	-75.15	2.5	"AWI"	2.5	-36.5	1157	364.5	0	0	0	2.62008733624454	0	53.056768558952	0	0	0.218340611353712	10.0436681222707	15.0655021834061	0	0	0	1.52838427947598	0	0.218340611353712	0.218340611353712	0	0.218340611353712	15.938864628821	0	0	0.436681222707424	0	0	0	0	0	0.436681222707424	0	0
1559	1603	"Lake LT1"	58.14167	-75.15	4.5	"AWI"	4.5	2.5	2128.5	702.5	0	0	0	2.85343709468223	1.2970168612192	43.0609597924773	0	0	0	11.9325551232166	16.6018158236057	0.259403372243839	0	0	5.70687418936446	0	0	0	0	0	16.4721141374838	0	0	1.55642023346304	0	0	0.259403372243839	0	0	0	0	0
1559	1603	"Lake LT1"	58.14167	-75.15	5.5	"AWI"	5.5	95.5	2425	895.5	0	20.7985143918292	0.185701021355617	1.29990714948932	0	35.4688950789229	0	0	0.557103064066852	7.98514391829155	12.627669452182	0	0	0.185701021355617	2.59981429897864	0	0	0	0	0	16.991643454039	0	0.185701021355617	0.557103064066852	0	0	0	0	0	0.557103064066852	0	0
1559	1603	"Lake LT1"	58.14167	-75.15	7.5	"AWI"	7.5	323	2674.5	1342.5	0	0	0.491400491400491	1.71990171990172	0.982800982800983	48.4029484029484	0	0	0	9.58230958230958	17.1990171990172	0	0	0	6.63390663390663	0	0	0	0	0	13.2678132678133	0	0	0.737100737100737	0	0	0	0	0	0.737100737100737	0.245700245700246	0
1559	1603	"Lake LT1"	58.14167	-75.15	9.5	"AWI"	9.5	452	3169	1760	0	0	0	1.37299771167048	1.60183066361556	50.1144164759725	0	0	0	7.78032036613272	14.41647597254	0	0	0.22883295194508	3.89016018306636	0	0.22883295194508	0	0.22883295194508	0	16.7048054919908	0	0	1.1441647597254	0	0	0	1.1441647597254	0	0.91533180778032	0	0.22883295194508
1559	1603	"Lake LT1"	58.14167	-75.15	10.5	"AWI"	10.5	631.5	3357	1966	0	25.7510729613734	0.171673819742489	2.57510729613734	0.343347639484979	33.4763948497854	0	0	0	7.38197424892704	12.0171673819742	0	0.171673819742489	0	2.23175965665236	0.171673819742489	0.171673819742489	0	0	0	14.1630901287554	0	0	0.515021459227468	0	0	0.171673819742489	0	0	0.686695278969957	0	0
1559	1603	"Lake LT1"	58.14167	-75.15	15	"AWI"	15	1321	3844	2955	0	29.0322580645161	0	0.716845878136201	0	33.6917562724014	0	0	0	5.55555555555556	13.2616487455197	0	0.17921146953405	0.716845878136201	1.7921146953405	0	0	0.17921146953405	0	0	12.9032258064516	0	0	0.716845878136201	0	0	0	0.3584229390681	0	0.896057347670251	0	0
1559	1603	"Lake LT1"	58.14167	-75.15	21.5	"AWI"	21.5	3483	4335	3927.5	0	0	0.210304942166141	1.26182965299685	0.420609884332282	47.739221871714	0.210304942166141	0	0.420609884332282	10.3049421661409	17.0347003154574	0	0	0.841219768664564	1.68243953732913	0	0.210304942166141	0	0	0	15.4574132492114	0	0	2.10304942166141	0	0	0	0	0	2.10304942166141	0	0
1559	1603	"Lake LT1"	58.14167	-75.15	30	"AWI"	30	3883	5273	4538	0	27.4330502939255	0	1.69823644676682	0	41.8027433050294	0	0	0	5.74787720444154	10.3200522534291	0	0	0.261267145656434	1.30633572828217	0	0	0	0	0.130633572828217	8.42586544741999	0	0	1.30633572828217	0	0	0	0	0	1.5676028739386	0	0
