"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Vitaceae"
800	823	"Fawn Lake (CA:Ontario)"	45.41	-79.39	0	"AWI"	0	-114	54	-30	2.23642172523962	0	2.55591054313099	0.319488817891374	0.319488817891374	7.3482428115016	28.1150159744409	0.319488817891374	0	0.319488817891374	2.55591054313099	0	0	0	3.51437699680511	0	2.87539936102236	0	0	0.638977635782748	0.958466453674121	1.91693290734824	2.23642172523962	31.3099041533546	2.23642172523962	0	1.59744408945687	0	0	0	0	0	6.0702875399361	1.59744408945687	0.958466453674121
800	823	"Fawn Lake (CA:Ontario)"	45.41	-79.39	20	"AWI"	20	72	960	378	1.49253731343284	0	3.88059701492537	0.895522388059702	0	4.17910447761194	26.865671641791	0.597014925373134	0	0	1.19402985074627	0.597014925373134	0.298507462686567	0	1.7910447761194	1.49253731343284	1.49253731343284	0	0	0.298507462686567	1.19402985074627	1.49253731343284	2.6865671641791	30.4477611940298	2.08955223880597	0	1.49253731343284	0	0	0.298507462686567	0	0	12.5373134328358	2.6865671641791	0
800	823	"Fawn Lake (CA:Ontario)"	45.41	-79.39	40	"AWI"	40	342	1546	831	1.25944584382872	0	0.755667506297229	0	0	0	34.5088161209068	0.251889168765743	0	0.251889168765743	1.25944584382872	0	0.251889168765743	0	4.03022670025189	1.25944584382872	1.7632241813602	0	0	0.251889168765743	0.251889168765743	1.7632241813602	1.25944584382872	21.6624685138539	0.503778337531486	0	3.02267002518892	0	0	1.7632241813602	0	0.503778337531486	18.8916876574307	4.28211586901763	0.251889168765743
800	823	"Fawn Lake (CA:Ontario)"	45.41	-79.39	60	"AWI"	60	642	2062	1273	1.05633802816901	0	3.87323943661972	0	0	0	35.2112676056338	0	0	0.352112676056338	0.704225352112676	0	0	0	7.74647887323944	0	2.11267605633803	0	0	0	0	1.05633802816901	1.40845070422535	22.5352112676056	0	0	2.11267605633803	0	0	1.76056338028169	0	0.352112676056338	16.5492957746479	3.16901408450704	0
800	823	"Fawn Lake (CA:Ontario)"	45.41	-79.39	80	"AWI"	80	1003	2551	1731	1.27118644067797	0	2.11864406779661	0	0	0	31.3559322033898	0.423728813559322	0	0.847457627118644	1.69491525423729	0.423728813559322	0	0	6.35593220338983	0	2.54237288135593	0	0	0	0	2.54237288135593	1.27118644067797	25.4237288135593	0	0	2.96610169491525	0	0	0.847457627118644	0	0	18.2203389830508	1.69491525423729	0
800	823	"Fawn Lake (CA:Ontario)"	45.41	-79.39	100	"AWI"	100	1389	3001	2181	0.668896321070234	0	2.67558528428094	0	0	0	30.4347826086957	0.334448160535117	0	0.334448160535117	1.00334448160535	0	0	0	7.69230769230769	2.34113712374582	1.00334448160535	0	0	0	0	1.33779264214047	4.34782608695652	24.4147157190635	0.668896321070234	0	3.01003344481605	0	0	0.334448160535117	0	1.00334448160535	12.3745819397993	6.02006688963211	0
800	823	"Fawn Lake (CA:Ontario)"	45.41	-79.39	120	"AWI"	120	1774	3442	2626	0.895522388059702	0	2.98507462686567	0	0.298507462686567	0	27.7611940298507	0	0	0.597014925373134	2.38805970149254	0	0.298507462686567	0	5.67164179104478	0	0.895522388059702	0	0	0.298507462686567	0	0.895522388059702	3.28358208955224	37.0149253731343	0	0	1.7910447761194	0	0	0.895522388059702	0	0.298507462686567	9.55223880597015	4.17910447761194	0
800	823	"Fawn Lake (CA:Ontario)"	45.41	-79.39	140	"AWI"	140	2204	3878	3072	1.02827763496144	0	1.54241645244216	0.25706940874036	0.25706940874036	0	32.133676092545	0	0	0.51413881748072	1.2853470437018	0.25706940874036	0	0	3.8560411311054	0	1.54241645244216	0	0	0	0	0.25706940874036	1.79948586118252	38.560411311054	0	0	1.54241645244216	0	0	0.25706940874036	0	0.25706940874036	11.0539845758355	3.59897172236504	0
800	823	"Fawn Lake (CA:Ontario)"	45.41	-79.39	160	"AWI"	160	2661	4243	3510	0.872093023255814	0	2.32558139534884	0.290697674418605	0	0	32.5581395348837	0.290697674418605	0	0.581395348837209	1.74418604651163	0	0	0	4.36046511627907	3.19767441860465	2.03488372093023	0	0	0.581395348837209	0	1.45348837209302	2.03488372093023	34.593023255814	0.290697674418605	0	4.65116279069767	0	0	0.581395348837209	0	0	4.65116279069767	2.90697674418605	0
800	823	"Fawn Lake (CA:Ontario)"	45.41	-79.39	180	"AWI"	180	3156	4619	3943	0.911854103343465	0	0.911854103343465	0.303951367781155	0.911854103343465	0	31.306990881459	0.303951367781155	0	0.60790273556231	3.3434650455927	0.303951367781155	0	0	5.47112462006079	0	1.82370820668693	0	0	0.60790273556231	0	1.82370820668693	3.64741641337386	33.434650455927	0	0	3.3434650455927	0	0	0.911854103343465	0	0	6.68693009118541	3.3434650455927	0
800	823	"Fawn Lake (CA:Ontario)"	45.41	-79.39	200	"AWI"	200	3698	4961	4389	0.357142857142857	0	1.42857142857143	0	0	0	34.2857142857143	0	0	0	5.35714285714286	1.07142857142857	0.357142857142857	0	3.92857142857143	2.5	2.85714285714286	0	0	0.357142857142857	0	1.78571428571429	2.14285714285714	26.7857142857143	0	0	8.92857142857143	0	0	0.714285714285714	0	0	2.14285714285714	5	0
800	823	"Fawn Lake (CA:Ontario)"	45.41	-79.39	220	"AWI"	220	4295	5268	4814	1.07142857142857	0	3.92857142857143	0	0	0	35.3571428571429	0	0	0.357142857142857	5	0.714285714285714	0.357142857142857	0	3.21428571428571	0	1.42857142857143	0	0	1.78571428571429	0	2.85714285714286	0.357142857142857	28.9285714285714	0	0	7.14285714285714	0	0	0.714285714285714	0	0	3.21428571428571	3.57142857142857	0
800	823	"Fawn Lake (CA:Ontario)"	45.41	-79.39	240	"AWI"	240	4801	5806	5294	0.37037037037037	0	1.11111111111111	0.37037037037037	0.37037037037037	0	34.4444444444444	0.37037037037037	1.11111111111111	0.740740740740741	2.22222222222222	0.37037037037037	0	0	2.59259259259259	0	1.48148148148148	0	0	0	0	3.7037037037037	0.740740740740741	28.1481481481481	0.740740740740741	0	2.22222222222222	0	0	1.11111111111111	0	0	13.3333333333333	4.44444444444444	0
800	823	"Fawn Lake (CA:Ontario)"	45.41	-79.39	260	"AWI"	260	5208	6510	5831	0	0	1.51515151515152	0	0.757575757575758	0	42.4242424242424	0	0	0	3.03030303030303	0	0	0	1.51515151515152	0	1.51515151515152	0	0	0	0	1.51515151515152	1.13636363636364	26.1363636363636	0	0	4.54545454545455	0	0	1.13636363636364	0	0	10.2272727272727	4.54545454545455	0
800	823	"Fawn Lake (CA:Ontario)"	45.41	-79.39	280	"AWI"	280	5688	7086	6391	0.593471810089021	0	2.37388724035608	0	0	0	21.6617210682493	0	0	0	1.18694362017804	0.29673590504451	0.29673590504451	0	2.37388724035608	0	2.37388724035608	0	0	0	0	1.48367952522255	3.85756676557863	37.9821958456973	0.593471810089021	0	6.82492581602374	0	0	1.48367952522255	0	0	13.353115727003	3.26409495548961	0
