"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ephedraceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Larix"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	260	"AWI"	260	1752	3276	2388	1	0	17	4	1	25	42	14	0	0	1	0	3	5	0	0	0	1	3	6	2	1	5	0	0	5	2	19	0	0	0	0	0	217	0	0	0	0	0	2	0	0	0	2	0	0	15
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	285	"AWI"	285	2023	3610	2722	0	5	13	5	0	18	31	20	0	3	0	0	4	18	0	0	0	0	0	7	2	0	1	0	0	1	0	18	0	0	0	0	0	218	0	0	0	0	0	4	0	0	0	2	0	0	11
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	310	"AWI"	310	2279	3951	3076	0	0	12	12	0	27	42	20	0	0	0	0	3	16	0	0	0	0	1	13	5	0	2	0	0	6	2	13	0	0	0	0	0	218	0	0	0	0	0	4	1	0	0	0	0	0	14
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	335	"AWI"	335	2546	4279	3403	0	0	11	25	0	36	59	9	0	3	0	0	1	27	0	0	0	0	0	9	1	0	0	0	0	1	8	43	0	0	0	0	0	204	0	0	0	0	0	4	2	0	0	2	1	0	4
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	360	"AWI"	360	2835	4575	3745	2	1	5	25	1	35	68	10	0	0	1	0	5	16	0	0	0	0	1	15	1	1	0	0	0	2	10	42	0	0	0	0	1	208	0	0	0	1	0	6	0	0	0	0	1	0	6
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	385	"AWI"	385	3188	4836	4075	0	4	10	14	1	35	53	9	0	1	0	0	0	20	0	0	0	0	1	4	2	0	0	0	0	2	2	29	0	0	0	0	0	234	0	0	0	0	0	4	0	0	0	0	0	0	2
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	410	"AWI"	410	3532	5116	4406	0	2	12	30	0	33	53	9	0	0	0	0	2	27	0	0	0	1	3	10	1	0	0	0	0	0	15	31	0	0	0	0	0	220	0	0	0	0	0	2	0	0	0	0	0	0	3
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	435	"AWI"	435	3888	5381	4746	0	1	7	27	0	43	53	10	0	0	0	0	0	14	0	0	0	0	2	12	1	0	0	0	0	0	3	36	0	0	0	0	0	224	0	0	0	0	0	8	2	0	0	0	0	0	8
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	460	"AWI"	460	4241	5615	5080	2	0	5	31	0	44	53	7	0	1	0	0	1	16	0	0	0	0	4	8	2	0	4	0	0	5	3	22	0	0	0	0	0	220	0	0	0	0	2	15	1	0	0	1	1	0	12
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	485	"AWI"	485	4724	5810	5407	0	1	10	79	0	47	96	7	0	5	0	0	1	29	0	0	0	0	0	14	1	0	0	0	0	4	8	56	0	0	0	0	0	185	0	0	0	0	0	3	3	0	0	0	0	0	19
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	510	"AWI"	510	5385	5987	5709	1	5	10	39	0	50	81	8	0	2	0	0	0	28	0	0	0	0	4	13	3	0	0	0	0	3	13	30	0	0	0	0	0	187	0	0	0	0	0	11	2	0	0	1	3	1	20
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	535	"AWI"	535	5672	6267	5942	1	8	8	111	0	60	83	7	0	4	0	0	0	24	0	0	0	0	1	10	2	0	0	0	0	6	9	51	2	0	0	0	0	129	0	0	0	0	0	13	1	0	0	0	1	0	20
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	560	"AWI"	560	5803	6538	6121	1	1	5	65	0	62	66	9	0	1	0	0	1	28	0	0	0	0	7	15	2	0	0	0	0	2	18	57	0	0	0	0	0	84	0	0	0	0	1	6	1	0	0	0	0	0	9
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	585	"AWI"	585	5944	6763	6311	0	8	4	101	0	62	77	8	0	1	0	0	1	18	0	0	0	0	2	12	2	0	0	0	0	3	14	52	0	0	0	0	0	103	0	0	0	0	0	19	0	0	0	1	1	0	27
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	610	"AWI"	610	6091	6971	6501	0	4	7	61	0	52	95	18	0	4	0	0	4	19	0	0	0	0	2	15	2	1	0	0	0	20	10	32	0	0	0	0	0	85	0	0	0	0	0	15	0	0	0	0	2	0	33
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	635	"AWI"	635	6240	7170	6693	2	8	10	72	0	53	105	16	0	5	0	0	3	18	0	0	0	0	2	17	4	0	0	0	0	9	8	40	0	0	0	0	0	97	0	0	0	0	0	16	0	0	0	1	1	0	49
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	660	"AWI"	660	6408	7369	6881	0	0	5	44	0	69	76	11	0	2	0	0	8	22	0	0	0	0	8	11	2	0	0	0	0	16	8	31	0	0	0	0	0	67	0	0	0	0	1	31	0	0	0	0	2	0	23
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	685	"AWI"	685	6608	7560	7071	0	7	7	61	2	51	143	16	0	4	0	0	5	12	0	1	0	0	4	9	4	0	0	0	0	10	2	20	0	0	0	0	0	101	0	0	0	0	0	7	1	0	0	1	4	0	54
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	710	"AWI"	710	6816	7738	7263	2	3	16	39	1	47	99	67	0	5	0	0	7	16	0	0	0	0	1	12	1	1	0	0	0	9	13	60	0	0	0	0	0	69	0	0	0	0	0	3	0	0	0	1	1	0	44
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	735	"AWI"	735	7022	7930	7454	0	6	5	58	1	71	132	17	0	5	0	0	5	27	0	0	0	0	2	19	3	0	0	0	0	11	7	57	0	0	0	0	0	97	0	0	0	0	0	7	2	0	0	0	4	0	74
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	760	"AWI"	760	7291	8105	7628	0	0	1	47	0	77	135	8	0	5	0	0	6	19	0	0	0	0	2	8	0	1	0	0	0	7	8	37	0	0	0	0	0	68	0	0	0	0	0	17	1	0	1	1	3	0	53
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	770	"AWI"	770	7428	8170	7695	0	0	6	36	0	99	205	10	0	4	1	0	3	3	0	0	0	0	1	12	0	0	0	0	0	10	1	22	0	0	0	0	0	80	0	0	0	0	0	11	0	0	0	0	1	0	58
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	780	"AWI"	780	7529	8277	7784	1	13	3	88	1	84	87	23	0	7	0	0	4	13	0	0	0	0	4	11	2	0	0	0	0	21	4	47	0	0	0	0	0	125	0	0	0	0	0	1	1	0	0	0	2	0	43
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	790	"AWI"	790	7632	8457	7937	0	9	6	81	1	57	81	15	0	5	0	0	3	45	0	0	0	0	1	9	2	0	0	0	0	18	8	32	0	0	0	0	0	148	0	0	0	0	0	5	2	0	0	0	1	0	47
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	800	"AWI"	800	7703	8743	8078	2	2	6	56	0	39	66	29	0	2	0	0	1	2	0	0	0	0	2	12	1	0	0	0	0	12	1	47	0	0	0	0	0	129	0	0	0	0	0	11	0	0	0	0	1	0	54
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	810	"AWI"	810	7804	8947	8254	1	2	7	53	0	50	64	13	0	3	0	0	4	24	0	0	0	0	2	5	2	0	1	0	0	9	8	42	0	0	0	0	0	149	0	0	0	0	0	7	1	0	0	0	2	0	51
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	820	"AWI"	820	7888	9231	8420	1	4	7	39	0	49	50	19	0	5	0	0	2	17	0	0	0	0	3	6	2	0	0	0	0	15	5	37	0	0	0	0	0	131	0	0	0	0	0	4	0	0	0	0	0	0	65
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	830	"AWI"	830	8005	9419	8601	5	6	9	44	0	49	54	23	0	2	0	0	4	19	0	0	0	0	4	7	4	0	0	0	0	11	2	47	0	0	0	0	0	125	0	0	0	0	0	6	1	0	0	0	2	0	70
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	840	"AWI"	840	8108	9657	8769	0	5	10	34	0	60	66	18	3	7	0	0	4	22	0	0	0	0	6	9	3	0	1	0	0	18	11	46	0	0	0	0	0	108	0	0	0	0	0	10	2	0	0	1	0	0	53
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	850	"AWI"	850	8241	9803	8947	1	2	7	59	0	67	85	28	0	3	0	0	5	46	0	0	0	0	4	10	3	0	0	0	0	12	4	25	0	0	0	0	0	134	0	0	0	0	1	15	0	0	0	0	2	0	55
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	855	"AWI"	855	8296	9935	9036	0	6	10	34	0	63	86	17	0	4	0	0	1	12	0	0	0	0	1	12	1	0	0	0	0	12	4	49	0	0	0	0	0	115	0	0	0	0	0	12	4	0	0	0	3	0	65
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	860	"AWI"	860	8369	10038	9118	1	0	11	25	0	63	36	14	0	6	0	0	19	8	0	0	0	0	8	8	3	1	2	0	0	14	13	46	0	0	0	0	0	112	0	0	0	0	0	11	1	0	0	0	1	0	50
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	865	"AWI"	865	8450	10100	9209	1	4	9	31	0	43	68	13	0	3	0	0	5	13	0	0	0	0	1	11	2	0	0	0	0	15	5	44	0	0	0	0	0	120	0	0	0	0	0	5	4	0	0	0	2	0	72
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	870	"AWI"	870	8519	10172	9304	1	1	5	19	1	33	50	12	0	1	0	0	2	11	0	0	0	0	5	10	4	0	0	0	0	8	1	24	0	0	0	0	0	128	0	0	0	0	0	6	1	0	0	0	2	0	100
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	875	"AWI"	875	8571	10270	9394	2	1	1	20	0	29	50	24	0	4	0	0	1	7	0	0	0	0	4	14	2	0	0	0	0	16	4	42	0	0	0	0	0	113	0	0	1	0	1	1	0	0	0	0	3	0	82
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	880	"AWI"	880	8652	10351	9483	1	4	6	28	0	34	64	18	0	3	0	0	7	5	0	0	0	0	1	8	3	0	1	0	0	13	5	46	0	0	0	0	0	101	0	0	0	0	0	0	1	0	0	0	4	0	87
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	885	"AWI"	885	8739	10413	9569	0	1	11	13	0	46	63	24	1	4	0	0	5	11	0	0	0	0	4	9	0	1	0	0	0	12	7	33	0	0	0	0	0	107	0	1	0	0	0	4	0	0	0	1	2	0	86
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	890	"AWI"	890	8802	10485	9659	0	3	4	15	0	10	49	12	0	7	0	0	8	6	0	0	0	0	6	6	6	0	1	0	0	12	9	39	0	0	0	0	0	102	0	0	0	0	0	4	3	0	0	0	5	0	82
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	895	"AWI"	895	8872	10587	9749	1	2	3	17	0	37	45	28	0	4	0	0	2	12	0	0	0	0	3	14	3	0	0	0	0	8	7	49	0	0	0	0	0	87	0	0	0	0	0	3	0	0	0	0	3	0	97
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	900	"AWI"	900	8965	10672	9841	1	2	2	18	0	30	52	23	0	3	0	0	3	12	0	0	0	0	3	4	1	0	0	0	0	12	6	55	0	0	0	0	0	83	0	0	0	0	0	4	0	0	0	0	1	0	101
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	905	"AWI"	905	9058	10727	9926	1	0	7	17	0	29	53	21	0	3	1	0	4	14	0	0	0	0	0	14	6	3	1	1	0	14	11	57	0	0	0	0	0	95	0	1	0	0	0	2	0	0	0	0	2	0	76
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	910	"AWI"	910	9139	10789	10013	1	1	7	15	0	33	38	19	1	2	0	0	7	14	0	0	0	0	3	10	2	0	1	0	0	20	5	38	0	0	0	0	0	113	0	0	0	1	0	4	1	0	0	1	3	0	80
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	915	"AWI"	915	9201	10861	10103	2	1	4	17	0	20	43	20	0	5	0	0	11	17	0	0	0	0	5	14	2	3	1	0	0	24	11	35	0	0	0	0	0	89	0	2	0	0	0	5	0	0	0	0	2	0	83
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	920	"AWI"	920	9288	10934	10190	2	3	5	9	0	12	28	8	0	8	1	0	1	6	0	0	0	0	6	7	5	0	1	0	0	11	3	36	0	0	0	0	0	84	0	0	0	0	0	4	2	0	0	0	2	0	121
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	925	"AWI"	925	9416	10978	10279	1	4	4	15	0	17	28	21	1	3	0	0	3	2	2	0	0	0	3	15	4	0	0	0	0	12	7	45	0	0	0	0	0	87	0	0	0	0	0	3	0	0	0	0	3	0	100
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	930	"AWI"	930	9493	11037	10369	0	7	4	18	0	20	46	10	0	5	1	0	3	6	0	0	0	0	4	9	3	0	0	0	0	9	2	46	0	0	0	0	0	87	0	0	0	0	0	6	1	0	0	0	2	0	112
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	935	"AWI"	935	9580	11110	10461	1	0	5	12	0	17	0	25	0	5	1	0	6	9	1	0	0	0	14	5	1	1	0	0	0	20	4	58	0	0	0	0	0	68	0	0	0	0	0	4	0	0	0	0	2	0	87
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	940	"AWI"	940	9683	11180	10547	5	2	9	4	0	12	7	30	0	5	0	0	13	12	0	0	0	0	10	6	2	2	1	0	0	12	2	86	0	0	0	0	0	65	0	0	0	0	0	4	0	0	0	0	4	0	107
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	955	"AWI"	955	10010	11371	10830	2	3	9	1	0	6	9	19	0	5	0	0	3	9	1	0	0	0	6	8	2	5	1	0	0	17	5	85	0	0	0	0	0	46	0	0	0	0	0	2	0	0	0	0	3	0	92
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	960	"AWI"	960	10145	11441	10913	2	0	12	2	0	7	0	28	0	4	0	0	8	5	0	0	0	0	9	5	3	0	1	0	0	12	2	73	0	0	0	0	0	62	0	0	0	0	0	2	0	0	0	0	2	0	80
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	965	"AWI"	965	10300	11470	10999	1	2	4	2	0	7	0	73	0	1	0	0	9	4	0	0	0	0	24	8	3	0	2	0	0	0	2	71	0	0	0	0	0	50	0	1	1	0	0	2	0	0	0	0	1	0	55
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	970	"AWI"	970	10427	11514	11084	6	0	13	1	0	1	6	81	0	1	0	0	9	4	0	0	0	0	25	1	2	0	0	0	0	3	2	71	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	60
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	975	"AWI"	975	10520	11576	11169	6	0	9	3	0	4	6	75	3	1	0	0	5	6	0	0	0	0	32	2	2	0	3	0	0	5	3	93	0	0	0	0	0	19	0	0	0	0	0	2	0	0	0	1	0	0	45
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	980	"AWI"	980	10616	11643	11239	12	1	13	1	0	3	0	94	0	1	0	0	3	3	0	0	0	0	22	2	4	0	1	0	0	0	7	120	0	0	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	22
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	985	"AWI"	985	10708	11682	11291	4	1	16	2	0	9	7	128	0	0	1	0	15	10	0	0	0	0	31	3	0	1	3	0	0	5	26	20	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	27
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	990	"AWI"	990	10753	11742	11350	13	2	55	1	0	15	0	91	0	0	0	0	11	14	0	0	0	0	8	3	0	0	4	0	0	4	69	3	0	0	0	0	0	12	0	0	0	0	0	4	0	0	0	0	0	0	24
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	995	"AWI"	995	10793	11834	11402	7	0	49	1	0	9	6	77	0	0	2	0	7	15	2	0	0	0	22	7	0	2	7	0	0	7	84	5	0	0	0	0	0	12	0	0	0	0	0	7	0	0	0	0	1	0	15
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1000	"AWI"	1000	10850	11914	11452	4	0	45	1	0	13	5	77	2	0	0	0	9	12	0	0	0	0	11	5	0	1	9	0	0	7	97	5	0	0	0	0	0	18	0	0	0	0	0	5	1	0	0	1	0	0	13
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1010	"AWI"	1010	10950	12017	11547	4	0	20	2	0	19	6	74	0	0	0	0	8	22	2	0	0	0	20	3	0	0	11	0	0	5	129	6	0	0	0	0	0	12	0	0	0	0	0	14	0	0	0	2	0	0	4
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1015	"AWI"	1015	10989	12099	11590	5	0	14	2	0	26	9	46	0	0	0	0	4	21	0	0	0	0	7	3	0	0	11	0	0	5	186	0	0	0	0	0	0	11	0	1	0	0	0	8	0	0	0	1	0	0	3
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1020	"AWI"	1020	11040	12166	11639	3	0	10	3	1	20	6	54	0	0	0	0	4	15	0	0	0	0	12	6	0	0	15	0	0	0	168	4	0	0	0	0	0	14	0	0	0	0	0	9	0	0	0	1	0	0	7
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1025	"AWI"	1025	11096	12211	11689	0	0	9	2	0	29	4	48	0	0	0	0	8	15	1	0	0	0	13	5	0	0	12	0	0	6	177	0	0	0	0	0	0	9	0	0	0	0	0	12	0	0	0	0	0	0	9
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1030	"AWI"	1030	11141	12274	11737	3	1	0	14	0	39	30	44	0	0	0	0	15	19	0	0	0	0	36	4	0	1	11	0	0	12	143	4	0	0	0	0	0	16	0	1	0	0	0	3	2	0	0	2	0	0	12
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1035	"AWI"	1035	11175	12346	11783	4	2	3	4	0	25	24	34	0	0	0	0	16	14	0	0	0	0	54	8	0	1	2	0	0	14	138	0	0	0	0	0	0	17	0	2	0	0	0	2	3	0	0	0	0	0	14
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1040	"AWI"	1040	11223	12405	11830	2	1	0	3	0	33	20	19	1	1	0	0	4	16	0	0	0	0	37	10	0	0	7	0	0	7	191	2	0	0	0	0	0	19	0	0	0	0	0	5	0	0	0	2	0	0	5
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1045	"AWI"	1045	11276	12456	11880	2	0	4	5	0	41	16	31	0	1	0	0	7	14	0	0	0	0	36	1	0	0	6	0	0	11	169	2	0	0	0	0	0	21	0	0	0	0	0	3	1	0	0	1	0	0	7
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1050	"AWI"	1050	11335	12506	11932	1	0	1	1	1	28	19	16	0	0	0	0	5	17	0	0	0	0	40	3	0	0	5	0	0	6	194	2	0	0	0	0	0	20	0	0	1	0	0	1	0	0	0	2	0	0	9
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1055	"AWI"	1055	11374	12570	11982	2	0	2	1	0	29	24	13	2	0	0	0	3	7	0	0	1	0	26	10	0	0	5	0	0	6	215	2	0	0	0	0	0	19	0	0	0	0	0	3	0	0	0	2	0	0	4
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1060	"AWI"	1060	11432	12623	12029	0	0	0	4	0	24	0	15	0	0	0	0	2	3	0	0	0	0	46	5	0	0	13	0	0	5	192	2	0	0	0	0	0	15	0	0	0	0	0	7	1	0	0	4	0	0	4
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1065	"AWI"	1065	11483	12660	12081	2	0	0	4	0	30	23	7	2	1	1	0	1	10	0	0	0	0	38	9	0	0	18	0	0	6	202	0	0	0	0	0	0	15	0	0	0	0	0	3	0	0	0	2	0	0	7
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1070	"AWI"	1070	11529	12700	12136	0	0	0	3	0	26	0	11	1	1	0	0	7	5	0	0	0	0	60	10	0	0	10	0	0	6	168	1	0	0	0	0	0	27	0	0	0	0	0	5	0	0	0	6	0	0	5
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1075	"AWI"	1075	11562	12753	12182	2	0	3	3	0	28	35	18	1	0	0	0	4	17	0	0	0	0	71	13	0	0	12	0	0	5	151	0	0	0	0	0	0	22	0	0	0	0	0	8	0	0	0	1	0	0	4
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1080	"AWI"	1080	11622	12800	12230	2	0	0	5	0	23	0	12	1	0	0	0	8	15	0	0	0	0	67	9	0	0	8	0	0	9	152	6	0	0	0	0	0	22	0	0	0	0	0	12	0	0	0	1	0	0	2
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1085	"AWI"	1085	11678	12849	12287	2	0	1	2	0	28	40	21	1	1	0	0	2	20	1	0	0	0	62	17	0	1	12	0	0	9	150	0	0	0	0	0	0	27	0	0	0	0	0	8	0	0	0	1	0	0	5
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1090	"AWI"	1090	11725	12893	12337	1	1	3	6	0	29	0	18	2	0	0	1	3	15	0	0	0	0	54	8	0	0	13	0	0	6	160	7	0	0	0	0	0	21	0	0	0	0	0	7	0	0	0	1	0	0	6
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1095	"AWI"	1095	11763	12954	12387	2	0	1	2	0	26	17	11	0	0	0	0	4	14	0	0	0	0	54	7	0	0	8	0	0	3	194	1	0	0	0	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0	2
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1100	"AWI"	1100	11816	13004	12437	1	0	0	2	0	27	0	15	1	0	0	0	6	16	0	0	0	0	59	6	0	0	2	0	0	2	179	3	0	0	0	0	0	25	0	0	0	0	0	6	0	1	0	0	0	0	2
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1105	"AWI"	1105	11873	13039	12489	1	0	1	1	0	22	26	18	1	1	0	0	4	18	0	0	0	0	48	18	0	0	10	0	0	7	180	0	0	0	0	0	0	20	0	0	0	0	0	4	0	0	0	1	0	0	6
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1110	"AWI"	1110	11928	13090	12542	1	0	0	2	0	3	0	16	0	0	0	0	2	4	0	0	0	0	65	7	0	0	10	0	0	1	175	8	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	1	0	0	6
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1115	"AWI"	1115	11966	13140	12594	3	0	1	1	0	12	18	12	0	0	0	0	1	8	0	0	0	0	47	11	1	0	8	0	0	5	190	2	0	0	0	0	0	19	0	0	0	0	0	5	0	0	0	1	0	0	6
1483	1520	"Kirchner Marsh"	44.77054	-93.12302	1120	"AWI"	1120	12025	13185	12641	0	0	2	2	0	12	0	14	0	0	0	0	8	4	0	0	0	0	52	5	0	0	11	0	0	5	183	3	0	0	0	0	0	12	0	0	0	0	0	4	0	0	0	0	0	0	6
