"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Larix"	"Myrica"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Salix"	"Ulmus"
1136	1171	"James Bay"	50.22	-80.2	40	"AWI"	40	543	1704	1055	0.854700854700855	0.854700854700855	0	0	0	9.4017094017094	0	7.69230769230769	3.41880341880342	1.70940170940171	0.854700854700855	2.56410256410256	3.41880341880342	4.27350427350427	35.8974358974359	24.7863247863248	0	4.27350427350427	0	0	0	0	0
1136	1171	"James Bay"	50.22	-80.2	45	"AWI"	45	826	1824	1307	0.99009900990099	0.99009900990099	0	0	0	0.99009900990099	0	0.99009900990099	0	0	0	0	0.99009900990099	0	79.2079207920792	15.8415841584158	0	0	0	0	0	0	0
1136	1171	"James Bay"	50.22	-80.2	48	"AWI"	48	913	1952	1463	7.92079207920792	0.99009900990099	0	0	0	0	0	0	0	0	0	0.99009900990099	1.98019801980198	0	69.3069306930693	18.8118811881188	0	0	0	0	0	0	0
1136	1171	"James Bay"	50.22	-80.2	50	"AWI"	50	953	2073	1561	5.66037735849057	1.88679245283019	0	0.943396226415094	0	6.60377358490566	5.66037735849057	0.943396226415094	0.943396226415094	0	0	2.83018867924528	0.943396226415094	0	58.4905660377358	13.2075471698113	0	0.943396226415094	0.943396226415094	0	0	0	0
1136	1171	"James Bay"	50.22	-80.2	55	"AWI"	55	1328	2179	1768	2.4390243902439	4.8780487804878	0	0.813008130081301	0	2.4390243902439	11.3821138211382	5.69105691056911	0	0	0	11.3821138211382	0	0	52.0325203252033	7.31707317073171	0	0.813008130081301	0	0.813008130081301	0	0	0
1136	1171	"James Bay"	50.22	-80.2	60	"AWI"	60	1514	2430	1985	4.20168067226891	5.04201680672269	0	0.840336134453782	0	5.04201680672269	0	11.7647058823529	0	0	0	2.52100840336134	2.52100840336134	0	51.2605042016807	15.9663865546218	0	0.840336134453782	0	0	0	0	0
1136	1171	"James Bay"	50.22	-80.2	65	"AWI"	65	1664	2586	2137	3.6036036036036	0.900900900900901	0	0	0	1.8018018018018	0	9.00900900900901	0	0	0	0	0.900900900900901	0	64.8648648648649	18.018018018018	0	0.900900900900901	0	0	0	0	0
1136	1171	"James Bay"	50.22	-80.2	70	"AWI"	70	1750	2868	2279	3.05343511450382	0.763358778625954	0.763358778625954	0	0	6.10687022900763	0.763358778625954	19.8473282442748	0	0	0	1.52671755725191	6.10687022900763	0	44.2748091603053	15.2671755725191	0	1.52671755725191	0	0	0	0	0
1136	1171	"James Bay"	50.22	-80.2	75	"AWI"	75	1922	3005	2435	0.917431192660551	1.8348623853211	0	1.8348623853211	0	1.8348623853211	0	4.58715596330275	0	0	0	0.917431192660551	8.25688073394496	0	60.5504587155963	13.7614678899083	0	0.917431192660551	0.917431192660551	2.75229357798165	0	0	0.917431192660551
1136	1171	"James Bay"	50.22	-80.2	80	"AWI"	80	2023	3216	2588	0	5.69105691056911	0	0	0	6.50406504065041	0.813008130081301	15.4471544715447	0	0	0	2.4390243902439	3.2520325203252	0	43.0894308943089	20.3252032520325	0	0.813008130081301	0	1.6260162601626	0	0	0
1136	1171	"James Bay"	50.22	-80.2	85	"AWI"	85	2218	3323	2746	0	0.775193798449612	0	0	0	3.87596899224806	0	19.3798449612403	0	0	0	1.55038759689922	1.55038759689922	0	45.7364341085271	25.5813953488372	0	1.55038759689922	0	0	0	0	0
1136	1171	"James Bay"	50.22	-80.2	90	"AWI"	90	2323	3500	2901	3.84615384615385	1.92307692307692	0	0	0	1.92307692307692	0	2.88461538461538	0	0	0	0	4.80769230769231	0	72.1153846153846	11.5384615384615	0	0.961538461538462	0	0	0	0	0
1136	1171	"James Bay"	50.22	-80.2	95	"AWI"	95	2504	3688	3075	0	1.73913043478261	0	0	0	5.21739130434783	0.869565217391304	7.82608695652174	0	0	0	5.21739130434783	7.82608695652174	0	53.0434782608696	18.2608695652174	0	0	0	0	0	0	0
1136	1171	"James Bay"	50.22	-80.2	97	"AWI"	97	2549	3803	3141	0	0.900900900900901	0	0	0	0	0	2.7027027027027	0	0	0	5.40540540540541	0	0	44.1441441441441	45.045045045045	0	1.8018018018018	0	0	0	0	0
1136	1171	"James Bay"	50.22	-80.2	100	"AWI"	100	2605	4035	3235	0	0	0	0	0	0.925925925925926	0	2.77777777777778	0	0	0	1.85185185185185	0	0	36.1111111111111	55.5555555555556	1.85185185185185	0.925925925925926	0	0	0	0	0
