"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caryophyllaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Geraniaceae"	"Isoëtes"	"Liliaceae"	"Myrica"	"Onagraceae"	"Picea"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"
975	1006	"Harding Lake"	64.44444	-146.9075	1	"AWI"	1	-65	174	31	20.0573065902579	0	0	0.286532951289398	0	35.5300859598854	0	0	0	2.86532951289398	0	0.286532951289398	0	0	9.45558739255014	0	0.286532951289398	0	26.3610315186246	0	3.43839541547278	0	0	0.286532951289398	0	0	0.286532951289398	0.859598853868195	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	10	"AWI"	10	9	1645	456	15.3631284916201	0	0	0.279329608938547	0	34.6368715083799	0	0	0	2.23463687150838	0	0.558659217877095	0	0	3.91061452513966	0	0	0	39.9441340782123	0	2.51396648044693	0	0	0	0	0	0	0.558659217877095	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	58	"AWI"	58	1684	5127	3295	23.768115942029	0	0.289855072463768	0	0	46.6666666666667	0	0	0	1.73913043478261	0	0.289855072463768	0	0	2.60869565217391	0	0.289855072463768	0	19.1304347826087	0	2.89855072463768	0	0	0.579710144927536	0	0	0	1.73913043478261	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	75	"AWI"	75	2592	6142	4314	20.1892744479495	0	0	0.630914826498423	0	46.0567823343849	0	0	0	0.630914826498423	0	0.946372239747634	0	0	1.57728706624606	0	0.946372239747634	0	25.8675078864353	0	2.20820189274448	0	0	0	0	0	0	0.946372239747634	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	92	"AWI"	92	3470	7022	5306	27.2151898734177	0	0	0.316455696202532	0	44.3037974683544	0	0	0	0.316455696202532	0	0.316455696202532	0	0	2.21518987341772	0	0	0	21.8354430379747	0	1.58227848101266	0	0	0.632911392405063	0	0	0	1.26582278481013	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	109	"AWI"	109	4465	7908	6294	17.2839506172839	0	0	0.308641975308642	0	54.9382716049383	0	0	0	0.617283950617284	0	0.308641975308642	0	0	2.77777777777778	0	0.308641975308642	0	20.9876543209877	0	1.54320987654321	0	0	0	0	0	0	0.925925925925926	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	126	"AWI"	126	5602	8635	7278	21.7522658610272	0	0	0.302114803625378	0	60.1208459214501	0	0	0	1.81268882175227	0	0	0	0	3.62537764350453	0	0	0	8.76132930513595	0	2.7190332326284	0	0	0.302114803625378	0	0	0	0.604229607250755	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	143	"AWI"	143	6716	9297	8246	22.4299065420561	0	0	0.311526479750779	0	61.993769470405	0	0	0	1.55763239875389	0	0.311526479750779	0	0	1.55763239875389	0	0.311526479750779	0	6.85358255451713	0	4.04984423676012	0	0	0	0	0	0	0.623052959501558	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	160	"AWI"	160	8026	9824	9215	13.855421686747	0	0	0.301204819277108	0	55.7228915662651	0	0	0.301204819277108	3.6144578313253	0	0.301204819277108	0	0	4.81927710843374	0	0.301204819277108	0	13.855421686747	0	4.81927710843374	0	0	0.301204819277108	0	0	0	1.80722891566265	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	177	"AWI"	177	9543	10489	9965	2.18068535825545	0	0	0	0	61.3707165109034	0	0	0	0.623052959501558	0	0.311526479750779	0	0	3.73831775700935	0	0	0	27.4143302180685	0	2.80373831775701	0	0	0	0	0	0	1.55763239875389	0	0
