"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Isoëtes"	"Larix"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Tsuga"
297	303	"Border Beacon"	55.33333	-63.2	1380	"AWI"	1380	-146	19	-67	0	23.8095238095238	0.595238095238095	0.297619047619048	1.78571428571429	22.0238095238095	0	0	5.65476190476191	0	0	0.595238095238095	0	0	41.3690476190476	3.57142857142857	0	0	0	0	0	0.297619047619048	0	0
297	303	"Border Beacon"	55.33333	-63.2	1385	"AWI"	1385	-75	359	91	0.278551532033426	27.0194986072423	0	0.557103064066852	1.67130919220056	21.4484679665738	0	0.278551532033426	10.3064066852368	0.278551532033426	0	0.278551532033426	0	0	32.5905292479109	3.62116991643454	0.835654596100279	0	0	0.278551532033426	0	0.557103064066852	0	0
297	303	"Border Beacon"	55.33333	-63.2	1395	"AWI"	1395	51	892	421	0	15.5487804878049	0	0	0	20.7317073170732	0	0	3.65853658536585	1.82926829268293	0.304878048780488	0.914634146341463	0	0	52.7439024390244	3.35365853658537	0.914634146341463	0	0	0	0	0	0	0
297	303	"Border Beacon"	55.33333	-63.2	1405	"AWI"	1405	315	1185	764	0.684931506849315	19.5205479452055	0	1.02739726027397	0	27.3972602739726	0	0	6.16438356164384	1.71232876712329	0.342465753424658	0	0	0	37.6712328767123	3.42465753424658	1.36986301369863	0.342465753424658	0	0	0	0.342465753424658	0	0
297	303	"Border Beacon"	55.33333	-63.2	1415	"AWI"	1415	770	1409	1106	1.22699386503067	12.2699386503067	0	0	0	21.1656441717791	0	0	2.76073619631902	0.306748466257669	0	0	0	0.306748466257669	57.0552147239264	3.68098159509202	0.920245398773006	0	0	0.306748466257669	0	0	0	0
297	303	"Border Beacon"	55.33333	-63.2	1425	"AWI"	1425	1154	1714	1428	0	17.5182481751825	0	0	0.48661800486618	21.8978102189781	0	0	2.91970802919708	0.48661800486618	0.48661800486618	0	0	0	51.8248175182482	2.91970802919708	1.21654501216545	0	0	0	0	0.24330900243309	0	0
297	303	"Border Beacon"	55.33333	-63.2	1435	"AWI"	1435	1367	2217	1742	0.980392156862745	16.6666666666667	0	0.326797385620915	0	11.7647058823529	0	0	2.28758169934641	0	0.326797385620915	0.326797385620915	0	0	63.7254901960784	2.94117647058824	0.326797385620915	0	0	0	0	0.326797385620915	0	0
297	303	"Border Beacon"	55.33333	-63.2	1445	"AWI"	1445	1590	2588	2077	0.852272727272727	12.2159090909091	0.284090909090909	0	0.568181818181818	19.3181818181818	0	0	1.13636363636364	0	0.284090909090909	0	0.284090909090909	0	62.7840909090909	1.42045454545455	0.852272727272727	0	0	0	0	0	0	0
297	303	"Border Beacon"	55.33333	-63.2	1455	"AWI"	1455	1880	2835	2406	0.340136054421769	14.9659863945578	0	0.340136054421769	0	11.9047619047619	0	0	2.38095238095238	0	0.340136054421769	0.680272108843537	0	0	67.687074829932	0.680272108843537	0.340136054421769	0	0.340136054421769	0	0	0	0	0
297	303	"Border Beacon"	55.33333	-63.2	1465	"AWI"	1465	2342	3029	2714	0	21.9941348973607	0	0.586510263929619	0	16.4222873900293	0	0	3.2258064516129	0.293255131964809	1.17302052785924	0.293255131964809	0	0	53.0791788856305	1.46627565982405	0.586510263929619	0	0	0	0	0.586510263929619	0.293255131964809	0
