"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alchornea"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castilla"	"Cecropia"	"Cupressaceae"	"Cyperaceae"	"Dodonaea"	"Drimys"	"Ephedraceae"	"Ericales"	"Escallonia"	"Euphorbiaceae"	"Fabaceae"	"Gentianaceae"	"Geraniaceae"	"Hedyosmum"	"Hypericaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Malvaceae"	"Melastomataceae"	"Moraceae"	"Myrica"	"Myrsinaceae"	"Myrsine"	"Myrtaceae"	"Onagraceae"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Polygonaceae"	"Polylepis"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Schinus"	"Solanaceae"	"Thalictrum"	"Trema"	"Urticaceae"	"Weinmannia"
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	37	"AWI"	37	-112	57	-18	0	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	178	2	0	0	0	0	0	0	0	0	0	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	55	"AWI"	55	-46	258	72	0	3	0	0	1	0	0	0	0	0	0	0	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	85	"AWI"	85	65	494	238	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	105	"AWI"	105	148	624	356	1	3	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	218	1	0	0	0	0	0	0	0	0	0	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	123	"AWI"	123	228	746	459	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0	0	0	0	0	0	0	0	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	135	"AWI"	135	283	821	531	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	1	0	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	155	"AWI"	155	379	952	645	0	5	0	9	0	0	2	0	0	0	10	2	0	0	31	0	0	0	0	1	5	0	3	0	3	7	0	0	0	1	3	3	0	0	0	0	0	0	87	1	0	0	2	0	0	0	0	3	1	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	165	"AWI"	165	439	999	701	0	1	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	1	0	0	0	0	0	1	0	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	175	"AWI"	175	505	1050	759	1	15	0	4	1	0	1	0	0	1	3	0	0	0	4	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	127	0	0	1	1	0	0	0	0	0	1	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	185	"AWI"	185	553	1101	817	0	11	0	2	3	0	1	0	0	0	1	0	0	0	8	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	0	0	1	0	0	121	1	0	0	2	0	0	1	0	0	0	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	195	"AWI"	195	622	1153	873	0	3	0	0	2	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	262	0	1	0	0	0	0	0	0	0	0	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	205	"AWI"	205	694	1202	927	0	2	0	0	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	146	1	0	1	0	0	0	0	0	0	0	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	220	"AWI"	220	803	1279	1006	0	6	0	0	6	0	2	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	243	0	0	1	1	0	0	1	0	0	0	0	0
