"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Onagraceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2053	"AWI"	2053	-93	86	-6	0.711743772241993	0	4.27046263345196	0	0	3.91459074733096	24.1992882562278	0.355871886120996	0	0	0	0	0.711743772241993	1.06761565836299	1.42348754448399	1.77935943060498	2.13523131672598	0	0	6.04982206405694	0.711743772241993	5.69395017793594	0	0	1.06761565836299	0.355871886120996	2.49110320284698	0	0	0	0	2.13523131672598	0	0	26.3345195729537	0	11.0320284697509	0	0	0	0	3.55871886120996	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2060	"AWI"	2060	-64	237	54	0	0	0.900900900900901	0	2.7027027027027	1.8018018018018	0	0	0	0	0	0	0	0.900900900900901	1.8018018018018	4.5045045045045	2.7027027027027	0.900900900900901	0	8.10810810810811	0.900900900900901	10.8108108108108	0	0	2.7027027027027	0.900900900900901	3.6036036036036	0	0	0	0	2.7027027027027	0	0	23.4234234234234	0	21.6216216216216	0	1.8018018018018	0	0	4.5045045045045	0.900900900900901	0	0	0	0.900900900900901	0.900900900900901
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2070	"AWI"	2070	-39	483	140	1.6	0.8	6.4	0	0.8	4	0	0	0	0	0	0	0.8	0	2.4	1.6	2.4	0	0	6.4	0	5.6	0	0	2.4	2.4	0.8	0	0	0	0	0	0	0	31.2	0	23.2	0	0	0	0	4	2.4	0	0	0	0.8	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2080	"AWI"	2080	-13	717	228	0.892857142857143	0	5.80357142857143	0	0	1.78571428571429	0	0.446428571428571	0	0	0	0	0	0	0.446428571428571	1.33928571428571	2.67857142857143	0.446428571428571	0	7.58928571428571	3.57142857142857	6.25	0	0	1.78571428571429	0	1.33928571428571	1.33928571428571	0	0	0	1.78571428571429	0	0.446428571428571	23.2142857142857	0	33.0357142857143	0	0.446428571428571	0	0	4.91071428571429	0	0	0	0	0.446428571428571	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2090	"AWI"	2090	66	781	334	1.68067226890756	0	4.20168067226891	0	2.10084033613445	0	0	0.420168067226891	0	0	0	0	0	0	0	4.20168067226891	2.10084033613445	0.840336134453782	0	6.30252100840336	0.840336134453782	7.56302521008403	0	0	0.840336134453782	0.840336134453782	2.10084033613445	0	0	0.420168067226891	0	2.10084033613445	0	0	28.9915966386555	0	29.8319327731092	0	0	0	0	3.78151260504202	0	0	0	0	0.840336134453782	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2100	"AWI"	2100	111	867	444	1.70940170940171	0	0.854700854700855	0	1.70940170940171	1.70940170940171	0	0.427350427350427	0	0	0	0	0.427350427350427	1.28205128205128	0.427350427350427	4.27350427350427	3.84615384615385	0.427350427350427	0	5.98290598290598	1.70940170940171	6.83760683760684	0	0	1.28205128205128	0.427350427350427	3.41880341880342	0	0	0	0	4.7008547008547	0	0	27.7777777777778	0	27.3504273504274	0	0	0	0	2.13675213675214	0	0	0	0	0	1.28205128205128
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2110	"AWI"	2110	166	983	545	0.337837837837838	0.337837837837838	2.02702702702703	0	0	1.01351351351351	32.7702702702703	0	0	0	0	0	0.675675675675676	0	0	4.39189189189189	0.675675675675676	0.337837837837838	0	5.74324324324324	0.675675675675676	0.337837837837838	0	0.675675675675676	1.01351351351351	0	3.37837837837838	0	0	0	0	7.77027027027027	0	0	12.1621621621622	0	24.3243243243243	0	0	0	0	1.35135135135135	0	0	0	0	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2120	"AWI"	2120	300	1036	649	0.628930817610063	0.628930817610063	0.314465408805031	0	0.314465408805031	1.25786163522013	19.4968553459119	0.314465408805031	0	0	0.314465408805031	0	0	0	0.314465408805031	8.17610062893082	3.45911949685535	0	0	4.40251572327044	0	0	0	0.943396226415094	0.314465408805031	0	1.25786163522013	0	0	0	0	18.5534591194969	0	0	9.43396226415094	0	26.4150943396226	0	0.314465408805031	0	0	2.20125786163522	0	0	0	0.314465408805031	0.628930817610063	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2130	"AWI"	2130	374	1098	761	0	0.72202166064982	1.08303249097473	0	3.24909747292419	1.44404332129964	0	0.72202166064982	0	0	0.36101083032491	0	0.36101083032491	0.36101083032491	1.08303249097473	1.44404332129964	2.16606498194946	0	0	7.94223826714801	0.72202166064982	3.24909747292419	0.36101083032491	0	1.80505415162455	0.72202166064982	5.05415162454874	0	0	0	0	7.5812274368231	0	0	31.4079422382672	0	23.1046931407942	0	0	0	0	3.97111913357401	0.36101083032491	0	0	0.72202166064982	0	0
1537	1577	"Lago de Ajo"	43.041046	-6.139342	2153	"AWI"	2153	725	1252	993	1.69491525423729	0	0	0	0.423728813559322	0	0	0	0	0	0	0	0.423728813559322	0.423728813559322	0.847457627118644	6.77966101694915	1.69491525423729	0	0	6.77966101694915	1.27118644067797	2.11864406779661	0.423728813559322	0	1.27118644067797	0	2.11864406779661	0	0	0	0	12.7118644067797	0	0	15.6779661016949	0	40.2542372881356	0	0	0	0	2.96610169491525	0.423728813559322	0	0	0	1.69491525423729	0
